Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1040000 through 1049999



1040000 --> Sunday, 04 - 16

1040001 --> Sunday, 04 - 01

1040002 --> Sunday, 04 - 21

1040003 --> Sunday, 04 - 13

1040004 --> Sunday, 03 - 28

1040005 --> Sunday, 04 - 17

1040006 --> Sunday, 04 - 09

1040007 --> Sunday, 03 - 25

1040008 --> Sunday, 04 - 13

1040009 --> Sunday, 04 - 05

1040010 --> Sunday, 03 - 28

1040011 --> Sunday, 04 - 10

1040012 --> Sunday, 04 - 01

1040013 --> Sunday, 04 - 21

1040014 --> Sunday, 04 - 13

1040015 --> Sunday, 03 - 29

1040016 --> Sunday, 04 - 17

1040017 --> Sunday, 04 - 09

1040018 --> Sunday, 03 - 25

1040019 --> Sunday, 04 - 14

1040020 --> Sunday, 04 - 05

1040021 --> Sunday, 04 - 25

1040022 --> Sunday, 04 - 10

1040023 --> Sunday, 04 - 02

1040024 --> Sunday, 04 - 21

1040025 --> Sunday, 04 - 06

1040026 --> Sunday, 03 - 29

1040027 --> Sunday, 04 - 18

1040028 --> Sunday, 04 - 02

1040029 --> Sunday, 03 - 25

1040030 --> Sunday, 04 - 14

1040031 --> Sunday, 03 - 30

1040032 --> Sunday, 04 - 18

1040033 --> Sunday, 04 - 10

1040034 --> Sunday, 04 - 02

1040035 --> Sunday, 04 - 15

1040036 --> Sunday, 04 - 06

1040037 --> Sunday, 03 - 29

1040038 --> Sunday, 04 - 18

1040039 --> Sunday, 04 - 03

1040040 --> Sunday, 04 - 22

1040041 --> Sunday, 04 - 14

1040042 --> Sunday, 03 - 30

1040043 --> Sunday, 04 - 19

1040044 --> Sunday, 04 - 10

1040045 --> Sunday, 03 - 26

1040046 --> Sunday, 04 - 15

1040047 --> Sunday, 04 - 07

1040048 --> Sunday, 03 - 22

1040049 --> Sunday, 04 - 11

1040050 --> Sunday, 04 - 03

1040051 --> Sunday, 04 - 23

1040052 --> Sunday, 04 - 07

1040053 --> Sunday, 03 - 30

1040054 --> Sunday, 04 - 19

1040055 --> Sunday, 04 - 04

1040056 --> Sunday, 03 - 26

1040057 --> Sunday, 04 - 15

1040058 --> Sunday, 04 - 07

1040059 --> Sunday, 04 - 20

1040060 --> Sunday, 04 - 11

1040061 --> Sunday, 04 - 03

1040062 --> Sunday, 04 - 16

1040063 --> Sunday, 04 - 08

1040064 --> Sunday, 03 - 30

1040065 --> Sunday, 04 - 19

1040066 --> Sunday, 04 - 04

1040067 --> Sunday, 03 - 27

1040068 --> Sunday, 04 - 15

1040069 --> Sunday, 03 - 31

1040070 --> Sunday, 04 - 20

1040071 --> Sunday, 04 - 12

1040072 --> Sunday, 03 - 27

1040073 --> Sunday, 04 - 16

1040074 --> Sunday, 04 - 08

1040075 --> Sunday, 03 - 24

1040076 --> Sunday, 04 - 12

1040077 --> Sunday, 04 - 04

1040078 --> Sunday, 04 - 24

1040079 --> Sunday, 04 - 09

1040080 --> Sunday, 03 - 31

1040081 --> Sunday, 04 - 20

1040082 --> Sunday, 04 - 05

1040083 --> Sunday, 03 - 28

1040084 --> Sunday, 04 - 16

1040085 --> Sunday, 04 - 08

1040086 --> Sunday, 03 - 24

1040087 --> Sunday, 04 - 13

1040088 --> Sunday, 04 - 04

1040089 --> Sunday, 04 - 24

1040090 --> Sunday, 04 - 09

1040091 --> Sunday, 04 - 01

1040092 --> Sunday, 04 - 20

1040093 --> Sunday, 04 - 05

1040094 --> Sunday, 03 - 28

1040095 --> Sunday, 04 - 17

1040096 --> Sunday, 04 - 01

1040097 --> Sunday, 04 - 21

1040098 --> Sunday, 04 - 13

1040099 --> Sunday, 03 - 29

1040100 --> Sunday, 04 - 18

1040101 --> Sunday, 04 - 10

1040102 --> Sunday, 03 - 26

1040103 --> Sunday, 04 - 15

1040104 --> Sunday, 04 - 06

1040105 --> Sunday, 03 - 29

1040106 --> Sunday, 04 - 11

1040107 --> Sunday, 04 - 03

1040108 --> Sunday, 04 - 22

1040109 --> Sunday, 04 - 14

1040110 --> Sunday, 03 - 30

1040111 --> Sunday, 04 - 19

1040112 --> Sunday, 04 - 10

1040113 --> Sunday, 03 - 26

1040114 --> Sunday, 04 - 15

1040115 --> Sunday, 04 - 07

1040116 --> Sunday, 03 - 22

1040117 --> Sunday, 04 - 11

1040118 --> Sunday, 04 - 03

1040119 --> Sunday, 04 - 23

1040120 --> Sunday, 04 - 07

1040121 --> Sunday, 03 - 30

1040122 --> Sunday, 04 - 19

1040123 --> Sunday, 04 - 04

1040124 --> Sunday, 03 - 26

1040125 --> Sunday, 04 - 15

1040126 --> Sunday, 03 - 31

1040127 --> Sunday, 04 - 20

1040128 --> Sunday, 04 - 11

1040129 --> Sunday, 04 - 03

1040130 --> Sunday, 04 - 16

1040131 --> Sunday, 04 - 08

1040132 --> Sunday, 03 - 30

1040133 --> Sunday, 04 - 19

1040134 --> Sunday, 04 - 04

1040135 --> Sunday, 03 - 27

1040136 --> Sunday, 04 - 15

1040137 --> Sunday, 03 - 31

1040138 --> Sunday, 04 - 20

1040139 --> Sunday, 04 - 12

1040140 --> Sunday, 03 - 27

1040141 --> Sunday, 04 - 16

1040142 --> Sunday, 04 - 08

1040143 --> Sunday, 03 - 24

1040144 --> Sunday, 04 - 12

1040145 --> Sunday, 04 - 04

1040146 --> Sunday, 04 - 24

1040147 --> Sunday, 04 - 09

1040148 --> Sunday, 03 - 31

1040149 --> Sunday, 04 - 20

1040150 --> Sunday, 04 - 05

1040151 --> Sunday, 03 - 28

1040152 --> Sunday, 04 - 16

1040153 --> Sunday, 04 - 08

1040154 --> Sunday, 03 - 24

1040155 --> Sunday, 04 - 13

1040156 --> Sunday, 04 - 04

1040157 --> Sunday, 04 - 17

1040158 --> Sunday, 04 - 09

