Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0820000 through 0829999



0820000 --> Sunday, 04 - 16

0820001 --> Sunday, 04 - 08

0820002 --> Sunday, 03 - 24

0820003 --> Sunday, 04 - 13

0820004 --> Sunday, 04 - 04

0820005 --> Sunday, 04 - 24

0820006 --> Sunday, 04 - 09

0820007 --> Sunday, 04 - 01

0820008 --> Sunday, 04 - 20

0820009 --> Sunday, 04 - 05

0820010 --> Sunday, 03 - 28

0820011 --> Sunday, 04 - 17

0820012 --> Sunday, 04 - 08

0820013 --> Sunday, 03 - 24

0820014 --> Sunday, 04 - 13

0820015 --> Sunday, 04 - 05

0820016 --> Sunday, 04 - 24

0820017 --> Sunday, 04 - 09

0820018 --> Sunday, 04 - 01

0820019 --> Sunday, 04 - 21

0820020 --> Sunday, 04 - 05

0820021 --> Sunday, 03 - 28

0820022 --> Sunday, 04 - 17

0820023 --> Sunday, 04 - 02

0820024 --> Sunday, 04 - 21

0820025 --> Sunday, 04 - 13

0820026 --> Sunday, 03 - 29

0820027 --> Sunday, 04 - 18

0820028 --> Sunday, 04 - 09

0820029 --> Sunday, 03 - 25

0820030 --> Sunday, 04 - 14

0820031 --> Sunday, 04 - 06

0820032 --> Sunday, 03 - 28

0820033 --> Sunday, 04 - 10

0820034 --> Sunday, 04 - 02

0820035 --> Sunday, 04 - 22

0820036 --> Sunday, 04 - 13

0820037 --> Sunday, 03 - 29

0820038 --> Sunday, 04 - 18

0820039 --> Sunday, 04 - 10

0820040 --> Sunday, 03 - 25

0820041 --> Sunday, 04 - 14

0820042 --> Sunday, 04 - 06

0820043 --> Sunday, 04 - 19

0820044 --> Sunday, 04 - 10

0820045 --> Sunday, 04 - 02

0820046 --> Sunday, 04 - 22

0820047 --> Sunday, 04 - 07

0820048 --> Sunday, 03 - 29

0820049 --> Sunday, 04 - 18

0820050 --> Sunday, 04 - 03

0820051 --> Sunday, 03 - 26

0820052 --> Sunday, 04 - 14

0820053 --> Sunday, 03 - 30

0820054 --> Sunday, 04 - 19

0820055 --> Sunday, 04 - 11

0820056 --> Sunday, 04 - 02

0820057 --> Sunday, 04 - 15

0820058 --> Sunday, 04 - 07

0820059 --> Sunday, 03 - 23

0820060 --> Sunday, 04 - 11

0820061 --> Sunday, 04 - 03

0820062 --> Sunday, 04 - 23

0820063 --> Sunday, 04 - 08

0820064 --> Sunday, 03 - 30

0820065 --> Sunday, 04 - 19

0820066 --> Sunday, 04 - 11

0820067 --> Sunday, 03 - 27

0820068 --> Sunday, 04 - 15

0820069 --> Sunday, 04 - 07

0820070 --> Sunday, 03 - 23

0820071 --> Sunday, 04 - 12

0820072 --> Sunday, 04 - 03

0820073 --> Sunday, 04 - 23

0820074 --> Sunday, 04 - 08

0820075 --> Sunday, 03 - 31

0820076 --> Sunday, 04 - 19

0820077 --> Sunday, 04 - 04

0820078 --> Sunday, 03 - 27

0820079 --> Sunday, 04 - 16

0820080 --> Sunday, 03 - 31

0820081 --> Sunday, 04 - 20

0820082 --> Sunday, 04 - 12

0820083 --> Sunday, 03 - 28

0820084 --> Sunday, 04 - 16

0820085 --> Sunday, 04 - 08

0820086 --> Sunday, 03 - 31

0820087 --> Sunday, 04 - 13

0820088 --> Sunday, 04 - 04

0820089 --> Sunday, 03 - 27

0820090 --> Sunday, 04 - 16

0820091 --> Sunday, 04 - 01

0820092 --> Sunday, 04 - 20

0820093 --> Sunday, 04 - 12

0820094 --> Sunday, 03 - 28

