Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2310000 through 2319999



2310000 --> Sunday, 03 - 26

2310001 --> Sunday, 04 - 15

2310002 --> Sunday, 03 - 31

2310003 --> Sunday, 04 - 20

2310004 --> Sunday, 04 - 11

2310005 --> Sunday, 03 - 27

2310006 --> Sunday, 04 - 16

2310007 --> Sunday, 04 - 08

2310008 --> Sunday, 03 - 23

2310009 --> Sunday, 04 - 12

2310010 --> Sunday, 04 - 04

2310011 --> Sunday, 04 - 24

2310012 --> Sunday, 04 - 08

2310013 --> Sunday, 03 - 31

2310014 --> Sunday, 04 - 20

2310015 --> Sunday, 04 - 05

2310016 --> Sunday, 03 - 27

2310017 --> Sunday, 04 - 16

2310018 --> Sunday, 04 - 08

2310019 --> Sunday, 03 - 24

2310020 --> Sunday, 04 - 12

2310021 --> Sunday, 04 - 04

2310022 --> Sunday, 04 - 17

2310023 --> Sunday, 04 - 09

2310024 --> Sunday, 03 - 31

2310025 --> Sunday, 04 - 20

2310026 --> Sunday, 04 - 05

2310027 --> Sunday, 03 - 28

2310028 --> Sunday, 04 - 16

2310029 --> Sunday, 04 - 01

2310030 --> Sunday, 04 - 21

2310031 --> Sunday, 04 - 13

2310032 --> Sunday, 03 - 28

2310033 --> Sunday, 04 - 17

2310034 --> Sunday, 04 - 09

2310035 --> Sunday, 03 - 25

2310036 --> Sunday, 04 - 13

2310037 --> Sunday, 04 - 05

2310038 --> Sunday, 03 - 28

2310039 --> Sunday, 04 - 10

2310040 --> Sunday, 04 - 01

2310041 --> Sunday, 04 - 21

2310042 --> Sunday, 04 - 06

2310043 --> Sunday, 03 - 29

2310044 --> Sunday, 04 - 17

2310045 --> Sunday, 04 - 09

2310046 --> Sunday, 03 - 25

2310047 --> Sunday, 04 - 14

2310048 --> Sunday, 04 - 05

2310049 --> Sunday, 04 - 25

2310050 --> Sunday, 04 - 10

2310051 --> Sunday, 04 - 02

2310052 --> Sunday, 04 - 21

2310053 --> Sunday, 04 - 06

2310054 --> Sunday, 03 - 29

2310055 --> Sunday, 04 - 18

2310056 --> Sunday, 04 - 02

2310057 --> Sunday, 03 - 25

2310058 --> Sunday, 04 - 14

2310059 --> Sunday, 03 - 30

2310060 --> Sunday, 04 - 18

2310061 --> Sunday, 04 - 10

2310062 --> Sunday, 03 - 26

2310063 --> Sunday, 04 - 15

2310064 --> Sunday, 04 - 06

2310065 --> Sunday, 03 - 29

2310066 --> Sunday, 04 - 11

2310067 --> Sunday, 04 - 03

2310068 --> Sunday, 04 - 22

2310069 --> Sunday, 04 - 14

2310070 --> Sunday, 03 - 30

2310071 --> Sunday, 04 - 19

2310072 --> Sunday, 04 - 10

2310073 --> Sunday, 03 - 26

2310074 --> Sunday, 04 - 15

2310075 --> Sunday, 04 - 07

2310076 --> Sunday, 03 - 22

2310077 --> Sunday, 04 - 11

2310078 --> Sunday, 04 - 03

2310079 --> Sunday, 04 - 23

2310080 --> Sunday, 04 - 07

2310081 --> Sunday, 03 - 30

2310082 --> Sunday, 04 - 19

2310083 --> Sunday, 04 - 04

2310084 --> Sunday, 03 - 26

2310085 --> Sunday, 04 - 15

2310086 --> Sunday, 03 - 31

2310087 --> Sunday, 04 - 20

2310088 --> Sunday, 04 - 11

2310089 --> Sunday, 04 - 03

2310090 --> Sunday, 04 - 16

2310091 --> Sunday, 04 - 08

2310092 --> Sunday, 03 - 30

2310093 --> Sunday, 04 - 19

2310094 --> Sunday, 04 - 04

2310095 --> Sunday, 03 - 27

2310096 --> Sunday, 04 - 15

2310097 --> Sunday, 03 - 31

2310098 --> Sunday, 04 - 20

2310099 --> Sunday, 04 - 12

2310100 --> Sunday, 03 - 28

2310101 --> Sunday, 04 - 17

2310102 --> Sunday, 04 - 09

2310103 --> Sunday, 03 - 25

2310104 --> Sunday, 04 - 13

2310105 --> Sunday, 04 - 05

2310106 --> Sunday, 04 - 25

2310107 --> Sunday, 04 - 10

2310108 --> Sunday, 04 - 01

2310109 --> Sunday, 04 - 21

2310110 --> Sunday, 04 - 06

2310111 --> Sunday, 03 - 29

2310112 --> Sunday, 04 - 17

2310113 --> Sunday, 04 - 09

2310114 --> Sunday, 03 - 25

2310115 --> Sunday, 04 - 14

2310116 --> Sunday, 04 - 05

2310117 --> Sunday, 04 - 18

2310118 --> Sunday, 04 - 10

2310119 --> Sunday, 04 - 02

2310120 --> Sunday, 04 - 21

2310121 --> Sunday, 04 - 06

2310122 --> Sunday, 03 - 29

2310123 --> Sunday, 04 - 18

2310124 --> Sunday, 04 - 02

2310125 --> Sunday, 04 - 22

2310126 --> Sunday, 04 - 14

2310127 --> Sunday, 03 - 30

2310128 --> Sunday, 04 - 18

2310129 --> Sunday, 04 - 10

2310130 --> Sunday, 03 - 26

2310131 --> Sunday, 04 - 15

2310132 --> Sunday, 04 - 06

2310133 --> Sunday, 03 - 29

2310134 --> Sunday, 04 - 11

2310135 --> Sunday, 04 - 03

2310136 --> Sunday, 04 - 22

2310137 --> Sunday, 04 - 07

2310138 --> Sunday, 03 - 30

2310139 --> Sunday, 04 - 19

2310140 --> Sunday, 04 - 10

2310141 --> Sunday, 03 - 26

2310142 --> Sunday, 04 - 15

2310143 --> Sunday, 04 - 07

2310144 --> Sunday, 04 - 19

2310145 --> Sunday, 04 - 11

2310146 --> Sunday, 04 - 03

2310147 --> Sunday, 04 - 23

2310148 --> Sunday, 04 - 07

2310149 --> Sunday, 03 - 30

2310150 --> Sunday, 04 - 19

2310151 --> Sunday, 04 - 04

2310152 --> Sunday, 03 - 26

2310153 --> Sunday, 04 - 15

2310154 --> Sunday, 03 - 31

2310155 --> Sunday, 04 - 20

2310156 --> Sunday, 04 - 11

2310157 --> Sunday, 03 - 27

2310158 --> Sunday, 04 - 16

2310159 --> Sunday, 04 - 08

2310160 --> Sunday, 03 - 30

2310161 --> Sunday, 04 - 12

2310162 --> Sunday, 04 - 04

2310163 --> Sunday, 04 - 24

2310164 --> Sunday, 04 - 15

2310165 --> Sunday, 03 - 31

2310166 --> Sunday, 04 - 20

2310167 --> Sunday, 04 - 12

2310168 --> Sunday, 03 - 27

2310169 --> Sunday, 04 - 16

2310170 --> Sunday, 04 - 08

2310171 --> Sunday, 03 - 24

2310172 --> Sunday, 04 - 12

2310173 --> Sunday, 04 - 04

2310174 --> Sunday, 04 - 24

2310175 --> Sunday, 04 - 09

2310176 --> Sunday, 03 - 31

2310177 --> Sunday, 04 - 20

2310178 --> Sunday, 04 - 05

2310179 --> Sunday, 03 - 28

2310180 --> Sunday, 04 - 16

2310181 --> Sunday, 04 - 01

2310182 --> Sunday, 04 - 21

2310183 --> Sunday, 04 - 13

2310184 --> Sunday, 04 - 04

2310185 --> Sunday, 04 - 17

2310186 --> Sunday, 04 - 09

2310187 --> Sunday, 04 - 01

2310188 --> Sunday, 04 - 20

2310189 --> Sunday, 04 - 05

2310190 --> Sunday, 03 - 28

2310191 --> Sunday, 04 - 10

2310192 --> Sunday, 04 - 01

2310193 --> Sunday, 04 - 21

2310194 --> Sunday, 04 - 13

2310195 --> Sunday, 03 - 29

2310196 --> Sunday, 04 - 17

2310197 --> Sunday, 04 - 09

2310198 --> Sunday, 03 - 25

2310199 --> Sunday, 04 - 14

2310200 --> Sunday, 04 - 06

2310201 --> Sunday, 04 - 19

2310202 --> Sunday, 04 - 11

2310203 --> Sunday, 04 - 03

2310204 --> Sunday, 04 - 22

2310205 --> Sunday, 04 - 07

2310206 --> Sunday, 03 - 30

2310207 --> Sunday, 04 - 19

2310208 --> Sunday, 04 - 03

2310209 --> Sunday, 03 - 26

2310210 --> Sunday, 04 - 15

2310211 --> Sunday, 03 - 31

2310212 --> Sunday, 04 - 19

2310213 --> Sunday, 04 - 11

2310214 --> Sunday, 03 - 27

2310215 --> Sunday, 04 - 16

2310216 --> Sunday, 04 - 07

2310217 --> Sunday, 03 - 30

2310218 --> Sunday, 04 - 12

2310219 --> Sunday, 04 - 04

2310220 --> Sunday, 04 - 23

2310221 --> Sunday, 04 - 15

2310222 --> Sunday, 03 - 31

2310223 --> Sunday, 04 - 20

2310224 --> Sunday, 04 - 11

2310225 --> Sunday, 03 - 27

2310226 --> Sunday, 04 - 16

2310227 --> Sunday, 04 - 08

2310228 --> Sunday, 03 - 23

2310229 --> Sunday, 04 - 12

2310230 --> Sunday, 04 - 04

2310231 --> Sunday, 04 - 24

2310232 --> Sunday, 04 - 08

2310233 --> Sunday, 03 - 31

2310234 --> Sunday, 04 - 20

2310235 --> Sunday, 04 - 05

2310236 --> Sunday, 03 - 27

2310237 --> Sunday, 04 - 16

2310238 --> Sunday, 04 - 01

2310239 --> Sunday, 04 - 21

2310240 --> Sunday, 04 - 12

2310241 --> Sunday, 04 - 04

2310242 --> Sunday, 04 - 17

2310243 --> Sunday, 04 - 09

2310244 --> Sunday, 03 - 31

2310245 --> Sunday, 04 - 20

2310246 --> Sunday, 04 - 05

2310247 --> Sunday, 03 - 28

2310248 --> Sunday, 04 - 16

2310249 --> Sunday, 04 - 01

2310250 --> Sunday, 04 - 21

2310251 --> Sunday, 04 - 13

2310252 --> Sunday, 03 - 28

2310253 --> Sunday, 04 - 17

2310254 --> Sunday, 04 - 09

2310255 --> Sunday, 03 - 25

2310256 --> Sunday, 04 - 13

2310257 --> Sunday, 04 - 05

2310258 --> Sunday, 04 - 25

2310259 --> Sunday, 04 - 10

2310260 --> Sunday, 04 - 01

2310261 --> Sunday, 04 - 21

2310262 --> Sunday, 04 - 06

2310263 --> Sunday, 03 - 29

2310264 --> Sunday, 04 - 17

2310265 --> Sunday, 04 - 09

2310266 --> Sunday, 03 - 25

2310267 --> Sunday, 04 - 14

2310268 --> Sunday, 04 - 05

2310269 --> Sunday, 04 - 18

2310270 --> Sunday, 04 - 10

2310271 --> Sunday, 04 - 02

2310272 --> Sunday, 04 - 21

2310273 --> Sunday, 04 - 06

2310274 --> Sunday, 03 - 29

2310275 --> Sunday, 04 - 18

2310276 --> Sunday, 04 - 02

2310277 --> Sunday, 04 - 22

