Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2320000 through 2329999



2320000 --> Sunday, 04 - 02

2320001 --> Sunday, 04 - 22

2320002 --> Sunday, 04 - 07

2320003 --> Sunday, 03 - 30

2320004 --> Sunday, 04 - 18

2320005 --> Sunday, 04 - 03

2320006 --> Sunday, 03 - 26

2320007 --> Sunday, 04 - 15

2320008 --> Sunday, 03 - 30

2320009 --> Sunday, 04 - 19

2320010 --> Sunday, 04 - 11

2320011 --> Sunday, 03 - 27

2320012 --> Sunday, 04 - 15

2320013 --> Sunday, 04 - 07

2320014 --> Sunday, 03 - 23

2320015 --> Sunday, 04 - 12

2320016 --> Sunday, 04 - 03

2320017 --> Sunday, 04 - 23

2320018 --> Sunday, 04 - 08

2320019 --> Sunday, 03 - 31

2320020 --> Sunday, 04 - 19

2320021 --> Sunday, 04 - 11

2320022 --> Sunday, 03 - 27

2320023 --> Sunday, 04 - 16

2320024 --> Sunday, 04 - 07

2320025 --> Sunday, 03 - 23

2320026 --> Sunday, 04 - 12

2320027 --> Sunday, 04 - 04

2320028 --> Sunday, 04 - 23

2320029 --> Sunday, 04 - 08

2320030 --> Sunday, 03 - 31

2320031 --> Sunday, 04 - 20

2320032 --> Sunday, 04 - 04

2320033 --> Sunday, 03 - 27

2320034 --> Sunday, 04 - 16

2320035 --> Sunday, 04 - 01

2320036 --> Sunday, 04 - 20

2320037 --> Sunday, 04 - 12

2320038 --> Sunday, 03 - 28

2320039 --> Sunday, 04 - 17

2320040 --> Sunday, 04 - 08

2320041 --> Sunday, 03 - 31

2320042 --> Sunday, 04 - 13

2320043 --> Sunday, 04 - 05

2320044 --> Sunday, 03 - 27

2320045 --> Sunday, 04 - 16

2320046 --> Sunday, 04 - 01

2320047 --> Sunday, 04 - 21

2320048 --> Sunday, 04 - 12

2320049 --> Sunday, 03 - 28

2320050 --> Sunday, 04 - 17

2320051 --> Sunday, 04 - 09

2320052 --> Sunday, 03 - 24

2320053 --> Sunday, 04 - 13

2320054 --> Sunday, 04 - 05

2320055 --> Sunday, 04 - 25

2320056 --> Sunday, 04 - 09

2320057 --> Sunday, 04 - 01

2320058 --> Sunday, 04 - 21

2320059 --> Sunday, 04 - 06

2320060 --> Sunday, 03 - 28

2320061 --> Sunday, 04 - 17

2320062 --> Sunday, 04 - 02

2320063 --> Sunday, 03 - 25

2320064 --> Sunday, 04 - 13

2320065 --> Sunday, 04 - 05

2320066 --> Sunday, 04 - 18

