Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3420000 through 3429999



3420000 --> Thursday, 05 - 25

3420001 --> Thursday, 05 - 10

3420002 --> Thursday, 05 - 30

3420003 --> Thursday, 05 - 22

3420004 --> Thursday, 05 - 13

3420005 --> Thursday, 05 - 26

3420006 --> Thursday, 05 - 18

3420007 --> Thursday, 05 - 10

3420008 --> Thursday, 05 - 29

3420009 --> Thursday, 05 - 14

3420010 --> Thursday, 05 - 06

3420011 --> Thursday, 05 - 26

3420012 --> Thursday, 05 - 10

3420013 --> Thursday, 05 - 30

3420014 --> Thursday, 05 - 22

3420015 --> Thursday, 05 - 07

3420016 --> Thursday, 05 - 26

3420017 --> Thursday, 05 - 18

3420018 --> Thursday, 05 - 03

3420019 --> Thursday, 05 - 23

3420020 --> Thursday, 05 - 14

3420021 --> Thursday, 06 - 03

3420022 --> Thursday, 05 - 19

3420023 --> Thursday, 05 - 11

3420024 --> Thursday, 05 - 30

3420025 --> Thursday, 05 - 15

3420026 --> Thursday, 05 - 07

3420027 --> Thursday, 05 - 27

3420028 --> Thursday, 05 - 18

3420029 --> Thursday, 05 - 03

3420030 --> Thursday, 05 - 23

3420031 --> Thursday, 05 - 15

3420032 --> Thursday, 05 - 27

3420033 --> Thursday, 05 - 19

3420034 --> Thursday, 05 - 11

3420035 --> Thursday, 05 - 31

3420036 --> Thursday, 05 - 15

3420037 --> Thursday, 05 - 07

3420038 --> Thursday, 05 - 27

3420039 --> Thursday, 05 - 12

3420040 --> Thursday, 05 - 31

3420041 --> Thursday, 05 - 23

3420042 --> Thursday, 05 - 08

3420043 --> Thursday, 05 - 28

3420044 --> Thursday, 05 - 19

3420045 --> Thursday, 05 - 04

3420046 --> Thursday, 05 - 24

3420047 --> Thursday, 05 - 16

3420048 --> Thursday, 05 - 07

3420049 --> Thursday, 05 - 20

3420050 --> Thursday, 05 - 12

3420051 --> Thursday, 06 - 01

3420052 --> Thursday, 05 - 23

3420053 --> Thursday, 05 - 08

3420054 --> Thursday, 05 - 28

3420055 --> Thursday, 05 - 20

3420056 --> Thursday, 05 - 04

3420057 --> Thursday, 05 - 24

3420058 --> Thursday, 05 - 16

3420059 --> Thursday, 05 - 29

3420060 --> Thursday, 05 - 20

3420061 --> Thursday, 05 - 12

3420062 --> Thursday, 06 - 01

3420063 --> Thursday, 05 - 17

3420064 --> Thursday, 05 - 08

3420065 --> Thursday, 05 - 28

3420066 --> Thursday, 05 - 13

3420067 --> Thursday, 05 - 05

3420068 --> Thursday, 05 - 24

3420069 --> Thursday, 05 - 09

3420070 --> Thursday, 05 - 29

3420071 --> Thursday, 05 - 21

3420072 --> Thursday, 05 - 12

3420073 --> Thursday, 05 - 25

3420074 --> Thursday, 05 - 17

3420075 --> Thursday, 05 - 09

3420076 --> Thursday, 05 - 21

3420077 --> Thursday, 05 - 13

3420078 --> Thursday, 06 - 02

3420079 --> Thursday, 05 - 18

3420080 --> Thursday, 05 - 09

3420081 --> Thursday, 05 - 29

3420082 --> Thursday, 05 - 21

3420083 --> Thursday, 05 - 06

3420084 --> Thursday, 05 - 25

3420085 --> Thursday, 05 - 17

3420086 --> Thursday, 05 - 02

3420087 --> Thursday, 05 - 22

3420088 --> Thursday, 05 - 13

3420089 --> Thursday, 06 - 02

3420090 --> Thursday, 05 - 18

3420091 --> Thursday, 05 - 10

3420092 --> Thursday, 05 - 29

3420093 --> Thursday, 05 - 14

3420094 --> Thursday, 05 - 06

3420095 --> Thursday, 05 - 26

3420096 --> Thursday, 05 - 10

3420097 --> Thursday, 05 - 30

3420098 --> Thursday, 05 - 22

3420099 --> Thursday, 05 - 07

3420100 --> Thursday, 05 - 27

3420101 --> Thursday, 05 - 19

3420102 --> Thursday, 05 - 11

3420103 --> Thursday, 05 - 24

3420104 --> Thursday, 05 - 15

3420105 --> Thursday, 05 - 07

3420106 --> Thursday, 05 - 27

3420107 --> Thursday, 05 - 12

3420108 --> Thursday, 05 - 31

3420109 --> Thursday, 05 - 23

3420110 --> Thursday, 05 - 08

3420111 --> Thursday, 05 - 28

3420112 --> Thursday, 05 - 19

3420113 --> Thursday, 05 - 04

3420114 --> Thursday, 05 - 24

3420115 --> Thursday, 05 - 16

3420116 --> Thursday, 04 - 30

3420117 --> Thursday, 05 - 20

3420118 --> Thursday, 05 - 12

3420119 --> Thursday, 06 - 01

3420120 --> Thursday, 05 - 16

3420121 --> Thursday, 05 - 08

3420122 --> Thursday, 05 - 28

3420123 --> Thursday, 05 - 13

3420124 --> Thursday, 05 - 04

3420125 --> Thursday, 05 - 24

3420126 --> Thursday, 05 - 16

3420127 --> Thursday, 05 - 29

3420128 --> Thursday, 05 - 20

3420129 --> Thursday, 05 - 12

3420130 --> Thursday, 06 - 01

3420131 --> Thursday, 05 - 17

3420132 --> Thursday, 05 - 08

3420133 --> Thursday, 05 - 28

3420134 --> Thursday, 05 - 13

3420135 --> Thursday, 05 - 05

3420136 --> Thursday, 05 - 24

3420137 --> Thursday, 05 - 09

3420138 --> Thursday, 05 - 29

3420139 --> Thursday, 05 - 21

3420140 --> Thursday, 05 - 05

3420141 --> Thursday, 05 - 25

3420142 --> Thursday, 05 - 17

3420143 --> Thursday, 05 - 02

3420144 --> Thursday, 05 - 21

3420145 --> Thursday, 05 - 13

3420146 --> Thursday, 06 - 02

3420147 --> Thursday, 05 - 18

3420148 --> Thursday, 05 - 09

3420149 --> Thursday, 05 - 29

3420150 --> Thursday, 05 - 21

3420151 --> Thursday, 05 - 06

3420152 --> Thursday, 05 - 25

3420153 --> Thursday, 05 - 17

3420154 --> Thursday, 05 - 02

3420155 --> Thursday, 05 - 22

3420156 --> Thursday, 05 - 13

3420157 --> Thursday, 06 - 02

