Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4710000 through 4719999



4710000 --> Thursday, 05 - 18

4710001 --> Thursday, 05 - 03

4710002 --> Thursday, 05 - 23

4710003 --> Thursday, 05 - 15

4710004 --> Thursday, 05 - 06

4710005 --> Thursday, 05 - 19

4710006 --> Thursday, 05 - 11

4710007 --> Thursday, 05 - 31

4710008 --> Thursday, 05 - 15

4710009 --> Thursday, 05 - 07

4710010 --> Thursday, 05 - 27

4710011 --> Thursday, 05 - 12

4710012 --> Thursday, 05 - 03

4710013 --> Thursday, 05 - 23

4710014 --> Thursday, 05 - 15

4710015 --> Thursday, 05 - 28

4710016 --> Thursday, 05 - 19

4710017 --> Thursday, 05 - 11

4710018 --> Thursday, 05 - 31

4710019 --> Thursday, 05 - 16

4710020 --> Thursday, 05 - 07

4710021 --> Thursday, 05 - 27

4710022 --> Thursday, 05 - 12

4710023 --> Thursday, 05 - 04

4710024 --> Thursday, 05 - 23

4710025 --> Thursday, 05 - 08

4710026 --> Thursday, 05 - 28

4710027 --> Thursday, 05 - 20

4710028 --> Thursday, 05 - 04

4710029 --> Thursday, 05 - 24

4710030 --> Thursday, 05 - 16

4710031 --> Thursday, 05 - 01

4710032 --> Thursday, 05 - 20

4710033 --> Thursday, 05 - 12

4710034 --> Thursday, 06 - 01

4710035 --> Thursday, 05 - 17

4710036 --> Thursday, 05 - 08

4710037 --> Thursday, 05 - 28

4710038 --> Thursday, 05 - 20

4710039 --> Thursday, 05 - 05

4710040 --> Thursday, 05 - 24

4710041 --> Thursday, 05 - 16

4710042 --> Thursday, 05 - 01

4710043 --> Thursday, 05 - 21

4710044 --> Thursday, 05 - 12

4710045 --> Thursday, 06 - 01

4710046 --> Thursday, 05 - 17

4710047 --> Thursday, 05 - 09

4710048 --> Thursday, 05 - 28

4710049 --> Thursday, 05 - 13

4710050 --> Thursday, 05 - 05

4710051 --> Thursday, 05 - 25

4710052 --> Thursday, 05 - 09

4710053 --> Thursday, 05 - 29

4710054 --> Thursday, 05 - 21

4710055 --> Thursday, 05 - 06

4710056 --> Thursday, 05 - 25

4710057 --> Thursday, 05 - 17

4710058 --> Thursday, 05 - 09

4710059 --> Thursday, 05 - 22

4710060 --> Thursday, 05 - 13

4710061 --> Thursday, 05 - 05

4710062 --> Thursday, 05 - 18

4710063 --> Thursday, 05 - 10

4710064 --> Thursday, 05 - 29

4710065 --> Thursday, 05 - 21

4710066 --> Thursday, 05 - 06

4710067 --> Thursday, 05 - 26

4710068 --> Thursday, 05 - 17

4710069 --> Thursday, 05 - 02

4710070 --> Thursday, 05 - 22

4710071 --> Thursday, 05 - 14

4710072 --> Thursday, 06 - 02

4710073 --> Thursday, 05 - 18

4710074 --> Thursday, 05 - 10

4710075 --> Thursday, 05 - 30

4710076 --> Thursday, 05 - 14

4710077 --> Thursday, 05 - 06

4710078 --> Thursday, 05 - 26

4710079 --> Thursday, 05 - 11

4710080 --> Thursday, 05 - 02

4710081 --> Thursday, 05 - 22

4710082 --> Thursday, 05 - 07

4710083 --> Thursday, 05 - 27

4710084 --> Thursday, 05 - 18

4710085 --> Thursday, 05 - 10

4710086 --> Thursday, 05 - 23

4710087 --> Thursday, 05 - 15

4710088 --> Thursday, 05 - 06

4710089 --> Thursday, 05 - 26

4710090 --> Thursday, 05 - 11

4710091 --> Thursday, 05 - 31

4710092 --> Thursday, 05 - 22

4710093 --> Thursday, 05 - 07

4710094 --> Thursday, 05 - 27

4710095 --> Thursday, 05 - 19

4710096 --> Thursday, 05 - 03

4710097 --> Thursday, 05 - 23

4710098 --> Thursday, 05 - 15

4710099 --> Thursday, 04 - 30

4710100 --> Thursday, 05 - 20

4710101 --> Thursday, 05 - 12

4710102 --> Thursday, 06 - 01

4710103 --> Thursday, 05 - 17

4710104 --> Thursday, 05 - 08

4710105 --> Thursday, 05 - 28

4710106 --> Thursday, 05 - 13

4710107 --> Thursday, 05 - 05

4710108 --> Thursday, 05 - 24

4710109 --> Thursday, 05 - 16

4710110 --> Thursday, 05 - 29

4710111 --> Thursday, 05 - 21

4710112 --> Thursday, 05 - 12

4710113 --> Thursday, 06 - 01

4710114 --> Thursday, 05 - 17

4710115 --> Thursday, 05 - 09

4710116 --> Thursday, 05 - 28

4710117 --> Thursday, 05 - 13

4710118 --> Thursday, 05 - 05

4710119 --> Thursday, 05 - 25

4710120 --> Thursday, 05 - 09

4710121 --> Thursday, 05 - 29

4710122 --> Thursday, 05 - 21

4710123 --> Thursday, 05 - 06

4710124 --> Thursday, 05 - 25

4710125 --> Thursday, 05 - 17

4710126 --> Thursday, 05 - 02

4710127 --> Thursday, 05 - 22

4710128 --> Thursday, 05 - 13

4710129 --> Thursday, 06 - 02

4710130 --> Thursday, 05 - 18

4710131 --> Thursday, 05 - 10

4710132 --> Thursday, 05 - 29

4710133 --> Thursday, 05 - 21

4710134 --> Thursday, 05 - 06

4710135 --> Thursday, 05 - 26

4710136 --> Thursday, 05 - 17

4710137 --> Thursday, 05 - 02

4710138 --> Thursday, 05 - 22

4710139 --> Thursday, 05 - 14

4710140 --> Thursday, 06 - 02

4710141 --> Thursday, 05 - 18

4710142 --> Thursday, 05 - 10

4710143 --> Thursday, 05 - 30

4710144 --> Thursday, 05 - 14

4710145 --> Thursday, 05 - 06

4710146 --> Thursday, 05 - 26

4710147 --> Thursday, 05 - 11

4710148 --> Thursday, 05 - 30

4710149 --> Thursday, 05 - 22

4710150 --> Thursday, 05 - 07

4710151 --> Thursday, 05 - 27

4710152 --> Thursday, 05 - 18

4710153 --> Thursday, 05 - 10

4710154 --> Thursday, 05 - 23

4710155 --> Thursday, 05 - 15

4710156 --> Thursday, 05 - 06

4710157 --> Thursday, 05 - 19

4710158 --> Thursday, 05 - 11

4710159 --> Thursday, 05 - 31

4710160 --> Thursday, 05 - 22

4710161 --> Thursday, 05 - 07

4710162 --> Thursday, 05 - 27

4710163 --> Thursday, 05 - 19

4710164 --> Thursday, 05 - 03

4710165 --> Thursday, 05 - 23

4710166 --> Thursday, 05 - 15

4710167 --> Thursday, 05 - 28

4710168 --> Thursday, 05 - 19

4710169 --> Thursday, 05 - 11

4710170 --> Thursday, 05 - 31

4710171 --> Thursday, 05 - 16

4710172 --> Thursday, 05 - 07

4710173 --> Thursday, 05 - 27

4710174 --> Thursday, 05 - 12

4710175 --> Thursday, 05 - 04

4710176 --> Thursday, 05 - 23

4710177 --> Thursday, 05 - 08

4710178 --> Thursday, 05 - 28

4710179 --> Thursday, 05 - 20

4710180 --> Thursday, 05 - 11

4710181 --> Thursday, 05 - 24

4710182 --> Thursday, 05 - 16

4710183 --> Thursday, 05 - 08

4710184 --> Thursday, 05 - 27

4710185 --> Thursday, 05 - 12

4710186 --> Thursday, 06 - 01

4710187 --> Thursday, 05 - 24

4710188 --> Thursday, 05 - 08

4710189 --> Thursday, 05 - 28

4710190 --> Thursday, 05 - 20

4710191 --> Thursday, 05 - 05

4710192 --> Thursday, 05 - 24

4710193 --> Thursday, 05 - 16

4710194 --> Thursday, 05 - 01

4710195 --> Thursday, 05 - 21

4710196 --> Thursday, 05 - 12

4710197 --> Thursday, 06 - 01

4710198 --> Thursday, 05 - 17

4710199 --> Thursday, 05 - 09

4710200 --> Thursday, 05 - 29

4710201 --> Thursday, 05 - 14

4710202 --> Thursday, 05 - 06

4710203 --> Thursday, 05 - 26

4710204 --> Thursday, 05 - 10

4710205 --> Thursday, 05 - 30

4710206 --> Thursday, 05 - 22

4710207 --> Thursday, 05 - 07

4710208 --> Thursday, 05 - 26

4710209 --> Thursday, 05 - 18

4710210 --> Thursday, 05 - 10

4710211 --> Thursday, 05 - 23

4710212 --> Thursday, 05 - 14

4710213 --> Thursday, 05 - 06

4710214 --> Thursday, 05 - 19

4710215 --> Thursday, 05 - 11

4710216 --> Thursday, 05 - 30

4710217 --> Thursday, 05 - 22

4710218 --> Thursday, 05 - 07

4710219 --> Thursday, 05 - 27

4710220 --> Thursday, 05 - 18

4710221 --> Thursday, 05 - 03

4710222 --> Thursday, 05 - 23

4710223 --> Thursday, 05 - 15

4710224 --> Thursday, 06 - 03

4710225 --> Thursday, 05 - 19

4710226 --> Thursday, 05 - 11

4710227 --> Thursday, 05 - 31

4710228 --> Thursday, 05 - 15

4710229 --> Thursday, 05 - 07

4710230 --> Thursday, 05 - 27

4710231 --> Thursday, 05 - 12

4710232 --> Thursday, 05 - 03

4710233 --> Thursday, 05 - 23

4710234 --> Thursday, 05 - 08

4710235 --> Thursday, 05 - 28

4710236 --> Thursday, 05 - 19

4710237 --> Thursday, 05 - 11

4710238 --> Thursday, 05 - 24

4710239 --> Thursday, 05 - 16

4710240 --> Thursday, 05 - 07

4710241 --> Thursday, 05 - 27

4710242 --> Thursday, 05 - 12

4710243 --> Thursday, 06 - 01

4710244 --> Thursday, 05 - 23

4710245 --> Thursday, 05 - 08

4710246 --> Thursday, 05 - 28

4710247 --> Thursday, 05 - 20

4710248 --> Thursday, 05 - 04

4710249 --> Thursday, 05 - 24

4710250 --> Thursday, 05 - 16

4710251 --> Thursday, 05 - 01

4710252 --> Thursday, 05 - 20

4710253 --> Thursday, 05 - 12

4710254 --> Thursday, 06 - 01

4710255 --> Thursday, 05 - 17

4710256 --> Thursday, 05 - 08

4710257 --> Thursday, 05 - 28

4710258 --> Thursday, 05 - 13

4710259 --> Thursday, 05 - 05

4710260 --> Thursday, 05 - 24

4710261 --> Thursday, 05 - 16

4710262 --> Thursday, 05 - 29

4710263 --> Thursday, 05 - 21

4710264 --> Thursday, 05 - 12

4710265 --> Thursday, 06 - 01

4710266 --> Thursday, 05 - 17

4710267 --> Thursday, 05 - 09

4710268 --> Thursday, 05 - 28

