Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1730000 through 1739999



1730000 --> Thursday, 05 - 04

1730001 --> Thursday, 05 - 24

1730002 --> Thursday, 05 - 16

1730003 --> Thursday, 05 - 29

1730004 --> Thursday, 05 - 20

1730005 --> Thursday, 05 - 12

1730006 --> Thursday, 06 - 01

1730007 --> Thursday, 05 - 17

1730008 --> Thursday, 05 - 08

1730009 --> Thursday, 05 - 28

1730010 --> Thursday, 05 - 13

1730011 --> Thursday, 05 - 05

1730012 --> Thursday, 05 - 24

1730013 --> Thursday, 05 - 09

1730014 --> Thursday, 05 - 29

1730015 --> Thursday, 05 - 21

1730016 --> Thursday, 05 - 05

1730017 --> Thursday, 05 - 25

1730018 --> Thursday, 05 - 17

1730019 --> Thursday, 05 - 02

1730020 --> Thursday, 05 - 21

1730021 --> Thursday, 05 - 13

1730022 --> Thursday, 06 - 02

1730023 --> Thursday, 05 - 18

1730024 --> Thursday, 05 - 09

1730025 --> Thursday, 05 - 29

1730026 --> Thursday, 05 - 14

1730027 --> Thursday, 05 - 06

1730028 --> Thursday, 05 - 25

1730029 --> Thursday, 05 - 17

1730030 --> Thursday, 05 - 02

1730031 --> Thursday, 05 - 22

1730032 --> Thursday, 05 - 13

1730033 --> Thursday, 06 - 02

1730034 --> Thursday, 05 - 18

1730035 --> Thursday, 05 - 10

1730036 --> Thursday, 05 - 29

1730037 --> Thursday, 05 - 14

1730038 --> Thursday, 05 - 06

1730039 --> Thursday, 05 - 26

1730040 --> Thursday, 05 - 10

1730041 --> Thursday, 05 - 30

1730042 --> Thursday, 05 - 22

1730043 --> Thursday, 05 - 07

1730044 --> Thursday, 05 - 26

1730045 --> Thursday, 05 - 18

1730046 --> Thursday, 05 - 03

1730047 --> Thursday, 05 - 23

1730048 --> Thursday, 05 - 14

1730049 --> Thursday, 05 - 06

1730050 --> Thursday, 05 - 19

1730051 --> Thursday, 05 - 11

1730052 --> Thursday, 05 - 30

1730053 --> Thursday, 05 - 22

1730054 --> Thursday, 05 - 07

1730055 --> Thursday, 05 - 27

1730056 --> Thursday, 05 - 18

1730057 --> Thursday, 05 - 03

1730058 --> Thursday, 05 - 23

1730059 --> Thursday, 05 - 15

1730060 --> Thursday, 06 - 03

1730061 --> Thursday, 05 - 19

1730062 --> Thursday, 05 - 11

1730063 --> Thursday, 05 - 31

1730064 --> Thursday, 05 - 15

1730065 --> Thursday, 05 - 07

1730066 --> Thursday, 05 - 27

1730067 --> Thursday, 05 - 12

1730068 --> Thursday, 05 - 03

1730069 --> Thursday, 05 - 23

1730070 --> Thursday, 05 - 08

1730071 --> Thursday, 05 - 28

1730072 --> Thursday, 05 - 19

1730073 --> Thursday, 05 - 11

1730074 --> Thursday, 05 - 24

1730075 --> Thursday, 05 - 16

1730076 --> Thursday, 05 - 07

1730077 --> Thursday, 05 - 27

1730078 --> Thursday, 05 - 12

1730079 --> Thursday, 06 - 01

1730080 --> Thursday, 05 - 23

1730081 --> Thursday, 05 - 08

1730082 --> Thursday, 05 - 28

1730083 --> Thursday, 05 - 20

1730084 --> Thursday, 05 - 04

1730085 --> Thursday, 05 - 24

1730086 --> Thursday, 05 - 16

1730087 --> Thursday, 05 - 01

1730088 --> Thursday, 05 - 20

1730089 --> Thursday, 05 - 12

1730090 --> Thursday, 06 - 01

1730091 --> Thursday, 05 - 17

1730092 --> Thursday, 05 - 08

1730093 --> Thursday, 05 - 28

1730094 --> Thursday, 05 - 13

1730095 --> Thursday, 05 - 05

1730096 --> Thursday, 05 - 24

1730097 --> Thursday, 05 - 16

1730098 --> Thursday, 05 - 29

1730099 --> Thursday, 05 - 21

1730100 --> Thursday, 05 - 13

1730101 --> Thursday, 06 - 02

1730102 --> Thursday, 05 - 18

1730103 --> Thursday, 05 - 10

1730104 --> Thursday, 05 - 29

1730105 --> Thursday, 05 - 14

1730106 --> Thursday, 05 - 06

1730107 --> Thursday, 05 - 26

1730108 --> Thursday, 05 - 10

1730109 --> Thursday, 05 - 30

1730110 --> Thursday, 05 - 22

1730111 --> Thursday, 05 - 07

1730112 --> Thursday, 05 - 26

1730113 --> Thursday, 05 - 18

1730114 --> Thursday, 05 - 03

1730115 --> Thursday, 05 - 23

1730116 --> Thursday, 05 - 14

1730117 --> Thursday, 05 - 06

1730118 --> Thursday, 05 - 19

1730119 --> Thursday, 05 - 11

1730120 --> Thursday, 05 - 30

1730121 --> Thursday, 05 - 15

1730122 --> Thursday, 05 - 07

1730123 --> Thursday, 05 - 27

1730124 --> Thursday, 05 - 18

1730125 --> Thursday, 05 - 03

1730126 --> Thursday, 05 - 23

1730127 --> Thursday, 05 - 15

1730128 --> Thursday, 06 - 03

1730129 --> Thursday, 05 - 19

1730130 --> Thursday, 05 - 11

1730131 --> Thursday, 05 - 31

1730132 --> Thursday, 05 - 15

1730133 --> Thursday, 05 - 07

1730134 --> Thursday, 05 - 27

1730135 --> Thursday, 05 - 12

1730136 --> Thursday, 05 - 03

1730137 --> Thursday, 05 - 23

1730138 --> Thursday, 05 - 08

1730139 --> Thursday, 05 - 28

1730140 --> Thursday, 05 - 19

1730141 --> Thursday, 05 - 04

1730142 --> Thursday, 05 - 24

1730143 --> Thursday, 05 - 16

1730144 --> Thursday, 05 - 07

1730145 --> Thursday, 05 - 20

1730146 --> Thursday, 05 - 12

1730147 --> Thursday, 06 - 01

1730148 --> Thursday, 05 - 23

1730149 --> Thursday, 05 - 08

1730150 --> Thursday, 05 - 28

1730151 --> Thursday, 05 - 20

1730152 --> Thursday, 05 - 04

1730153 --> Thursday, 05 - 24

1730154 --> Thursday, 05 - 16

1730155 --> Thursday, 05 - 01

1730156 --> Thursday, 05 - 20

1730157 --> Thursday, 05 - 12

1730158 --> Thursday, 06 - 01

1730159 --> Thursday, 05 - 17

1730160 --> Thursday, 05 - 08

1730161 --> Thursday, 05 - 28

1730162 --> Thursday, 05 - 13

1730163 --> Thursday, 05 - 05

1730164 --> Thursday, 05 - 24

1730165 --> Thursday, 05 - 09

1730166 --> Thursday, 05 - 29

1730167 --> Thursday, 05 - 21

1730168 --> Thursday, 05 - 12

1730169 --> Thursday, 05 - 25

1730170 --> Thursday, 05 - 17

1730171 --> Thursday, 05 - 09

1730172 --> Thursday, 05 - 28

1730173 --> Thursday, 05 - 13

1730174 --> Thursday, 05 - 05

1730175 --> Thursday, 05 - 25

1730176 --> Thursday, 05 - 09

1730177 --> Thursday, 05 - 29

1730178 --> Thursday, 05 - 21

1730179 --> Thursday, 05 - 06

1730180 --> Thursday, 05 - 25

1730181 --> Thursday, 05 - 17

1730182 --> Thursday, 05 - 02

1730183 --> Thursday, 05 - 22

1730184 --> Thursday, 05 - 13

1730185 --> Thursday, 06 - 02

1730186 --> Thursday, 05 - 18

1730187 --> Thursday, 05 - 10

1730188 --> Thursday, 05 - 29

1730189 --> Thursday, 05 - 14

1730190 --> Thursday, 05 - 06

1730191 --> Thursday, 05 - 26

1730192 --> Thursday, 05 - 17

1730193 --> Thursday, 05 - 02

1730194 --> Thursday, 05 - 22

1730195 --> Thursday, 05 - 14

1730196 --> Thursday, 06 - 02

1730197 --> Thursday, 05 - 18

1730198 --> Thursday, 05 - 10

1730199 --> Thursday, 05 - 23

1730200 --> Thursday, 05 - 15

1730201 --> Thursday, 05 - 07

1730202 --> Thursday, 05 - 20

1730203 --> Thursday, 05 - 12

1730204 --> Thursday, 05 - 31

1730205 --> Thursday, 05 - 23

1730206 --> Thursday, 05 - 08

1730207 --> Thursday, 05 - 28

1730208 --> Thursday, 05 - 19

1730209 --> Thursday, 05 - 04

1730210 --> Thursday, 05 - 24

1730211 --> Thursday, 05 - 16

1730212 --> Thursday, 04 - 30

1730213 --> Thursday, 05 - 20

1730214 --> Thursday, 05 - 12

1730215 --> Thursday, 06 - 01

1730216 --> Thursday, 05 - 16

1730217 --> Thursday, 05 - 08

1730218 --> Thursday, 05 - 28

1730219 --> Thursday, 05 - 13

1730220 --> Thursday, 05 - 04

1730221 --> Thursday, 05 - 24

1730222 --> Thursday, 05 - 09

1730223 --> Thursday, 05 - 29

1730224 --> Thursday, 05 - 20

1730225 --> Thursday, 05 - 12

1730226 --> Thursday, 05 - 25

1730227 --> Thursday, 05 - 17

1730228 --> Thursday, 05 - 08

1730229 --> Thursday, 05 - 28

1730230 --> Thursday, 05 - 13

1730231 --> Thursday, 05 - 05

1730232 --> Thursday, 05 - 24

1730233 --> Thursday, 05 - 09

1730234 --> Thursday, 05 - 29

1730235 --> Thursday, 05 - 21

1730236 --> Thursday, 05 - 05

1730237 --> Thursday, 05 - 25

1730238 --> Thursday, 05 - 17

1730239 --> Thursday, 05 - 02

1730240 --> Thursday, 05 - 21

1730241 --> Thursday, 05 - 13

1730242 --> Thursday, 06 - 02

1730243 --> Thursday, 05 - 18

1730244 --> Thursday, 05 - 09

1730245 --> Thursday, 05 - 29

1730246 --> Thursday, 05 - 14

1730247 --> Thursday, 05 - 06

1730248 --> Thursday, 05 - 25

1730249 --> Thursday, 05 - 17

1730250 --> Thursday, 05 - 02

1730251 --> Thursday, 05 - 22

1730252 --> Thursday, 05 - 13

1730253 --> Thursday, 06 - 02

1730254 --> Thursday, 05 - 18

1730255 --> Thursday, 05 - 10

1730256 --> Thursday, 05 - 29

1730257 --> Thursday, 05 - 14

1730258 --> Thursday, 05 - 06

1730259 --> Thursday, 05 - 26

1730260 --> Thursday, 05 - 10

1730261 --> Thursday, 05 - 30

1730262 --> Thursday, 05 - 22

1730263 --> Thursday, 05 - 07

1730264 --> Thursday, 05 - 26

1730265 --> Thursday, 05 - 18

1730266 --> Thursday, 05 - 03

1730267 --> Thursday, 05 - 23

1730268 --> Thursday, 05 - 14

1730269 --> Thursday, 05 - 06

1730270 --> Thursday, 05 - 19

1730271 --> Thursday, 05 - 11

1730272 --> Thursday, 05 - 30

1730273 --> Thursday, 05 - 15

1730274 --> Thursday, 05 - 07

1730275 --> Thursday, 05 - 27

1730276 --> Thursday, 05 - 18

1730277 --> Thursday, 05 - 03

1730278 --> Thursday, 05 - 23

1730279 --> Thursday, 05 - 15

1730280 --> Thursday, 06 - 03

1730281 --> Thursday, 05 - 19

1730282 --> Thursday, 05 - 11

1730283 --> Thursday, 05 - 31

1730284 --> Thursday, 05 - 15

1730285 --> Thursday, 05 - 07

1730286 --> Thursday, 05 - 27

1730287 --> Thursday, 05 - 12

1730288 --> Thursday, 05 - 03

1730289 --> Thursday, 05 - 23

1730290 --> Thursday, 05 - 08

1730291 --> Thursday, 05 - 28

1730292 --> Thursday, 05 - 19

1730293 --> Thursday, 05 - 04

1730294 --> Thursday, 05 - 24

1730295 --> Thursday, 05 - 16

1730296 --> Thursday, 05 - 07

1730297 --> Thursday, 05 - 20

1730298 --> Thursday, 05 - 12

1730299 --> Thursday, 06 - 01

1730300 --> Thursday, 05 - 24

1730301 --> Thursday, 05 - 09

1730302 --> Thursday, 05 - 29

1730303 --> Thursday, 05 - 21

1730304 --> Thursday, 05 - 05

1730305 --> Thursday, 05 - 25

1730306 --> Thursday, 05 - 17

1730307 --> Thursday, 05 - 02

1730308 --> Thursday, 05 - 21

1730309 --> Thursday, 05 - 13

1730310 --> Thursday, 06 - 02

1730311 --> Thursday, 05 - 18

1730312 --> Thursday, 05 - 09

1730313 --> Thursday, 05 - 29

1730314 --> Thursday, 05 - 14

1730315 --> Thursday, 05 - 06

1730316 --> Thursday, 05 - 25

1730317 --> Thursday, 05 - 10

1730318 --> Thursday, 05 - 30

1730319 --> Thursday, 05 - 22

1730320 --> Thursday, 05 - 13

1730321 --> Thursday, 05 - 26

1730322 --> Thursday, 05 - 18

1730323 --> Thursday, 05 - 10

1730324 --> Thursday, 05 - 29

1730325 --> Thursday, 05 - 14

1730326 --> Thursday, 05 - 06

1730327 --> Thursday, 05 - 26

1730328 --> Thursday, 05 - 10

1730329 --> Thursday, 05 - 30

1730330 --> Thursday, 05 - 22

1730331 --> Thursday, 05 - 07

1730332 --> Thursday, 05 - 26

1730333 --> Thursday, 05 - 18

1730334 --> Thursday, 05 - 03

1730335 --> Thursday, 05 - 23

1730336 --> Thursday, 05 - 14

1730337 --> Thursday, 06 - 03

1730338 --> Thursday, 05 - 19

1730339 --> Thursday, 05 - 11

1730340 --> Thursday, 05 - 30

1730341 --> Thursday, 05 - 15

1730342 --> Thursday, 05 - 07

1730343 --> Thursday, 05 - 27

1730344 --> Thursday, 05 - 18

1730345 --> Thursday, 05 - 03

1730346 --> Thursday, 05 - 23

1730347 --> Thursday, 05 - 15

1730348 --> Thursday, 05 - 27

1730349 --> Thursday, 05 - 19

1730350 --> Thursday, 05 - 11

1730351 --> Thursday, 05 - 24

1730352 --> Thursday, 05 - 15

1730353 --> Thursday, 05 - 07

1730354 --> Thursday, 05 - 27

1730355 --> Thursday, 05 - 12

1730356 --> Thursday, 05 - 31

1730357 --> Thursday, 05 - 23

1730358 --> Thursday, 05 - 08

1730359 --> Thursday, 05 - 28

1730360 --> Thursday, 05 - 19

1730361 --> Thursday, 05 - 04

1730362 --> Thursday, 05 - 24

1730363 --> Thursday, 05 - 16

1730364 --> Thursday, 05 - 07

1730365 --> Thursday, 05 - 20

1730366 --> Thursday, 05 - 12

1730367 --> Thursday, 06 - 01

1730368 --> Thursday, 05 - 16

1730369 --> Thursday, 05 - 08

1730370 --> Thursday, 05 - 28

1730371 --> Thursday, 05 - 13

1730372 --> Thursday, 05 - 04

1730373 --> Thursday, 05 - 24

1730374 --> Thursday, 05 - 16

1730375 --> Thursday, 05 - 29

1730376 --> Thursday, 05 - 20

1730377 --> Thursday, 05 - 12

1730378 --> Thursday, 06 - 01

1730379 --> Thursday, 05 - 17

1730380 --> Thursday, 05 - 08

1730381 --> Thursday, 05 - 28

1730382 --> Thursday, 05 - 13

1730383 --> Thursday, 05 - 05

1730384 --> Thursday, 05 - 24

1730385 --> Thursday, 05 - 09

1730386 --> Thursday, 05 - 29

1730387 --> Thursday, 05 - 21

1730388 --> Thursday, 05 - 05

1730389 --> Thursday, 05 - 25

1730390 --> Thursday, 05 - 17

1730391 --> Thursday, 05 - 02

1730392 --> Thursday, 05 - 21

1730393 --> Thursday, 05 - 13

1730394 --> Thursday, 06 - 02

1730395 --> Thursday, 05 - 18

1730396 --> Thursday, 05 - 09

1730397 --> Thursday, 05 - 29

1730398 --> Thursday, 05 - 21

1730399 --> Thursday, 05 - 06

1730400 --> Thursday, 05 - 25

1730401 --> Thursday, 05 - 17

1730402 --> Thursday, 05 - 02

1730403 --> Thursday, 05 - 22

1730404 --> Thursday, 05 - 13

1730405 --> Thursday, 06 - 02

1730406 --> Thursday, 05 - 18

1730407 --> Thursday, 05 - 10

1730408 --> Thursday, 05 - 29

1730409 --> Thursday, 05 - 14

1730410 --> Thursday, 05 - 06

1730411 --> Thursday, 05 - 26

1730412 --> Thursday, 05 - 10

1730413 --> Thursday, 05 - 30

1730414 --> Thursday, 05 - 22

1730415 --> Thursday, 05 - 07

1730416 --> Thursday, 05 - 26

1730417 --> Thursday, 05 - 18

1730418 --> Thursday, 05 - 10

1730419 --> Thursday, 05 - 23

1730420 --> Thursday, 05 - 14

1730421 --> Thursday, 05 - 06

1730422 --> Thursday, 05 - 26

1730423 --> Thursday, 05 - 11

1730424 --> Thursday, 05 - 30

1730425 --> Thursday, 05 - 22

1730426 --> Thursday, 05 - 07

1730427 --> Thursday, 05 - 27

1730428 --> Thursday, 05 - 18

1730429 --> Thursday, 05 - 03

1730430 --> Thursday, 05 - 23

1730431 --> Thursday, 05 - 15

1730432 --> Thursday, 06 - 03

1730433 --> Thursday, 05 - 19

1730434 --> Thursday, 05 - 11

1730435 --> Thursday, 05 - 31

1730436 --> Thursday, 05 - 15

1730437 --> Thursday, 05 - 07

1730438 --> Thursday, 05 - 27

1730439 --> Thursday, 05 - 12

1730440 --> Thursday, 05 - 03

1730441 --> Thursday, 05 - 23

1730442 --> Thursday, 05 - 15

1730443 --> Thursday, 05 - 28

1730444 --> Thursday, 05 - 19

1730445 --> Thursday, 05 - 11

1730446 --> Thursday, 05 - 24

1730447 --> Thursday, 05 - 16

1730448 --> Thursday, 05 - 07

1730449 --> Thursday, 05 - 27

1730450 --> Thursday, 05 - 12

1730451 --> Thursday, 06 - 01

1730452 --> Thursday, 05 - 23

1730453 --> Thursday, 05 - 08

1730454 --> Thursday, 05 - 28

1730455 --> Thursday, 05 - 20

1730456 --> Thursday, 05 - 04

1730457 --> Thursday, 05 - 24

1730458 --> Thursday, 05 - 16

1730459 --> Thursday, 05 - 01

1730460 --> Thursday, 05 - 20

1730461 --> Thursday, 05 - 12

1730462 --> Thursday, 06 - 01

1730463 --> Thursday, 05 - 17

1730464 --> Thursday, 05 - 08

1730465 --> Thursday, 05 - 28

1730466 --> Thursday, 05 - 13

1730467 --> Thursday, 05 - 05

1730468 --> Thursday, 05 - 24

1730469 --> Thursday, 05 - 16

1730470 --> Thursday, 05 - 29

1730471 --> Thursday, 05 - 21

1730472 --> Thursday, 05 - 12

1730473 --> Thursday, 06 - 01

1730474 --> Thursday, 05 - 17

1730475 --> Thursday, 05 - 09

1730476 --> Thursday, 05 - 28

1730477 --> Thursday, 05 - 13

1730478 --> Thursday, 05 - 05

1730479 --> Thursday, 05 - 25

1730480 --> Thursday, 05 - 09

1730481 --> Thursday, 05 - 29

1730482 --> Thursday, 05 - 21

1730483 --> Thursday, 05 - 06

1730484 --> Thursday, 05 - 25

1730485 --> Thursday, 05 - 17

1730486 --> Thursday, 05 - 02

1730487 --> Thursday, 05 - 22

1730488 --> Thursday, 05 - 13

1730489 --> Thursday, 06 - 02

1730490 --> Thursday, 05 - 18

1730491 --> Thursday, 05 - 10

1730492 --> Thursday, 05 - 29

1730493 --> Thursday, 05 - 21

1730494 --> Thursday, 05 - 06

1730495 --> Thursday, 05 - 26

1730496 --> Thursday, 05 - 17

1730497 --> Thursday, 05 - 02

1730498 --> Thursday, 05 - 22

1730499 --> Thursday, 05 - 14

1730500 --> Thursday, 05 - 27

1730501 --> Thursday, 05 - 19

1730502 --> Thursday, 05 - 11

1730503 --> Thursday, 05 - 24

1730504 --> Thursday, 05 - 15

1730505 --> Thursday, 05 - 07

1730506 --> Thursday, 05 - 27

1730507 --> Thursday, 05 - 12

1730508 --> Thursday, 05 - 31

1730509 --> Thursday, 05 - 23

1730510 --> Thursday, 05 - 08

1730511 --> Thursday, 05 - 28

1730512 --> Thursday, 05 - 19

1730513 --> Thursday, 05 - 04

1730514 --> Thursday, 05 - 24

1730515 --> Thursday, 05 - 16

1730516 --> Thursday, 05 - 07

1730517 --> Thursday, 05 - 20

1730518 --> Thursday, 05 - 12

1730519 --> Thursday, 06 - 01

1730520 --> Thursday, 05 - 16

1730521 --> Thursday, 05 - 08

1730522 --> Thursday, 05 - 28

1730523 --> Thursday, 05 - 13

1730524 --> Thursday, 05 - 04

1730525 --> Thursday, 05 - 24

1730526 --> Thursday, 05 - 16

1730527 --> Thursday, 05 - 29

1730528 --> Thursday, 05 - 20

1730529 --> Thursday, 05 - 12

1730530 --> Thursday, 06 - 01

1730531 --> Thursday, 05 - 17

1730532 --> Thursday, 05 - 08

1730533 --> Thursday, 05 - 28

1730534 --> Thursday, 05 - 13

1730535 --> Thursday, 05 - 05

1730536 --> Thursday, 05 - 24

1730537 --> Thursday, 05 - 09

1730538 --> Thursday, 05 - 29

1730539 --> Thursday, 05 - 21

1730540 --> Thursday, 05 - 05

1730541 --> Thursday, 05 - 25

1730542 --> Thursday, 05 - 17

1730543 --> Thursday, 05 - 02

1730544 --> Thursday, 05 - 21

1730545 --> Thursday, 05 - 13

1730546 --> Thursday, 06 - 02

1730547 --> Thursday, 05 - 18

1730548 --> Thursday, 05 - 09

1730549 --> Thursday, 05 - 29

1730550 --> Thursday, 05 - 21

1730551 --> Thursday, 05 - 06

1730552 --> Thursday, 05 - 25

1730553 --> Thursday, 05 - 17

