Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3450000 through 3459999



3450000 --> Thursday, 05 - 18

3450001 --> Thursday, 05 - 03

3450002 --> Thursday, 05 - 23

3450003 --> Thursday, 05 - 08

3450004 --> Thursday, 05 - 27

3450005 --> Thursday, 05 - 19

3450006 --> Thursday, 05 - 11

3450007 --> Thursday, 05 - 24

3450008 --> Thursday, 05 - 15

3450009 --> Thursday, 05 - 07

3450010 --> Thursday, 05 - 27

3450011 --> Thursday, 05 - 12

3450012 --> Thursday, 05 - 31

3450013 --> Thursday, 05 - 23

3450014 --> Thursday, 05 - 08

3450015 --> Thursday, 05 - 28

3450016 --> Thursday, 05 - 19

3450017 --> Thursday, 05 - 04

3450018 --> Thursday, 05 - 24

3450019 --> Thursday, 05 - 16

3450020 --> Thursday, 04 - 30

3450021 --> Thursday, 05 - 20

3450022 --> Thursday, 05 - 12

3450023 --> Thursday, 06 - 01

3450024 --> Thursday, 05 - 16

3450025 --> Thursday, 05 - 08

3450026 --> Thursday, 05 - 28

3450027 --> Thursday, 05 - 13

3450028 --> Thursday, 05 - 04

3450029 --> Thursday, 05 - 24

3450030 --> Thursday, 05 - 16

3450031 --> Thursday, 05 - 29

3450032 --> Thursday, 05 - 20

3450033 --> Thursday, 05 - 12

3450034 --> Thursday, 06 - 01

3450035 --> Thursday, 05 - 17

3450036 --> Thursday, 05 - 08

3450037 --> Thursday, 05 - 28

3450038 --> Thursday, 05 - 13

3450039 --> Thursday, 05 - 05

3450040 --> Thursday, 05 - 24

3450041 --> Thursday, 05 - 09

3450042 --> Thursday, 05 - 29

3450043 --> Thursday, 05 - 21

3450044 --> Thursday, 05 - 05

3450045 --> Thursday, 05 - 25

3450046 --> Thursday, 05 - 17

3450047 --> Thursday, 05 - 02

3450048 --> Thursday, 05 - 21

3450049 --> Thursday, 05 - 13

3450050 --> Thursday, 06 - 02

3450051 --> Thursday, 05 - 18

3450052 --> Thursday, 05 - 09

3450053 --> Thursday, 05 - 29

3450054 --> Thursday, 05 - 21

3450055 --> Thursday, 05 - 06

3450056 --> Thursday, 05 - 25

3450057 --> Thursday, 05 - 17

3450058 --> Thursday, 05 - 02

3450059 --> Thursday, 05 - 22

3450060 --> Thursday, 05 - 13

3450061 --> Thursday, 06 - 02

3450062 --> Thursday, 05 - 18

3450063 --> Thursday, 05 - 10

3450064 --> Thursday, 05 - 29

3450065 --> Thursday, 05 - 14

3450066 --> Thursday, 05 - 06

3450067 --> Thursday, 05 - 26

3450068 --> Thursday, 05 - 10

3450069 --> Thursday, 05 - 30

3450070 --> Thursday, 05 - 22

3450071 --> Thursday, 05 - 07

3450072 --> Thursday, 05 - 26

3450073 --> Thursday, 05 - 18

3450074 --> Thursday, 05 - 10

3450075 --> Thursday, 05 - 23

3450076 --> Thursday, 05 - 14

3450077 --> Thursday, 05 - 06

3450078 --> Thursday, 05 - 19

3450079 --> Thursday, 05 - 11

3450080 --> Thursday, 05 - 30

3450081 --> Thursday, 05 - 22

3450082 --> Thursday, 05 - 07

3450083 --> Thursday, 05 - 27

3450084 --> Thursday, 05 - 18

3450085 --> Thursday, 05 - 03

3450086 --> Thursday, 05 - 23

3450087 --> Thursday, 05 - 15

3450088 --> Thursday, 06 - 03

3450089 --> Thursday, 05 - 19

3450090 --> Thursday, 05 - 11

3450091 --> Thursday, 05 - 31

3450092 --> Thursday, 05 - 15

3450093 --> Thursday, 05 - 07

3450094 --> Thursday, 05 - 27

3450095 --> Thursday, 05 - 12

3450096 --> Thursday, 05 - 03

3450097 --> Thursday, 05 - 23

3450098 --> Thursday, 05 - 08

3450099 --> Thursday, 05 - 28

3450100 --> Thursday, 05 - 20

3450101 --> Thursday, 05 - 12

3450102 --> Thursday, 05 - 25

3450103 --> Thursday, 05 - 17

3450104 --> Thursday, 05 - 08

3450105 --> Thursday, 05 - 28

3450106 --> Thursday, 05 - 13

3450107 --> Thursday, 05 - 05

3450108 --> Thursday, 05 - 24

3450109 --> Thursday, 05 - 09

3450110 --> Thursday, 05 - 29

3450111 --> Thursday, 05 - 21

3450112 --> Thursday, 05 - 05

3450113 --> Thursday, 05 - 25

3450114 --> Thursday, 05 - 17

3450115 --> Thursday, 05 - 02

3450116 --> Thursday, 05 - 21

3450117 --> Thursday, 05 - 13

3450118 --> Thursday, 06 - 02

3450119 --> Thursday, 05 - 18

3450120 --> Thursday, 05 - 09

3450121 --> Thursday, 05 - 29

3450122 --> Thursday, 05 - 14

3450123 --> Thursday, 05 - 06

3450124 --> Thursday, 05 - 25

3450125 --> Thursday, 05 - 17

3450126 --> Thursday, 05 - 02

