Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0800000 through 0809999



0800000 --> Thursday, 05 - 11

0800001 --> Thursday, 05 - 31

0800002 --> Thursday, 05 - 23

0800003 --> Thursday, 05 - 08

0800004 --> Thursday, 05 - 27

0800005 --> Thursday, 05 - 19

0800006 --> Thursday, 05 - 04

0800007 --> Thursday, 05 - 24

0800008 --> Thursday, 05 - 15

0800009 --> Thursday, 05 - 07

0800010 --> Thursday, 05 - 20

0800011 --> Thursday, 05 - 12

0800012 --> Thursday, 05 - 31

0800013 --> Thursday, 05 - 23

0800014 --> Thursday, 05 - 08

0800015 --> Thursday, 05 - 28

0800016 --> Thursday, 05 - 19

0800017 --> Thursday, 05 - 04

0800018 --> Thursday, 05 - 24

0800019 --> Thursday, 05 - 16

0800020 --> Thursday, 05 - 28

0800021 --> Thursday, 05 - 20

0800022 --> Thursday, 05 - 12

0800023 --> Thursday, 06 - 01

0800024 --> Thursday, 05 - 16

0800025 --> Thursday, 05 - 08

0800026 --> Thursday, 05 - 28

0800027 --> Thursday, 05 - 13

0800028 --> Thursday, 05 - 04

0800029 --> Thursday, 05 - 24

0800030 --> Thursday, 05 - 09

0800031 --> Thursday, 05 - 29

0800032 --> Thursday, 05 - 20

0800033 --> Thursday, 05 - 05

0800034 --> Thursday, 05 - 25

0800035 --> Thursday, 05 - 17

0800036 --> Thursday, 05 - 08

0800037 --> Thursday, 05 - 21

0800038 --> Thursday, 05 - 13

0800039 --> Thursday, 06 - 02

0800040 --> Thursday, 05 - 24

0800041 --> Thursday, 05 - 09

0800042 --> Thursday, 05 - 29

0800043 --> Thursday, 05 - 21

0800044 --> Thursday, 05 - 05

0800045 --> Thursday, 05 - 25

0800046 --> Thursday, 05 - 17

0800047 --> Thursday, 05 - 02

0800048 --> Thursday, 05 - 21

0800049 --> Thursday, 05 - 13

0800050 --> Thursday, 06 - 02

0800051 --> Thursday, 05 - 18

0800052 --> Thursday, 05 - 09

0800053 --> Thursday, 05 - 29

0800054 --> Thursday, 05 - 14

0800055 --> Thursday, 05 - 06

0800056 --> Thursday, 05 - 25

0800057 --> Thursday, 05 - 10

0800058 --> Thursday, 05 - 30

0800059 --> Thursday, 05 - 22

0800060 --> Thursday, 05 - 13

0800061 --> Thursday, 05 - 26

0800062 --> Thursday, 05 - 18

0800063 --> Thursday, 05 - 10

0800064 --> Thursday, 05 - 29

0800065 --> Thursday, 05 - 14

0800066 --> Thursday, 05 - 06

0800067 --> Thursday, 05 - 26

0800068 --> Thursday, 05 - 10

0800069 --> Thursday, 05 - 30

0800070 --> Thursday, 05 - 22

0800071 --> Thursday, 05 - 07

0800072 --> Thursday, 05 - 26

0800073 --> Thursday, 05 - 18

0800074 --> Thursday, 05 - 03

0800075 --> Thursday, 05 - 23

0800076 --> Thursday, 05 - 14

0800077 --> Thursday, 06 - 03

0800078 --> Thursday, 05 - 19

0800079 --> Thursday, 05 - 11

0800080 --> Thursday, 05 - 30

0800081 --> Thursday, 05 - 15

0800082 --> Thursday, 05 - 07

0800083 --> Thursday, 05 - 27

0800084 --> Thursday, 05 - 18

0800085 --> Thursday, 05 - 03

0800086 --> Thursday, 05 - 23

0800087 --> Thursday, 05 - 15

0800088 --> Thursday, 05 - 27

0800089 --> Thursday, 05 - 19

0800090 --> Thursday, 05 - 11

0800091 --> Thursday, 05 - 24

0800092 --> Thursday, 05 - 15

0800093 --> Thursday, 05 - 07

0800094 --> Thursday, 05 - 27

0800095 --> Thursday, 05 - 12

0800096 --> Thursday, 05 - 31

0800097 --> Thursday, 05 - 23

0800098 --> Thursday, 05 - 08

0800099 --> Thursday, 05 - 28

0800100 --> Thursday, 05 - 20

0800101 --> Thursday, 05 - 05

0800102 --> Thursday, 05 - 25

0800103 --> Thursday, 05 - 17

0800104 --> Thursday, 05 - 08

0800105 --> Thursday, 05 - 21

0800106 --> Thursday, 05 - 13

0800107 --> Thursday, 06 - 02

0800108 --> Thursday, 05 - 24

0800109 --> Thursday, 05 - 09

0800110 --> Thursday, 05 - 29

0800111 --> Thursday, 05 - 14

0800112 --> Thursday, 05 - 05

0800113 --> Thursday, 05 - 25

