Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3630000 through 3639999



3630000 --> Thursday, 05 - 18

3630001 --> Thursday, 05 - 03

3630002 --> Thursday, 05 - 23

3630003 --> Thursday, 05 - 15

3630004 --> Thursday, 05 - 27

3630005 --> Thursday, 05 - 19

3630006 --> Thursday, 05 - 11

3630007 --> Thursday, 05 - 24

3630008 --> Thursday, 05 - 15

3630009 --> Thursday, 05 - 07

3630010 --> Thursday, 05 - 27

3630011 --> Thursday, 05 - 12

3630012 --> Thursday, 05 - 31

3630013 --> Thursday, 05 - 23

3630014 --> Thursday, 05 - 08

3630015 --> Thursday, 05 - 28

3630016 --> Thursday, 05 - 19

3630017 --> Thursday, 05 - 04

3630018 --> Thursday, 05 - 24

3630019 --> Thursday, 05 - 16

3630020 --> Thursday, 05 - 07

3630021 --> Thursday, 05 - 20

3630022 --> Thursday, 05 - 12

3630023 --> Thursday, 06 - 01

3630024 --> Thursday, 05 - 23

3630025 --> Thursday, 05 - 08

3630026 --> Thursday, 05 - 28

3630027 --> Thursday, 05 - 13

3630028 --> Thursday, 05 - 04

3630029 --> Thursday, 05 - 24

3630030 --> Thursday, 05 - 16

3630031 --> Thursday, 05 - 29

3630032 --> Thursday, 05 - 20

3630033 --> Thursday, 05 - 12

3630034 --> Thursday, 06 - 01

3630035 --> Thursday, 05 - 17

3630036 --> Thursday, 05 - 08

3630037 --> Thursday, 05 - 28

3630038 --> Thursday, 05 - 13

3630039 --> Thursday, 05 - 05

3630040 --> Thursday, 05 - 24

3630041 --> Thursday, 05 - 09

3630042 --> Thursday, 05 - 29

3630043 --> Thursday, 05 - 21

3630044 --> Thursday, 05 - 12

3630045 --> Thursday, 05 - 25

3630046 --> Thursday, 05 - 17

3630047 --> Thursday, 05 - 02

3630048 --> Thursday, 05 - 21

3630049 --> Thursday, 05 - 13

3630050 --> Thursday, 06 - 02

3630051 --> Thursday, 05 - 18

3630052 --> Thursday, 05 - 09

3630053 --> Thursday, 05 - 29

3630054 --> Thursday, 05 - 21

3630055 --> Thursday, 05 - 06

3630056 --> Thursday, 05 - 25

3630057 --> Thursday, 05 - 17

3630058 --> Thursday, 05 - 02

3630059 --> Thursday, 05 - 22

3630060 --> Thursday, 05 - 13

3630061 --> Thursday, 06 - 02

3630062 --> Thursday, 05 - 18

3630063 --> Thursday, 05 - 10

3630064 --> Thursday, 05 - 29

3630065 --> Thursday, 05 - 14

3630066 --> Thursday, 05 - 06

3630067 --> Thursday, 05 - 26

3630068 --> Thursday, 05 - 10

3630069 --> Thursday, 05 - 30

3630070 --> Thursday, 05 - 22

3630071 --> Thursday, 05 - 07

3630072 --> Thursday, 05 - 26

3630073 --> Thursday, 05 - 18

3630074 --> Thursday, 05 - 10

3630075 --> Thursday, 05 - 23

3630076 --> Thursday, 05 - 14

3630077 --> Thursday, 05 - 06

3630078 --> Thursday, 05 - 26

3630079 --> Thursday, 05 - 11

3630080 --> Thursday, 05 - 30

3630081 --> Thursday, 05 - 22

3630082 --> Thursday, 05 - 07

3630083 --> Thursday, 05 - 27

3630084 --> Thursday, 05 - 18

3630085 --> Thursday, 05 - 03

3630086 --> Thursday, 05 - 23

