Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5350000 through 5359999



5350000 --> Thursday, 05 - 25

5350001 --> Thursday, 05 - 10

5350002 --> Thursday, 05 - 30

5350003 --> Thursday, 05 - 22

5350004 --> Thursday, 05 - 13

5350005 --> Thursday, 05 - 26

5350006 --> Thursday, 05 - 18

5350007 --> Thursday, 05 - 10

5350008 --> Thursday, 05 - 29

5350009 --> Thursday, 05 - 14

5350010 --> Thursday, 05 - 06

5350011 --> Thursday, 05 - 26

5350012 --> Thursday, 05 - 10

5350013 --> Thursday, 05 - 30

5350014 --> Thursday, 05 - 22

5350015 --> Thursday, 05 - 07

5350016 --> Thursday, 05 - 26

5350017 --> Thursday, 05 - 18

5350018 --> Thursday, 05 - 03

5350019 --> Thursday, 05 - 23

5350020 --> Thursday, 05 - 14

5350021 --> Thursday, 06 - 03

5350022 --> Thursday, 05 - 19

5350023 --> Thursday, 05 - 11

5350024 --> Thursday, 05 - 30

5350025 --> Thursday, 05 - 15

5350026 --> Thursday, 05 - 07

5350027 --> Thursday, 05 - 27

5350028 --> Thursday, 05 - 18

5350029 --> Thursday, 05 - 03

5350030 --> Thursday, 05 - 23

5350031 --> Thursday, 05 - 15

5350032 --> Thursday, 05 - 27

5350033 --> Thursday, 05 - 19

5350034 --> Thursday, 05 - 11

5350035 --> Thursday, 05 - 31

5350036 --> Thursday, 05 - 15

5350037 --> Thursday, 05 - 07

5350038 --> Thursday, 05 - 27

5350039 --> Thursday, 05 - 12

5350040 --> Thursday, 05 - 31

5350041 --> Thursday, 05 - 23

5350042 --> Thursday, 05 - 08

5350043 --> Thursday, 05 - 28

5350044 --> Thursday, 05 - 19

5350045 --> Thursday, 05 - 04

5350046 --> Thursday, 05 - 24

5350047 --> Thursday, 05 - 16

5350048 --> Thursday, 05 - 07

5350049 --> Thursday, 05 - 20

5350050 --> Thursday, 05 - 12

5350051 --> Thursday, 06 - 01

5350052 --> Thursday, 05 - 23

5350053 --> Thursday, 05 - 08

5350054 --> Thursday, 05 - 28

5350055 --> Thursday, 05 - 20

5350056 --> Thursday, 05 - 04

5350057 --> Thursday, 05 - 24

5350058 --> Thursday, 05 - 16

5350059 --> Thursday, 05 - 29

5350060 --> Thursday, 05 - 20

5350061 --> Thursday, 05 - 12

5350062 --> Thursday, 06 - 01

5350063 --> Thursday, 05 - 17

5350064 --> Thursday, 05 - 08

5350065 --> Thursday, 05 - 28

5350066 --> Thursday, 05 - 13

5350067 --> Thursday, 05 - 05

5350068 --> Thursday, 05 - 24

5350069 --> Thursday, 05 - 09

5350070 --> Thursday, 05 - 29

5350071 --> Thursday, 05 - 21

5350072 --> Thursday, 05 - 12

5350073 --> Thursday, 05 - 25

5350074 --> Thursday, 05 - 17

5350075 --> Thursday, 05 - 09

5350076 --> Thursday, 05 - 28

5350077 --> Thursday, 05 - 13

5350078 --> Thursday, 06 - 02

5350079 --> Thursday, 05 - 18

5350080 --> Thursday, 05 - 09

5350081 --> Thursday, 05 - 29

5350082 --> Thursday, 05 - 21

5350083 --> Thursday, 05 - 06

5350084 --> Thursday, 05 - 25

5350085 --> Thursday, 05 - 17

5350086 --> Thursday, 05 - 02

5350087 --> Thursday, 05 - 22

5350088 --> Thursday, 05 - 13

5350089 --> Thursday, 06 - 02

5350090 --> Thursday, 05 - 18

5350091 --> Thursday, 05 - 10

5350092 --> Thursday, 05 - 29

5350093 --> Thursday, 05 - 14

5350094 --> Thursday, 05 - 06

5350095 --> Thursday, 05 - 26

5350096 --> Thursday, 05 - 10

5350097 --> Thursday, 05 - 30

5350098 --> Thursday, 05 - 22

