Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0210000 through 0219999



0210000 --> Thursday, 05 - 11

0210001 --> Thursday, 05 - 31

0210002 --> Thursday, 05 - 16

0210003 --> Thursday, 05 - 08

0210004 --> Thursday, 05 - 27

0210005 --> Thursday, 05 - 12

0210006 --> Thursday, 05 - 04

0210007 --> Thursday, 05 - 24

0210008 --> Thursday, 05 - 08

0210009 --> Thursday, 05 - 28

0210010 --> Thursday, 05 - 20

0210011 --> Thursday, 05 - 05

0210012 --> Thursday, 05 - 24

0210013 --> Thursday, 05 - 16

0210014 --> Thursday, 05 - 01

0210015 --> Thursday, 05 - 21

0210016 --> Thursday, 05 - 12

0210017 --> Thursday, 06 - 01

0210018 --> Thursday, 05 - 17

0210019 --> Thursday, 05 - 09

0210020 --> Thursday, 05 - 28

0210021 --> Thursday, 05 - 20

0210022 --> Thursday, 05 - 05

0210023 --> Thursday, 05 - 25

0210024 --> Thursday, 05 - 16

0210025 --> Thursday, 05 - 01

0210026 --> Thursday, 05 - 21

0210027 --> Thursday, 05 - 13

0210028 --> Thursday, 06 - 01

0210029 --> Thursday, 05 - 17

0210030 --> Thursday, 05 - 09

0210031 --> Thursday, 05 - 29

0210032 --> Thursday, 05 - 13

0210033 --> Thursday, 05 - 05

0210034 --> Thursday, 05 - 25

0210035 --> Thursday, 05 - 10

0210036 --> Thursday, 05 - 29

0210037 --> Thursday, 05 - 21

0210038 --> Thursday, 05 - 06

0210039 --> Thursday, 05 - 26

0210040 --> Thursday, 05 - 17

0210041 --> Thursday, 05 - 09

0210042 --> Thursday, 05 - 22

0210043 --> Thursday, 05 - 14

0210044 --> Thursday, 05 - 05

0210045 --> Thursday, 05 - 18

0210046 --> Thursday, 05 - 10

0210047 --> Thursday, 05 - 30

0210048 --> Thursday, 05 - 21

0210049 --> Thursday, 05 - 06

0210050 --> Thursday, 05 - 26

0210051 --> Thursday, 05 - 18

0210052 --> Thursday, 05 - 02

0210053 --> Thursday, 05 - 22

0210054 --> Thursday, 05 - 14

0210055 --> Thursday, 06 - 03

0210056 --> Thursday, 05 - 18

0210057 --> Thursday, 05 - 10

0210058 --> Thursday, 05 - 30

0210059 --> Thursday, 05 - 15

0210060 --> Thursday, 05 - 06

0210061 --> Thursday, 05 - 26

0210062 --> Thursday, 05 - 11

0210063 --> Thursday, 05 - 03

0210064 --> Thursday, 05 - 22

0210065 --> Thursday, 05 - 07

0210066 --> Thursday, 05 - 27

0210067 --> Thursday, 05 - 19

0210068 --> Thursday, 05 - 10

0210069 --> Thursday, 05 - 23

0210070 --> Thursday, 05 - 15

0210071 --> Thursday, 05 - 07

0210072 --> Thursday, 05 - 26

0210073 --> Thursday, 05 - 11

0210074 --> Thursday, 05 - 31

0210075 --> Thursday, 05 - 23

0210076 --> Thursday, 05 - 07

0210077 --> Thursday, 05 - 27

0210078 --> Thursday, 05 - 19

0210079 --> Thursday, 05 - 04

0210080 --> Thursday, 05 - 23

0210081 --> Thursday, 05 - 15

0210082 --> Thursday, 04 - 30

0210083 --> Thursday, 05 - 20

