Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0060000 through 0069999



0060000 --> Thursday, 06 - 01

0060001 --> Thursday, 05 - 17

0060002 --> Thursday, 05 - 09

0060003 --> Thursday, 05 - 22

0060004 --> Thursday, 05 - 13

0060005 --> Thursday, 05 - 05

0060006 --> Thursday, 05 - 25

0060007 --> Thursday, 05 - 10

0060008 --> Thursday, 05 - 29

0060009 --> Thursday, 05 - 21

0060010 --> Thursday, 05 - 06

0060011 --> Thursday, 05 - 26

0060012 --> Thursday, 05 - 17

0060013 --> Thursday, 05 - 02

0060014 --> Thursday, 05 - 22

0060015 --> Thursday, 05 - 14

0060016 --> Thursday, 06 - 02

0060017 --> Thursday, 05 - 18

0060018 --> Thursday, 05 - 10

0060019 --> Thursday, 05 - 30

0060020 --> Thursday, 05 - 21

0060021 --> Thursday, 05 - 06

0060022 --> Thursday, 05 - 26

0060023 --> Thursday, 05 - 11

0060024 --> Thursday, 05 - 02

0060025 --> Thursday, 05 - 22

0060026 --> Thursday, 05 - 14

0060027 --> Thursday, 05 - 27

0060028 --> Thursday, 05 - 18

0060029 --> Thursday, 05 - 10

0060030 --> Thursday, 05 - 30

0060031 --> Thursday, 05 - 15

0060032 --> Thursday, 05 - 06

0060033 --> Thursday, 05 - 26

0060034 --> Thursday, 05 - 11

0060035 --> Thursday, 05 - 31

0060036 --> Thursday, 05 - 22

0060037 --> Thursday, 05 - 07

0060038 --> Thursday, 05 - 27

0060039 --> Thursday, 05 - 19

0060040 --> Thursday, 05 - 03

0060041 --> Thursday, 05 - 23

0060042 --> Thursday, 05 - 15

0060043 --> Thursday, 04 - 30

0060044 --> Thursday, 05 - 19

0060045 --> Thursday, 05 - 11

0060046 --> Thursday, 05 - 31

0060047 --> Thursday, 05 - 16

0060048 --> Thursday, 05 - 07

0060049 --> Thursday, 05 - 27

