Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0430000 through 0439999



0430000 --> Thursday, 05 - 04

0430001 --> Thursday, 05 - 24

0430002 --> Thursday, 05 - 16

0430003 --> Thursday, 05 - 01

0430004 --> Thursday, 05 - 20

0430005 --> Thursday, 05 - 12

0430006 --> Thursday, 06 - 01

0430007 --> Thursday, 05 - 17

0430008 --> Thursday, 05 - 08

0430009 --> Thursday, 05 - 28

0430010 --> Thursday, 05 - 13

0430011 --> Thursday, 05 - 05

0430012 --> Thursday, 05 - 24

0430013 --> Thursday, 05 - 09

0430014 --> Thursday, 05 - 29

0430015 --> Thursday, 05 - 21

0430016 --> Thursday, 05 - 12

0430017 --> Thursday, 05 - 25

0430018 --> Thursday, 05 - 17

0430019 --> Thursday, 05 - 09

0430020 --> Thursday, 05 - 28

0430021 --> Thursday, 05 - 13

0430022 --> Thursday, 05 - 05

0430023 --> Thursday, 05 - 25

0430024 --> Thursday, 05 - 09

0430025 --> Thursday, 05 - 29

0430026 --> Thursday, 05 - 21

0430027 --> Thursday, 05 - 06

0430028 --> Thursday, 05 - 25

0430029 --> Thursday, 05 - 17

0430030 --> Thursday, 05 - 02

0430031 --> Thursday, 05 - 22

0430032 --> Thursday, 05 - 13

0430033 --> Thursday, 06 - 02

0430034 --> Thursday, 05 - 18

0430035 --> Thursday, 05 - 10

0430036 --> Thursday, 05 - 29

0430037 --> Thursday, 05 - 14

0430038 --> Thursday, 05 - 06

0430039 --> Thursday, 05 - 26

0430040 --> Thursday, 05 - 17

0430041 --> Thursday, 05 - 02

0430042 --> Thursday, 05 - 22

0430043 --> Thursday, 05 - 14

0430044 --> Thursday, 06 - 02

0430045 --> Thursday, 05 - 18

0430046 --> Thursday, 05 - 10

0430047 --> Thursday, 05 - 23

0430048 --> Thursday, 05 - 14

0430049 --> Thursday, 05 - 06

0430050 --> Thursday, 05 - 26

0430051 --> Thursday, 05 - 11

0430052 --> Thursday, 05 - 30

0430053 --> Thursday, 05 - 22

0430054 --> Thursday, 05 - 07

0430055 --> Thursday, 05 - 27

0430056 --> Thursday, 05 - 18

0430057 --> Thursday, 05 - 03

0430058 --> Thursday, 05 - 23

0430059 --> Thursday, 05 - 15

0430060 --> Thursday, 05 - 06

0430061 --> Thursday, 05 - 19

0430062 --> Thursday, 05 - 11

0430063 --> Thursday, 05 - 31

0430064 --> Thursday, 05 - 22

0430065 --> Thursday, 05 - 07

0430066 --> Thursday, 05 - 27

0430067 --> Thursday, 05 - 12

0430068 --> Thursday, 05 - 03

0430069 --> Thursday, 05 - 23

0430070 --> Thursday, 05 - 15

0430071 --> Thursday, 05 - 28

0430072 --> Thursday, 05 - 19

0430073 --> Thursday, 05 - 11

0430074 --> Thursday, 05 - 31

0430075 --> Thursday, 05 - 16

0430076 --> Thursday, 05 - 07

0430077 --> Thursday, 05 - 27

0430078 --> Thursday, 05 - 12

0430079 --> Thursday, 05 - 04

0430080 --> Thursday, 05 - 23

0430081 --> Thursday, 05 - 08

0430082 --> Thursday, 05 - 28

0430083 --> Thursday, 05 - 20

0430084 --> Thursday, 05 - 04

0430085 --> Thursday, 05 - 24

0430086 --> Thursday, 05 - 16

0430087 --> Thursday, 05 - 01

0430088 --> Thursday, 05 - 20

0430089 --> Thursday, 05 - 12

0430090 --> Thursday, 06 - 01

0430091 --> Thursday, 05 - 17

0430092 --> Thursday, 05 - 08

0430093 --> Thursday, 05 - 28

0430094 --> Thursday, 05 - 20

0430095 --> Thursday, 05 - 05

0430096 --> Thursday, 05 - 24

0430097 --> Thursday, 05 - 16

0430098 --> Thursday, 05 - 01

0430099 --> Thursday, 05 - 21

0430100 --> Thursday, 05 - 13

0430101 --> Thursday, 06 - 02

0430102 --> Thursday, 05 - 18

0430103 --> Thursday, 05 - 10

0430104 --> Thursday, 05 - 29

0430105 --> Thursday, 05 - 14

0430106 --> Thursday, 05 - 06

0430107 --> Thursday, 05 - 26

0430108 --> Thursday, 05 - 10

0430109 --> Thursday, 05 - 30

0430110 --> Thursday, 05 - 22

0430111 --> Thursday, 05 - 07

0430112 --> Thursday, 05 - 26

0430113 --> Thursday, 05 - 18

0430114 --> Thursday, 05 - 10

0430115 --> Thursday, 05 - 23

0430116 --> Thursday, 05 - 14

0430117 --> Thursday, 05 - 06

0430118 --> Thursday, 05 - 26

0430119 --> Thursday, 05 - 11

0430120 --> Thursday, 05 - 30

0430121 --> Thursday, 05 - 22

0430122 --> Thursday, 05 - 07

0430123 --> Thursday, 05 - 27

0430124 --> Thursday, 05 - 18

0430125 --> Thursday, 05 - 03

0430126 --> Thursday, 05 - 23

0430127 --> Thursday, 05 - 15

0430128 --> Thursday, 06 - 03

0430129 --> Thursday, 05 - 19

0430130 --> Thursday, 05 - 11

0430131 --> Thursday, 05 - 31

0430132 --> Thursday, 05 - 15

