Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4250000 through 4259999



4250000 --> Thursday, 05 - 11

4250001 --> Thursday, 05 - 31

4250002 --> Thursday, 05 - 16

4250003 --> Thursday, 05 - 08

4250004 --> Thursday, 05 - 27

4250005 --> Thursday, 05 - 12

4250006 --> Thursday, 05 - 04

4250007 --> Thursday, 05 - 24

4250008 --> Thursday, 05 - 08

4250009 --> Thursday, 05 - 28

4250010 --> Thursday, 05 - 20

4250011 --> Thursday, 05 - 05

4250012 --> Thursday, 05 - 24

4250013 --> Thursday, 05 - 16

4250014 --> Thursday, 05 - 08

4250015 --> Thursday, 05 - 21

4250016 --> Thursday, 05 - 12

4250017 --> Thursday, 06 - 01

4250018 --> Thursday, 05 - 17

4250019 --> Thursday, 05 - 09

4250020 --> Thursday, 05 - 28

4250021 --> Thursday, 05 - 20

4250022 --> Thursday, 05 - 05

4250023 --> Thursday, 05 - 25

4250024 --> Thursday, 05 - 16

4250025 --> Thursday, 05 - 01

4250026 --> Thursday, 05 - 21

4250027 --> Thursday, 05 - 13

4250028 --> Thursday, 06 - 01

4250029 --> Thursday, 05 - 17

4250030 --> Thursday, 05 - 09

4250031 --> Thursday, 05 - 29

4250032 --> Thursday, 05 - 13

4250033 --> Thursday, 05 - 05

4250034 --> Thursday, 05 - 25

4250035 --> Thursday, 05 - 10

4250036 --> Thursday, 05 - 29

4250037 --> Thursday, 05 - 21

4250038 --> Thursday, 05 - 06

4250039 --> Thursday, 05 - 26

4250040 --> Thursday, 05 - 17

4250041 --> Thursday, 05 - 09

4250042 --> Thursday, 05 - 22

4250043 --> Thursday, 05 - 14

4250044 --> Thursday, 05 - 05

4250045 --> Thursday, 05 - 25

4250046 --> Thursday, 05 - 10

4250047 --> Thursday, 05 - 30

4250048 --> Thursday, 05 - 21

4250049 --> Thursday, 05 - 06

