Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3300000 through 3309999



3300000 --> Thursday, 05 - 04

3300001 --> Thursday, 05 - 24

3300002 --> Thursday, 05 - 09

3300003 --> Thursday, 05 - 29

3300004 --> Thursday, 05 - 20

3300005 --> Thursday, 05 - 12

3300006 --> Thursday, 05 - 25

3300007 --> Thursday, 05 - 17

3300008 --> Thursday, 05 - 08

3300009 --> Thursday, 05 - 28

3300010 --> Thursday, 05 - 13

3300011 --> Thursday, 05 - 05

3300012 --> Thursday, 05 - 24

3300013 --> Thursday, 05 - 09

3300014 --> Thursday, 05 - 29

3300015 --> Thursday, 05 - 21

3300016 --> Thursday, 05 - 05

3300017 --> Thursday, 05 - 25

3300018 --> Thursday, 05 - 17

3300019 --> Thursday, 05 - 02

3300020 --> Thursday, 05 - 21

3300021 --> Thursday, 05 - 13

3300022 --> Thursday, 06 - 02

3300023 --> Thursday, 05 - 18

3300024 --> Thursday, 05 - 09

3300025 --> Thursday, 05 - 29

3300026 --> Thursday, 05 - 14

3300027 --> Thursday, 05 - 06

3300028 --> Thursday, 05 - 25

3300029 --> Thursday, 05 - 17

3300030 --> Thursday, 05 - 02

3300031 --> Thursday, 05 - 22

3300032 --> Thursday, 05 - 13

3300033 --> Thursday, 06 - 02

3300034 --> Thursday, 05 - 18

3300035 --> Thursday, 05 - 10

3300036 --> Thursday, 05 - 29

3300037 --> Thursday, 05 - 14

3300038 --> Thursday, 05 - 06

3300039 --> Thursday, 05 - 26

3300040 --> Thursday, 05 - 10

3300041 --> Thursday, 05 - 30

3300042 --> Thursday, 05 - 22

3300043 --> Thursday, 05 - 07

3300044 --> Thursday, 05 - 26

3300045 --> Thursday, 05 - 18

3300046 --> Thursday, 05 - 03

3300047 --> Thursday, 05 - 23

3300048 --> Thursday, 05 - 14

3300049 --> Thursday, 05 - 06

3300050 --> Thursday, 05 - 19

3300051 --> Thursday, 05 - 11

3300052 --> Thursday, 05 - 30

3300053 --> Thursday, 05 - 15

3300054 --> Thursday, 05 - 07

3300055 --> Thursday, 05 - 27

3300056 --> Thursday, 05 - 18

3300057 --> Thursday, 05 - 03

3300058 --> Thursday, 05 - 23

3300059 --> Thursday, 05 - 15

3300060 --> Thursday, 06 - 03

3300061 --> Thursday, 05 - 19

3300062 --> Thursday, 05 - 11

3300063 --> Thursday, 05 - 31

3300064 --> Thursday, 05 - 15

3300065 --> Thursday, 05 - 07

3300066 --> Thursday, 05 - 27

3300067 --> Thursday, 05 - 12

3300068 --> Thursday, 05 - 03

3300069 --> Thursday, 05 - 23

3300070 --> Thursday, 05 - 08

3300071 --> Thursday, 05 - 28

3300072 --> Thursday, 05 - 19

3300073 --> Thursday, 05 - 04

3300074 --> Thursday, 05 - 24

3300075 --> Thursday, 05 - 16

3300076 --> Thursday, 05 - 07

