Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3430000 through 3439999



3430000 --> Thursday, 06 - 01

3430001 --> Thursday, 05 - 17

3430002 --> Thursday, 05 - 09

3430003 --> Thursday, 05 - 29

3430004 --> Thursday, 05 - 20

3430005 --> Thursday, 05 - 05

3430006 --> Thursday, 05 - 25

3430007 --> Thursday, 05 - 17

3430008 --> Thursday, 05 - 01

3430009 --> Thursday, 05 - 21

3430010 --> Thursday, 05 - 13

3430011 --> Thursday, 06 - 02

3430012 --> Thursday, 05 - 17

3430013 --> Thursday, 05 - 09

3430014 --> Thursday, 05 - 29

3430015 --> Thursday, 05 - 14

3430016 --> Thursday, 05 - 05

3430017 --> Thursday, 05 - 25

3430018 --> Thursday, 05 - 10

3430019 --> Thursday, 05 - 30

3430020 --> Thursday, 05 - 21

3430021 --> Thursday, 05 - 06

3430022 --> Thursday, 05 - 26

3430023 --> Thursday, 05 - 18

3430024 --> Thursday, 05 - 09

3430025 --> Thursday, 05 - 22

3430026 --> Thursday, 05 - 14

3430027 --> Thursday, 05 - 06

3430028 --> Thursday, 05 - 25

3430029 --> Thursday, 05 - 10

3430030 --> Thursday, 05 - 30

3430031 --> Thursday, 05 - 22

3430032 --> Thursday, 05 - 06

3430033 --> Thursday, 05 - 26

3430034 --> Thursday, 05 - 18

3430035 --> Thursday, 05 - 03

3430036 --> Thursday, 05 - 22

3430037 --> Thursday, 05 - 14

3430038 --> Thursday, 06 - 03

3430039 --> Thursday, 05 - 19

3430040 --> Thursday, 05 - 10

3430041 --> Thursday, 05 - 30

3430042 --> Thursday, 05 - 15

3430043 --> Thursday, 05 - 07

3430044 --> Thursday, 05 - 26

3430045 --> Thursday, 05 - 11

3430046 --> Thursday, 05 - 03

3430047 --> Thursday, 05 - 23

3430048 --> Thursday, 05 - 14

3430049 --> Thursday, 05 - 27

3430050 --> Thursday, 05 - 19

3430051 --> Thursday, 05 - 04

3430052 --> Thursday, 05 - 23

3430053 --> Thursday, 05 - 15

3430054 --> Thursday, 05 - 07

3430055 --> Thursday, 05 - 20

3430056 --> Thursday, 05 - 11

3430057 --> Thursday, 05 - 31

3430058 --> Thursday, 05 - 23

3430059 --> Thursday, 05 - 08

3430060 --> Thursday, 05 - 27

3430061 --> Thursday, 05 - 19

3430062 --> Thursday, 05 - 04

3430063 --> Thursday, 05 - 24

3430064 --> Thursday, 05 - 15

3430065 --> Thursday, 04 - 30

3430066 --> Thursday, 05 - 20

3430067 --> Thursday, 05 - 12

3430068 --> Thursday, 05 - 31

3430069 --> Thursday, 05 - 16

3430070 --> Thursday, 05 - 08

3430071 --> Thursday, 05 - 28

3430072 --> Thursday, 05 - 12

3430073 --> Thursday, 05 - 04

3430074 --> Thursday, 05 - 24

3430075 --> Thursday, 05 - 09

3430076 --> Thursday, 05 - 28

3430077 --> Thursday, 05 - 20

3430078 --> Thursday, 05 - 12

3430079 --> Thursday, 05 - 25

3430080 --> Thursday, 05 - 16

3430081 --> Thursday, 05 - 08

3430082 --> Thursday, 05 - 28

3430083 --> Thursday, 05 - 13

3430084 --> Thursday, 05 - 04

3430085 --> Thursday, 05 - 24

3430086 --> Thursday, 05 - 09

3430087 --> Thursday, 05 - 29

3430088 --> Thursday, 05 - 20

3430089 --> Thursday, 05 - 05

3430090 --> Thursday, 05 - 25

3430091 --> Thursday, 05 - 17

3430092 --> Thursday, 05 - 01

3430093 --> Thursday, 05 - 21

3430094 --> Thursday, 05 - 13

3430095 --> Thursday, 06 - 02

3430096 --> Thursday, 05 - 17

3430097 --> Thursday, 05 - 09

3430098 --> Thursday, 05 - 29

3430099 --> Thursday, 05 - 14

3430100 --> Thursday, 05 - 06

