Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3810000 through 3819999



3810000 --> Thursday, 05 - 18

3810001 --> Thursday, 05 - 03

3810002 --> Thursday, 05 - 23

3810003 --> Thursday, 05 - 15

3810004 --> Thursday, 06 - 03

3810005 --> Thursday, 05 - 19

3810006 --> Thursday, 05 - 11

3810007 --> Thursday, 05 - 31

3810008 --> Thursday, 05 - 15

3810009 --> Thursday, 05 - 07

3810010 --> Thursday, 05 - 27

3810011 --> Thursday, 05 - 12

3810012 --> Thursday, 05 - 03

3810013 --> Thursday, 05 - 23

3810014 --> Thursday, 05 - 08

3810015 --> Thursday, 05 - 28

3810016 --> Thursday, 05 - 19

3810017 --> Thursday, 05 - 04

3810018 --> Thursday, 05 - 24

3810019 --> Thursday, 05 - 16

3810020 --> Thursday, 05 - 07

3810021 --> Thursday, 05 - 20

3810022 --> Thursday, 05 - 12

3810023 --> Thursday, 06 - 01

3810024 --> Thursday, 05 - 23

3810025 --> Thursday, 05 - 08

3810026 --> Thursday, 05 - 28

3810027 --> Thursday, 05 - 20

3810028 --> Thursday, 05 - 04

3810029 --> Thursday, 05 - 24

3810030 --> Thursday, 05 - 16

3810031 --> Thursday, 05 - 01

3810032 --> Thursday, 05 - 20

3810033 --> Thursday, 05 - 12

3810034 --> Thursday, 06 - 01

3810035 --> Thursday, 05 - 17

3810036 --> Thursday, 05 - 08

3810037 --> Thursday, 05 - 28

3810038 --> Thursday, 05 - 13

3810039 --> Thursday, 05 - 05

3810040 --> Thursday, 05 - 24

3810041 --> Thursday, 05 - 09

3810042 --> Thursday, 05 - 29

3810043 --> Thursday, 05 - 21

3810044 --> Thursday, 05 - 12

3810045 --> Thursday, 05 - 25

3810046 --> Thursday, 05 - 17

3810047 --> Thursday, 05 - 09

3810048 --> Thursday, 05 - 28

3810049 --> Thursday, 05 - 13

3810050 --> Thursday, 05 - 05

3810051 --> Thursday, 05 - 18

3810052 --> Thursday, 05 - 09

3810053 --> Thursday, 05 - 29

3810054 --> Thursday, 05 - 21

3810055 --> Thursday, 05 - 06

3810056 --> Thursday, 05 - 25

3810057 --> Thursday, 05 - 17

3810058 --> Thursday, 05 - 02

3810059 --> Thursday, 05 - 22

3810060 --> Thursday, 05 - 13

3810061 --> Thursday, 06 - 02

3810062 --> Thursday, 05 - 18

3810063 --> Thursday, 05 - 10

3810064 --> Thursday, 05 - 29

3810065 --> Thursday, 05 - 14

