Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1960000 through 1969999



1960000 --> Thursday, 05 - 11

1960001 --> Thursday, 05 - 31

1960002 --> Thursday, 05 - 16

1960003 --> Thursday, 05 - 08

1960004 --> Thursday, 05 - 27

1960005 --> Thursday, 05 - 12

1960006 --> Thursday, 06 - 01

1960007 --> Thursday, 05 - 24

1960008 --> Thursday, 05 - 08

1960009 --> Thursday, 05 - 28

1960010 --> Thursday, 05 - 20

1960011 --> Thursday, 05 - 05

1960012 --> Thursday, 05 - 24

1960013 --> Thursday, 05 - 16

1960014 --> Thursday, 05 - 01

1960015 --> Thursday, 05 - 21

1960016 --> Thursday, 05 - 12

1960017 --> Thursday, 06 - 01

1960018 --> Thursday, 05 - 17

1960019 --> Thursday, 05 - 09

1960020 --> Thursday, 05 - 28

1960021 --> Thursday, 05 - 13

1960022 --> Thursday, 05 - 05

1960023 --> Thursday, 05 - 25

1960024 --> Thursday, 05 - 16

1960025 --> Thursday, 05 - 29

1960026 --> Thursday, 05 - 21

1960027 --> Thursday, 05 - 13

1960028 --> Thursday, 06 - 01

1960029 --> Thursday, 05 - 17

1960030 --> Thursday, 05 - 09

1960031 --> Thursday, 05 - 29

1960032 --> Thursday, 05 - 13

1960033 --> Thursday, 05 - 05

1960034 --> Thursday, 05 - 25

1960035 --> Thursday, 05 - 10

1960036 --> Thursday, 05 - 29

1960037 --> Thursday, 05 - 21

1960038 --> Thursday, 05 - 06

1960039 --> Thursday, 05 - 26

1960040 --> Thursday, 05 - 17

1960041 --> Thursday, 05 - 02

1960042 --> Thursday, 05 - 22

1960043 --> Thursday, 05 - 14

1960044 --> Thursday, 06 - 02

1960045 --> Thursday, 05 - 18

1960046 --> Thursday, 05 - 10

1960047 --> Thursday, 05 - 30

1960048 --> Thursday, 05 - 21

1960049 --> Thursday, 05 - 06

1960050 --> Thursday, 05 - 26

1960051 --> Thursday, 05 - 18

1960052 --> Thursday, 05 - 02

1960053 --> Thursday, 05 - 22

1960054 --> Thursday, 05 - 14

1960055 --> Thursday, 05 - 27

1960056 --> Thursday, 05 - 18

1960057 --> Thursday, 05 - 10

1960058 --> Thursday, 05 - 30

1960059 --> Thursday, 05 - 15

1960060 --> Thursday, 05 - 06

1960061 --> Thursday, 05 - 26

1960062 --> Thursday, 05 - 11

1960063 --> Thursday, 05 - 31

1960064 --> Thursday, 05 - 22

1960065 --> Thursday, 05 - 07

1960066 --> Thursday, 05 - 27

1960067 --> Thursday, 05 - 19

1960068 --> Thursday, 05 - 10

1960069 --> Thursday, 05 - 23

1960070 --> Thursday, 05 - 15

1960071 --> Thursday, 05 - 07

1960072 --> Thursday, 05 - 26

1960073 --> Thursday, 05 - 11

1960074 --> Thursday, 05 - 31

1960075 --> Thursday, 05 - 23

1960076 --> Thursday, 05 - 07

1960077 --> Thursday, 05 - 27

1960078 --> Thursday, 05 - 19

1960079 --> Thursday, 05 - 04

1960080 --> Thursday, 05 - 23

1960081 --> Thursday, 05 - 15

1960082 --> Thursday, 05 - 28

1960083 --> Thursday, 05 - 20

1960084 --> Thursday, 05 - 11

1960085 --> Thursday, 05 - 31

1960086 --> Thursday, 05 - 16

1960087 --> Thursday, 05 - 08

1960088 --> Thursday, 05 - 27

1960089 --> Thursday, 05 - 12

1960090 --> Thursday, 05 - 04

1960091 --> Thursday, 05 - 24

1960092 --> Thursday, 05 - 15

1960093 --> Thursday, 05 - 28

1960094 --> Thursday, 05 - 20

1960095 --> Thursday, 05 - 12

1960096 --> Thursday, 05 - 31

1960097 --> Thursday, 05 - 16

1960098 --> Thursday, 05 - 08

1960099 --> Thursday, 05 - 21

1960100 --> Thursday, 05 - 13

1960101 --> Thursday, 05 - 05

1960102 --> Thursday, 05 - 25

1960103 --> Thursday, 05 - 10

1960104 --> Thursday, 05 - 29

1960105 --> Thursday, 05 - 21

1960106 --> Thursday, 05 - 06

1960107 --> Thursday, 05 - 26

1960108 --> Thursday, 05 - 17

1960109 --> Thursday, 05 - 02

1960110 --> Thursday, 05 - 22

1960111 --> Thursday, 05 - 14

1960112 --> Thursday, 06 - 02

1960113 --> Thursday, 05 - 18

1960114 --> Thursday, 05 - 10

1960115 --> Thursday, 05 - 30

1960116 --> Thursday, 05 - 14

1960117 --> Thursday, 05 - 06

1960118 --> Thursday, 05 - 26

1960119 --> Thursday, 05 - 11

1960120 --> Thursday, 05 - 02

1960121 --> Thursday, 05 - 22

1960122 --> Thursday, 05 - 14

1960123 --> Thursday, 05 - 27

1960124 --> Thursday, 05 - 18

1960125 --> Thursday, 05 - 10

1960126 --> Thursday, 05 - 30

1960127 --> Thursday, 05 - 15

1960128 --> Thursday, 05 - 06

1960129 --> Thursday, 05 - 26

1960130 --> Thursday, 05 - 11

1960131 --> Thursday, 05 - 31

1960132 --> Thursday, 05 - 22

1960133 --> Thursday, 05 - 07

1960134 --> Thursday, 05 - 27

1960135 --> Thursday, 05 - 19

1960136 --> Thursday, 05 - 03

1960137 --> Thursday, 05 - 23

1960138 --> Thursday, 05 - 15

1960139 --> Thursday, 04 - 30

1960140 --> Thursday, 05 - 19

1960141 --> Thursday, 05 - 11

1960142 --> Thursday, 05 - 31

1960143 --> Thursday, 05 - 16

1960144 --> Thursday, 05 - 07

1960145 --> Thursday, 05 - 27

1960146 --> Thursday, 05 - 19

1960147 --> Thursday, 05 - 04

1960148 --> Thursday, 05 - 23

1960149 --> Thursday, 05 - 15

1960150 --> Thursday, 05 - 28

1960151 --> Thursday, 05 - 20

1960152 --> Thursday, 05 - 11

1960153 --> Thursday, 05 - 31

1960154 --> Thursday, 05 - 16

1960155 --> Thursday, 05 - 08

1960156 --> Thursday, 05 - 27

1960157 --> Thursday, 05 - 12

1960158 --> Thursday, 05 - 04

1960159 --> Thursday, 05 - 24

1960160 --> Thursday, 05 - 08

1960161 --> Thursday, 05 - 28

1960162 --> Thursday, 05 - 20

1960163 --> Thursday, 05 - 05

1960164 --> Thursday, 05 - 24

1960165 --> Thursday, 05 - 16

1960166 --> Thursday, 05 - 08

1960167 --> Thursday, 05 - 21

1960168 --> Thursday, 05 - 12

1960169 --> Thursday, 06 - 01

1960170 --> Thursday, 05 - 24

1960171 --> Thursday, 05 - 09

1960172 --> Thursday, 05 - 28

1960173 --> Thursday, 05 - 20

1960174 --> Thursday, 05 - 05

1960175 --> Thursday, 05 - 25

1960176 --> Thursday, 05 - 16

1960177 --> Thursday, 05 - 01

1960178 --> Thursday, 05 - 21

1960179 --> Thursday, 05 - 13

1960180 --> Thursday, 06 - 01

1960181 --> Thursday, 05 - 17

1960182 --> Thursday, 05 - 09

1960183 --> Thursday, 05 - 29

1960184 --> Thursday, 05 - 13

1960185 --> Thursday, 05 - 05

1960186 --> Thursday, 05 - 25

1960187 --> Thursday, 05 - 10

1960188 --> Thursday, 05 - 29

1960189 --> Thursday, 05 - 21

1960190 --> Thursday, 05 - 13

1960191 --> Thursday, 05 - 26

1960192 --> Thursday, 05 - 17

1960193 --> Thursday, 05 - 09

1960194 --> Thursday, 05 - 22

1960195 --> Thursday, 05 - 14

1960196 --> Thursday, 05 - 05

1960197 --> Thursday, 05 - 25

1960198 --> Thursday, 05 - 10

1960199 --> Thursday, 05 - 30

1960200 --> Thursday, 05 - 22

1960201 --> Thursday, 05 - 07

1960202 --> Thursday, 05 - 27

1960203 --> Thursday, 05 - 19

1960204 --> Thursday, 05 - 03

1960205 --> Thursday, 05 - 23

1960206 --> Thursday, 05 - 15

1960207 --> Thursday, 05 - 28

1960208 --> Thursday, 05 - 19

