Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2660000 through 2669999



2660000 --> Thursday, 05 - 25

2660001 --> Thursday, 05 - 17

2660002 --> Thursday, 05 - 02

2660003 --> Thursday, 05 - 22

2660004 --> Thursday, 05 - 13

2660005 --> Thursday, 06 - 02

2660006 --> Thursday, 05 - 18

2660007 --> Thursday, 05 - 10

2660008 --> Thursday, 05 - 29

2660009 --> Thursday, 05 - 14

2660010 --> Thursday, 05 - 06

2660011 --> Thursday, 05 - 26

2660012 --> Thursday, 05 - 17

2660013 --> Thursday, 05 - 02

2660014 --> Thursday, 05 - 22

2660015 --> Thursday, 05 - 14

2660016 --> Thursday, 06 - 02

2660017 --> Thursday, 05 - 18

2660018 --> Thursday, 05 - 10

2660019 --> Thursday, 05 - 23

2660020 --> Thursday, 05 - 14

2660021 --> Thursday, 05 - 06

2660022 --> Thursday, 05 - 26

2660023 --> Thursday, 05 - 11

2660024 --> Thursday, 05 - 30

2660025 --> Thursday, 05 - 22

2660026 --> Thursday, 05 - 07

2660027 --> Thursday, 05 - 27

2660028 --> Thursday, 05 - 18

2660029 --> Thursday, 05 - 03

2660030 --> Thursday, 05 - 23

2660031 --> Thursday, 05 - 15

2660032 --> Thursday, 05 - 06

2660033 --> Thursday, 05 - 19

2660034 --> Thursday, 05 - 11

2660035 --> Thursday, 05 - 31

2660036 --> Thursday, 05 - 22

2660037 --> Thursday, 05 - 07

2660038 --> Thursday, 05 - 27

2660039 --> Thursday, 05 - 12

2660040 --> Thursday, 05 - 03

2660041 --> Thursday, 05 - 23

2660042 --> Thursday, 05 - 15

2660043 --> Thursday, 05 - 28

2660044 --> Thursday, 05 - 19

2660045 --> Thursday, 05 - 11

2660046 --> Thursday, 05 - 31

2660047 --> Thursday, 05 - 16

2660048 --> Thursday, 05 - 07

2660049 --> Thursday, 05 - 27

2660050 --> Thursday, 05 - 12

2660051 --> Thursday, 05 - 04

2660052 --> Thursday, 05 - 23

2660053 --> Thursday, 05 - 08

2660054 --> Thursday, 05 - 28

2660055 --> Thursday, 05 - 20

2660056 --> Thursday, 05 - 11

2660057 --> Thursday, 05 - 24

2660058 --> Thursday, 05 - 16

2660059 --> Thursday, 05 - 01

2660060 --> Thursday, 05 - 20

2660061 --> Thursday, 05 - 12

2660062 --> Thursday, 06 - 01

2660063 --> Thursday, 05 - 17

2660064 --> Thursday, 05 - 08

2660065 --> Thursday, 05 - 28

2660066 --> Thursday, 05 - 20

2660067 --> Thursday, 05 - 05

2660068 --> Thursday, 05 - 24

2660069 --> Thursday, 05 - 16

2660070 --> Thursday, 05 - 01

2660071 --> Thursday, 05 - 21

2660072 --> Thursday, 05 - 12

2660073 --> Thursday, 06 - 01

2660074 --> Thursday, 05 - 17

2660075 --> Thursday, 05 - 09

2660076 --> Thursday, 05 - 28

2660077 --> Thursday, 05 - 13

2660078 --> Thursday, 05 - 05

2660079 --> Thursday, 05 - 25

2660080 --> Thursday, 05 - 09

2660081 --> Thursday, 05 - 29

2660082 --> Thursday, 05 - 21

2660083 --> Thursday, 05 - 06

2660084 --> Thursday, 05 - 25

2660085 --> Thursday, 05 - 17

2660086 --> Thursday, 05 - 09

2660087 --> Thursday, 05 - 22

2660088 --> Thursday, 05 - 13

2660089 --> Thursday, 05 - 05

2660090 --> Thursday, 05 - 25

2660091 --> Thursday, 05 - 10

2660092 --> Thursday, 05 - 29

2660093 --> Thursday, 05 - 21

2660094 --> Thursday, 05 - 06

2660095 --> Thursday, 05 - 26

2660096 --> Thursday, 05 - 17

