Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1150000 through 1159999



1150000 --> Thursday, 05 - 04

1150001 --> Thursday, 05 - 24

1150002 --> Thursday, 05 - 16

1150003 --> Thursday, 05 - 01

1150004 --> Thursday, 05 - 20

1150005 --> Thursday, 05 - 12

1150006 --> Thursday, 06 - 01

1150007 --> Thursday, 05 - 17

1150008 --> Thursday, 05 - 08

1150009 --> Thursday, 05 - 28

1150010 --> Thursday, 05 - 20

1150011 --> Thursday, 05 - 05

1150012 --> Thursday, 05 - 24

1150013 --> Thursday, 05 - 16

1150014 --> Thursday, 05 - 29

1150015 --> Thursday, 05 - 21

1150016 --> Thursday, 05 - 12

1150017 --> Thursday, 06 - 01

1150018 --> Thursday, 05 - 17

1150019 --> Thursday, 05 - 09

1150020 --> Thursday, 05 - 28

1150021 --> Thursday, 05 - 13

1150022 --> Thursday, 05 - 05

1150023 --> Thursday, 05 - 25

1150024 --> Thursday, 05 - 09

1150025 --> Thursday, 05 - 29

1150026 --> Thursday, 05 - 21

1150027 --> Thursday, 05 - 06

1150028 --> Thursday, 05 - 25

1150029 --> Thursday, 05 - 17

1150030 --> Thursday, 05 - 09

1150031 --> Thursday, 05 - 22

1150032 --> Thursday, 05 - 13

1150033 --> Thursday, 06 - 02

1150034 --> Thursday, 05 - 18

1150035 --> Thursday, 05 - 10

1150036 --> Thursday, 05 - 29

1150037 --> Thursday, 05 - 21

1150038 --> Thursday, 05 - 06

1150039 --> Thursday, 05 - 26

1150040 --> Thursday, 05 - 17

1150041 --> Thursday, 05 - 02

1150042 --> Thursday, 05 - 22

1150043 --> Thursday, 05 - 14

1150044 --> Thursday, 06 - 02

1150045 --> Thursday, 05 - 18

1150046 --> Thursday, 05 - 10

1150047 --> Thursday, 05 - 30

1150048 --> Thursday, 05 - 14

1150049 --> Thursday, 05 - 06

1150050 --> Thursday, 05 - 26

1150051 --> Thursday, 05 - 11

1150052 --> Thursday, 05 - 30

1150053 --> Thursday, 05 - 22

1150054 --> Thursday, 05 - 07

1150055 --> Thursday, 05 - 27

1150056 --> Thursday, 05 - 18

1150057 --> Thursday, 05 - 10

1150058 --> Thursday, 05 - 23

1150059 --> Thursday, 05 - 15

1150060 --> Thursday, 05 - 06

1150061 --> Thursday, 05 - 26

1150062 --> Thursday, 05 - 11

1150063 --> Thursday, 05 - 31

1150064 --> Thursday, 05 - 22

1150065 --> Thursday, 05 - 07

1150066 --> Thursday, 05 - 27

1150067 --> Thursday, 05 - 19

1150068 --> Thursday, 05 - 03

1150069 --> Thursday, 05 - 23

1150070 --> Thursday, 05 - 15

1150071 --> Thursday, 05 - 28

1150072 --> Thursday, 05 - 19

1150073 --> Thursday, 05 - 11

1150074 --> Thursday, 05 - 31

1150075 --> Thursday, 05 - 16

1150076 --> Thursday, 05 - 07

1150077 --> Thursday, 05 - 27

1150078 --> Thursday, 05 - 12

