Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4570000 through 4579999



4570000 --> Thursday, 05 - 11

4570001 --> Thursday, 05 - 31

4570002 --> Thursday, 05 - 23

4570003 --> Thursday, 05 - 08

4570004 --> Thursday, 05 - 27

4570005 --> Thursday, 05 - 19

4570006 --> Thursday, 05 - 04

4570007 --> Thursday, 05 - 24

4570008 --> Thursday, 05 - 15

4570009 --> Thursday, 05 - 07

4570010 --> Thursday, 05 - 20

4570011 --> Thursday, 05 - 12

4570012 --> Thursday, 05 - 31

4570013 --> Thursday, 05 - 16

4570014 --> Thursday, 05 - 08

4570015 --> Thursday, 05 - 28

4570016 --> Thursday, 05 - 19

4570017 --> Thursday, 05 - 04

4570018 --> Thursday, 05 - 24

4570019 --> Thursday, 05 - 16

4570020 --> Thursday, 05 - 28

4570021 --> Thursday, 05 - 20

4570022 --> Thursday, 05 - 12

4570023 --> Thursday, 06 - 01

4570024 --> Thursday, 05 - 16

4570025 --> Thursday, 05 - 08

4570026 --> Thursday, 05 - 28

4570027 --> Thursday, 05 - 13

4570028 --> Thursday, 05 - 04

4570029 --> Thursday, 05 - 24

4570030 --> Thursday, 05 - 09

4570031 --> Thursday, 05 - 29

4570032 --> Thursday, 05 - 20

4570033 --> Thursday, 05 - 05

4570034 --> Thursday, 05 - 25

4570035 --> Thursday, 05 - 17

4570036 --> Thursday, 05 - 08

4570037 --> Thursday, 05 - 21

4570038 --> Thursday, 05 - 13

4570039 --> Thursday, 06 - 02

4570040 --> Thursday, 05 - 24

4570041 --> Thursday, 05 - 09

4570042 --> Thursday, 05 - 29

4570043 --> Thursday, 05 - 21

4570044 --> Thursday, 05 - 05

4570045 --> Thursday, 05 - 25

4570046 --> Thursday, 05 - 17

4570047 --> Thursday, 05 - 02

4570048 --> Thursday, 05 - 21

4570049 --> Thursday, 05 - 13

4570050 --> Thursday, 06 - 02

4570051 --> Thursday, 05 - 18

4570052 --> Thursday, 05 - 09

4570053 --> Thursday, 05 - 29

4570054 --> Thursday, 05 - 14

4570055 --> Thursday, 05 - 06

4570056 --> Thursday, 05 - 25

4570057 --> Thursday, 05 - 10

4570058 --> Thursday, 05 - 30

4570059 --> Thursday, 05 - 22

4570060 --> Thursday, 05 - 13

4570061 --> Thursday, 05 - 26

4570062 --> Thursday, 05 - 18

4570063 --> Thursday, 05 - 10

4570064 --> Thursday, 05 - 29

4570065 --> Thursday, 05 - 14

4570066 --> Thursday, 05 - 06

4570067 --> Thursday, 05 - 26

4570068 --> Thursday, 05 - 10

4570069 --> Thursday, 05 - 30

4570070 --> Thursday, 05 - 22

4570071 --> Thursday, 05 - 07

4570072 --> Thursday, 05 - 26

4570073 --> Thursday, 05 - 18

4570074 --> Thursday, 05 - 03

4570075 --> Thursday, 05 - 23

