Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1000000 through 1009999



1000000 --> Thursday, 05 - 25

1000001 --> Thursday, 05 - 17

1000002 --> Thursday, 05 - 02

1000003 --> Thursday, 05 - 22

1000004 --> Thursday, 05 - 13

1000005 --> Thursday, 06 - 02

1000006 --> Thursday, 05 - 18

1000007 --> Thursday, 05 - 10

1000008 --> Thursday, 05 - 29

1000009 --> Thursday, 05 - 14

1000010 --> Thursday, 05 - 06

1000011 --> Thursday, 05 - 26

1000012 --> Thursday, 05 - 17

1000013 --> Thursday, 05 - 02

1000014 --> Thursday, 05 - 22

1000015 --> Thursday, 05 - 14

1000016 --> Thursday, 06 - 02

1000017 --> Thursday, 05 - 18

1000018 --> Thursday, 05 - 10

1000019 --> Thursday, 05 - 30

1000020 --> Thursday, 05 - 14

1000021 --> Thursday, 05 - 06

1000022 --> Thursday, 05 - 26

1000023 --> Thursday, 05 - 11

1000024 --> Thursday, 05 - 30

1000025 --> Thursday, 05 - 22

1000026 --> Thursday, 05 - 07

1000027 --> Thursday, 05 - 27

1000028 --> Thursday, 05 - 18

1000029 --> Thursday, 05 - 03

1000030 --> Thursday, 05 - 23

1000031 --> Thursday, 05 - 15

1000032 --> Thursday, 05 - 06

1000033 --> Thursday, 05 - 19

1000034 --> Thursday, 05 - 11

1000035 --> Thursday, 05 - 31

1000036 --> Thursday, 05 - 22

1000037 --> Thursday, 05 - 07

1000038 --> Thursday, 05 - 27

1000039 --> Thursday, 05 - 19

1000040 --> Thursday, 05 - 03

1000041 --> Thursday, 05 - 23

1000042 --> Thursday, 05 - 15

1000043 --> Thursday, 05 - 28

1000044 --> Thursday, 05 - 19

1000045 --> Thursday, 05 - 11

1000046 --> Thursday, 05 - 31

1000047 --> Thursday, 05 - 16

1000048 --> Thursday, 05 - 07

1000049 --> Thursday, 05 - 27

1000050 --> Thursday, 05 - 12

1000051 --> Thursday, 05 - 04

1000052 --> Thursday, 05 - 23

1000053 --> Thursday, 05 - 08

1000054 --> Thursday, 05 - 28

1000055 --> Thursday, 05 - 20

1000056 --> Thursday, 05 - 11

1000057 --> Thursday, 05 - 24

1000058 --> Thursday, 05 - 16

1000059 --> Thursday, 05 - 08

1000060 --> Thursday, 05 - 27

1000061 --> Thursday, 05 - 12

1000062 --> Thursday, 06 - 01

1000063 --> Thursday, 05 - 24

