Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1090000 through 1099999



1090000 --> Thursday, 05 - 25

1090001 --> Thursday, 05 - 17

1090002 --> Thursday, 05 - 02

1090003 --> Thursday, 05 - 22

1090004 --> Thursday, 05 - 13

1090005 --> Thursday, 06 - 02

1090006 --> Thursday, 05 - 18

1090007 --> Thursday, 05 - 10

1090008 --> Thursday, 05 - 29

1090009 --> Thursday, 05 - 21

1090010 --> Thursday, 05 - 06

1090011 --> Thursday, 05 - 26

1090012 --> Thursday, 05 - 17

1090013 --> Thursday, 05 - 02

1090014 --> Thursday, 05 - 22

1090015 --> Thursday, 05 - 14

1090016 --> Thursday, 06 - 02

1090017 --> Thursday, 05 - 18

1090018 --> Thursday, 05 - 10

1090019 --> Thursday, 05 - 30

1090020 --> Thursday, 05 - 14

1090021 --> Thursday, 05 - 06

1090022 --> Thursday, 05 - 26

1090023 --> Thursday, 05 - 11

1090024 --> Thursday, 05 - 30

1090025 --> Thursday, 05 - 22

1090026 --> Thursday, 05 - 07

1090027 --> Thursday, 05 - 27

1090028 --> Thursday, 05 - 18

1090029 --> Thursday, 05 - 10

1090030 --> Thursday, 05 - 23

1090031 --> Thursday, 05 - 15

1090032 --> Thursday, 05 - 06

1090033 --> Thursday, 05 - 19

1090034 --> Thursday, 05 - 11

1090035 --> Thursday, 05 - 31

1090036 --> Thursday, 05 - 22

1090037 --> Thursday, 05 - 07

1090038 --> Thursday, 05 - 27

1090039 --> Thursday, 05 - 19

1090040 --> Thursday, 05 - 03

1090041 --> Thursday, 05 - 23

1090042 --> Thursday, 05 - 15

1090043 --> Thursday, 05 - 28

1090044 --> Thursday, 05 - 19

1090045 --> Thursday, 05 - 11

1090046 --> Thursday, 05 - 31

1090047 --> Thursday, 05 - 16

1090048 --> Thursday, 05 - 07

1090049 --> Thursday, 05 - 27

1090050 --> Thursday, 05 - 12

1090051 --> Thursday, 05 - 04

1090052 --> Thursday, 05 - 23

1090053 --> Thursday, 05 - 08

1090054 --> Thursday, 05 - 28

1090055 --> Thursday, 05 - 20

1090056 --> Thursday, 05 - 11

1090057 --> Thursday, 05 - 24

1090058 --> Thursday, 05 - 16

1090059 --> Thursday, 05 - 08

1090060 --> Thursday, 05 - 27

1090061 --> Thursday, 05 - 12

1090062 --> Thursday, 06 - 01

1090063 --> Thursday, 05 - 24

1090064 --> Thursday, 05 - 08

1090065 --> Thursday, 05 - 28

1090066 --> Thursday, 05 - 20

1090067 --> Thursday, 05 - 05

1090068 --> Thursday, 05 - 24

1090069 --> Thursday, 05 - 16

1090070 --> Thursday, 05 - 01

1090071 --> Thursday, 05 - 21

1090072 --> Thursday, 05 - 12

1090073 --> Thursday, 06 - 01

1090074 --> Thursday, 05 - 17

1090075 --> Thursday, 05 - 09

1090076 --> Thursday, 05 - 28

1090077 --> Thursday, 05 - 13

1090078 --> Thursday, 05 - 05

1090079 --> Thursday, 05 - 25

1090080 --> Thursday, 05 - 16

1090081 --> Thursday, 05 - 29

1090082 --> Thursday, 05 - 21

1090083 --> Thursday, 05 - 13

1090084 --> Thursday, 06 - 01

1090085 --> Thursday, 05 - 17

1090086 --> Thursday, 05 - 09

1090087 --> Thursday, 05 - 22

1090088 --> Thursday, 05 - 13

1090089 --> Thursday, 05 - 05

1090090 --> Thursday, 05 - 25

1090091 --> Thursday, 05 - 10

1090092 --> Thursday, 05 - 29

1090093 --> Thursday, 05 - 21

1090094 --> Thursday, 05 - 06

1090095 --> Thursday, 05 - 26

1090096 --> Thursday, 05 - 17

1090097 --> Thursday, 05 - 02

1090098 --> Thursday, 05 - 22

1090099 --> Thursday, 05 - 14

1090100 --> Thursday, 05 - 06

1090101 --> Thursday, 05 - 19

1090102 --> Thursday, 05 - 11

1090103 --> Thursday, 05 - 31

1090104 --> Thursday, 05 - 22

1090105 --> Thursday, 05 - 07

1090106 --> Thursday, 05 - 27

1090107 --> Thursday, 05 - 12

1090108 --> Thursday, 05 - 03

1090109 --> Thursday, 05 - 23

1090110 --> Thursday, 05 - 15

1090111 --> Thursday, 05 - 28

1090112 --> Thursday, 05 - 19

1090113 --> Thursday, 05 - 11

1090114 --> Thursday, 05 - 31

1090115 --> Thursday, 05 - 16

1090116 --> Thursday, 05 - 07

1090117 --> Thursday, 05 - 27

1090118 --> Thursday, 05 - 12

1090119 --> Thursday, 05 - 04

1090120 --> Thursday, 05 - 23

1090121 --> Thursday, 05 - 08

1090122 --> Thursday, 05 - 28

1090123 --> Thursday, 05 - 20

1090124 --> Thursday, 05 - 11

1090125 --> Thursday, 05 - 24

1090126 --> Thursday, 05 - 16

1090127 --> Thursday, 05 - 01

1090128 --> Thursday, 05 - 20

1090129 --> Thursday, 05 - 12

1090130 --> Thursday, 06 - 01

1090131 --> Thursday, 05 - 17

1090132 --> Thursday, 05 - 08

1090133 --> Thursday, 05 - 28

1090134 --> Thursday, 05 - 20

1090135 --> Thursday, 05 - 05

1090136 --> Thursday, 05 - 24

1090137 --> Thursday, 05 - 16

1090138 --> Thursday, 05 - 01

1090139 --> Thursday, 05 - 21

1090140 --> Thursday, 05 - 12

1090141 --> Thursday, 06 - 01

1090142 --> Thursday, 05 - 17

1090143 --> Thursday, 05 - 09

1090144 --> Thursday, 05 - 28

1090145 --> Thursday, 05 - 13

1090146 --> Thursday, 05 - 05

1090147 --> Thursday, 05 - 25

1090148 --> Thursday, 05 - 09

1090149 --> Thursday, 05 - 29

1090150 --> Thursday, 05 - 21

1090151 --> Thursday, 05 - 06

1090152 --> Thursday, 05 - 25

1090153 --> Thursday, 05 - 17

1090154 --> Thursday, 05 - 09

1090155 --> Thursday, 05 - 22

1090156 --> Thursday, 05 - 13

1090157 --> Thursday, 05 - 05

1090158 --> Thursday, 05 - 25

1090159 --> Thursday, 05 - 10

1090160 --> Thursday, 05 - 29

1090161 --> Thursday, 05 - 21

1090162 --> Thursday, 05 - 06

1090163 --> Thursday, 05 - 26

1090164 --> Thursday, 05 - 17

1090165 --> Thursday, 05 - 02

1090166 --> Thursday, 05 - 22

1090167 --> Thursday, 05 - 14

1090168 --> Thursday, 06 - 02

1090169 --> Thursday, 05 - 18

1090170 --> Thursday, 05 - 10

1090171 --> Thursday, 05 - 30

1090172 --> Thursday, 05 - 14

1090173 --> Thursday, 05 - 06

1090174 --> Thursday, 05 - 26

1090175 --> Thursday, 05 - 11

1090176 --> Thursday, 05 - 02

1090177 --> Thursday, 05 - 22

1090178 --> Thursday, 05 - 14

1090179 --> Thursday, 05 - 27

1090180 --> Thursday, 05 - 18

1090181 --> Thursday, 05 - 10

1090182 --> Thursday, 05 - 23

1090183 --> Thursday, 05 - 15

1090184 --> Thursday, 05 - 06

1090185 --> Thursday, 05 - 26

1090186 --> Thursday, 05 - 11

1090187 --> Thursday, 05 - 31

1090188 --> Thursday, 05 - 22

1090189 --> Thursday, 05 - 07

1090190 --> Thursday, 05 - 27

1090191 --> Thursday, 05 - 19

1090192 --> Thursday, 05 - 03

1090193 --> Thursday, 05 - 23

1090194 --> Thursday, 05 - 15

1090195 --> Thursday, 04 - 30

1090196 --> Thursday, 05 - 19

1090197 --> Thursday, 05 - 11

1090198 --> Thursday, 05 - 31

1090199 --> Thursday, 05 - 16

1090200 --> Thursday, 05 - 08

1090201 --> Thursday, 05 - 28

1090202 --> Thursday, 05 - 13

1090203 --> Thursday, 05 - 05

1090204 --> Thursday, 05 - 24

1090205 --> Thursday, 05 - 09

1090206 --> Thursday, 05 - 29

1090207 --> Thursday, 05 - 21

1090208 --> Thursday, 05 - 12

1090209 --> Thursday, 05 - 25

1090210 --> Thursday, 05 - 17

1090211 --> Thursday, 05 - 09

1090212 --> Thursday, 05 - 28

1090213 --> Thursday, 05 - 13

1090214 --> Thursday, 05 - 05

1090215 --> Thursday, 05 - 25

1090216 --> Thursday, 05 - 09

1090217 --> Thursday, 05 - 29

1090218 --> Thursday, 05 - 21

1090219 --> Thursday, 05 - 06

1090220 --> Thursday, 05 - 25

1090221 --> Thursday, 05 - 17

1090222 --> Thursday, 05 - 02

1090223 --> Thursday, 05 - 22

1090224 --> Thursday, 05 - 13

1090225 --> Thursday, 06 - 02

1090226 --> Thursday, 05 - 18

1090227 --> Thursday, 05 - 10

1090228 --> Thursday, 05 - 29

1090229 --> Thursday, 05 - 14

1090230 --> Thursday, 05 - 06

1090231 --> Thursday, 05 - 26

1090232 --> Thursday, 05 - 17

1090233 --> Thursday, 05 - 02

1090234 --> Thursday, 05 - 22

1090235 --> Thursday, 05 - 14

1090236 --> Thursday, 06 - 02

1090237 --> Thursday, 05 - 18

1090238 --> Thursday, 05 - 10

1090239 --> Thursday, 05 - 23

1090240 --> Thursday, 05 - 14

1090241 --> Thursday, 05 - 06

1090242 --> Thursday, 05 - 26

1090243 --> Thursday, 05 - 11

1090244 --> Thursday, 05 - 30

1090245 --> Thursday, 05 - 22

1090246 --> Thursday, 05 - 07

1090247 --> Thursday, 05 - 27

1090248 --> Thursday, 05 - 18

1090249 --> Thursday, 05 - 03

1090250 --> Thursday, 05 - 23

1090251 --> Thursday, 05 - 15

1090252 --> Thursday, 05 - 06

1090253 --> Thursday, 05 - 19

1090254 --> Thursday, 05 - 11

1090255 --> Thursday, 05 - 31

1090256 --> Thursday, 05 - 22

1090257 --> Thursday, 05 - 07

1090258 --> Thursday, 05 - 27

1090259 --> Thursday, 05 - 12

1090260 --> Thursday, 05 - 03

1090261 --> Thursday, 05 - 23

1090262 --> Thursday, 05 - 15

1090263 --> Thursday, 05 - 28

1090264 --> Thursday, 05 - 19

1090265 --> Thursday, 05 - 11

1090266 --> Thursday, 05 - 31

1090267 --> Thursday, 05 - 16

1090268 --> Thursday, 05 - 07

1090269 --> Thursday, 05 - 27

1090270 --> Thursday, 05 - 12

1090271 --> Thursday, 05 - 04

1090272 --> Thursday, 05 - 23

1090273 --> Thursday, 05 - 08

1090274 --> Thursday, 05 - 28

1090275 --> Thursday, 05 - 20

1090276 --> Thursday, 05 - 11

1090277 --> Thursday, 05 - 24

1090278 --> Thursday, 05 - 16

1090279 --> Thursday, 05 - 01

1090280 --> Thursday, 05 - 20

1090281 --> Thursday, 05 - 12

1090282 --> Thursday, 06 - 01

1090283 --> Thursday, 05 - 17

1090284 --> Thursday, 05 - 08

1090285 --> Thursday, 05 - 28

1090286 --> Thursday, 05 - 20

1090287 --> Thursday, 05 - 05

1090288 --> Thursday, 05 - 24

1090289 --> Thursday, 05 - 16

1090290 --> Thursday, 05 - 01

1090291 --> Thursday, 05 - 21

1090292 --> Thursday, 05 - 12

1090293 --> Thursday, 06 - 01

1090294 --> Thursday, 05 - 17

1090295 --> Thursday, 05 - 09

1090296 --> Thursday, 05 - 28

1090297 --> Thursday, 05 - 13

1090298 --> Thursday, 05 - 05

1090299 --> Thursday, 05 - 25

1090300 --> Thursday, 05 - 10

1090301 --> Thursday, 05 - 30

1090302 --> Thursday, 05 - 22

1090303 --> Thursday, 05 - 07

1090304 --> Thursday, 05 - 26

1090305 --> Thursday, 05 - 18

1090306 --> Thursday, 05 - 10

1090307 --> Thursday, 05 - 23

1090308 --> Thursday, 05 - 14

1090309 --> Thursday, 05 - 06

1090310 --> Thursday, 05 - 26

1090311 --> Thursday, 05 - 11

1090312 --> Thursday, 05 - 30

1090313 --> Thursday, 05 - 22

1090314 --> Thursday, 05 - 07

1090315 --> Thursday, 05 - 27

1090316 --> Thursday, 05 - 18

1090317 --> Thursday, 05 - 03

1090318 --> Thursday, 05 - 23

1090319 --> Thursday, 05 - 15

1090320 --> Thursday, 06 - 03

1090321 --> Thursday, 05 - 19

1090322 --> Thursday, 05 - 11

1090323 --> Thursday, 05 - 31

1090324 --> Thursday, 05 - 15

1090325 --> Thursday, 05 - 07

1090326 --> Thursday, 05 - 27

1090327 --> Thursday, 05 - 12

1090328 --> Thursday, 05 - 03

1090329 --> Thursday, 05 - 23

1090330 --> Thursday, 05 - 15

1090331 --> Thursday, 05 - 28

1090332 --> Thursday, 05 - 19

1090333 --> Thursday, 05 - 11

1090334 --> Thursday, 05 - 24

1090335 --> Thursday, 05 - 16

1090336 --> Thursday, 05 - 07

1090337 --> Thursday, 05 - 27

1090338 --> Thursday, 05 - 12

1090339 --> Thursday, 06 - 01

1090340 --> Thursday, 05 - 23

1090341 --> Thursday, 05 - 08

1090342 --> Thursday, 05 - 28

1090343 --> Thursday, 05 - 20

1090344 --> Thursday, 05 - 04

1090345 --> Thursday, 05 - 24

1090346 --> Thursday, 05 - 16

1090347 --> Thursday, 05 - 01

1090348 --> Thursday, 05 - 20

1090349 --> Thursday, 05 - 12

1090350 --> Thursday, 06 - 01

1090351 --> Thursday, 05 - 17

1090352 --> Thursday, 05 - 08

1090353 --> Thursday, 05 - 28

1090354 --> Thursday, 05 - 13

1090355 --> Thursday, 05 - 05

1090356 --> Thursday, 05 - 24

1090357 --> Thursday, 05 - 16

1090358 --> Thursday, 05 - 29

1090359 --> Thursday, 05 - 21

1090360 --> Thursday, 05 - 12

1090361 --> Thursday, 06 - 01

1090362 --> Thursday, 05 - 17

1090363 --> Thursday, 05 - 09

1090364 --> Thursday, 05 - 28

1090365 --> Thursday, 05 - 13

1090366 --> Thursday, 05 - 05

1090367 --> Thursday, 05 - 25

1090368 --> Thursday, 05 - 09

1090369 --> Thursday, 05 - 29

1090370 --> Thursday, 05 - 21

1090371 --> Thursday, 05 - 06

1090372 --> Thursday, 05 - 25

1090373 --> Thursday, 05 - 17

1090374 --> Thursday, 05 - 02

1090375 --> Thursday, 05 - 22

1090376 --> Thursday, 05 - 13

1090377 --> Thursday, 06 - 02

1090378 --> Thursday, 05 - 18

1090379 --> Thursday, 05 - 10

1090380 --> Thursday, 05 - 29

1090381 --> Thursday, 05 - 21

1090382 --> Thursday, 05 - 06

1090383 --> Thursday, 05 - 26

1090384 --> Thursday, 05 - 17

1090385 --> Thursday, 05 - 02

1090386 --> Thursday, 05 - 22

1090387 --> Thursday, 05 - 14

1090388 --> Thursday, 06 - 02

1090389 --> Thursday, 05 - 18

1090390 --> Thursday, 05 - 10

1090391 --> Thursday, 05 - 30

1090392 --> Thursday, 05 - 14

1090393 --> Thursday, 05 - 06

1090394 --> Thursday, 05 - 26

1090395 --> Thursday, 05 - 11

1090396 --> Thursday, 05 - 30

1090397 --> Thursday, 05 - 22

1090398 --> Thursday, 05 - 07

1090399 --> Thursday, 05 - 27

1090400 --> Thursday, 05 - 18

1090401 --> Thursday, 05 - 10

1090402 --> Thursday, 05 - 23

1090403 --> Thursday, 05 - 15

1090404 --> Thursday, 05 - 06

1090405 --> Thursday, 05 - 26

1090406 --> Thursday, 05 - 11

1090407 --> Thursday, 05 - 31

1090408 --> Thursday, 05 - 22

1090409 --> Thursday, 05 - 07

1090410 --> Thursday, 05 - 27

1090411 --> Thursday, 05 - 19

1090412 --> Thursday, 05 - 03

1090413 --> Thursday, 05 - 23

1090414 --> Thursday, 05 - 15

1090415 --> Thursday, 05 - 28

1090416 --> Thursday, 05 - 19

1090417 --> Thursday, 05 - 11

1090418 --> Thursday, 05 - 31

1090419 --> Thursday, 05 - 16

1090420 --> Thursday, 05 - 07

1090421 --> Thursday, 05 - 27

1090422 --> Thursday, 05 - 12

1090423 --> Thursday, 05 - 04

1090424 --> Thursday, 05 - 23

1090425 --> Thursday, 05 - 15

1090426 --> Thursday, 05 - 28

1090427 --> Thursday, 05 - 20

1090428 --> Thursday, 05 - 11

1090429 --> Thursday, 05 - 24

1090430 --> Thursday, 05 - 16

1090431 --> Thursday, 05 - 08

1090432 --> Thursday, 05 - 27

1090433 --> Thursday, 05 - 12

1090434 --> Thursday, 06 - 01

1090435 --> Thursday, 05 - 24

1090436 --> Thursday, 05 - 08

1090437 --> Thursday, 05 - 28

1090438 --> Thursday, 05 - 20

1090439 --> Thursday, 05 - 05

1090440 --> Thursday, 05 - 24

1090441 --> Thursday, 05 - 16

1090442 --> Thursday, 05 - 01

1090443 --> Thursday, 05 - 21

1090444 --> Thursday, 05 - 12

1090445 --> Thursday, 06 - 01

1090446 --> Thursday, 05 - 17

1090447 --> Thursday, 05 - 09

1090448 --> Thursday, 05 - 28

1090449 --> Thursday, 05 - 13

1090450 --> Thursday, 05 - 05

1090451 --> Thursday, 05 - 25

1090452 --> Thursday, 05 - 16

1090453 --> Thursday, 05 - 29

1090454 --> Thursday, 05 - 21

1090455 --> Thursday, 05 - 13

1090456 --> Thursday, 06 - 01

1090457 --> Thursday, 05 - 17

1090458 --> Thursday, 05 - 09

1090459 --> Thursday, 05 - 29

1090460 --> Thursday, 05 - 13

1090461 --> Thursday, 05 - 05

1090462 --> Thursday, 05 - 25

1090463 --> Thursday, 05 - 10

1090464 --> Thursday, 05 - 29

1090465 --> Thursday, 05 - 21

1090466 --> Thursday, 05 - 06

1090467 --> Thursday, 05 - 26

1090468 --> Thursday, 05 - 17

