Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0330000 through 0339999



0330000 --> Thursday, 06 - 01

0330001 --> Thursday, 05 - 17

0330002 --> Thursday, 05 - 09

0330003 --> Thursday, 05 - 29

0330004 --> Thursday, 05 - 13

0330005 --> Thursday, 05 - 05

0330006 --> Thursday, 05 - 25

0330007 --> Thursday, 05 - 10

0330008 --> Thursday, 05 - 29

0330009 --> Thursday, 05 - 21

0330010 --> Thursday, 05 - 06

0330011 --> Thursday, 05 - 26

0330012 --> Thursday, 05 - 17

0330013 --> Thursday, 05 - 02

0330014 --> Thursday, 05 - 22

0330015 --> Thursday, 05 - 14

0330016 --> Thursday, 06 - 02

0330017 --> Thursday, 05 - 18

0330018 --> Thursday, 05 - 10

0330019 --> Thursday, 05 - 30

0330020 --> Thursday, 05 - 21

0330021 --> Thursday, 05 - 06

0330022 --> Thursday, 05 - 26

0330023 --> Thursday, 05 - 18

0330024 --> Thursday, 05 - 02

0330025 --> Thursday, 05 - 22

0330026 --> Thursday, 05 - 14

0330027 --> Thursday, 05 - 27

0330028 --> Thursday, 05 - 18

0330029 --> Thursday, 05 - 10

0330030 --> Thursday, 05 - 30

0330031 --> Thursday, 05 - 15

0330032 --> Thursday, 05 - 06

0330033 --> Thursday, 05 - 26

0330034 --> Thursday, 05 - 11

0330035 --> Thursday, 05 - 31

0330036 --> Thursday, 05 - 22

0330037 --> Thursday, 05 - 07

0330038 --> Thursday, 05 - 27

0330039 --> Thursday, 05 - 19

0330040 --> Thursday, 05 - 10

0330041 --> Thursday, 05 - 23

0330042 --> Thursday, 05 - 15

0330043 --> Thursday, 05 - 07

0330044 --> Thursday, 05 - 26

0330045 --> Thursday, 05 - 11

0330046 --> Thursday, 05 - 31

0330047 --> Thursday, 05 - 23

0330048 --> Thursday, 05 - 07

0330049 --> Thursday, 05 - 27

0330050 --> Thursday, 05 - 19

0330051 --> Thursday, 05 - 04

0330052 --> Thursday, 05 - 23

0330053 --> Thursday, 05 - 15

0330054 --> Thursday, 05 - 28

0330055 --> Thursday, 05 - 20

0330056 --> Thursday, 05 - 11

0330057 --> Thursday, 05 - 31

0330058 --> Thursday, 05 - 16

0330059 --> Thursday, 05 - 08

0330060 --> Thursday, 05 - 27

0330061 --> Thursday, 05 - 12

0330062 --> Thursday, 05 - 04

0330063 --> Thursday, 05 - 24

0330064 --> Thursday, 05 - 15

0330065 --> Thursday, 05 - 28

0330066 --> Thursday, 05 - 20

0330067 --> Thursday, 05 - 12

0330068 --> Thursday, 05 - 24

0330069 --> Thursday, 05 - 16

0330070 --> Thursday, 05 - 08

0330071 --> Thursday, 05 - 21

0330072 --> Thursday, 05 - 12

0330073 --> Thursday, 06 - 01

0330074 --> Thursday, 05 - 24

0330075 --> Thursday, 05 - 09

0330076 --> Thursday, 05 - 28

0330077 --> Thursday, 05 - 20

0330078 --> Thursday, 05 - 05

0330079 --> Thursday, 05 - 25

0330080 --> Thursday, 05 - 16

0330081 --> Thursday, 05 - 01

0330082 --> Thursday, 05 - 21

0330083 --> Thursday, 05 - 13

0330084 --> Thursday, 06 - 01

0330085 --> Thursday, 05 - 17

0330086 --> Thursday, 05 - 09

0330087 --> Thursday, 05 - 29

0330088 --> Thursday, 05 - 13

0330089 --> Thursday, 05 - 05

0330090 --> Thursday, 05 - 25

0330091 --> Thursday, 05 - 10

0330092 --> Thursday, 05 - 29

0330093 --> Thursday, 05 - 21

0330094 --> Thursday, 05 - 13

0330095 --> Thursday, 05 - 26

0330096 --> Thursday, 05 - 17

0330097 --> Thursday, 05 - 09

0330098 --> Thursday, 05 - 29

0330099 --> Thursday, 05 - 14

0330100 --> Thursday, 05 - 06

0330101 --> Thursday, 05 - 26

0330102 --> Thursday, 05 - 11

0330103 --> Thursday, 05 - 31

0330104 --> Thursday, 05 - 22

0330105 --> Thursday, 05 - 07

0330106 --> Thursday, 05 - 27

0330107 --> Thursday, 05 - 19

0330108 --> Thursday, 05 - 03

0330109 --> Thursday, 05 - 23

0330110 --> Thursday, 05 - 15

0330111 --> Thursday, 04 - 30

0330112 --> Thursday, 05 - 19

0330113 --> Thursday, 05 - 11

0330114 --> Thursday, 05 - 31

0330115 --> Thursday, 05 - 16

0330116 --> Thursday, 05 - 07

0330117 --> Thursday, 05 - 27

0330118 --> Thursday, 05 - 19

0330119 --> Thursday, 05 - 04

0330120 --> Thursday, 05 - 23

0330121 --> Thursday, 05 - 15

0330122 --> Thursday, 05 - 28

0330123 --> Thursday, 05 - 20

0330124 --> Thursday, 05 - 11

0330125 --> Thursday, 05 - 31

0330126 --> Thursday, 05 - 16

0330127 --> Thursday, 05 - 08

0330128 --> Thursday, 05 - 27

0330129 --> Thursday, 05 - 12

0330130 --> Thursday, 05 - 04

0330131 --> Thursday, 05 - 24

0330132 --> Thursday, 05 - 08

0330133 --> Thursday, 05 - 28

0330134 --> Thursday, 05 - 20

0330135 --> Thursday, 05 - 05

0330136 --> Thursday, 05 - 24

0330137 --> Thursday, 05 - 16

0330138 --> Thursday, 05 - 08

0330139 --> Thursday, 05 - 21

0330140 --> Thursday, 05 - 12

0330141 --> Thursday, 06 - 01

0330142 --> Thursday, 05 - 24

0330143 --> Thursday, 05 - 09

0330144 --> Thursday, 05 - 28

0330145 --> Thursday, 05 - 20

0330146 --> Thursday, 05 - 05

0330147 --> Thursday, 05 - 25

0330148 --> Thursday, 05 - 16

0330149 --> Thursday, 05 - 01

0330150 --> Thursday, 05 - 21

0330151 --> Thursday, 05 - 13

0330152 --> Thursday, 06 - 01

0330153 --> Thursday, 05 - 17

0330154 --> Thursday, 05 - 09

0330155 --> Thursday, 05 - 29

0330156 --> Thursday, 05 - 13

0330157 --> Thursday, 05 - 05

0330158 --> Thursday, 05 - 25

0330159 --> Thursday, 05 - 10

0330160 --> Thursday, 05 - 29

0330161 --> Thursday, 05 - 21

0330162 --> Thursday, 05 - 13

0330163 --> Thursday, 05 - 26

0330164 --> Thursday, 05 - 17

0330165 --> Thursday, 05 - 09

0330166 --> Thursday, 05 - 22

0330167 --> Thursday, 05 - 14

0330168 --> Thursday, 05 - 05

0330169 --> Thursday, 05 - 25

0330170 --> Thursday, 05 - 10

0330171 --> Thursday, 05 - 30

0330172 --> Thursday, 05 - 21

0330173 --> Thursday, 05 - 06

0330174 --> Thursday, 05 - 26

0330175 --> Thursday, 05 - 18

0330176 --> Thursday, 05 - 02

0330177 --> Thursday, 05 - 22

0330178 --> Thursday, 05 - 14

0330179 --> Thursday, 06 - 03

0330180 --> Thursday, 05 - 18

0330181 --> Thursday, 05 - 10

0330182 --> Thursday, 05 - 30

0330183 --> Thursday, 05 - 15

0330184 --> Thursday, 05 - 06

0330185 --> Thursday, 05 - 26

0330186 --> Thursday, 05 - 11

0330187 --> Thursday, 05 - 03

0330188 --> Thursday, 05 - 22

0330189 --> Thursday, 05 - 14

0330190 --> Thursday, 05 - 27

0330191 --> Thursday, 05 - 19

0330192 --> Thursday, 05 - 10

0330193 --> Thursday, 05 - 30

0330194 --> Thursday, 05 - 15

0330195 --> Thursday, 05 - 07

0330196 --> Thursday, 05 - 26

0330197 --> Thursday, 05 - 11

0330198 --> Thursday, 05 - 31

0330199 --> Thursday, 05 - 23

0330200 --> Thursday, 05 - 08

0330201 --> Thursday, 05 - 28

0330202 --> Thursday, 05 - 20

0330203 --> Thursday, 05 - 05

0330204 --> Thursday, 05 - 24

0330205 --> Thursday, 05 - 16

0330206 --> Thursday, 05 - 01

0330207 --> Thursday, 05 - 21

0330208 --> Thursday, 05 - 12

0330209 --> Thursday, 06 - 01

0330210 --> Thursday, 05 - 17

0330211 --> Thursday, 05 - 09

0330212 --> Thursday, 05 - 28

0330213 --> Thursday, 05 - 13

0330214 --> Thursday, 05 - 05

0330215 --> Thursday, 05 - 25

0330216 --> Thursday, 05 - 16

0330217 --> Thursday, 05 - 29

0330218 --> Thursday, 05 - 21

0330219 --> Thursday, 05 - 13

0330220 --> Thursday, 05 - 25

0330221 --> Thursday, 05 - 17

0330222 --> Thursday, 05 - 09

0330223 --> Thursday, 05 - 22

0330224 --> Thursday, 05 - 13

0330225 --> Thursday, 05 - 05

0330226 --> Thursday, 05 - 25

0330227 --> Thursday, 05 - 10

0330228 --> Thursday, 05 - 29

0330229 --> Thursday, 05 - 21

0330230 --> Thursday, 05 - 06

0330231 --> Thursday, 05 - 26

0330232 --> Thursday, 05 - 17

0330233 --> Thursday, 05 - 02

0330234 --> Thursday, 05 - 22

0330235 --> Thursday, 05 - 14

0330236 --> Thursday, 06 - 02

0330237 --> Thursday, 05 - 18

0330238 --> Thursday, 05 - 10

0330239 --> Thursday, 05 - 30

0330240 --> Thursday, 05 - 14

0330241 --> Thursday, 05 - 06

0330242 --> Thursday, 05 - 26

0330243 --> Thursday, 05 - 11

0330244 --> Thursday, 05 - 02

0330245 --> Thursday, 05 - 22

0330246 --> Thursday, 05 - 14

0330247 --> Thursday, 05 - 27

0330248 --> Thursday, 05 - 18

0330249 --> Thursday, 05 - 10

0330250 --> Thursday, 05 - 30

0330251 --> Thursday, 05 - 15

0330252 --> Thursday, 05 - 06

0330253 --> Thursday, 05 - 26

0330254 --> Thursday, 05 - 11

0330255 --> Thursday, 05 - 31

0330256 --> Thursday, 05 - 22

0330257 --> Thursday, 05 - 07

0330258 --> Thursday, 05 - 27

0330259 --> Thursday, 05 - 19

0330260 --> Thursday, 05 - 03

0330261 --> Thursday, 05 - 23

0330262 --> Thursday, 05 - 15

0330263 --> Thursday, 04 - 30

0330264 --> Thursday, 05 - 19

0330265 --> Thursday, 05 - 11

0330266 --> Thursday, 05 - 31

0330267 --> Thursday, 05 - 16

0330268 --> Thursday, 05 - 07

0330269 --> Thursday, 05 - 27

0330270 --> Thursday, 05 - 19

0330271 --> Thursday, 05 - 04

0330272 --> Thursday, 05 - 23

0330273 --> Thursday, 05 - 15

0330274 --> Thursday, 05 - 28

0330275 --> Thursday, 05 - 20

0330276 --> Thursday, 05 - 11

0330277 --> Thursday, 05 - 31

0330278 --> Thursday, 05 - 16

0330279 --> Thursday, 05 - 08

0330280 --> Thursday, 05 - 27

0330281 --> Thursday, 05 - 12

0330282 --> Thursday, 05 - 04

0330283 --> Thursday, 05 - 24

0330284 --> Thursday, 05 - 08

0330285 --> Thursday, 05 - 28

0330286 --> Thursday, 05 - 20

0330287 --> Thursday, 05 - 05

0330288 --> Thursday, 05 - 24

0330289 --> Thursday, 05 - 16

0330290 --> Thursday, 05 - 08

0330291 --> Thursday, 05 - 21

0330292 --> Thursday, 05 - 12

0330293 --> Thursday, 06 - 01

0330294 --> Thursday, 05 - 24

0330295 --> Thursday, 05 - 09

0330296 --> Thursday, 05 - 28

0330297 --> Thursday, 05 - 20

0330298 --> Thursday, 05 - 05

0330299 --> Thursday, 05 - 25

0330300 --> Thursday, 05 - 17

0330301 --> Thursday, 05 - 02

0330302 --> Thursday, 05 - 22

0330303 --> Thursday, 05 - 14

0330304 --> Thursday, 06 - 02

0330305 --> Thursday, 05 - 18

0330306 --> Thursday, 05 - 10

0330307 --> Thursday, 05 - 30

0330308 --> Thursday, 05 - 14

0330309 --> Thursday, 05 - 06

0330310 --> Thursday, 05 - 26

0330311 --> Thursday, 05 - 11

0330312 --> Thursday, 05 - 02

0330313 --> Thursday, 05 - 22

0330314 --> Thursday, 05 - 14

0330315 --> Thursday, 05 - 27

0330316 --> Thursday, 05 - 18

0330317 --> Thursday, 05 - 10

0330318 --> Thursday, 05 - 23

0330319 --> Thursday, 05 - 15

0330320 --> Thursday, 05 - 06

0330321 --> Thursday, 05 - 26

0330322 --> Thursday, 05 - 11

0330323 --> Thursday, 05 - 31

0330324 --> Thursday, 05 - 22

0330325 --> Thursday, 05 - 07

0330326 --> Thursday, 05 - 27

0330327 --> Thursday, 05 - 19

0330328 --> Thursday, 05 - 03

0330329 --> Thursday, 05 - 23

0330330 --> Thursday, 05 - 15

0330331 --> Thursday, 04 - 30

0330332 --> Thursday, 05 - 19

0330333 --> Thursday, 05 - 11

0330334 --> Thursday, 05 - 31

0330335 --> Thursday, 05 - 16

0330336 --> Thursday, 05 - 07

0330337 --> Thursday, 05 - 27

0330338 --> Thursday, 05 - 12

0330339 --> Thursday, 05 - 04

0330340 --> Thursday, 05 - 23

0330341 --> Thursday, 05 - 15

0330342 --> Thursday, 05 - 28

0330343 --> Thursday, 05 - 20

0330344 --> Thursday, 05 - 11

0330345 --> Thursday, 05 - 31

0330346 --> Thursday, 05 - 16

0330347 --> Thursday, 05 - 08

0330348 --> Thursday, 05 - 27

0330349 --> Thursday, 05 - 12

0330350 --> Thursday, 05 - 04

0330351 --> Thursday, 05 - 24

0330352 --> Thursday, 05 - 08

0330353 --> Thursday, 05 - 28

0330354 --> Thursday, 05 - 20

0330355 --> Thursday, 05 - 05

0330356 --> Thursday, 05 - 24

0330357 --> Thursday, 05 - 16

0330358 --> Thursday, 05 - 01

0330359 --> Thursday, 05 - 21

0330360 --> Thursday, 05 - 12

0330361 --> Thursday, 06 - 01

0330362 --> Thursday, 05 - 17

0330363 --> Thursday, 05 - 09

0330364 --> Thursday, 05 - 28

0330365 --> Thursday, 05 - 20

0330366 --> Thursday, 05 - 05

0330367 --> Thursday, 05 - 25

