Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5060000 through 5069999



5060000 --> Thursday, 05 - 11

5060001 --> Thursday, 05 - 31

5060002 --> Thursday, 05 - 16

5060003 --> Thursday, 05 - 08

5060004 --> Thursday, 05 - 27

5060005 --> Thursday, 05 - 12

5060006 --> Thursday, 05 - 04

5060007 --> Thursday, 05 - 24

5060008 --> Thursday, 05 - 15

5060009 --> Thursday, 05 - 28

5060010 --> Thursday, 05 - 20

5060011 --> Thursday, 05 - 12

5060012 --> Thursday, 05 - 31

5060013 --> Thursday, 05 - 16

5060014 --> Thursday, 05 - 08

5060015 --> Thursday, 05 - 28

5060016 --> Thursday, 05 - 12

5060017 --> Thursday, 05 - 04

5060018 --> Thursday, 05 - 24

5060019 --> Thursday, 05 - 09

5060020 --> Thursday, 05 - 28

5060021 --> Thursday, 05 - 20

5060022 --> Thursday, 05 - 05

5060023 --> Thursday, 05 - 25

5060024 --> Thursday, 05 - 16

5060025 --> Thursday, 05 - 01

5060026 --> Thursday, 05 - 21

5060027 --> Thursday, 05 - 13

5060028 --> Thursday, 06 - 01

5060029 --> Thursday, 05 - 17

5060030 --> Thursday, 05 - 09

5060031 --> Thursday, 05 - 29

5060032 --> Thursday, 05 - 20

5060033 --> Thursday, 05 - 05

5060034 --> Thursday, 05 - 25

5060035 --> Thursday, 05 - 17

5060036 --> Thursday, 05 - 01

5060037 --> Thursday, 05 - 21

5060038 --> Thursday, 05 - 13

5060039 --> Thursday, 06 - 02

5060040 --> Thursday, 05 - 17

5060041 --> Thursday, 05 - 09

5060042 --> Thursday, 05 - 29

5060043 --> Thursday, 05 - 14

5060044 --> Thursday, 05 - 05

5060045 --> Thursday, 05 - 25

5060046 --> Thursday, 05 - 10

5060047 --> Thursday, 05 - 30

5060048 --> Thursday, 05 - 21

5060049 --> Thursday, 05 - 06

5060050 --> Thursday, 05 - 26

5060051 --> Thursday, 05 - 18

5060052 --> Thursday, 05 - 09

5060053 --> Thursday, 05 - 22

5060054 --> Thursday, 05 - 14

5060055 --> Thursday, 05 - 06

5060056 --> Thursday, 05 - 25

5060057 --> Thursday, 05 - 10

5060058 --> Thursday, 05 - 30

5060059 --> Thursday, 05 - 22

5060060 --> Thursday, 05 - 06

5060061 --> Thursday, 05 - 26

5060062 --> Thursday, 05 - 18

5060063 --> Thursday, 05 - 03

5060064 --> Thursday, 05 - 22

5060065 --> Thursday, 05 - 14

5060066 --> Thursday, 06 - 03

5060067 --> Thursday, 05 - 19

5060068 --> Thursday, 05 - 10

5060069 --> Thursday, 05 - 30

5060070 --> Thursday, 05 - 15

5060071 --> Thursday, 05 - 07

5060072 --> Thursday, 05 - 26

5060073 --> Thursday, 05 - 11

5060074 --> Thursday, 05 - 03

5060075 --> Thursday, 05 - 23

5060076 --> Thursday, 05 - 14

5060077 --> Thursday, 05 - 27

5060078 --> Thursday, 05 - 19

5060079 --> Thursday, 05 - 11

5060080 --> Thursday, 05 - 23

5060081 --> Thursday, 05 - 15

5060082 --> Thursday, 05 - 07

5060083 --> Thursday, 05 - 20

5060084 --> Thursday, 05 - 11

5060085 --> Thursday, 05 - 31

5060086 --> Thursday, 05 - 23

5060087 --> Thursday, 05 - 08

5060088 --> Thursday, 05 - 27

5060089 --> Thursday, 05 - 19

5060090 --> Thursday, 05 - 04

5060091 --> Thursday, 05 - 24

5060092 --> Thursday, 05 - 15

5060093 --> Thursday, 04 - 30

5060094 --> Thursday, 05 - 20

5060095 --> Thursday, 05 - 12

5060096 --> Thursday, 05 - 31

5060097 --> Thursday, 05 - 16

5060098 --> Thursday, 05 - 08

5060099 --> Thursday, 05 - 28

5060100 --> Thursday, 05 - 13

5060101 --> Thursday, 05 - 05

5060102 --> Thursday, 05 - 25

5060103 --> Thursday, 05 - 10

5060104 --> Thursday, 05 - 29

5060105 --> Thursday, 05 - 21

5060106 --> Thursday, 05 - 13

5060107 --> Thursday, 05 - 26

5060108 --> Thursday, 05 - 17

5060109 --> Thursday, 05 - 09

5060110 --> Thursday, 05 - 29

5060111 --> Thursday, 05 - 14

5060112 --> Thursday, 05 - 05

5060113 --> Thursday, 05 - 25

5060114 --> Thursday, 05 - 10

5060115 --> Thursday, 05 - 30

5060116 --> Thursday, 05 - 21

5060117 --> Thursday, 05 - 06

5060118 --> Thursday, 05 - 26

5060119 --> Thursday, 05 - 18

5060120 --> Thursday, 05 - 02

5060121 --> Thursday, 05 - 22

5060122 --> Thursday, 05 - 14

5060123 --> Thursday, 06 - 03

5060124 --> Thursday, 05 - 18

5060125 --> Thursday, 05 - 10

5060126 --> Thursday, 05 - 30

5060127 --> Thursday, 05 - 15

5060128 --> Thursday, 05 - 06

5060129 --> Thursday, 05 - 26

5060130 --> Thursday, 05 - 18

5060131 --> Thursday, 05 - 03

5060132 --> Thursday, 05 - 22

5060133 --> Thursday, 05 - 14

5060134 --> Thursday, 05 - 27

5060135 --> Thursday, 05 - 19

5060136 --> Thursday, 05 - 10

5060137 --> Thursday, 05 - 30

5060138 --> Thursday, 05 - 15

