Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0230000 through 0239999



0230000 --> Thursday, 05 - 25

0230001 --> Thursday, 05 - 10

0230002 --> Thursday, 05 - 30

0230003 --> Thursday, 05 - 22

0230004 --> Thursday, 05 - 06

0230005 --> Thursday, 05 - 26

0230006 --> Thursday, 05 - 18

0230007 --> Thursday, 05 - 03

0230008 --> Thursday, 05 - 22

0230009 --> Thursday, 05 - 14

0230010 --> Thursday, 06 - 03

0230011 --> Thursday, 05 - 19

0230012 --> Thursday, 05 - 10

0230013 --> Thursday, 05 - 30

0230014 --> Thursday, 05 - 15

0230015 --> Thursday, 05 - 07

0230016 --> Thursday, 05 - 26

0230017 --> Thursday, 05 - 11

0230018 --> Thursday, 05 - 03

0230019 --> Thursday, 05 - 23

0230020 --> Thursday, 05 - 14

0230021 --> Thursday, 05 - 27

0230022 --> Thursday, 05 - 19

0230023 --> Thursday, 05 - 11

0230024 --> Thursday, 05 - 30

0230025 --> Thursday, 05 - 15

0230026 --> Thursday, 05 - 07

0230027 --> Thursday, 05 - 27

0230028 --> Thursday, 05 - 11

0230029 --> Thursday, 05 - 31

0230030 --> Thursday, 05 - 23

0230031 --> Thursday, 05 - 08

0230032 --> Thursday, 05 - 27

0230033 --> Thursday, 05 - 19

0230034 --> Thursday, 05 - 04

0230035 --> Thursday, 05 - 24

0230036 --> Thursday, 05 - 15

0230037 --> Thursday, 04 - 30

0230038 --> Thursday, 05 - 20

0230039 --> Thursday, 05 - 12

0230040 --> Thursday, 05 - 31

0230041 --> Thursday, 05 - 16

0230042 --> Thursday, 05 - 08

0230043 --> Thursday, 05 - 28

0230044 --> Thursday, 05 - 19

0230045 --> Thursday, 05 - 04

0230046 --> Thursday, 05 - 24

0230047 --> Thursday, 05 - 16

0230048 --> Thursday, 05 - 28

0230049 --> Thursday, 05 - 20

0230050 --> Thursday, 05 - 12

0230051 --> Thursday, 06 - 01

0230052 --> Thursday, 05 - 16

0230053 --> Thursday, 05 - 08

0230054 --> Thursday, 05 - 28

0230055 --> Thursday, 05 - 13

0230056 --> Thursday, 05 - 04

0230057 --> Thursday, 05 - 24

0230058 --> Thursday, 05 - 09

0230059 --> Thursday, 05 - 29

0230060 --> Thursday, 05 - 20

0230061 --> Thursday, 05 - 05

0230062 --> Thursday, 05 - 25

0230063 --> Thursday, 05 - 17

0230064 --> Thursday, 05 - 08

0230065 --> Thursday, 05 - 21

0230066 --> Thursday, 05 - 13

0230067 --> Thursday, 06 - 02

0230068 --> Thursday, 05 - 24

0230069 --> Thursday, 05 - 09

0230070 --> Thursday, 05 - 29

0230071 --> Thursday, 05 - 14

0230072 --> Thursday, 05 - 05

0230073 --> Thursday, 05 - 25

0230074 --> Thursday, 05 - 17

0230075 --> Thursday, 05 - 02

0230076 --> Thursday, 05 - 21

0230077 --> Thursday, 05 - 13

0230078 --> Thursday, 06 - 02

0230079 --> Thursday, 05 - 18

0230080 --> Thursday, 05 - 09

0230081 --> Thursday, 05 - 29

0230082 --> Thursday, 05 - 14

0230083 --> Thursday, 05 - 06

0230084 --> Thursday, 05 - 25

0230085 --> Thursday, 05 - 10

0230086 --> Thursday, 05 - 30

0230087 --> Thursday, 05 - 22

0230088 --> Thursday, 05 - 13

0230089 --> Thursday, 05 - 26

0230090 --> Thursday, 05 - 18

0230091 --> Thursday, 05 - 03

0230092 --> Thursday, 05 - 22

0230093 --> Thursday, 05 - 14

0230094 --> Thursday, 05 - 06

0230095 --> Thursday, 05 - 19

0230096 --> Thursday, 05 - 10

0230097 --> Thursday, 05 - 30

0230098 --> Thursday, 05 - 22

0230099 --> Thursday, 05 - 07

0230100 --> Thursday, 05 - 27

0230101 --> Thursday, 05 - 19

0230102 --> Thursday, 05 - 04

0230103 --> Thursday, 05 - 24

0230104 --> Thursday, 05 - 15

0230105 --> Thursday, 04 - 30

0230106 --> Thursday, 05 - 20

0230107 --> Thursday, 05 - 12

0230108 --> Thursday, 05 - 31

0230109 --> Thursday, 05 - 16

0230110 --> Thursday, 05 - 08

0230111 --> Thursday, 05 - 28

0230112 --> Thursday, 05 - 12

0230113 --> Thursday, 05 - 04

0230114 --> Thursday, 05 - 24

0230115 --> Thursday, 05 - 09

0230116 --> Thursday, 05 - 28

0230117 --> Thursday, 05 - 20

0230118 --> Thursday, 05 - 12

0230119 --> Thursday, 05 - 25

0230120 --> Thursday, 05 - 16

0230121 --> Thursday, 05 - 08

0230122 --> Thursday, 05 - 28

0230123 --> Thursday, 05 - 13

0230124 --> Thursday, 05 - 04

0230125 --> Thursday, 05 - 24

0230126 --> Thursday, 05 - 09

0230127 --> Thursday, 05 - 29

0230128 --> Thursday, 05 - 20

0230129 --> Thursday, 05 - 05

0230130 --> Thursday, 05 - 25

0230131 --> Thursday, 05 - 17

0230132 --> Thursday, 05 - 01

0230133 --> Thursday, 05 - 21

0230134 --> Thursday, 05 - 13

0230135 --> Thursday, 06 - 02

0230136 --> Thursday, 05 - 17

0230137 --> Thursday, 05 - 09

0230138 --> Thursday, 05 - 29

0230139 --> Thursday, 05 - 14

0230140 --> Thursday, 05 - 05

0230141 --> Thursday, 05 - 25

0230142 --> Thursday, 05 - 17

0230143 --> Thursday, 05 - 02

0230144 --> Thursday, 05 - 21

0230145 --> Thursday, 05 - 13

0230146 --> Thursday, 06 - 02

0230147 --> Thursday, 05 - 18

0230148 --> Thursday, 05 - 09

0230149 --> Thursday, 05 - 29

0230150 --> Thursday, 05 - 14

0230151 --> Thursday, 05 - 06

0230152 --> Thursday, 05 - 25

0230153 --> Thursday, 05 - 10

0230154 --> Thursday, 05 - 30

0230155 --> Thursday, 05 - 22

0230156 --> Thursday, 05 - 06

0230157 --> Thursday, 05 - 26

0230158 --> Thursday, 05 - 18

0230159 --> Thursday, 05 - 03

0230160 --> Thursday, 05 - 22

0230161 --> Thursday, 05 - 14

0230162 --> Thursday, 05 - 06

0230163 --> Thursday, 05 - 19

0230164 --> Thursday, 05 - 10

0230165 --> Thursday, 05 - 30

0230166 --> Thursday, 05 - 15

0230167 --> Thursday, 05 - 07

0230168 --> Thursday, 05 - 26

0230169 --> Thursday, 05 - 18

0230170 --> Thursday, 05 - 03

0230171 --> Thursday, 05 - 23

0230172 --> Thursday, 05 - 14

0230173 --> Thursday, 06 - 03

0230174 --> Thursday, 05 - 19

0230175 --> Thursday, 05 - 11

0230176 --> Thursday, 05 - 30

0230177 --> Thursday, 05 - 15

0230178 --> Thursday, 05 - 07

0230179 --> Thursday, 05 - 27

0230180 --> Thursday, 05 - 11

0230181 --> Thursday, 05 - 03

0230182 --> Thursday, 05 - 23

0230183 --> Thursday, 05 - 08

0230184 --> Thursday, 05 - 27

0230185 --> Thursday, 05 - 19

0230186 --> Thursday, 05 - 04

0230187 --> Thursday, 05 - 24

0230188 --> Thursday, 05 - 15

0230189 --> Thursday, 05 - 07

0230190 --> Thursday, 05 - 20

0230191 --> Thursday, 05 - 12

0230192 --> Thursday, 05 - 31

0230193 --> Thursday, 05 - 23

0230194 --> Thursday, 05 - 08

0230195 --> Thursday, 05 - 28

0230196 --> Thursday, 05 - 19

0230197 --> Thursday, 05 - 04

0230198 --> Thursday, 05 - 24

0230199 --> Thursday, 05 - 16

0230200 --> Thursday, 05 - 01

0230201 --> Thursday, 05 - 21

0230202 --> Thursday, 05 - 13

0230203 --> Thursday, 06 - 02

0230204 --> Thursday, 05 - 17

0230205 --> Thursday, 05 - 09

0230206 --> Thursday, 05 - 29

0230207 --> Thursday, 05 - 14

0230208 --> Thursday, 05 - 05

0230209 --> Thursday, 05 - 25

0230210 --> Thursday, 05 - 10

0230211 --> Thursday, 05 - 30

0230212 --> Thursday, 05 - 21

0230213 --> Thursday, 05 - 06

0230214 --> Thursday, 05 - 26

0230215 --> Thursday, 05 - 18

0230216 --> Thursday, 05 - 09

0230217 --> Thursday, 05 - 22

0230218 --> Thursday, 05 - 14

0230219 --> Thursday, 05 - 06

0230220 --> Thursday, 05 - 25

0230221 --> Thursday, 05 - 10

0230222 --> Thursday, 05 - 30

0230223 --> Thursday, 05 - 15

0230224 --> Thursday, 05 - 06

0230225 --> Thursday, 05 - 26

0230226 --> Thursday, 05 - 18

0230227 --> Thursday, 05 - 03

0230228 --> Thursday, 05 - 22

0230229 --> Thursday, 05 - 14

0230230 --> Thursday, 06 - 03

0230231 --> Thursday, 05 - 19

0230232 --> Thursday, 05 - 10

0230233 --> Thursday, 05 - 30

0230234 --> Thursday, 05 - 15

0230235 --> Thursday, 05 - 07

0230236 --> Thursday, 05 - 26

0230237 --> Thursday, 05 - 11

0230238 --> Thursday, 05 - 03

0230239 --> Thursday, 05 - 23

0230240 --> Thursday, 05 - 14

0230241 --> Thursday, 05 - 27

0230242 --> Thursday, 05 - 19

0230243 --> Thursday, 05 - 04

0230244 --> Thursday, 05 - 23

0230245 --> Thursday, 05 - 15

0230246 --> Thursday, 05 - 07

0230247 --> Thursday, 05 - 20

0230248 --> Thursday, 05 - 11

0230249 --> Thursday, 05 - 31

0230250 --> Thursday, 05 - 23

0230251 --> Thursday, 05 - 08

0230252 --> Thursday, 05 - 27

0230253 --> Thursday, 05 - 19

