Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5680000 through 5689999



5680000 --> Thursday, 05 - 04

5680001 --> Thursday, 05 - 24

5680002 --> Thursday, 05 - 16

5680003 --> Thursday, 05 - 29

5680004 --> Thursday, 05 - 20

5680005 --> Thursday, 05 - 12

5680006 --> Thursday, 06 - 01

5680007 --> Thursday, 05 - 17

5680008 --> Thursday, 05 - 08

5680009 --> Thursday, 05 - 28

5680010 --> Thursday, 05 - 13

5680011 --> Thursday, 05 - 05

5680012 --> Thursday, 05 - 24

5680013 --> Thursday, 05 - 09

5680014 --> Thursday, 05 - 29

5680015 --> Thursday, 05 - 21

5680016 --> Thursday, 05 - 05

5680017 --> Thursday, 05 - 25

5680018 --> Thursday, 05 - 17

5680019 --> Thursday, 05 - 02

5680020 --> Thursday, 05 - 21

5680021 --> Thursday, 05 - 13

5680022 --> Thursday, 06 - 02

5680023 --> Thursday, 05 - 18

5680024 --> Thursday, 05 - 09

5680025 --> Thursday, 05 - 29

5680026 --> Thursday, 05 - 21

5680027 --> Thursday, 05 - 06

5680028 --> Thursday, 05 - 25

5680029 --> Thursday, 05 - 17

5680030 --> Thursday, 05 - 02

5680031 --> Thursday, 05 - 22

5680032 --> Thursday, 05 - 13

5680033 --> Thursday, 06 - 02

5680034 --> Thursday, 05 - 18

5680035 --> Thursday, 05 - 10

5680036 --> Thursday, 05 - 29

5680037 --> Thursday, 05 - 14

5680038 --> Thursday, 05 - 06

5680039 --> Thursday, 05 - 26

5680040 --> Thursday, 05 - 10

5680041 --> Thursday, 05 - 30

5680042 --> Thursday, 05 - 22

5680043 --> Thursday, 05 - 07

5680044 --> Thursday, 05 - 26

5680045 --> Thursday, 05 - 18

5680046 --> Thursday, 05 - 10

5680047 --> Thursday, 05 - 23

5680048 --> Thursday, 05 - 14

5680049 --> Thursday, 05 - 06

5680050 --> Thursday, 05 - 19

5680051 --> Thursday, 05 - 11

5680052 --> Thursday, 05 - 30

5680053 --> Thursday, 05 - 22

5680054 --> Thursday, 05 - 07

5680055 --> Thursday, 05 - 27

5680056 --> Thursday, 05 - 18

5680057 --> Thursday, 05 - 03

5680058 --> Thursday, 05 - 23

5680059 --> Thursday, 05 - 15

