Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5240000 through 5249999



5240000 --> Thursday, 05 - 11

5240001 --> Thursday, 05 - 31

5240002 --> Thursday, 05 - 16

5240003 --> Thursday, 05 - 08

5240004 --> Thursday, 05 - 27

5240005 --> Thursday, 05 - 19

5240006 --> Thursday, 05 - 04

5240007 --> Thursday, 05 - 24

5240008 --> Thursday, 05 - 15

5240009 --> Thursday, 05 - 28

5240010 --> Thursday, 05 - 20

5240011 --> Thursday, 05 - 12

5240012 --> Thursday, 05 - 31

5240013 --> Thursday, 05 - 16

5240014 --> Thursday, 05 - 08

5240015 --> Thursday, 05 - 28

5240016 --> Thursday, 05 - 12

5240017 --> Thursday, 05 - 04

5240018 --> Thursday, 05 - 24

5240019 --> Thursday, 05 - 09

5240020 --> Thursday, 05 - 28

5240021 --> Thursday, 05 - 20

5240022 --> Thursday, 05 - 05

5240023 --> Thursday, 05 - 25

5240024 --> Thursday, 05 - 16

5240025 --> Thursday, 05 - 08

5240026 --> Thursday, 05 - 21

5240027 --> Thursday, 05 - 13

5240028 --> Thursday, 06 - 01

5240029 --> Thursday, 05 - 17

5240030 --> Thursday, 05 - 09

5240031 --> Thursday, 05 - 29

5240032 --> Thursday, 05 - 20

5240033 --> Thursday, 05 - 05

5240034 --> Thursday, 05 - 25

5240035 --> Thursday, 05 - 17

5240036 --> Thursday, 05 - 01

5240037 --> Thursday, 05 - 21

5240038 --> Thursday, 05 - 13

5240039 --> Thursday, 06 - 02

5240040 --> Thursday, 05 - 17

5240041 --> Thursday, 05 - 09

5240042 --> Thursday, 05 - 29

5240043 --> Thursday, 05 - 14

5240044 --> Thursday, 05 - 05

5240045 --> Thursday, 05 - 25

5240046 --> Thursday, 05 - 10

5240047 --> Thursday, 05 - 30

5240048 --> Thursday, 05 - 21

5240049 --> Thursday, 05 - 06

5240050 --> Thursday, 05 - 26

5240051 --> Thursday, 05 - 18

5240052 --> Thursday, 05 - 09

5240053 --> Thursday, 05 - 22

5240054 --> Thursday, 05 - 14

5240055 --> Thursday, 05 - 06

5240056 --> Thursday, 05 - 25

5240057 --> Thursday, 05 - 10

5240058 --> Thursday, 05 - 30

5240059 --> Thursday, 05 - 22

5240060 --> Thursday, 05 - 06

5240061 --> Thursday, 05 - 26

5240062 --> Thursday, 05 - 18

5240063 --> Thursday, 05 - 03

5240064 --> Thursday, 05 - 22

5240065 --> Thursday, 05 - 14

5240066 --> Thursday, 06 - 03

5240067 --> Thursday, 05 - 19

5240068 --> Thursday, 05 - 10

5240069 --> Thursday, 05 - 30

5240070 --> Thursday, 05 - 15

5240071 --> Thursday, 05 - 07

5240072 --> Thursday, 05 - 26

5240073 --> Thursday, 05 - 11

5240074 --> Thursday, 05 - 03

5240075 --> Thursday, 05 - 23

5240076 --> Thursday, 05 - 14

5240077 --> Thursday, 05 - 27

5240078 --> Thursday, 05 - 19

5240079 --> Thursday, 05 - 11

5240080 --> Thursday, 05 - 30

5240081 --> Thursday, 05 - 15

5240082 --> Thursday, 05 - 07

5240083 --> Thursday, 05 - 27

5240084 --> Thursday, 05 - 11

5240085 --> Thursday, 05 - 31

5240086 --> Thursday, 05 - 23

5240087 --> Thursday, 05 - 08

5240088 --> Thursday, 05 - 27

5240089 --> Thursday, 05 - 19

5240090 --> Thursday, 05 - 04

5240091 --> Thursday, 05 - 24

5240092 --> Thursday, 05 - 15

5240093 --> Thursday, 04 - 30

5240094 --> Thursday, 05 - 20

5240095 --> Thursday, 05 - 12

5240096 --> Thursday, 05 - 31

5240097 --> Thursday, 05 - 16

5240098 --> Thursday, 05 - 08

5240099 --> Thursday, 05 - 28

5240100 --> Thursday, 05 - 20

5240101 --> Thursday, 05 - 05

5240102 --> Thursday, 05 - 25

5240103 --> Thursday, 05 - 17

5240104 --> Thursday, 05 - 01

5240105 --> Thursday, 05 - 21

5240106 --> Thursday, 05 - 13

5240107 --> Thursday, 05 - 26

5240108 --> Thursday, 05 - 17

5240109 --> Thursday, 05 - 09

5240110 --> Thursday, 05 - 29

5240111 --> Thursday, 05 - 14

5240112 --> Thursday, 05 - 05

5240113 --> Thursday, 05 - 25

5240114 --> Thursday, 05 - 10

5240115 --> Thursday, 05 - 30

5240116 --> Thursday, 05 - 21

5240117 --> Thursday, 05 - 06

5240118 --> Thursday, 05 - 26

5240119 --> Thursday, 05 - 18

5240120 --> Thursday, 05 - 09

5240121 --> Thursday, 05 - 22

5240122 --> Thursday, 05 - 14

5240123 --> Thursday, 05 - 06

5240124 --> Thursday, 05 - 18

5240125 --> Thursday, 05 - 10

5240126 --> Thursday, 05 - 30

5240127 --> Thursday, 05 - 15

5240128 --> Thursday, 05 - 06

5240129 --> Thursday, 05 - 26

5240130 --> Thursday, 05 - 18

5240131 --> Thursday, 05 - 03

5240132 --> Thursday, 05 - 22

5240133 --> Thursday, 05 - 14

5240134 --> Thursday, 06 - 03

5240135 --> Thursday, 05 - 19

5240136 --> Thursday, 05 - 10

5240137 --> Thursday, 05 - 30

5240138 --> Thursday, 05 - 15

5240139 --> Thursday, 05 - 07

5240140 --> Thursday, 05 - 26

