Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4560000 through 4569999



4560000 --> Thursday, 05 - 04

4560001 --> Thursday, 05 - 24

4560002 --> Thursday, 05 - 16

4560003 --> Thursday, 05 - 01

4560004 --> Thursday, 05 - 20

4560005 --> Thursday, 05 - 12

4560006 --> Thursday, 06 - 01

4560007 --> Thursday, 05 - 17

4560008 --> Thursday, 05 - 08

4560009 --> Thursday, 05 - 28

4560010 --> Thursday, 05 - 13

4560011 --> Thursday, 05 - 05

4560012 --> Thursday, 05 - 24

4560013 --> Thursday, 05 - 16

4560014 --> Thursday, 05 - 29

4560015 --> Thursday, 05 - 21

4560016 --> Thursday, 05 - 12

4560017 --> Thursday, 06 - 01

4560018 --> Thursday, 05 - 17

4560019 --> Thursday, 05 - 09

4560020 --> Thursday, 05 - 28

4560021 --> Thursday, 05 - 13

4560022 --> Thursday, 05 - 05

4560023 --> Thursday, 05 - 25

4560024 --> Thursday, 05 - 09

4560025 --> Thursday, 05 - 29

4560026 --> Thursday, 05 - 21

4560027 --> Thursday, 05 - 06

4560028 --> Thursday, 05 - 25

4560029 --> Thursday, 05 - 17

4560030 --> Thursday, 05 - 02

4560031 --> Thursday, 05 - 22

4560032 --> Thursday, 05 - 13

4560033 --> Thursday, 06 - 02

4560034 --> Thursday, 05 - 18

4560035 --> Thursday, 05 - 10

4560036 --> Thursday, 05 - 29

4560037 --> Thursday, 05 - 21

4560038 --> Thursday, 05 - 06

4560039 --> Thursday, 05 - 26

4560040 --> Thursday, 05 - 17

4560041 --> Thursday, 05 - 02

4560042 --> Thursday, 05 - 22

4560043 --> Thursday, 05 - 14

4560044 --> Thursday, 06 - 02

4560045 --> Thursday, 05 - 18

4560046 --> Thursday, 05 - 10

4560047 --> Thursday, 05 - 30

4560048 --> Thursday, 05 - 14

4560049 --> Thursday, 05 - 06

4560050 --> Thursday, 05 - 26

4560051 --> Thursday, 05 - 11

4560052 --> Thursday, 05 - 30

4560053 --> Thursday, 05 - 22

4560054 --> Thursday, 05 - 07

4560055 --> Thursday, 05 - 27

4560056 --> Thursday, 05 - 18

4560057 --> Thursday, 05 - 03

4560058 --> Thursday, 05 - 23

4560059 --> Thursday, 05 - 15

4560060 --> Thursday, 05 - 06

4560061 --> Thursday, 05 - 19

4560062 --> Thursday, 05 - 11

4560063 --> Thursday, 05 - 31

4560064 --> Thursday, 05 - 22

4560065 --> Thursday, 05 - 07

4560066 --> Thursday, 05 - 27

4560067 --> Thursday, 05 - 19

4560068 --> Thursday, 05 - 03

4560069 --> Thursday, 05 - 23

4560070 --> Thursday, 05 - 15

4560071 --> Thursday, 05 - 28

4560072 --> Thursday, 05 - 19

4560073 --> Thursday, 05 - 11

4560074 --> Thursday, 05 - 31

4560075 --> Thursday, 05 - 16

4560076 --> Thursday, 05 - 07

4560077 --> Thursday, 05 - 27

4560078 --> Thursday, 05 - 12

4560079 --> Thursday, 05 - 04

4560080 --> Thursday, 05 - 23

4560081 --> Thursday, 05 - 08

4560082 --> Thursday, 05 - 28

4560083 --> Thursday, 05 - 20

4560084 --> Thursday, 05 - 11

4560085 --> Thursday, 05 - 24

4560086 --> Thursday, 05 - 16

4560087 --> Thursday, 05 - 08

4560088 --> Thursday, 05 - 27

4560089 --> Thursday, 05 - 12

4560090 --> Thursday, 06 - 01

4560091 --> Thursday, 05 - 24

4560092 --> Thursday, 05 - 08

4560093 --> Thursday, 05 - 28

4560094 --> Thursday, 05 - 20

4560095 --> Thursday, 05 - 05

4560096 --> Thursday, 05 - 24

4560097 --> Thursday, 05 - 16

4560098 --> Thursday, 05 - 01

4560099 --> Thursday, 05 - 21

4560100 --> Thursday, 05 - 13

4560101 --> Thursday, 06 - 02

4560102 --> Thursday, 05 - 18

4560103 --> Thursday, 05 - 10

4560104 --> Thursday, 05 - 29

4560105 --> Thursday, 05 - 14

4560106 --> Thursday, 05 - 06

4560107 --> Thursday, 05 - 26

4560108 --> Thursday, 05 - 17

4560109 --> Thursday, 05 - 02

4560110 --> Thursday, 05 - 22

4560111 --> Thursday, 05 - 14

4560112 --> Thursday, 06 - 02

4560113 --> Thursday, 05 - 18

4560114 --> Thursday, 05 - 10

4560115 --> Thursday, 05 - 23

4560116 --> Thursday, 05 - 14

4560117 --> Thursday, 05 - 06

4560118 --> Thursday, 05 - 26

4560119 --> Thursday, 05 - 11

4560120 --> Thursday, 05 - 30

4560121 --> Thursday, 05 - 22

4560122 --> Thursday, 05 - 07

4560123 --> Thursday, 05 - 27

4560124 --> Thursday, 05 - 18

4560125 --> Thursday, 05 - 03

4560126 --> Thursday, 05 - 23

4560127 --> Thursday, 05 - 15

4560128 --> Thursday, 05 - 06

4560129 --> Thursday, 05 - 19

4560130 --> Thursday, 05 - 11

4560131 --> Thursday, 05 - 31

4560132 --> Thursday, 05 - 22

4560133 --> Thursday, 05 - 07

4560134 --> Thursday, 05 - 27

4560135 --> Thursday, 05 - 12

4560136 --> Thursday, 05 - 03

4560137 --> Thursday, 05 - 23

4560138 --> Thursday, 05 - 15

4560139 --> Thursday, 05 - 28

4560140 --> Thursday, 05 - 19

4560141 --> Thursday, 05 - 11

4560142 --> Thursday, 05 - 31

4560143 --> Thursday, 05 - 16

4560144 --> Thursday, 05 - 07

4560145 --> Thursday, 05 - 27

4560146 --> Thursday, 05 - 12

4560147 --> Thursday, 05 - 04

4560148 --> Thursday, 05 - 23

4560149 --> Thursday, 05 - 08

4560150 --> Thursday, 05 - 28

4560151 --> Thursday, 05 - 20

4560152 --> Thursday, 05 - 04

4560153 --> Thursday, 05 - 24

4560154 --> Thursday, 05 - 16

4560155 --> Thursday, 05 - 01

4560156 --> Thursday, 05 - 20

4560157 --> Thursday, 05 - 12

4560158 --> Thursday, 06 - 01

4560159 --> Thursday, 05 - 17

4560160 --> Thursday, 05 - 08

4560161 --> Thursday, 05 - 28

4560162 --> Thursday, 05 - 20

4560163 --> Thursday, 05 - 05

4560164 --> Thursday, 05 - 24

4560165 --> Thursday, 05 - 16

4560166 --> Thursday, 05 - 01

4560167 --> Thursday, 05 - 21

4560168 --> Thursday, 05 - 12

4560169 --> Thursday, 06 - 01

4560170 --> Thursday, 05 - 17

4560171 --> Thursday, 05 - 09

4560172 --> Thursday, 05 - 28

4560173 --> Thursday, 05 - 13

4560174 --> Thursday, 05 - 05

4560175 --> Thursday, 05 - 25

4560176 --> Thursday, 05 - 09

4560177 --> Thursday, 05 - 29

4560178 --> Thursday, 05 - 21

4560179 --> Thursday, 05 - 06

4560180 --> Thursday, 05 - 25

4560181 --> Thursday, 05 - 17

4560182 --> Thursday, 05 - 09

4560183 --> Thursday, 05 - 22

4560184 --> Thursday, 05 - 13

4560185 --> Thursday, 05 - 05

4560186 --> Thursday, 05 - 25

4560187 --> Thursday, 05 - 10

4560188 --> Thursday, 05 - 29

4560189 --> Thursday, 05 - 21

4560190 --> Thursday, 05 - 06

4560191 --> Thursday, 05 - 26

4560192 --> Thursday, 05 - 17

4560193 --> Thursday, 05 - 02

4560194 --> Thursday, 05 - 22

4560195 --> Thursday, 05 - 14

4560196 --> Thursday, 06 - 02

4560197 --> Thursday, 05 - 18

4560198 --> Thursday, 05 - 10

4560199 --> Thursday, 05 - 30

4560200 --> Thursday, 05 - 15

4560201 --> Thursday, 05 - 07

4560202 --> Thursday, 05 - 27

4560203 --> Thursday, 05 - 12

4560204 --> Thursday, 05 - 03

4560205 --> Thursday, 05 - 23

4560206 --> Thursday, 05 - 08

4560207 --> Thursday, 05 - 28

4560208 --> Thursday, 05 - 19

4560209 --> Thursday, 05 - 04

4560210 --> Thursday, 05 - 24

4560211 --> Thursday, 05 - 16

4560212 --> Thursday, 05 - 07

4560213 --> Thursday, 05 - 20

4560214 --> Thursday, 05 - 12

4560215 --> Thursday, 06 - 01

4560216 --> Thursday, 05 - 23

4560217 --> Thursday, 05 - 08

4560218 --> Thursday, 05 - 28

4560219 --> Thursday, 05 - 20

4560220 --> Thursday, 05 - 04

4560221 --> Thursday, 05 - 24

4560222 --> Thursday, 05 - 16

4560223 --> Thursday, 05 - 01

4560224 --> Thursday, 05 - 20

4560225 --> Thursday, 05 - 12

4560226 --> Thursday, 06 - 01

4560227 --> Thursday, 05 - 17

4560228 --> Thursday, 05 - 08

4560229 --> Thursday, 05 - 28

4560230 --> Thursday, 05 - 13

4560231 --> Thursday, 05 - 05

4560232 --> Thursday, 05 - 24

4560233 --> Thursday, 05 - 09

4560234 --> Thursday, 05 - 29

4560235 --> Thursday, 05 - 21

4560236 --> Thursday, 05 - 12

4560237 --> Thursday, 05 - 25

4560238 --> Thursday, 05 - 17

4560239 --> Thursday, 05 - 09

4560240 --> Thursday, 05 - 28

4560241 --> Thursday, 05 - 13

4560242 --> Thursday, 05 - 05

4560243 --> Thursday, 05 - 25

4560244 --> Thursday, 05 - 09

4560245 --> Thursday, 05 - 29

4560246 --> Thursday, 05 - 21

4560247 --> Thursday, 05 - 06

4560248 --> Thursday, 05 - 25

4560249 --> Thursday, 05 - 17

4560250 --> Thursday, 05 - 02

4560251 --> Thursday, 05 - 22

4560252 --> Thursday, 05 - 13

4560253 --> Thursday, 06 - 02

4560254 --> Thursday, 05 - 18

4560255 --> Thursday, 05 - 10

4560256 --> Thursday, 05 - 29

4560257 --> Thursday, 05 - 14

4560258 --> Thursday, 05 - 06

4560259 --> Thursday, 05 - 26

4560260 --> Thursday, 05 - 17

4560261 --> Thursday, 05 - 02

4560262 --> Thursday, 05 - 22

4560263 --> Thursday, 05 - 14

4560264 --> Thursday, 06 - 02

4560265 --> Thursday, 05 - 18

4560266 --> Thursday, 05 - 10

4560267 --> Thursday, 05 - 23

4560268 --> Thursday, 05 - 14

4560269 --> Thursday, 05 - 06

4560270 --> Thursday, 05 - 26

4560271 --> Thursday, 05 - 11

4560272 --> Thursday, 05 - 30

4560273 --> Thursday, 05 - 22

4560274 --> Thursday, 05 - 07

4560275 --> Thursday, 05 - 27

4560276 --> Thursday, 05 - 18

4560277 --> Thursday, 05 - 03

4560278 --> Thursday, 05 - 23

4560279 --> Thursday, 05 - 15

4560280 --> Thursday, 05 - 06

4560281 --> Thursday, 05 - 19

4560282 --> Thursday, 05 - 11

4560283 --> Thursday, 05 - 31

4560284 --> Thursday, 05 - 22

4560285 --> Thursday, 05 - 07

4560286 --> Thursday, 05 - 27

4560287 --> Thursday, 05 - 12

4560288 --> Thursday, 05 - 03

4560289 --> Thursday, 05 - 23

4560290 --> Thursday, 05 - 15

4560291 --> Thursday, 05 - 28

4560292 --> Thursday, 05 - 19

4560293 --> Thursday, 05 - 11

4560294 --> Thursday, 05 - 31

4560295 --> Thursday, 05 - 16

4560296 --> Thursday, 05 - 07

4560297 --> Thursday, 05 - 27

4560298 --> Thursday, 05 - 12

4560299 --> Thursday, 05 - 04

