Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2270000 through 2279999



2270000 --> Thursday, 05 - 04

2270001 --> Thursday, 05 - 24

2270002 --> Thursday, 05 - 16

2270003 --> Thursday, 05 - 01

2270004 --> Thursday, 05 - 20

2270005 --> Thursday, 05 - 12

2270006 --> Thursday, 06 - 01

2270007 --> Thursday, 05 - 17

2270008 --> Thursday, 05 - 08

2270009 --> Thursday, 05 - 28

2270010 --> Thursday, 05 - 13

2270011 --> Thursday, 05 - 05

2270012 --> Thursday, 05 - 24

2270013 --> Thursday, 05 - 09

2270014 --> Thursday, 05 - 29

2270015 --> Thursday, 05 - 21

2270016 --> Thursday, 05 - 12

2270017 --> Thursday, 05 - 25

2270018 --> Thursday, 05 - 17

2270019 --> Thursday, 05 - 09

2270020 --> Thursday, 05 - 28

2270021 --> Thursday, 05 - 13

2270022 --> Thursday, 05 - 05

2270023 --> Thursday, 05 - 25

2270024 --> Thursday, 05 - 09

2270025 --> Thursday, 05 - 29

2270026 --> Thursday, 05 - 21

2270027 --> Thursday, 05 - 06

2270028 --> Thursday, 05 - 25

2270029 --> Thursday, 05 - 17

2270030 --> Thursday, 05 - 02

2270031 --> Thursday, 05 - 22

2270032 --> Thursday, 05 - 13

2270033 --> Thursday, 06 - 02

2270034 --> Thursday, 05 - 18

2270035 --> Thursday, 05 - 10

2270036 --> Thursday, 05 - 29

2270037 --> Thursday, 05 - 14

2270038 --> Thursday, 05 - 06

2270039 --> Thursday, 05 - 26

2270040 --> Thursday, 05 - 17

2270041 --> Thursday, 05 - 02

2270042 --> Thursday, 05 - 22

2270043 --> Thursday, 05 - 14

2270044 --> Thursday, 05 - 26

2270045 --> Thursday, 05 - 18

2270046 --> Thursday, 05 - 10

2270047 --> Thursday, 05 - 23

2270048 --> Thursday, 05 - 14

