Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5290000 through 5299999



5290000 --> Thursday, 05 - 11

5290001 --> Thursday, 05 - 03

5290002 --> Thursday, 05 - 23

5290003 --> Thursday, 05 - 08

5290004 --> Thursday, 05 - 27

5290005 --> Thursday, 05 - 19

5290006 --> Thursday, 05 - 11

5290007 --> Thursday, 05 - 24

5290008 --> Thursday, 05 - 15

5290009 --> Thursday, 05 - 07

5290010 --> Thursday, 05 - 27

5290011 --> Thursday, 05 - 12

5290012 --> Thursday, 05 - 31

5290013 --> Thursday, 05 - 23

5290014 --> Thursday, 05 - 08

5290015 --> Thursday, 05 - 28

5290016 --> Thursday, 05 - 19

5290017 --> Thursday, 05 - 04

5290018 --> Thursday, 05 - 24

5290019 --> Thursday, 05 - 16

5290020 --> Thursday, 04 - 30

5290021 --> Thursday, 05 - 20

5290022 --> Thursday, 05 - 12

5290023 --> Thursday, 06 - 01

5290024 --> Thursday, 05 - 16

5290025 --> Thursday, 05 - 08

5290026 --> Thursday, 05 - 28

5290027 --> Thursday, 05 - 13

5290028 --> Thursday, 05 - 04

5290029 --> Thursday, 05 - 24

5290030 --> Thursday, 05 - 16

5290031 --> Thursday, 05 - 29

5290032 --> Thursday, 05 - 20

5290033 --> Thursday, 05 - 12

5290034 --> Thursday, 06 - 01

5290035 --> Thursday, 05 - 17

5290036 --> Thursday, 05 - 08

5290037 --> Thursday, 05 - 28

5290038 --> Thursday, 05 - 13

5290039 --> Thursday, 05 - 05

5290040 --> Thursday, 05 - 24

5290041 --> Thursday, 05 - 09

5290042 --> Thursday, 05 - 29

5290043 --> Thursday, 05 - 21

5290044 --> Thursday, 05 - 05

5290045 --> Thursday, 05 - 25

5290046 --> Thursday, 05 - 17

5290047 --> Thursday, 05 - 02

5290048 --> Thursday, 05 - 21

5290049 --> Thursday, 05 - 13

5290050 --> Thursday, 06 - 02

5290051 --> Thursday, 05 - 18

5290052 --> Thursday, 05 - 09

5290053 --> Thursday, 05 - 29

5290054 --> Thursday, 05 - 21

5290055 --> Thursday, 05 - 06

5290056 --> Thursday, 05 - 25

5290057 --> Thursday, 05 - 17

5290058 --> Thursday, 05 - 02

5290059 --> Thursday, 05 - 22

5290060 --> Thursday, 05 - 13

5290061 --> Thursday, 06 - 02

5290062 --> Thursday, 05 - 18

5290063 --> Thursday, 05 - 10

5290064 --> Thursday, 05 - 29

5290065 --> Thursday, 05 - 14

5290066 --> Thursday, 05 - 06

5290067 --> Thursday, 05 - 26

5290068 --> Thursday, 05 - 10

5290069 --> Thursday, 05 - 30

5290070 --> Thursday, 05 - 22

5290071 --> Thursday, 05 - 07

5290072 --> Thursday, 05 - 26

5290073 --> Thursday, 05 - 18

5290074 --> Thursday, 05 - 10

5290075 --> Thursday, 05 - 23

5290076 --> Thursday, 05 - 14

5290077 --> Thursday, 05 - 06

5290078 --> Thursday, 05 - 19

5290079 --> Thursday, 05 - 11

5290080 --> Thursday, 05 - 30

5290081 --> Thursday, 05 - 22

5290082 --> Thursday, 05 - 07

5290083 --> Thursday, 05 - 27

5290084 --> Thursday, 05 - 18

5290085 --> Thursday, 05 - 03

5290086 --> Thursday, 05 - 23

5290087 --> Thursday, 05 - 15

5290088 --> Thursday, 06 - 03

5290089 --> Thursday, 05 - 19

5290090 --> Thursday, 05 - 11

5290091 --> Thursday, 05 - 31

5290092 --> Thursday, 05 - 15

5290093 --> Thursday, 05 - 07

5290094 --> Thursday, 05 - 27

5290095 --> Thursday, 05 - 12

5290096 --> Thursday, 05 - 03

5290097 --> Thursday, 05 - 23

5290098 --> Thursday, 05 - 08

5290099 --> Thursday, 05 - 28

5290100 --> Thursday, 05 - 20

5290101 --> Thursday, 05 - 12

5290102 --> Thursday, 05 - 25

5290103 --> Thursday, 05 - 17

5290104 --> Thursday, 05 - 08

5290105 --> Thursday, 05 - 28

5290106 --> Thursday, 05 - 13

5290107 --> Thursday, 05 - 05

5290108 --> Thursday, 05 - 24

5290109 --> Thursday, 05 - 09

5290110 --> Thursday, 05 - 29

5290111 --> Thursday, 05 - 21

5290112 --> Thursday, 05 - 05

5290113 --> Thursday, 05 - 25

5290114 --> Thursday, 05 - 17

5290115 --> Thursday, 05 - 02

5290116 --> Thursday, 05 - 21

5290117 --> Thursday, 05 - 13

5290118 --> Thursday, 06 - 02

5290119 --> Thursday, 05 - 18

5290120 --> Thursday, 05 - 09

5290121 --> Thursday, 05 - 29

5290122 --> Thursday, 05 - 14

5290123 --> Thursday, 05 - 06

5290124 --> Thursday, 05 - 25

5290125 --> Thursday, 05 - 17

5290126 --> Thursday, 05 - 02

5290127 --> Thursday, 05 - 22

5290128 --> Thursday, 05 - 13

5290129 --> Thursday, 06 - 02

5290130 --> Thursday, 05 - 18

5290131 --> Thursday, 05 - 10

5290132 --> Thursday, 05 - 29

5290133 --> Thursday, 05 - 14

5290134 --> Thursday, 05 - 06

5290135 --> Thursday, 05 - 26

5290136 --> Thursday, 05 - 10

5290137 --> Thursday, 05 - 30

5290138 --> Thursday, 05 - 22

5290139 --> Thursday, 05 - 07

5290140 --> Thursday, 05 - 26

5290141 --> Thursday, 05 - 18

5290142 --> Thursday, 05 - 03

5290143 --> Thursday, 05 - 23

5290144 --> Thursday, 05 - 14

5290145 --> Thursday, 05 - 06

5290146 --> Thursday, 05 - 19

5290147 --> Thursday, 05 - 11

5290148 --> Thursday, 05 - 30

5290149 --> Thursday, 05 - 22

5290150 --> Thursday, 05 - 07

5290151 --> Thursday, 05 - 27

5290152 --> Thursday, 05 - 18

5290153 --> Thursday, 05 - 03

5290154 --> Thursday, 05 - 23

5290155 --> Thursday, 05 - 15

5290156 --> Thursday, 06 - 03

5290157 --> Thursday, 05 - 19

5290158 --> Thursday, 05 - 11

5290159 --> Thursday, 05 - 31

5290160 --> Thursday, 05 - 15

5290161 --> Thursday, 05 - 07

5290162 --> Thursday, 05 - 27

5290163 --> Thursday, 05 - 12

5290164 --> Thursday, 05 - 03

5290165 --> Thursday, 05 - 23

5290166 --> Thursday, 05 - 08

5290167 --> Thursday, 05 - 28

5290168 --> Thursday, 05 - 19

5290169 --> Thursday, 05 - 11

5290170 --> Thursday, 05 - 24

5290171 --> Thursday, 05 - 16

5290172 --> Thursday, 05 - 07

5290173 --> Thursday, 05 - 20

5290174 --> Thursday, 05 - 12

5290175 --> Thursday, 06 - 01

5290176 --> Thursday, 05 - 23

5290177 --> Thursday, 05 - 08

5290178 --> Thursday, 05 - 28

5290179 --> Thursday, 05 - 20

5290180 --> Thursday, 05 - 04

5290181 --> Thursday, 05 - 24

5290182 --> Thursday, 05 - 16

5290183 --> Thursday, 05 - 01

5290184 --> Thursday, 05 - 20

5290185 --> Thursday, 05 - 12

5290186 --> Thursday, 06 - 01

5290187 --> Thursday, 05 - 17

5290188 --> Thursday, 05 - 08

5290189 --> Thursday, 05 - 28

5290190 --> Thursday, 05 - 13

5290191 --> Thursday, 05 - 05

5290192 --> Thursday, 05 - 24

5290193 --> Thursday, 05 - 09

5290194 --> Thursday, 05 - 29

5290195 --> Thursday, 05 - 21

5290196 --> Thursday, 05 - 12

5290197 --> Thursday, 05 - 25

5290198 --> Thursday, 05 - 17

5290199 --> Thursday, 05 - 09

5290200 --> Thursday, 05 - 22

5290201 --> Thursday, 05 - 14

5290202 --> Thursday, 05 - 06

5290203 --> Thursday, 05 - 19

5290204 --> Thursday, 05 - 10

5290205 --> Thursday, 05 - 30

5290206 --> Thursday, 05 - 22

5290207 --> Thursday, 05 - 07

5290208 --> Thursday, 05 - 26

5290209 --> Thursday, 05 - 18

5290210 --> Thursday, 05 - 03

5290211 --> Thursday, 05 - 23

5290212 --> Thursday, 05 - 14

5290213 --> Thursday, 06 - 03

5290214 --> Thursday, 05 - 19

5290215 --> Thursday, 05 - 11

5290216 --> Thursday, 05 - 30

5290217 --> Thursday, 05 - 15

5290218 --> Thursday, 05 - 07

5290219 --> Thursday, 05 - 27

5290220 --> Thursday, 05 - 11

5290221 --> Thursday, 05 - 03

5290222 --> Thursday, 05 - 23

5290223 --> Thursday, 05 - 08

5290224 --> Thursday, 05 - 27

5290225 --> Thursday, 05 - 19

5290226 --> Thursday, 05 - 11

5290227 --> Thursday, 05 - 24

5290228 --> Thursday, 05 - 15

5290229 --> Thursday, 05 - 07

5290230 --> Thursday, 05 - 20

5290231 --> Thursday, 05 - 12

5290232 --> Thursday, 05 - 31

5290233 --> Thursday, 05 - 23

5290234 --> Thursday, 05 - 08

5290235 --> Thursday, 05 - 28

5290236 --> Thursday, 05 - 19

5290237 --> Thursday, 05 - 04

5290238 --> Thursday, 05 - 24

5290239 --> Thursday, 05 - 16

5290240 --> Thursday, 04 - 30

5290241 --> Thursday, 05 - 20

5290242 --> Thursday, 05 - 12

5290243 --> Thursday, 06 - 01

5290244 --> Thursday, 05 - 16

5290245 --> Thursday, 05 - 08

5290246 --> Thursday, 05 - 28

5290247 --> Thursday, 05 - 13

5290248 --> Thursday, 05 - 04

5290249 --> Thursday, 05 - 24

5290250 --> Thursday, 05 - 09

5290251 --> Thursday, 05 - 29

5290252 --> Thursday, 05 - 20

5290253 --> Thursday, 05 - 12

5290254 --> Thursday, 05 - 25

5290255 --> Thursday, 05 - 17

5290256 --> Thursday, 05 - 08

5290257 --> Thursday, 05 - 28

5290258 --> Thursday, 05 - 13

5290259 --> Thursday, 05 - 05

5290260 --> Thursday, 05 - 24

5290261 --> Thursday, 05 - 09

5290262 --> Thursday, 05 - 29

5290263 --> Thursday, 05 - 21

5290264 --> Thursday, 05 - 05

5290265 --> Thursday, 05 - 25

5290266 --> Thursday, 05 - 17

5290267 --> Thursday, 05 - 02

5290268 --> Thursday, 05 - 21

5290269 --> Thursday, 05 - 13

5290270 --> Thursday, 06 - 02

5290271 --> Thursday, 05 - 18

5290272 --> Thursday, 05 - 09

5290273 --> Thursday, 05 - 29

5290274 --> Thursday, 05 - 14

5290275 --> Thursday, 05 - 06

5290276 --> Thursday, 05 - 25

5290277 --> Thursday, 05 - 17

5290278 --> Thursday, 05 - 02

5290279 --> Thursday, 05 - 22

5290280 --> Thursday, 05 - 13

5290281 --> Thursday, 06 - 02

5290282 --> Thursday, 05 - 18

5290283 --> Thursday, 05 - 10

5290284 --> Thursday, 05 - 29

5290285 --> Thursday, 05 - 14

5290286 --> Thursday, 05 - 06

5290287 --> Thursday, 05 - 26

5290288 --> Thursday, 05 - 10

5290289 --> Thursday, 05 - 30

5290290 --> Thursday, 05 - 22

5290291 --> Thursday, 05 - 07

5290292 --> Thursday, 05 - 26

5290293 --> Thursday, 05 - 18

5290294 --> Thursday, 05 - 03

5290295 --> Thursday, 05 - 23

5290296 --> Thursday, 05 - 14

5290297 --> Thursday, 05 - 06

5290298 --> Thursday, 05 - 19

5290299 --> Thursday, 05 - 11

5290300 --> Thursday, 05 - 31

5290301 --> Thursday, 05 - 23

5290302 --> Thursday, 05 - 08

5290303 --> Thursday, 05 - 28

5290304 --> Thursday, 05 - 19

5290305 --> Thursday, 05 - 04

5290306 --> Thursday, 05 - 24

5290307 --> Thursday, 05 - 16

5290308 --> Thursday, 05 - 28

5290309 --> Thursday, 05 - 20

5290310 --> Thursday, 05 - 12

5290311 --> Thursday, 06 - 01

5290312 --> Thursday, 05 - 16

5290313 --> Thursday, 05 - 08

5290314 --> Thursday, 05 - 28

5290315 --> Thursday, 05 - 13

5290316 --> Thursday, 05 - 04

5290317 --> Thursday, 05 - 24

5290318 --> Thursday, 05 - 09

5290319 --> Thursday, 05 - 29

5290320 --> Thursday, 05 - 20

5290321 --> Thursday, 05 - 12

5290322 --> Thursday, 05 - 25

5290323 --> Thursday, 05 - 17

5290324 --> Thursday, 05 - 08

5290325 --> Thursday, 05 - 21

5290326 --> Thursday, 05 - 13

