Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5410000 through 5419999



5410000 --> Thursday, 05 - 04

5410001 --> Thursday, 05 - 24

5410002 --> Thursday, 05 - 16

5410003 --> Thursday, 05 - 29

5410004 --> Thursday, 05 - 20

5410005 --> Thursday, 05 - 12

5410006 --> Thursday, 05 - 25

5410007 --> Thursday, 05 - 17

5410008 --> Thursday, 05 - 08

5410009 --> Thursday, 05 - 28

5410010 --> Thursday, 05 - 13

5410011 --> Thursday, 05 - 05

5410012 --> Thursday, 05 - 24

5410013 --> Thursday, 05 - 09

5410014 --> Thursday, 05 - 29

5410015 --> Thursday, 05 - 21

5410016 --> Thursday, 05 - 05

5410017 --> Thursday, 05 - 25

5410018 --> Thursday, 05 - 17

5410019 --> Thursday, 05 - 02

5410020 --> Thursday, 05 - 21

5410021 --> Thursday, 05 - 13

5410022 --> Thursday, 06 - 02

5410023 --> Thursday, 05 - 18

5410024 --> Thursday, 05 - 09

5410025 --> Thursday, 05 - 29

5410026 --> Thursday, 05 - 14

5410027 --> Thursday, 05 - 06

5410028 --> Thursday, 05 - 25

5410029 --> Thursday, 05 - 17

5410030 --> Thursday, 05 - 02

5410031 --> Thursday, 05 - 22

5410032 --> Thursday, 05 - 13

5410033 --> Thursday, 06 - 02

5410034 --> Thursday, 05 - 18

5410035 --> Thursday, 05 - 10

5410036 --> Thursday, 05 - 29

5410037 --> Thursday, 05 - 14

5410038 --> Thursday, 05 - 06

5410039 --> Thursday, 05 - 26

5410040 --> Thursday, 05 - 10

5410041 --> Thursday, 05 - 30

5410042 --> Thursday, 05 - 22

5410043 --> Thursday, 05 - 07

5410044 --> Thursday, 05 - 26

5410045 --> Thursday, 05 - 18

5410046 --> Thursday, 05 - 03

5410047 --> Thursday, 05 - 23

5410048 --> Thursday, 05 - 14

5410049 --> Thursday, 05 - 06

5410050 --> Thursday, 05 - 19

5410051 --> Thursday, 05 - 11

5410052 --> Thursday, 05 - 30

5410053 --> Thursday, 05 - 22

5410054 --> Thursday, 05 - 07

5410055 --> Thursday, 05 - 27

5410056 --> Thursday, 05 - 18

5410057 --> Thursday, 05 - 03

5410058 --> Thursday, 05 - 23

5410059 --> Thursday, 05 - 15

5410060 --> Thursday, 06 - 03

5410061 --> Thursday, 05 - 19

5410062 --> Thursday, 05 - 11

5410063 --> Thursday, 05 - 31

5410064 --> Thursday, 05 - 15

5410065 --> Thursday, 05 - 07

5410066 --> Thursday, 05 - 27

5410067 --> Thursday, 05 - 12

5410068 --> Thursday, 05 - 03

5410069 --> Thursday, 05 - 23

5410070 --> Thursday, 05 - 08

5410071 --> Thursday, 05 - 28

5410072 --> Thursday, 05 - 19

5410073 --> Thursday, 05 - 11

5410074 --> Thursday, 05 - 24

5410075 --> Thursday, 05 - 16

5410076 --> Thursday, 05 - 07

5410077 --> Thursday, 05 - 27

5410078 --> Thursday, 05 - 12

5410079 --> Thursday, 06 - 01

5410080 --> Thursday, 05 - 23

5410081 --> Thursday, 05 - 08

5410082 --> Thursday, 05 - 28

5410083 --> Thursday, 05 - 20

5410084 --> Thursday, 05 - 04

5410085 --> Thursday, 05 - 24

5410086 --> Thursday, 05 - 16

5410087 --> Thursday, 05 - 01

5410088 --> Thursday, 05 - 20

5410089 --> Thursday, 05 - 12

