Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3050000 through 3059999



3050000 --> Thursday, 05 - 18

3050001 --> Thursday, 05 - 03

3050002 --> Thursday, 05 - 23

3050003 --> Thursday, 05 - 15

3050004 --> Thursday, 05 - 06

3050005 --> Thursday, 05 - 19

3050006 --> Thursday, 05 - 11

3050007 --> Thursday, 05 - 31

3050008 --> Thursday, 05 - 22

3050009 --> Thursday, 05 - 07

3050010 --> Thursday, 05 - 27

3050011 --> Thursday, 05 - 19

3050012 --> Thursday, 05 - 03

3050013 --> Thursday, 05 - 23

3050014 --> Thursday, 05 - 15

3050015 --> Thursday, 05 - 28

3050016 --> Thursday, 05 - 19

3050017 --> Thursday, 05 - 11

3050018 --> Thursday, 05 - 31

3050019 --> Thursday, 05 - 16

3050020 --> Thursday, 05 - 07

3050021 --> Thursday, 05 - 27

3050022 --> Thursday, 05 - 12

3050023 --> Thursday, 05 - 04

3050024 --> Thursday, 05 - 23

3050025 --> Thursday, 05 - 08

3050026 --> Thursday, 05 - 28

3050027 --> Thursday, 05 - 20

3050028 --> Thursday, 05 - 11

3050029 --> Thursday, 05 - 24

3050030 --> Thursday, 05 - 16

3050031 --> Thursday, 05 - 08

3050032 --> Thursday, 05 - 20

3050033 --> Thursday, 05 - 12

3050034 --> Thursday, 06 - 01

3050035 --> Thursday, 05 - 17

3050036 --> Thursday, 05 - 08

3050037 --> Thursday, 05 - 28

3050038 --> Thursday, 05 - 20

3050039 --> Thursday, 05 - 05

3050040 --> Thursday, 05 - 24

3050041 --> Thursday, 05 - 16

3050042 --> Thursday, 05 - 01

3050043 --> Thursday, 05 - 21

3050044 --> Thursday, 05 - 12

3050045 --> Thursday, 06 - 01

3050046 --> Thursday, 05 - 17

3050047 --> Thursday, 05 - 09

3050048 --> Thursday, 05 - 28

3050049 --> Thursday, 05 - 13

3050050 --> Thursday, 05 - 05

3050051 --> Thursday, 05 - 25

3050052 --> Thursday, 05 - 09

3050053 --> Thursday, 05 - 29

3050054 --> Thursday, 05 - 21

3050055 --> Thursday, 05 - 06

3050056 --> Thursday, 05 - 25

3050057 --> Thursday, 05 - 17

3050058 --> Thursday, 05 - 09

3050059 --> Thursday, 05 - 22

3050060 --> Thursday, 05 - 13

3050061 --> Thursday, 05 - 05

3050062 --> Thursday, 05 - 25

3050063 --> Thursday, 05 - 10

3050064 --> Thursday, 05 - 29

3050065 --> Thursday, 05 - 21

3050066 --> Thursday, 05 - 06

3050067 --> Thursday, 05 - 26

3050068 --> Thursday, 05 - 17

3050069 --> Thursday, 05 - 02

3050070 --> Thursday, 05 - 22

3050071 --> Thursday, 05 - 14

3050072 --> Thursday, 06 - 02

3050073 --> Thursday, 05 - 18

3050074 --> Thursday, 05 - 10

3050075 --> Thursday, 05 - 30

3050076 --> Thursday, 05 - 14

3050077 --> Thursday, 05 - 06

3050078 --> Thursday, 05 - 26

3050079 --> Thursday, 05 - 11

3050080 --> Thursday, 05 - 02

3050081 --> Thursday, 05 - 22

3050082 --> Thursday, 05 - 14

3050083 --> Thursday, 05 - 27

3050084 --> Thursday, 05 - 18

3050085 --> Thursday, 05 - 10

3050086 --> Thursday, 05 - 30

3050087 --> Thursday, 05 - 15

3050088 --> Thursday, 05 - 06

3050089 --> Thursday, 05 - 26

3050090 --> Thursday, 05 - 11

3050091 --> Thursday, 05 - 31

3050092 --> Thursday, 05 - 22

3050093 --> Thursday, 05 - 07

3050094 --> Thursday, 05 - 27

3050095 --> Thursday, 05 - 19

3050096 --> Thursday, 05 - 03

3050097 --> Thursday, 05 - 23

3050098 --> Thursday, 05 - 15

3050099 --> Thursday, 04 - 30

3050100 --> Thursday, 05 - 20

3050101 --> Thursday, 05 - 12

3050102 --> Thursday, 06 - 01

3050103 --> Thursday, 05 - 17

3050104 --> Thursday, 05 - 08

3050105 --> Thursday, 05 - 28

3050106 --> Thursday, 05 - 20

3050107 --> Thursday, 05 - 05

3050108 --> Thursday, 05 - 24

3050109 --> Thursday, 05 - 16

3050110 --> Thursday, 05 - 29

3050111 --> Thursday, 05 - 21

3050112 --> Thursday, 05 - 12

3050113 --> Thursday, 06 - 01

3050114 --> Thursday, 05 - 17

3050115 --> Thursday, 05 - 09

3050116 --> Thursday, 05 - 28

3050117 --> Thursday, 05 - 13

3050118 --> Thursday, 05 - 05

3050119 --> Thursday, 05 - 25

3050120 --> Thursday, 05 - 09

3050121 --> Thursday, 05 - 29

3050122 --> Thursday, 05 - 21

3050123 --> Thursday, 05 - 06

3050124 --> Thursday, 05 - 25

3050125 --> Thursday, 05 - 17

3050126 --> Thursday, 05 - 09

3050127 --> Thursday, 05 - 22

3050128 --> Thursday, 05 - 13

3050129 --> Thursday, 06 - 02

3050130 --> Thursday, 05 - 18

3050131 --> Thursday, 05 - 10

3050132 --> Thursday, 05 - 29

3050133 --> Thursday, 05 - 21

3050134 --> Thursday, 05 - 06

3050135 --> Thursday, 05 - 26

3050136 --> Thursday, 05 - 17

3050137 --> Thursday, 05 - 02

3050138 --> Thursday, 05 - 22

3050139 --> Thursday, 05 - 14

3050140 --> Thursday, 06 - 02

