Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1420000 through 1429999



1420000 --> Thursday, 05 - 11

1420001 --> Thursday, 05 - 24

1420002 --> Thursday, 05 - 16

1420003 --> Thursday, 05 - 01

1420004 --> Thursday, 05 - 20

1420005 --> Thursday, 05 - 12

1420006 --> Thursday, 06 - 01

1420007 --> Thursday, 05 - 17

1420008 --> Thursday, 05 - 08

1420009 --> Thursday, 05 - 28

1420010 --> Thursday, 05 - 20

1420011 --> Thursday, 05 - 05

1420012 --> Thursday, 05 - 24

1420013 --> Thursday, 05 - 16

1420014 --> Thursday, 05 - 01

1420015 --> Thursday, 05 - 21

1420016 --> Thursday, 05 - 12

1420017 --> Thursday, 06 - 01

1420018 --> Thursday, 05 - 17

1420019 --> Thursday, 05 - 09

1420020 --> Thursday, 05 - 28

1420021 --> Thursday, 05 - 13

1420022 --> Thursday, 05 - 05

1420023 --> Thursday, 05 - 25

1420024 --> Thursday, 05 - 09

1420025 --> Thursday, 05 - 29

1420026 --> Thursday, 05 - 21

1420027 --> Thursday, 05 - 06

1420028 --> Thursday, 05 - 25

1420029 --> Thursday, 05 - 17

1420030 --> Thursday, 05 - 09

1420031 --> Thursday, 05 - 22

1420032 --> Thursday, 05 - 13

1420033 --> Thursday, 05 - 05

1420034 --> Thursday, 05 - 25

1420035 --> Thursday, 05 - 10

1420036 --> Thursday, 05 - 29

1420037 --> Thursday, 05 - 21

1420038 --> Thursday, 05 - 06

1420039 --> Thursday, 05 - 26

1420040 --> Thursday, 05 - 17

1420041 --> Thursday, 05 - 02

1420042 --> Thursday, 05 - 22

1420043 --> Thursday, 05 - 14

1420044 --> Thursday, 06 - 02

1420045 --> Thursday, 05 - 18

1420046 --> Thursday, 05 - 10

1420047 --> Thursday, 05 - 30

1420048 --> Thursday, 05 - 14

1420049 --> Thursday, 05 - 06

1420050 --> Thursday, 05 - 26

1420051 --> Thursday, 05 - 11

1420052 --> Thursday, 05 - 02

1420053 --> Thursday, 05 - 22

1420054 --> Thursday, 05 - 14

1420055 --> Thursday, 05 - 27

1420056 --> Thursday, 05 - 18

1420057 --> Thursday, 05 - 10

1420058 --> Thursday, 05 - 30

1420059 --> Thursday, 05 - 15

1420060 --> Thursday, 05 - 06

1420061 --> Thursday, 05 - 26

1420062 --> Thursday, 05 - 11

1420063 --> Thursday, 05 - 31

1420064 --> Thursday, 05 - 22

1420065 --> Thursday, 05 - 07

1420066 --> Thursday, 05 - 27

1420067 --> Thursday, 05 - 19

1420068 --> Thursday, 05 - 03

1420069 --> Thursday, 05 - 23

1420070 --> Thursday, 05 - 15

1420071 --> Thursday, 04 - 30

1420072 --> Thursday, 05 - 19

1420073 --> Thursday, 05 - 11

1420074 --> Thursday, 05 - 31

1420075 --> Thursday, 05 - 16

1420076 --> Thursday, 05 - 07

1420077 --> Thursday, 05 - 27

1420078 --> Thursday, 05 - 19

1420079 --> Thursday, 05 - 04

1420080 --> Thursday, 05 - 23

1420081 --> Thursday, 05 - 15

1420082 --> Thursday, 05 - 28

1420083 --> Thursday, 05 - 20

1420084 --> Thursday, 05 - 11

1420085 --> Thursday, 05 - 31

1420086 --> Thursday, 05 - 16

1420087 --> Thursday, 05 - 08

1420088 --> Thursday, 05 - 27

1420089 --> Thursday, 05 - 12

1420090 --> Thursday, 05 - 04

1420091 --> Thursday, 05 - 24

1420092 --> Thursday, 05 - 08

1420093 --> Thursday, 05 - 28

1420094 --> Thursday, 05 - 20

1420095 --> Thursday, 05 - 05

1420096 --> Thursday, 05 - 24

1420097 --> Thursday, 05 - 16

1420098 --> Thursday, 05 - 01

1420099 --> Thursday, 05 - 21

1420100 --> Thursday, 05 - 13

1420101 --> Thursday, 06 - 02

1420102 --> Thursday, 05 - 18

1420103 --> Thursday, 05 - 10

1420104 --> Thursday, 05 - 29

1420105 --> Thursday, 05 - 21

1420106 --> Thursday, 05 - 06

1420107 --> Thursday, 05 - 26

1420108 --> Thursday, 05 - 17

1420109 --> Thursday, 05 - 02

1420110 --> Thursday, 05 - 22

1420111 --> Thursday, 05 - 14

1420112 --> Thursday, 06 - 02

1420113 --> Thursday, 05 - 18

1420114 --> Thursday, 05 - 10

1420115 --> Thursday, 05 - 30

1420116 --> Thursday, 05 - 14

1420117 --> Thursday, 05 - 06

1420118 --> Thursday, 05 - 26

1420119 --> Thursday, 05 - 11

1420120 --> Thursday, 05 - 30

1420121 --> Thursday, 05 - 22

1420122 --> Thursday, 05 - 07

1420123 --> Thursday, 05 - 27

1420124 --> Thursday, 05 - 18

1420125 --> Thursday, 05 - 10

1420126 --> Thursday, 05 - 23

