Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1310000 through 1319999



1310000 --> Thursday, 05 - 25

1310001 --> Thursday, 05 - 10

1310002 --> Thursday, 05 - 30

1310003 --> Thursday, 05 - 22

1310004 --> Thursday, 05 - 13

1310005 --> Thursday, 05 - 26

1310006 --> Thursday, 05 - 18

1310007 --> Thursday, 05 - 10

1310008 --> Thursday, 05 - 29

1310009 --> Thursday, 05 - 14

1310010 --> Thursday, 05 - 06

1310011 --> Thursday, 05 - 26

1310012 --> Thursday, 05 - 10

1310013 --> Thursday, 05 - 30

1310014 --> Thursday, 05 - 22

1310015 --> Thursday, 05 - 07

1310016 --> Thursday, 05 - 26

1310017 --> Thursday, 05 - 18

1310018 --> Thursday, 05 - 03

1310019 --> Thursday, 05 - 23

1310020 --> Thursday, 05 - 14

1310021 --> Thursday, 06 - 03

1310022 --> Thursday, 05 - 19

1310023 --> Thursday, 05 - 11

1310024 --> Thursday, 05 - 30

1310025 --> Thursday, 05 - 15

1310026 --> Thursday, 05 - 07

1310027 --> Thursday, 05 - 27

1310028 --> Thursday, 05 - 18

1310029 --> Thursday, 05 - 03

1310030 --> Thursday, 05 - 23

1310031 --> Thursday, 05 - 08

1310032 --> Thursday, 05 - 27

1310033 --> Thursday, 05 - 19

1310034 --> Thursday, 05 - 11

1310035 --> Thursday, 05 - 24

1310036 --> Thursday, 05 - 15

1310037 --> Thursday, 05 - 07

1310038 --> Thursday, 05 - 27

1310039 --> Thursday, 05 - 12

1310040 --> Thursday, 05 - 31

1310041 --> Thursday, 05 - 23

1310042 --> Thursday, 05 - 08

1310043 --> Thursday, 05 - 28

1310044 --> Thursday, 05 - 19

1310045 --> Thursday, 05 - 04

1310046 --> Thursday, 05 - 24

1310047 --> Thursday, 05 - 16

1310048 --> Thursday, 05 - 07

1310049 --> Thursday, 05 - 20

1310050 --> Thursday, 05 - 12

1310051 --> Thursday, 06 - 01

1310052 --> Thursday, 05 - 16

1310053 --> Thursday, 05 - 08

1310054 --> Thursday, 05 - 28

1310055 --> Thursday, 05 - 13

1310056 --> Thursday, 05 - 04

1310057 --> Thursday, 05 - 24

1310058 --> Thursday, 05 - 16

1310059 --> Thursday, 05 - 29

1310060 --> Thursday, 05 - 20

1310061 --> Thursday, 05 - 12

1310062 --> Thursday, 06 - 01

1310063 --> Thursday, 05 - 17

1310064 --> Thursday, 05 - 08

1310065 --> Thursday, 05 - 28

1310066 --> Thursday, 05 - 13

1310067 --> Thursday, 05 - 05

1310068 --> Thursday, 05 - 24

1310069 --> Thursday, 05 - 09

1310070 --> Thursday, 05 - 29

1310071 --> Thursday, 05 - 21

1310072 --> Thursday, 05 - 05

1310073 --> Thursday, 05 - 25

1310074 --> Thursday, 05 - 17

1310075 --> Thursday, 05 - 02

1310076 --> Thursday, 05 - 21

1310077 --> Thursday, 05 - 13

1310078 --> Thursday, 06 - 02

1310079 --> Thursday, 05 - 18

1310080 --> Thursday, 05 - 09

