Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4790000 through 4799999



4790000 --> Thursday, 05 - 11

4790001 --> Thursday, 05 - 31

4790002 --> Thursday, 05 - 16

4790003 --> Thursday, 05 - 08

4790004 --> Thursday, 05 - 27

4790005 --> Thursday, 05 - 12

4790006 --> Thursday, 05 - 04

4790007 --> Thursday, 05 - 24

4790008 --> Thursday, 05 - 15

4790009 --> Thursday, 05 - 28

4790010 --> Thursday, 05 - 20

4790011 --> Thursday, 05 - 12

4790012 --> Thursday, 05 - 31

4790013 --> Thursday, 05 - 16

4790014 --> Thursday, 05 - 08

4790015 --> Thursday, 05 - 21

4790016 --> Thursday, 05 - 12

4790017 --> Thursday, 06 - 01

4790018 --> Thursday, 05 - 24

4790019 --> Thursday, 05 - 09

4790020 --> Thursday, 05 - 28

4790021 --> Thursday, 05 - 20

4790022 --> Thursday, 05 - 05

4790023 --> Thursday, 05 - 25

4790024 --> Thursday, 05 - 16

4790025 --> Thursday, 05 - 01

4790026 --> Thursday, 05 - 21

4790027 --> Thursday, 05 - 13

4790028 --> Thursday, 06 - 01

4790029 --> Thursday, 05 - 17

4790030 --> Thursday, 05 - 09

4790031 --> Thursday, 05 - 29

4790032 --> Thursday, 05 - 20

4790033 --> Thursday, 05 - 05

4790034 --> Thursday, 05 - 25

4790035 --> Thursday, 05 - 10

4790036 --> Thursday, 05 - 29

4790037 --> Thursday, 05 - 21

4790038 --> Thursday, 05 - 13

4790039 --> Thursday, 05 - 26

4790040 --> Thursday, 05 - 17

4790041 --> Thursday, 05 - 09

4790042 --> Thursday, 05 - 29

4790043 --> Thursday, 05 - 14

4790044 --> Thursday, 05 - 05

4790045 --> Thursday, 05 - 25

4790046 --> Thursday, 05 - 10

4790047 --> Thursday, 05 - 30

4790048 --> Thursday, 05 - 21

4790049 --> Thursday, 05 - 06

4790050 --> Thursday, 05 - 26

4790051 --> Thursday, 05 - 18

4790052 --> Thursday, 05 - 02

4790053 --> Thursday, 05 - 22

4790054 --> Thursday, 05 - 14

4790055 --> Thursday, 06 - 03

4790056 --> Thursday, 05 - 18

4790057 --> Thursday, 05 - 10

4790058 --> Thursday, 05 - 30

4790059 --> Thursday, 05 - 15

4790060 --> Thursday, 05 - 06

4790061 --> Thursday, 05 - 26

4790062 --> Thursday, 05 - 18

4790063 --> Thursday, 05 - 03

4790064 --> Thursday, 05 - 22

4790065 --> Thursday, 05 - 14

4790066 --> Thursday, 05 - 27

4790067 --> Thursday, 05 - 19

4790068 --> Thursday, 05 - 10

4790069 --> Thursday, 05 - 30

4790070 --> Thursday, 05 - 15

4790071 --> Thursday, 05 - 07

4790072 --> Thursday, 05 - 26

4790073 --> Thursday, 05 - 11

4790074 --> Thursday, 05 - 31

4790075 --> Thursday, 05 - 23

4790076 --> Thursday, 05 - 07

4790077 --> Thursday, 05 - 27

4790078 --> Thursday, 05 - 19

4790079 --> Thursday, 05 - 04

4790080 --> Thursday, 05 - 23

4790081 --> Thursday, 05 - 15

4790082 --> Thursday, 05 - 07

4790083 --> Thursday, 05 - 20

4790084 --> Thursday, 05 - 11

4790085 --> Thursday, 05 - 31

4790086 --> Thursday, 05 - 23

4790087 --> Thursday, 05 - 08

4790088 --> Thursday, 05 - 27

4790089 --> Thursday, 05 - 19

4790090 --> Thursday, 05 - 04

4790091 --> Thursday, 05 - 24

4790092 --> Thursday, 05 - 15

4790093 --> Thursday, 05 - 28

4790094 --> Thursday, 05 - 20

4790095 --> Thursday, 05 - 12

4790096 --> Thursday, 05 - 31

4790097 --> Thursday, 05 - 16

