Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1900000 through 1909999



1900000 --> Thursday, 05 - 25

1900001 --> Thursday, 05 - 17

1900002 --> Thursday, 05 - 09

1900003 --> Thursday, 05 - 22

1900004 --> Thursday, 05 - 13

1900005 --> Thursday, 05 - 05

1900006 --> Thursday, 05 - 25

1900007 --> Thursday, 05 - 10

1900008 --> Thursday, 05 - 29

1900009 --> Thursday, 05 - 21

1900010 --> Thursday, 05 - 06

1900011 --> Thursday, 05 - 26

1900012 --> Thursday, 05 - 17

1900013 --> Thursday, 05 - 02

1900014 --> Thursday, 05 - 22

1900015 --> Thursday, 05 - 14

1900016 --> Thursday, 06 - 02

1900017 --> Thursday, 05 - 18

1900018 --> Thursday, 05 - 10

1900019 --> Thursday, 05 - 30

1900020 --> Thursday, 05 - 14

1900021 --> Thursday, 05 - 06

1900022 --> Thursday, 05 - 26

1900023 --> Thursday, 05 - 11

1900024 --> Thursday, 05 - 02

1900025 --> Thursday, 05 - 22

1900026 --> Thursday, 05 - 14

1900027 --> Thursday, 05 - 27

1900028 --> Thursday, 05 - 18

1900029 --> Thursday, 05 - 10

1900030 --> Thursday, 05 - 30

1900031 --> Thursday, 05 - 15

1900032 --> Thursday, 05 - 06

1900033 --> Thursday, 05 - 26

1900034 --> Thursday, 05 - 11

1900035 --> Thursday, 05 - 31

1900036 --> Thursday, 05 - 22

1900037 --> Thursday, 05 - 07

1900038 --> Thursday, 05 - 27

1900039 --> Thursday, 05 - 19

1900040 --> Thursday, 05 - 03

1900041 --> Thursday, 05 - 23

1900042 --> Thursday, 05 - 15

1900043 --> Thursday, 04 - 30

1900044 --> Thursday, 05 - 19

1900045 --> Thursday, 05 - 11

1900046 --> Thursday, 05 - 31

1900047 --> Thursday, 05 - 16

1900048 --> Thursday, 05 - 07

1900049 --> Thursday, 05 - 27

1900050 --> Thursday, 05 - 19

1900051 --> Thursday, 05 - 04

1900052 --> Thursday, 05 - 23

1900053 --> Thursday, 05 - 15

1900054 --> Thursday, 05 - 28

1900055 --> Thursday, 05 - 20

1900056 --> Thursday, 05 - 11

1900057 --> Thursday, 05 - 31

1900058 --> Thursday, 05 - 16

1900059 --> Thursday, 05 - 08

1900060 --> Thursday, 05 - 27

1900061 --> Thursday, 05 - 12

1900062 --> Thursday, 05 - 04

1900063 --> Thursday, 05 - 24

1900064 --> Thursday, 05 - 08

1900065 --> Thursday, 05 - 28

1900066 --> Thursday, 05 - 20

1900067 --> Thursday, 05 - 05

1900068 --> Thursday, 05 - 24

1900069 --> Thursday, 05 - 16

1900070 --> Thursday, 05 - 08

1900071 --> Thursday, 05 - 21

1900072 --> Thursday, 05 - 12

1900073 --> Thursday, 06 - 01

1900074 --> Thursday, 05 - 24

1900075 --> Thursday, 05 - 09

1900076 --> Thursday, 05 - 28

1900077 --> Thursday, 05 - 20

1900078 --> Thursday, 05 - 05

1900079 --> Thursday, 05 - 25

1900080 --> Thursday, 05 - 16

1900081 --> Thursday, 05 - 01

1900082 --> Thursday, 05 - 21

1900083 --> Thursday, 05 - 13

1900084 --> Thursday, 06 - 01

1900085 --> Thursday, 05 - 17

1900086 --> Thursday, 05 - 09

1900087 --> Thursday, 05 - 29

1900088 --> Thursday, 05 - 13

1900089 --> Thursday, 05 - 05

1900090 --> Thursday, 05 - 25

1900091 --> Thursday, 05 - 10

1900092 --> Thursday, 05 - 29

1900093 --> Thursday, 05 - 21

1900094 --> Thursday, 05 - 13

1900095 --> Thursday, 05 - 26

1900096 --> Thursday, 05 - 17

1900097 --> Thursday, 05 - 09

1900098 --> Thursday, 05 - 22

1900099 --> Thursday, 05 - 14

1900100 --> Thursday, 05 - 06

1900101 --> Thursday, 05 - 26

1900102 --> Thursday, 05 - 11

1900103 --> Thursday, 05 - 31

1900104 --> Thursday, 05 - 22

1900105 --> Thursday, 05 - 07

1900106 --> Thursday, 05 - 27

1900107 --> Thursday, 05 - 19

1900108 --> Thursday, 05 - 03

1900109 --> Thursday, 05 - 23

1900110 --> Thursday, 05 - 15

1900111 --> Thursday, 04 - 30

1900112 --> Thursday, 05 - 19

1900113 --> Thursday, 05 - 11

1900114 --> Thursday, 05 - 31

1900115 --> Thursday, 05 - 16

1900116 --> Thursday, 05 - 07

1900117 --> Thursday, 05 - 27

1900118 --> Thursday, 05 - 12

1900119 --> Thursday, 05 - 04

1900120 --> Thursday, 05 - 23

1900121 --> Thursday, 05 - 15

1900122 --> Thursday, 05 - 28

1900123 --> Thursday, 05 - 20

1900124 --> Thursday, 05 - 11

1900125 --> Thursday, 05 - 31

1900126 --> Thursday, 05 - 16

1900127 --> Thursday, 05 - 08

1900128 --> Thursday, 05 - 27

1900129 --> Thursday, 05 - 12

1900130 --> Thursday, 05 - 04

1900131 --> Thursday, 05 - 24

1900132 --> Thursday, 05 - 08

1900133 --> Thursday, 05 - 28

1900134 --> Thursday, 05 - 20

1900135 --> Thursday, 05 - 05

1900136 --> Thursday, 05 - 24

1900137 --> Thursday, 05 - 16

1900138 --> Thursday, 05 - 01

1900139 --> Thursday, 05 - 21

1900140 --> Thursday, 05 - 12

1900141 --> Thursday, 06 - 01

1900142 --> Thursday, 05 - 17

1900143 --> Thursday, 05 - 09

1900144 --> Thursday, 05 - 28

1900145 --> Thursday, 05 - 20

1900146 --> Thursday, 05 - 05

1900147 --> Thursday, 05 - 25

1900148 --> Thursday, 05 - 16

1900149 --> Thursday, 05 - 01

1900150 --> Thursday, 05 - 21

1900151 --> Thursday, 05 - 13

1900152 --> Thursday, 06 - 01

1900153 --> Thursday, 05 - 17

1900154 --> Thursday, 05 - 09

1900155 --> Thursday, 05 - 29

1900156 --> Thursday, 05 - 13

1900157 --> Thursday, 05 - 05

1900158 --> Thursday, 05 - 25

1900159 --> Thursday, 05 - 10

1900160 --> Thursday, 05 - 29

1900161 --> Thursday, 05 - 21

1900162 --> Thursday, 05 - 06

1900163 --> Thursday, 05 - 26

1900164 --> Thursday, 05 - 17

1900165 --> Thursday, 05 - 09

1900166 --> Thursday, 05 - 22

1900167 --> Thursday, 05 - 14

1900168 --> Thursday, 05 - 05

1900169 --> Thursday, 05 - 25

1900170 --> Thursday, 05 - 10

1900171 --> Thursday, 05 - 30

1900172 --> Thursday, 05 - 21

1900173 --> Thursday, 05 - 06

1900174 --> Thursday, 05 - 26

1900175 --> Thursday, 05 - 18

1900176 --> Thursday, 05 - 02

1900177 --> Thursday, 05 - 22

1900178 --> Thursday, 05 - 14

1900179 --> Thursday, 06 - 03

1900180 --> Thursday, 05 - 18

1900181 --> Thursday, 05 - 10

1900182 --> Thursday, 05 - 30

1900183 --> Thursday, 05 - 15

1900184 --> Thursday, 05 - 06

1900185 --> Thursday, 05 - 26

1900186 --> Thursday, 05 - 11

1900187 --> Thursday, 05 - 03

1900188 --> Thursday, 05 - 22

1900189 --> Thursday, 05 - 14

1900190 --> Thursday, 05 - 27

1900191 --> Thursday, 05 - 19

1900192 --> Thursday, 05 - 10

1900193 --> Thursday, 05 - 23

1900194 --> Thursday, 05 - 15

1900195 --> Thursday, 05 - 07

1900196 --> Thursday, 05 - 26

1900197 --> Thursday, 05 - 11

1900198 --> Thursday, 05 - 31

1900199 --> Thursday, 05 - 23

1900200 --> Thursday, 05 - 08

1900201 --> Thursday, 05 - 28

1900202 --> Thursday, 05 - 20

1900203 --> Thursday, 05 - 05

1900204 --> Thursday, 05 - 24

1900205 --> Thursday, 05 - 16

1900206 --> Thursday, 05 - 01

1900207 --> Thursday, 05 - 21

1900208 --> Thursday, 05 - 12

1900209 --> Thursday, 06 - 01

1900210 --> Thursday, 05 - 17

1900211 --> Thursday, 05 - 09

1900212 --> Thursday, 05 - 28

1900213 --> Thursday, 05 - 13

1900214 --> Thursday, 05 - 05

1900215 --> Thursday, 05 - 25

1900216 --> Thursday, 05 - 09

1900217 --> Thursday, 05 - 29

1900218 --> Thursday, 05 - 21

1900219 --> Thursday, 05 - 06

1900220 --> Thursday, 05 - 25

1900221 --> Thursday, 05 - 17

1900222 --> Thursday, 05 - 09

1900223 --> Thursday, 05 - 22

1900224 --> Thursday, 05 - 13

1900225 --> Thursday, 05 - 05

1900226 --> Thursday, 05 - 25

1900227 --> Thursday, 05 - 10

1900228 --> Thursday, 05 - 29

1900229 --> Thursday, 05 - 21

1900230 --> Thursday, 05 - 06

1900231 --> Thursday, 05 - 26

1900232 --> Thursday, 05 - 17

1900233 --> Thursday, 05 - 02

1900234 --> Thursday, 05 - 22

1900235 --> Thursday, 05 - 14

1900236 --> Thursday, 06 - 02

1900237 --> Thursday, 05 - 18

1900238 --> Thursday, 05 - 10

1900239 --> Thursday, 05 - 30

1900240 --> Thursday, 05 - 14

1900241 --> Thursday, 05 - 06

1900242 --> Thursday, 05 - 26

1900243 --> Thursday, 05 - 11

1900244 --> Thursday, 05 - 02

1900245 --> Thursday, 05 - 22

1900246 --> Thursday, 05 - 14

1900247 --> Thursday, 05 - 27

1900248 --> Thursday, 05 - 18

1900249 --> Thursday, 05 - 10

1900250 --> Thursday, 05 - 23

1900251 --> Thursday, 05 - 15

1900252 --> Thursday, 05 - 06

1900253 --> Thursday, 05 - 26

1900254 --> Thursday, 05 - 11

1900255 --> Thursday, 05 - 31

1900256 --> Thursday, 05 - 22

1900257 --> Thursday, 05 - 07

1900258 --> Thursday, 05 - 27

1900259 --> Thursday, 05 - 19

1900260 --> Thursday, 05 - 03

1900261 --> Thursday, 05 - 23

1900262 --> Thursday, 05 - 15

1900263 --> Thursday, 04 - 30

1900264 --> Thursday, 05 - 19

1900265 --> Thursday, 05 - 11

1900266 --> Thursday, 05 - 31

1900267 --> Thursday, 05 - 16

1900268 --> Thursday, 05 - 07

1900269 --> Thursday, 05 - 27

1900270 --> Thursday, 05 - 12

1900271 --> Thursday, 05 - 04

1900272 --> Thursday, 05 - 23

1900273 --> Thursday, 05 - 15

1900274 --> Thursday, 05 - 28

1900275 --> Thursday, 05 - 20

1900276 --> Thursday, 05 - 11

1900277 --> Thursday, 05 - 31

1900278 --> Thursday, 05 - 16

1900279 --> Thursday, 05 - 08

1900280 --> Thursday, 05 - 27

1900281 --> Thursday, 05 - 12

1900282 --> Thursday, 05 - 04

1900283 --> Thursday, 05 - 24

1900284 --> Thursday, 05 - 08

1900285 --> Thursday, 05 - 28

1900286 --> Thursday, 05 - 20

1900287 --> Thursday, 05 - 05

1900288 --> Thursday, 05 - 24

1900289 --> Thursday, 05 - 16

1900290 --> Thursday, 05 - 01

1900291 --> Thursday, 05 - 21

1900292 --> Thursday, 05 - 12

