Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5080000 through 5089999



5080000 --> Thursday, 05 - 25

5080001 --> Thursday, 05 - 10

5080002 --> Thursday, 05 - 30

5080003 --> Thursday, 05 - 22

5080004 --> Thursday, 05 - 13

5080005 --> Thursday, 05 - 26

5080006 --> Thursday, 05 - 18

5080007 --> Thursday, 05 - 10

5080008 --> Thursday, 05 - 29

5080009 --> Thursday, 05 - 14

5080010 --> Thursday, 05 - 06

5080011 --> Thursday, 05 - 19

5080012 --> Thursday, 05 - 10

5080013 --> Thursday, 05 - 30

5080014 --> Thursday, 05 - 22

5080015 --> Thursday, 05 - 07

5080016 --> Thursday, 05 - 26

5080017 --> Thursday, 05 - 18

5080018 --> Thursday, 05 - 03

5080019 --> Thursday, 05 - 23

5080020 --> Thursday, 05 - 14

5080021 --> Thursday, 06 - 03

5080022 --> Thursday, 05 - 19

5080023 --> Thursday, 05 - 11

5080024 --> Thursday, 05 - 30

5080025 --> Thursday, 05 - 15

5080026 --> Thursday, 05 - 07

5080027 --> Thursday, 05 - 27

5080028 --> Thursday, 05 - 18

5080029 --> Thursday, 05 - 03

5080030 --> Thursday, 05 - 23

5080031 --> Thursday, 05 - 08

5080032 --> Thursday, 05 - 27

5080033 --> Thursday, 05 - 19

5080034 --> Thursday, 05 - 11

5080035 --> Thursday, 05 - 24

5080036 --> Thursday, 05 - 15

5080037 --> Thursday, 05 - 07

5080038 --> Thursday, 05 - 27

5080039 --> Thursday, 05 - 12

5080040 --> Thursday, 05 - 31

5080041 --> Thursday, 05 - 23

5080042 --> Thursday, 05 - 08

5080043 --> Thursday, 05 - 28

5080044 --> Thursday, 05 - 19

5080045 --> Thursday, 05 - 04

5080046 --> Thursday, 05 - 24

5080047 --> Thursday, 05 - 16

5080048 --> Thursday, 05 - 07

5080049 --> Thursday, 05 - 20

5080050 --> Thursday, 05 - 12

5080051 --> Thursday, 06 - 01

5080052 --> Thursday, 05 - 16

5080053 --> Thursday, 05 - 08

5080054 --> Thursday, 05 - 28

5080055 --> Thursday, 05 - 13

5080056 --> Thursday, 05 - 04

5080057 --> Thursday, 05 - 24

5080058 --> Thursday, 05 - 16

5080059 --> Thursday, 05 - 29

5080060 --> Thursday, 05 - 20

5080061 --> Thursday, 05 - 12

5080062 --> Thursday, 06 - 01

5080063 --> Thursday, 05 - 17

5080064 --> Thursday, 05 - 08

5080065 --> Thursday, 05 - 28

5080066 --> Thursday, 05 - 13

5080067 --> Thursday, 05 - 05

5080068 --> Thursday, 05 - 24

5080069 --> Thursday, 05 - 09

5080070 --> Thursday, 05 - 29

5080071 --> Thursday, 05 - 21

5080072 --> Thursday, 05 - 05

5080073 --> Thursday, 05 - 25

5080074 --> Thursday, 05 - 17

5080075 --> Thursday, 05 - 02

5080076 --> Thursday, 05 - 21

5080077 --> Thursday, 05 - 13

5080078 --> Thursday, 06 - 02

5080079 --> Thursday, 05 - 18

5080080 --> Thursday, 05 - 09

5080081 --> Thursday, 05 - 29

5080082 --> Thursday, 05 - 21

5080083 --> Thursday, 05 - 06

5080084 --> Thursday, 05 - 25

5080085 --> Thursday, 05 - 17

5080086 --> Thursday, 05 - 02

5080087 --> Thursday, 05 - 22

5080088 --> Thursday, 05 - 13

5080089 --> Thursday, 06 - 02

5080090 --> Thursday, 05 - 18

5080091 --> Thursday, 05 - 10

5080092 --> Thursday, 05 - 29

5080093 --> Thursday, 05 - 14

5080094 --> Thursday, 05 - 06

5080095 --> Thursday, 05 - 26

5080096 --> Thursday, 05 - 10

5080097 --> Thursday, 05 - 30

5080098 --> Thursday, 05 - 22

