Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2800000 through 2809999



2800000 --> Thursday, 06 - 01

2800001 --> Thursday, 05 - 17

2800002 --> Thursday, 05 - 09

2800003 --> Thursday, 05 - 29

2800004 --> Thursday, 05 - 13

2800005 --> Thursday, 05 - 05

2800006 --> Thursday, 05 - 25

2800007 --> Thursday, 05 - 10

2800008 --> Thursday, 05 - 29

2800009 --> Thursday, 05 - 21

2800010 --> Thursday, 05 - 13

2800011 --> Thursday, 05 - 26

2800012 --> Thursday, 05 - 17

2800013 --> Thursday, 05 - 09

2800014 --> Thursday, 05 - 22

2800015 --> Thursday, 05 - 14

2800016 --> Thursday, 05 - 05

2800017 --> Thursday, 05 - 25

2800018 --> Thursday, 05 - 10

2800019 --> Thursday, 05 - 30

2800020 --> Thursday, 05 - 21

2800021 --> Thursday, 05 - 06

2800022 --> Thursday, 05 - 26

2800023 --> Thursday, 05 - 18

2800024 --> Thursday, 05 - 02

2800025 --> Thursday, 05 - 22

2800026 --> Thursday, 05 - 14

2800027 --> Thursday, 06 - 03

2800028 --> Thursday, 05 - 18

2800029 --> Thursday, 05 - 10

2800030 --> Thursday, 05 - 30

2800031 --> Thursday, 05 - 15

2800032 --> Thursday, 05 - 06

2800033 --> Thursday, 05 - 26

2800034 --> Thursday, 05 - 11

2800035 --> Thursday, 05 - 03

2800036 --> Thursday, 05 - 22

2800037 --> Thursday, 05 - 14

2800038 --> Thursday, 05 - 27

2800039 --> Thursday, 05 - 19

2800040 --> Thursday, 05 - 10

2800041 --> Thursday, 05 - 30

2800042 --> Thursday, 05 - 15

2800043 --> Thursday, 05 - 07

2800044 --> Thursday, 05 - 26

2800045 --> Thursday, 05 - 11

2800046 --> Thursday, 05 - 31

2800047 --> Thursday, 05 - 23

2800048 --> Thursday, 05 - 07

2800049 --> Thursday, 05 - 27

2800050 --> Thursday, 05 - 19

2800051 --> Thursday, 05 - 04

2800052 --> Thursday, 05 - 23

2800053 --> Thursday, 05 - 15

2800054 --> Thursday, 04 - 30

2800055 --> Thursday, 05 - 20

2800056 --> Thursday, 05 - 11

2800057 --> Thursday, 05 - 31

2800058 --> Thursday, 05 - 16

2800059 --> Thursday, 05 - 08

2800060 --> Thursday, 05 - 27

2800061 --> Thursday, 05 - 19

2800062 --> Thursday, 05 - 04

2800063 --> Thursday, 05 - 24

2800064 --> Thursday, 05 - 15

2800065 --> Thursday, 05 - 28

2800066 --> Thursday, 05 - 20

2800067 --> Thursday, 05 - 12

2800068 --> Thursday, 05 - 31

2800069 --> Thursday, 05 - 16

2800070 --> Thursday, 05 - 08

2800071 --> Thursday, 05 - 28

