Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4050000 through 4059999



4050000 --> Thursday, 05 - 25

4050001 --> Thursday, 05 - 17

4050002 --> Thursday, 05 - 02

4050003 --> Thursday, 05 - 22

4050004 --> Thursday, 05 - 13

4050005 --> Thursday, 06 - 02

4050006 --> Thursday, 05 - 18

4050007 --> Thursday, 05 - 10

4050008 --> Thursday, 05 - 29

4050009 --> Thursday, 05 - 14

4050010 --> Thursday, 05 - 06

4050011 --> Thursday, 05 - 26

4050012 --> Thursday, 05 - 10

4050013 --> Thursday, 05 - 30

4050014 --> Thursday, 05 - 22

4050015 --> Thursday, 05 - 07

4050016 --> Thursday, 05 - 26

4050017 --> Thursday, 05 - 18

4050018 --> Thursday, 05 - 10

4050019 --> Thursday, 05 - 23

4050020 --> Thursday, 05 - 14

4050021 --> Thursday, 05 - 06

4050022 --> Thursday, 05 - 19

4050023 --> Thursday, 05 - 11

4050024 --> Thursday, 05 - 30

4050025 --> Thursday, 05 - 22

4050026 --> Thursday, 05 - 07

4050027 --> Thursday, 05 - 27

4050028 --> Thursday, 05 - 18

4050029 --> Thursday, 05 - 03

4050030 --> Thursday, 05 - 23

4050031 --> Thursday, 05 - 15

4050032 --> Thursday, 06 - 03

4050033 --> Thursday, 05 - 19

4050034 --> Thursday, 05 - 11

4050035 --> Thursday, 05 - 31

4050036 --> Thursday, 05 - 15

4050037 --> Thursday, 05 - 07

4050038 --> Thursday, 05 - 27

4050039 --> Thursday, 05 - 12

4050040 --> Thursday, 05 - 03

4050041 --> Thursday, 05 - 23

4050042 --> Thursday, 05 - 08

4050043 --> Thursday, 05 - 28

4050044 --> Thursday, 05 - 19

4050045 --> Thursday, 05 - 11

4050046 --> Thursday, 05 - 24

4050047 --> Thursday, 05 - 16

4050048 --> Thursday, 05 - 07

4050049 --> Thursday, 05 - 27

4050050 --> Thursday, 05 - 12

4050051 --> Thursday, 06 - 01

4050052 --> Thursday, 05 - 23

4050053 --> Thursday, 05 - 08

4050054 --> Thursday, 05 - 28

4050055 --> Thursday, 05 - 20

4050056 --> Thursday, 05 - 04

4050057 --> Thursday, 05 - 24

4050058 --> Thursday, 05 - 16

4050059 --> Thursday, 05 - 01

4050060 --> Thursday, 05 - 20

4050061 --> Thursday, 05 - 12

4050062 --> Thursday, 06 - 01

4050063 --> Thursday, 05 - 17

4050064 --> Thursday, 05 - 08

4050065 --> Thursday, 05 - 28

4050066 --> Thursday, 05 - 13

4050067 --> Thursday, 05 - 05

4050068 --> Thursday, 05 - 24

4050069 --> Thursday, 05 - 16

4050070 --> Thursday, 05 - 29

4050071 --> Thursday, 05 - 21

4050072 --> Thursday, 05 - 12

4050073 --> Thursday, 06 - 01

4050074 --> Thursday, 05 - 17

4050075 --> Thursday, 05 - 09

4050076 --> Thursday, 05 - 28

4050077 --> Thursday, 05 - 13

4050078 --> Thursday, 05 - 05

4050079 --> Thursday, 05 - 25

4050080 --> Thursday, 05 - 09

4050081 --> Thursday, 05 - 29

4050082 --> Thursday, 05 - 21

4050083 --> Thursday, 05 - 06

4050084 --> Thursday, 05 - 25

4050085 --> Thursday, 05 - 17

4050086 --> Thursday, 05 - 02

4050087 --> Thursday, 05 - 22

4050088 --> Thursday, 05 - 13

4050089 --> Thursday, 06 - 02

4050090 --> Thursday, 05 - 18

4050091 --> Thursday, 05 - 10

4050092 --> Thursday, 05 - 29

4050093 --> Thursday, 05 - 21

4050094 --> Thursday, 05 - 06

4050095 --> Thursday, 05 - 26

4050096 --> Thursday, 05 - 17

4050097 --> Thursday, 05 - 02

4050098 --> Thursday, 05 - 22

4050099 --> Thursday, 05 - 14

4050100 --> Thursday, 06 - 03

4050101 --> Thursday, 05 - 19

4050102 --> Thursday, 05 - 11

4050103 --> Thursday, 05 - 31

4050104 --> Thursday, 05 - 15

4050105 --> Thursday, 05 - 07

4050106 --> Thursday, 05 - 27

4050107 --> Thursday, 05 - 12

4050108 --> Thursday, 05 - 03

4050109 --> Thursday, 05 - 23

4050110 --> Thursday, 05 - 08

4050111 --> Thursday, 05 - 28

4050112 --> Thursday, 05 - 19

4050113 --> Thursday, 05 - 11

4050114 --> Thursday, 05 - 24

4050115 --> Thursday, 05 - 16

4050116 --> Thursday, 05 - 07

4050117 --> Thursday, 05 - 20

4050118 --> Thursday, 05 - 12

4050119 --> Thursday, 06 - 01

4050120 --> Thursday, 05 - 23

4050121 --> Thursday, 05 - 08

4050122 --> Thursday, 05 - 28

4050123 --> Thursday, 05 - 20

4050124 --> Thursday, 05 - 04

4050125 --> Thursday, 05 - 24

4050126 --> Thursday, 05 - 16

4050127 --> Thursday, 05 - 01

4050128 --> Thursday, 05 - 20

4050129 --> Thursday, 05 - 12

4050130 --> Thursday, 06 - 01

4050131 --> Thursday, 05 - 17

4050132 --> Thursday, 05 - 08

4050133 --> Thursday, 05 - 28

4050134 --> Thursday, 05 - 13

4050135 --> Thursday, 05 - 05

4050136 --> Thursday, 05 - 24

4050137 --> Thursday, 05 - 09

4050138 --> Thursday, 05 - 29

4050139 --> Thursday, 05 - 21

4050140 --> Thursday, 05 - 12

4050141 --> Thursday, 05 - 25

4050142 --> Thursday, 05 - 17

4050143 --> Thursday, 05 - 09

4050144 --> Thursday, 05 - 28

4050145 --> Thursday, 05 - 13

4050146 --> Thursday, 05 - 05

4050147 --> Thursday, 05 - 25

4050148 --> Thursday, 05 - 09

4050149 --> Thursday, 05 - 29

4050150 --> Thursday, 05 - 21

4050151 --> Thursday, 05 - 06

4050152 --> Thursday, 05 - 25

4050153 --> Thursday, 05 - 17

4050154 --> Thursday, 05 - 02

4050155 --> Thursday, 05 - 22

4050156 --> Thursday, 05 - 13

4050157 --> Thursday, 06 - 02

4050158 --> Thursday, 05 - 18

4050159 --> Thursday, 05 - 10

4050160 --> Thursday, 05 - 29

4050161 --> Thursday, 05 - 14

4050162 --> Thursday, 05 - 06

4050163 --> Thursday, 05 - 26

4050164 --> Thursday, 05 - 17

4050165 --> Thursday, 05 - 02

4050166 --> Thursday, 05 - 22

