Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0940000 through 0949999



0940000 --> Thursday, 05 - 18

0940001 --> Thursday, 05 - 03

0940002 --> Thursday, 05 - 23

0940003 --> Thursday, 05 - 15

0940004 --> Thursday, 05 - 06

0940005 --> Thursday, 05 - 19

0940006 --> Thursday, 05 - 11

0940007 --> Thursday, 05 - 31

0940008 --> Thursday, 05 - 15

0940009 --> Thursday, 05 - 07

0940010 --> Thursday, 05 - 27

0940011 --> Thursday, 05 - 12

0940012 --> Thursday, 05 - 03

0940013 --> Thursday, 05 - 23

0940014 --> Thursday, 05 - 15

0940015 --> Thursday, 05 - 28

0940016 --> Thursday, 05 - 19

0940017 --> Thursday, 05 - 11

0940018 --> Thursday, 05 - 31

0940019 --> Thursday, 05 - 16

0940020 --> Thursday, 05 - 07

0940021 --> Thursday, 05 - 27

0940022 --> Thursday, 05 - 12

0940023 --> Thursday, 05 - 04

0940024 --> Thursday, 05 - 23

0940025 --> Thursday, 05 - 08

0940026 --> Thursday, 05 - 28

0940027 --> Thursday, 05 - 20

0940028 --> Thursday, 05 - 04

0940029 --> Thursday, 05 - 24

0940030 --> Thursday, 05 - 16

0940031 --> Thursday, 05 - 01

0940032 --> Thursday, 05 - 20

0940033 --> Thursday, 05 - 12

0940034 --> Thursday, 06 - 01

0940035 --> Thursday, 05 - 17

0940036 --> Thursday, 05 - 08

0940037 --> Thursday, 05 - 28

0940038 --> Thursday, 05 - 20

0940039 --> Thursday, 05 - 05

0940040 --> Thursday, 05 - 24

0940041 --> Thursday, 05 - 16

0940042 --> Thursday, 05 - 01

0940043 --> Thursday, 05 - 21

0940044 --> Thursday, 05 - 12

0940045 --> Thursday, 06 - 01

0940046 --> Thursday, 05 - 17

0940047 --> Thursday, 05 - 09

0940048 --> Thursday, 05 - 28

0940049 --> Thursday, 05 - 13

0940050 --> Thursday, 05 - 05

0940051 --> Thursday, 05 - 25

0940052 --> Thursday, 05 - 09

0940053 --> Thursday, 05 - 29

0940054 --> Thursday, 05 - 21

0940055 --> Thursday, 05 - 06

0940056 --> Thursday, 05 - 25

0940057 --> Thursday, 05 - 17

0940058 --> Thursday, 05 - 09

0940059 --> Thursday, 05 - 22

0940060 --> Thursday, 05 - 13

0940061 --> Thursday, 05 - 05

0940062 --> Thursday, 05 - 25

0940063 --> Thursday, 05 - 10

0940064 --> Thursday, 05 - 29

0940065 --> Thursday, 05 - 21

0940066 --> Thursday, 05 - 06

0940067 --> Thursday, 05 - 26

0940068 --> Thursday, 05 - 17

0940069 --> Thursday, 05 - 02

0940070 --> Thursday, 05 - 22

0940071 --> Thursday, 05 - 14

0940072 --> Thursday, 06 - 02

0940073 --> Thursday, 05 - 18

0940074 --> Thursday, 05 - 10

0940075 --> Thursday, 05 - 30

0940076 --> Thursday, 05 - 14

0940077 --> Thursday, 05 - 06

0940078 --> Thursday, 05 - 26

0940079 --> Thursday, 05 - 11

0940080 --> Thursday, 05 - 02

0940081 --> Thursday, 05 - 22

0940082 --> Thursday, 05 - 07

0940083 --> Thursday, 05 - 27

0940084 --> Thursday, 05 - 18

0940085 --> Thursday, 05 - 10

0940086 --> Thursday, 05 - 23

0940087 --> Thursday, 05 - 15

0940088 --> Thursday, 05 - 06

0940089 --> Thursday, 05 - 26

0940090 --> Thursday, 05 - 11

0940091 --> Thursday, 05 - 31

0940092 --> Thursday, 05 - 22

0940093 --> Thursday, 05 - 07

0940094 --> Thursday, 05 - 27

0940095 --> Thursday, 05 - 19

0940096 --> Thursday, 05 - 03

0940097 --> Thursday, 05 - 23

0940098 --> Thursday, 05 - 15

0940099 --> Thursday, 04 - 30

0940100 --> Thursday, 05 - 20

0940101 --> Thursday, 05 - 12

0940102 --> Thursday, 06 - 01

0940103 --> Thursday, 05 - 17

0940104 --> Thursday, 05 - 08

0940105 --> Thursday, 05 - 28

0940106 --> Thursday, 05 - 13

0940107 --> Thursday, 05 - 05

0940108 --> Thursday, 05 - 24

0940109 --> Thursday, 05 - 16

0940110 --> Thursday, 05 - 29

0940111 --> Thursday, 05 - 21

0940112 --> Thursday, 05 - 12

0940113 --> Thursday, 06 - 01

0940114 --> Thursday, 05 - 17

0940115 --> Thursday, 05 - 09

0940116 --> Thursday, 05 - 28

0940117 --> Thursday, 05 - 13

0940118 --> Thursday, 05 - 05

0940119 --> Thursday, 05 - 25

0940120 --> Thursday, 05 - 09

0940121 --> Thursday, 05 - 29

0940122 --> Thursday, 05 - 21

0940123 --> Thursday, 05 - 06

0940124 --> Thursday, 05 - 25

0940125 --> Thursday, 05 - 17

0940126 --> Thursday, 05 - 02

0940127 --> Thursday, 05 - 22

0940128 --> Thursday, 05 - 13

0940129 --> Thursday, 06 - 02

0940130 --> Thursday, 05 - 18

0940131 --> Thursday, 05 - 10

0940132 --> Thursday, 05 - 29

0940133 --> Thursday, 05 - 21

0940134 --> Thursday, 05 - 06

0940135 --> Thursday, 05 - 26

0940136 --> Thursday, 05 - 17

0940137 --> Thursday, 05 - 02

0940138 --> Thursday, 05 - 22

0940139 --> Thursday, 05 - 14

0940140 --> Thursday, 06 - 02

0940141 --> Thursday, 05 - 18

0940142 --> Thursday, 05 - 10

0940143 --> Thursday, 05 - 30

0940144 --> Thursday, 05 - 14

0940145 --> Thursday, 05 - 06

0940146 --> Thursday, 05 - 26

0940147 --> Thursday, 05 - 11

0940148 --> Thursday, 05 - 30

0940149 --> Thursday, 05 - 22

0940150 --> Thursday, 05 - 07

0940151 --> Thursday, 05 - 27

0940152 --> Thursday, 05 - 18

0940153 --> Thursday, 05 - 10

0940154 --> Thursday, 05 - 23

0940155 --> Thursday, 05 - 15

0940156 --> Thursday, 05 - 06

0940157 --> Thursday, 05 - 26

0940158 --> Thursday, 05 - 11

0940159 --> Thursday, 05 - 31

0940160 --> Thursday, 05 - 22

0940161 --> Thursday, 05 - 07

0940162 --> Thursday, 05 - 27

0940163 --> Thursday, 05 - 19

0940164 --> Thursday, 05 - 03

0940165 --> Thursday, 05 - 23

0940166 --> Thursday, 05 - 15

0940167 --> Thursday, 05 - 28

0940168 --> Thursday, 05 - 19

0940169 --> Thursday, 05 - 11

0940170 --> Thursday, 05 - 31

0940171 --> Thursday, 05 - 16

0940172 --> Thursday, 05 - 07

0940173 --> Thursday, 05 - 27

0940174 --> Thursday, 05 - 12

0940175 --> Thursday, 05 - 04

0940176 --> Thursday, 05 - 23

0940177 --> Thursday, 05 - 08

0940178 --> Thursday, 05 - 28

0940179 --> Thursday, 05 - 20

0940180 --> Thursday, 05 - 11

0940181 --> Thursday, 05 - 24

0940182 --> Thursday, 05 - 16

0940183 --> Thursday, 05 - 08

0940184 --> Thursday, 05 - 27

0940185 --> Thursday, 05 - 12

0940186 --> Thursday, 06 - 01

0940187 --> Thursday, 05 - 24

0940188 --> Thursday, 05 - 08

0940189 --> Thursday, 05 - 28

0940190 --> Thursday, 05 - 20

0940191 --> Thursday, 05 - 05

0940192 --> Thursday, 05 - 24

0940193 --> Thursday, 05 - 16

0940194 --> Thursday, 05 - 01

0940195 --> Thursday, 05 - 21

0940196 --> Thursday, 05 - 12

0940197 --> Thursday, 06 - 01

