Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0460000 through 0469999



0460000 --> Thursday, 05 - 25

0460001 --> Thursday, 05 - 17

0460002 --> Thursday, 05 - 02

0460003 --> Thursday, 05 - 22

0460004 --> Thursday, 05 - 13

0460005 --> Thursday, 06 - 02

0460006 --> Thursday, 05 - 18

0460007 --> Thursday, 05 - 10

0460008 --> Thursday, 05 - 29

0460009 --> Thursday, 05 - 14

0460010 --> Thursday, 05 - 06

0460011 --> Thursday, 05 - 26

0460012 --> Thursday, 05 - 10

0460013 --> Thursday, 05 - 30

0460014 --> Thursday, 05 - 22

0460015 --> Thursday, 05 - 07

0460016 --> Thursday, 05 - 26

0460017 --> Thursday, 05 - 18

0460018 --> Thursday, 05 - 10

0460019 --> Thursday, 05 - 23

0460020 --> Thursday, 05 - 14

0460021 --> Thursday, 05 - 06

0460022 --> Thursday, 05 - 26

0460023 --> Thursday, 05 - 11

0460024 --> Thursday, 05 - 30

0460025 --> Thursday, 05 - 22

0460026 --> Thursday, 05 - 07

0460027 --> Thursday, 05 - 27

0460028 --> Thursday, 05 - 18

0460029 --> Thursday, 05 - 03

0460030 --> Thursday, 05 - 23

0460031 --> Thursday, 05 - 15

0460032 --> Thursday, 06 - 03

0460033 --> Thursday, 05 - 19

0460034 --> Thursday, 05 - 11

0460035 --> Thursday, 05 - 31

0460036 --> Thursday, 05 - 15

0460037 --> Thursday, 05 - 07

0460038 --> Thursday, 05 - 27

0460039 --> Thursday, 05 - 12

0460040 --> Thursday, 05 - 03

0460041 --> Thursday, 05 - 23

0460042 --> Thursday, 05 - 15

0460043 --> Thursday, 05 - 28

0460044 --> Thursday, 05 - 19

0460045 --> Thursday, 05 - 11

0460046 --> Thursday, 05 - 31

0460047 --> Thursday, 05 - 16

0460048 --> Thursday, 05 - 07

0460049 --> Thursday, 05 - 27

0460050 --> Thursday, 05 - 12

0460051 --> Thursday, 06 - 01

0460052 --> Thursday, 05 - 23

0460053 --> Thursday, 05 - 08

0460054 --> Thursday, 05 - 28

0460055 --> Thursday, 05 - 20

0460056 --> Thursday, 05 - 04

0460057 --> Thursday, 05 - 24

0460058 --> Thursday, 05 - 16

0460059 --> Thursday, 05 - 01

0460060 --> Thursday, 05 - 20

0460061 --> Thursday, 05 - 12

0460062 --> Thursday, 06 - 01

0460063 --> Thursday, 05 - 17

0460064 --> Thursday, 05 - 08

0460065 --> Thursday, 05 - 28

0460066 --> Thursday, 05 - 13

0460067 --> Thursday, 05 - 05

0460068 --> Thursday, 05 - 24

0460069 --> Thursday, 05 - 16

0460070 --> Thursday, 05 - 29

0460071 --> Thursday, 05 - 21

0460072 --> Thursday, 05 - 12

0460073 --> Thursday, 06 - 01

0460074 --> Thursday, 05 - 17

0460075 --> Thursday, 05 - 09

0460076 --> Thursday, 05 - 28

0460077 --> Thursday, 05 - 13

0460078 --> Thursday, 05 - 05

0460079 --> Thursday, 05 - 25

0460080 --> Thursday, 05 - 09

0460081 --> Thursday, 05 - 29

0460082 --> Thursday, 05 - 21

0460083 --> Thursday, 05 - 06

0460084 --> Thursday, 05 - 25

0460085 --> Thursday, 05 - 17

0460086 --> Thursday, 05 - 02

0460087 --> Thursday, 05 - 22

0460088 --> Thursday, 05 - 13

0460089 --> Thursday, 06 - 02

0460090 --> Thursday, 05 - 18

0460091 --> Thursday, 05 - 10

0460092 --> Thursday, 05 - 29

0460093 --> Thursday, 05 - 21

0460094 --> Thursday, 05 - 06

0460095 --> Thursday, 05 - 26

0460096 --> Thursday, 05 - 17

0460097 --> Thursday, 05 - 02

0460098 --> Thursday, 05 - 22

0460099 --> Thursday, 05 - 14

0460100 --> Thursday, 06 - 03

0460101 --> Thursday, 05 - 19

0460102 --> Thursday, 05 - 11

0460103 --> Thursday, 05 - 31

0460104 --> Thursday, 05 - 15

0460105 --> Thursday, 05 - 07

0460106 --> Thursday, 05 - 27

0460107 --> Thursday, 05 - 12

0460108 --> Thursday, 05 - 03

0460109 --> Thursday, 05 - 23

0460110 --> Thursday, 05 - 08

0460111 --> Thursday, 05 - 28

0460112 --> Thursday, 05 - 19

0460113 --> Thursday, 05 - 11

0460114 --> Thursday, 05 - 24

0460115 --> Thursday, 05 - 16

