Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5520000 through 5529999



5520000 --> Thursday, 05 - 18

5520001 --> Thursday, 05 - 10

5520002 --> Thursday, 05 - 23

5520003 --> Thursday, 05 - 15

5520004 --> Thursday, 05 - 06

5520005 --> Thursday, 05 - 26

5520006 --> Thursday, 05 - 11

5520007 --> Thursday, 05 - 31

5520008 --> Thursday, 05 - 22

5520009 --> Thursday, 05 - 07

5520010 --> Thursday, 05 - 27

5520011 --> Thursday, 05 - 19

5520012 --> Thursday, 05 - 03

5520013 --> Thursday, 05 - 23

5520014 --> Thursday, 05 - 15

5520015 --> Thursday, 05 - 28

5520016 --> Thursday, 05 - 19

5520017 --> Thursday, 05 - 11

5520018 --> Thursday, 05 - 31

5520019 --> Thursday, 05 - 16

5520020 --> Thursday, 05 - 07

5520021 --> Thursday, 05 - 27

5520022 --> Thursday, 05 - 12

5520023 --> Thursday, 05 - 04

5520024 --> Thursday, 05 - 23

5520025 --> Thursday, 05 - 15

5520026 --> Thursday, 05 - 28

5520027 --> Thursday, 05 - 20

5520028 --> Thursday, 05 - 11

5520029 --> Thursday, 05 - 31

5520030 --> Thursday, 05 - 16

5520031 --> Thursday, 05 - 08

5520032 --> Thursday, 05 - 27

5520033 --> Thursday, 05 - 12

5520034 --> Thursday, 06 - 01

5520035 --> Thursday, 05 - 24

5520036 --> Thursday, 05 - 08

5520037 --> Thursday, 05 - 28

5520038 --> Thursday, 05 - 20

5520039 --> Thursday, 05 - 05

5520040 --> Thursday, 05 - 24

5520041 --> Thursday, 05 - 16

5520042 --> Thursday, 05 - 01

5520043 --> Thursday, 05 - 21

5520044 --> Thursday, 05 - 12

5520045 --> Thursday, 06 - 01

5520046 --> Thursday, 05 - 17

5520047 --> Thursday, 05 - 09

5520048 --> Thursday, 05 - 28

5520049 --> Thursday, 05 - 20

5520050 --> Thursday, 05 - 05

5520051 --> Thursday, 05 - 25

5520052 --> Thursday, 05 - 16

5520053 --> Thursday, 05 - 29

5520054 --> Thursday, 05 - 21

5520055 --> Thursday, 05 - 13

5520056 --> Thursday, 06 - 01

5520057 --> Thursday, 05 - 17

5520058 --> Thursday, 05 - 09

5520059 --> Thursday, 05 - 29

5520060 --> Thursday, 05 - 13

5520061 --> Thursday, 05 - 05

5520062 --> Thursday, 05 - 25

5520063 --> Thursday, 05 - 10

5520064 --> Thursday, 05 - 29

5520065 --> Thursday, 05 - 21

5520066 --> Thursday, 05 - 06

5520067 --> Thursday, 05 - 26

5520068 --> Thursday, 05 - 17

5520069 --> Thursday, 05 - 09

5520070 --> Thursday, 05 - 22

5520071 --> Thursday, 05 - 14

5520072 --> Thursday, 06 - 02

5520073 --> Thursday, 05 - 18

5520074 --> Thursday, 05 - 10

5520075 --> Thursday, 05 - 30

5520076 --> Thursday, 05 - 21

5520077 --> Thursday, 05 - 06

5520078 --> Thursday, 05 - 26

5520079 --> Thursday, 05 - 18

5520080 --> Thursday, 05 - 02

5520081 --> Thursday, 05 - 22

5520082 --> Thursday, 05 - 14

5520083 --> Thursday, 05 - 27

5520084 --> Thursday, 05 - 18

5520085 --> Thursday, 05 - 10

5520086 --> Thursday, 05 - 30

5520087 --> Thursday, 05 - 15

5520088 --> Thursday, 05 - 06

5520089 --> Thursday, 05 - 26

5520090 --> Thursday, 05 - 11

5520091 --> Thursday, 05 - 31

5520092 --> Thursday, 05 - 22

5520093 --> Thursday, 05 - 07

5520094 --> Thursday, 05 - 27

5520095 --> Thursday, 05 - 19

5520096 --> Thursday, 05 - 10

5520097 --> Thursday, 05 - 23

5520098 --> Thursday, 05 - 15

5520099 --> Thursday, 05 - 07

5520100 --> Thursday, 05 - 27

5520101 --> Thursday, 05 - 12

5520102 --> Thursday, 06 - 01

5520103 --> Thursday, 05 - 24

5520104 --> Thursday, 05 - 08

5520105 --> Thursday, 05 - 28

5520106 --> Thursday, 05 - 20

5520107 --> Thursday, 05 - 05

5520108 --> Thursday, 05 - 24

5520109 --> Thursday, 05 - 16

5520110 --> Thursday, 05 - 01

5520111 --> Thursday, 05 - 21

5520112 --> Thursday, 05 - 12

5520113 --> Thursday, 06 - 01

5520114 --> Thursday, 05 - 17

5520115 --> Thursday, 05 - 09

5520116 --> Thursday, 05 - 28

5520117 --> Thursday, 05 - 13

5520118 --> Thursday, 05 - 05

5520119 --> Thursday, 05 - 25

5520120 --> Thursday, 05 - 16

5520121 --> Thursday, 05 - 29

5520122 --> Thursday, 05 - 21

5520123 --> Thursday, 05 - 13

5520124 --> Thursday, 06 - 01

5520125 --> Thursday, 05 - 17

5520126 --> Thursday, 05 - 09

5520127 --> Thursday, 05 - 22

5520128 --> Thursday, 05 - 13

5520129 --> Thursday, 05 - 05

5520130 --> Thursday, 05 - 25

5520131 --> Thursday, 05 - 10

5520132 --> Thursday, 05 - 29

5520133 --> Thursday, 05 - 21

5520134 --> Thursday, 05 - 06

5520135 --> Thursday, 05 - 26

5520136 --> Thursday, 05 - 17

5520137 --> Thursday, 05 - 02

5520138 --> Thursday, 05 - 22

5520139 --> Thursday, 05 - 14

5520140 --> Thursday, 06 - 02

5520141 --> Thursday, 05 - 18

5520142 --> Thursday, 05 - 10

5520143 --> Thursday, 05 - 30

5520144 --> Thursday, 05 - 21

5520145 --> Thursday, 05 - 06

5520146 --> Thursday, 05 - 26

5520147 --> Thursday, 05 - 11

5520148 --> Thursday, 05 - 02

5520149 --> Thursday, 05 - 22

5520150 --> Thursday, 05 - 14

5520151 --> Thursday, 05 - 27

5520152 --> Thursday, 05 - 18

5520153 --> Thursday, 05 - 10

5520154 --> Thursday, 05 - 30

5520155 --> Thursday, 05 - 15

5520156 --> Thursday, 05 - 06

5520157 --> Thursday, 05 - 26

5520158 --> Thursday, 05 - 11

5520159 --> Thursday, 05 - 31

5520160 --> Thursday, 05 - 22

5520161 --> Thursday, 05 - 07

5520162 --> Thursday, 05 - 27

5520163 --> Thursday, 05 - 19

5520164 --> Thursday, 05 - 10

5520165 --> Thursday, 05 - 23

5520166 --> Thursday, 05 - 15

5520167 --> Thursday, 04 - 30

5520168 --> Thursday, 05 - 19

5520169 --> Thursday, 05 - 11

5520170 --> Thursday, 05 - 31

5520171 --> Thursday, 05 - 16

5520172 --> Thursday, 05 - 07

5520173 --> Thursday, 05 - 27

5520174 --> Thursday, 05 - 19

5520175 --> Thursday, 05 - 04

5520176 --> Thursday, 05 - 23

5520177 --> Thursday, 05 - 15

5520178 --> Thursday, 05 - 28

5520179 --> Thursday, 05 - 20

5520180 --> Thursday, 05 - 11

5520181 --> Thursday, 05 - 31

5520182 --> Thursday, 05 - 16

5520183 --> Thursday, 05 - 08

5520184 --> Thursday, 05 - 27

5520185 --> Thursday, 05 - 12

5520186 --> Thursday, 05 - 04

5520187 --> Thursday, 05 - 24

5520188 --> Thursday, 05 - 08

5520189 --> Thursday, 05 - 28

5520190 --> Thursday, 05 - 20

5520191 --> Thursday, 05 - 05

5520192 --> Thursday, 05 - 24

5520193 --> Thursday, 05 - 16

5520194 --> Thursday, 05 - 08

5520195 --> Thursday, 05 - 21

5520196 --> Thursday, 05 - 12

5520197 --> Thursday, 06 - 01

5520198 --> Thursday, 05 - 24

5520199 --> Thursday, 05 - 09

5520200 --> Thursday, 05 - 29

5520201 --> Thursday, 05 - 21

5520202 --> Thursday, 05 - 06

5520203 --> Thursday, 05 - 26

5520204 --> Thursday, 05 - 17

5520205 --> Thursday, 05 - 02

5520206 --> Thursday, 05 - 22

5520207 --> Thursday, 05 - 14

5520208 --> Thursday, 06 - 02

5520209 --> Thursday, 05 - 18

5520210 --> Thursday, 05 - 10

5520211 --> Thursday, 05 - 30

5520212 --> Thursday, 05 - 14

5520213 --> Thursday, 05 - 06

5520214 --> Thursday, 05 - 26

5520215 --> Thursday, 05 - 11

5520216 --> Thursday, 05 - 30

5520217 --> Thursday, 05 - 22

5520218 --> Thursday, 05 - 07

5520219 --> Thursday, 05 - 27

5520220 --> Thursday, 05 - 18

5520221 --> Thursday, 05 - 10

5520222 --> Thursday, 05 - 23

5520223 --> Thursday, 05 - 15

5520224 --> Thursday, 05 - 06

5520225 --> Thursday, 05 - 19

5520226 --> Thursday, 05 - 11

5520227 --> Thursday, 05 - 31

5520228 --> Thursday, 05 - 22

5520229 --> Thursday, 05 - 07

5520230 --> Thursday, 05 - 27

5520231 --> Thursday, 05 - 19

5520232 --> Thursday, 05 - 03

5520233 --> Thursday, 05 - 23

5520234 --> Thursday, 05 - 15

5520235 --> Thursday, 05 - 28

5520236 --> Thursday, 05 - 19

5520237 --> Thursday, 05 - 11

5520238 --> Thursday, 05 - 31

5520239 --> Thursday, 05 - 16

5520240 --> Thursday, 05 - 07

5520241 --> Thursday, 05 - 27

5520242 --> Thursday, 05 - 12

5520243 --> Thursday, 05 - 04

5520244 --> Thursday, 05 - 23

5520245 --> Thursday, 05 - 08

5520246 --> Thursday, 05 - 28

5520247 --> Thursday, 05 - 20

5520248 --> Thursday, 05 - 11

5520249 --> Thursday, 05 - 24

5520250 --> Thursday, 05 - 16

5520251 --> Thursday, 05 - 08

5520252 --> Thursday, 05 - 27

5520253 --> Thursday, 05 - 12

5520254 --> Thursday, 06 - 01

5520255 --> Thursday, 05 - 24

5520256 --> Thursday, 05 - 08

5520257 --> Thursday, 05 - 28

5520258 --> Thursday, 05 - 20

5520259 --> Thursday, 05 - 05

5520260 --> Thursday, 05 - 24

5520261 --> Thursday, 05 - 16

5520262 --> Thursday, 05 - 01

5520263 --> Thursday, 05 - 21

5520264 --> Thursday, 05 - 12

5520265 --> Thursday, 06 - 01

5520266 --> Thursday, 05 - 17

5520267 --> Thursday, 05 - 09

5520268 --> Thursday, 05 - 28

5520269 --> Thursday, 05 - 13

5520270 --> Thursday, 05 - 05

5520271 --> Thursday, 05 - 25

5520272 --> Thursday, 05 - 16

5520273 --> Thursday, 05 - 29

5520274 --> Thursday, 05 - 21

5520275 --> Thursday, 05 - 13

5520276 --> Thursday, 06 - 01

5520277 --> Thursday, 05 - 17

5520278 --> Thursday, 05 - 09

5520279 --> Thursday, 05 - 22

5520280 --> Thursday, 05 - 13

5520281 --> Thursday, 05 - 05

5520282 --> Thursday, 05 - 25

5520283 --> Thursday, 05 - 10

5520284 --> Thursday, 05 - 29

5520285 --> Thursday, 05 - 21

5520286 --> Thursday, 05 - 06

5520287 --> Thursday, 05 - 26

5520288 --> Thursday, 05 - 17

5520289 --> Thursday, 05 - 02

5520290 --> Thursday, 05 - 22

5520291 --> Thursday, 05 - 14

5520292 --> Thursday, 06 - 02

5520293 --> Thursday, 05 - 18

5520294 --> Thursday, 05 - 10

5520295 --> Thursday, 05 - 30

5520296 --> Thursday, 05 - 21

5520297 --> Thursday, 05 - 06

5520298 --> Thursday, 05 - 26

5520299 --> Thursday, 05 - 11

5520300 --> Thursday, 05 - 03

5520301 --> Thursday, 05 - 23

5520302 --> Thursday, 05 - 15

5520303 --> Thursday, 05 - 28

5520304 --> Thursday, 05 - 19

5520305 --> Thursday, 05 - 11

5520306 --> Thursday, 05 - 31

5520307 --> Thursday, 05 - 16

5520308 --> Thursday, 05 - 07

5520309 --> Thursday, 05 - 27

5520310 --> Thursday, 05 - 12

5520311 --> Thursday, 05 - 04

5520312 --> Thursday, 05 - 23

5520313 --> Thursday, 05 - 08

5520314 --> Thursday, 05 - 28

5520315 --> Thursday, 05 - 20

5520316 --> Thursday, 05 - 11

5520317 --> Thursday, 05 - 24

5520318 --> Thursday, 05 - 16

5520319 --> Thursday, 05 - 01

5520320 --> Thursday, 05 - 20

5520321 --> Thursday, 05 - 12

5520322 --> Thursday, 06 - 01

5520323 --> Thursday, 05 - 17

5520324 --> Thursday, 05 - 08

5520325 --> Thursday, 05 - 28

5520326 --> Thursday, 05 - 20

5520327 --> Thursday, 05 - 05

5520328 --> Thursday, 05 - 24

5520329 --> Thursday, 05 - 16

5520330 --> Thursday, 05 - 01

5520331 --> Thursday, 05 - 21

5520332 --> Thursday, 05 - 12

5520333 --> Thursday, 06 - 01

5520334 --> Thursday, 05 - 17

5520335 --> Thursday, 05 - 09

5520336 --> Thursday, 05 - 28

5520337 --> Thursday, 05 - 13

5520338 --> Thursday, 05 - 05

5520339 --> Thursday, 05 - 25

5520340 --> Thursday, 05 - 09

5520341 --> Thursday, 05 - 29

5520342 --> Thursday, 05 - 21

5520343 --> Thursday, 05 - 06

5520344 --> Thursday, 05 - 25

5520345 --> Thursday, 05 - 17

5520346 --> Thursday, 05 - 09

5520347 --> Thursday, 05 - 22

5520348 --> Thursday, 05 - 13

5520349 --> Thursday, 05 - 05

5520350 --> Thursday, 05 - 25

5520351 --> Thursday, 05 - 10

5520352 --> Thursday, 05 - 29

5520353 --> Thursday, 05 - 21

5520354 --> Thursday, 05 - 06

5520355 --> Thursday, 05 - 26

5520356 --> Thursday, 05 - 17

5520357 --> Thursday, 05 - 02

5520358 --> Thursday, 05 - 22

5520359 --> Thursday, 05 - 14

5520360 --> Thursday, 06 - 02

5520361 --> Thursday, 05 - 18

5520362 --> Thursday, 05 - 10

5520363 --> Thursday, 05 - 30

5520364 --> Thursday, 05 - 14

5520365 --> Thursday, 05 - 06

5520366 --> Thursday, 05 - 26

5520367 --> Thursday, 05 - 11

5520368 --> Thursday, 05 - 02

5520369 --> Thursday, 05 - 22

5520370 --> Thursday, 05 - 14

5520371 --> Thursday, 05 - 27

5520372 --> Thursday, 05 - 18

5520373 --> Thursday, 05 - 10

5520374 --> Thursday, 05 - 23

5520375 --> Thursday, 05 - 15

5520376 --> Thursday, 05 - 06

5520377 --> Thursday, 05 - 26

5520378 --> Thursday, 05 - 11

5520379 --> Thursday, 05 - 31

5520380 --> Thursday, 05 - 22

5520381 --> Thursday, 05 - 07

5520382 --> Thursday, 05 - 27

5520383 --> Thursday, 05 - 19

5520384 --> Thursday, 05 - 03

5520385 --> Thursday, 05 - 23

5520386 --> Thursday, 05 - 15

5520387 --> Thursday, 04 - 30

5520388 --> Thursday, 05 - 19

5520389 --> Thursday, 05 - 11

5520390 --> Thursday, 05 - 31

5520391 --> Thursday, 05 - 16

5520392 --> Thursday, 05 - 07

5520393 --> Thursday, 05 - 27

5520394 --> Thursday, 05 - 12

5520395 --> Thursday, 05 - 04

5520396 --> Thursday, 05 - 23

5520397 --> Thursday, 05 - 15

5520398 --> Thursday, 05 - 28

5520399 --> Thursday, 05 - 20

