Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1830000 through 1839999



1830000 --> Thursday, 05 - 11

1830001 --> Thursday, 05 - 31

1830002 --> Thursday, 05 - 23

1830003 --> Thursday, 05 - 08

1830004 --> Thursday, 05 - 27

1830005 --> Thursday, 05 - 19

1830006 --> Thursday, 05 - 04

1830007 --> Thursday, 05 - 24

1830008 --> Thursday, 05 - 15

1830009 --> Thursday, 05 - 28

1830010 --> Thursday, 05 - 20

1830011 --> Thursday, 05 - 12

1830012 --> Thursday, 05 - 31

1830013 --> Thursday, 05 - 16

1830014 --> Thursday, 05 - 08

1830015 --> Thursday, 05 - 28

1830016 --> Thursday, 05 - 12

1830017 --> Thursday, 05 - 04

1830018 --> Thursday, 05 - 24

1830019 --> Thursday, 05 - 09

1830020 --> Thursday, 05 - 28

1830021 --> Thursday, 05 - 20

1830022 --> Thursday, 05 - 12

1830023 --> Thursday, 05 - 25

1830024 --> Thursday, 05 - 16

1830025 --> Thursday, 05 - 08

1830026 --> Thursday, 05 - 21

1830027 --> Thursday, 05 - 13

1830028 --> Thursday, 06 - 01

1830029 --> Thursday, 05 - 24

1830030 --> Thursday, 05 - 09

1830031 --> Thursday, 05 - 29

1830032 --> Thursday, 05 - 20

1830033 --> Thursday, 05 - 05

1830034 --> Thursday, 05 - 25

1830035 --> Thursday, 05 - 17

1830036 --> Thursday, 05 - 01

1830037 --> Thursday, 05 - 21

1830038 --> Thursday, 05 - 13

1830039 --> Thursday, 06 - 02

1830040 --> Thursday, 05 - 17

1830041 --> Thursday, 05 - 09

1830042 --> Thursday, 05 - 29

1830043 --> Thursday, 05 - 14

1830044 --> Thursday, 05 - 05

1830045 --> Thursday, 05 - 25

1830046 --> Thursday, 05 - 10

1830047 --> Thursday, 05 - 30

1830048 --> Thursday, 05 - 21

1830049 --> Thursday, 05 - 13

1830050 --> Thursday, 05 - 26

1830051 --> Thursday, 05 - 18

1830052 --> Thursday, 05 - 09

1830053 --> Thursday, 05 - 29

1830054 --> Thursday, 05 - 14

1830055 --> Thursday, 05 - 06

1830056 --> Thursday, 05 - 25

1830057 --> Thursday, 05 - 10

1830058 --> Thursday, 05 - 30

1830059 --> Thursday, 05 - 22

1830060 --> Thursday, 05 - 06

1830061 --> Thursday, 05 - 26

1830062 --> Thursday, 05 - 18

1830063 --> Thursday, 05 - 03

1830064 --> Thursday, 05 - 22

1830065 --> Thursday, 05 - 14

1830066 --> Thursday, 06 - 03

1830067 --> Thursday, 05 - 19

1830068 --> Thursday, 05 - 10

1830069 --> Thursday, 05 - 30

1830070 --> Thursday, 05 - 15

