Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0350000 through 0359999



0350000 --> Thursday, 05 - 11

0350001 --> Thursday, 05 - 31

0350002 --> Thursday, 05 - 23

0350003 --> Thursday, 05 - 08

0350004 --> Thursday, 05 - 27

0350005 --> Thursday, 05 - 19

0350006 --> Thursday, 05 - 04

0350007 --> Thursday, 05 - 24

0350008 --> Thursday, 05 - 15

0350009 --> Thursday, 04 - 30

0350010 --> Thursday, 05 - 20

0350011 --> Thursday, 05 - 12

0350012 --> Thursday, 05 - 31

0350013 --> Thursday, 05 - 16

0350014 --> Thursday, 05 - 08

0350015 --> Thursday, 05 - 28

0350016 --> Thursday, 05 - 19

0350017 --> Thursday, 05 - 04

0350018 --> Thursday, 05 - 24

0350019 --> Thursday, 05 - 09

0350020 --> Thursday, 05 - 28

0350021 --> Thursday, 05 - 20

0350022 --> Thursday, 05 - 12

0350023 --> Thursday, 05 - 25

0350024 --> Thursday, 05 - 16

0350025 --> Thursday, 05 - 08

0350026 --> Thursday, 05 - 28

0350027 --> Thursday, 05 - 13

0350028 --> Thursday, 05 - 04

0350029 --> Thursday, 05 - 24

0350030 --> Thursday, 05 - 09

0350031 --> Thursday, 05 - 29

0350032 --> Thursday, 05 - 20

0350033 --> Thursday, 05 - 05

0350034 --> Thursday, 05 - 25

0350035 --> Thursday, 05 - 17

0350036 --> Thursday, 05 - 08

0350037 --> Thursday, 05 - 21

0350038 --> Thursday, 05 - 13

0350039 --> Thursday, 06 - 02

0350040 --> Thursday, 05 - 17

0350041 --> Thursday, 05 - 09

0350042 --> Thursday, 05 - 29

0350043 --> Thursday, 05 - 14

0350044 --> Thursday, 05 - 05

0350045 --> Thursday, 05 - 25

0350046 --> Thursday, 05 - 17

0350047 --> Thursday, 05 - 02

0350048 --> Thursday, 05 - 21

0350049 --> Thursday, 05 - 13

0350050 --> Thursday, 06 - 02

0350051 --> Thursday, 05 - 18

0350052 --> Thursday, 05 - 09

0350053 --> Thursday, 05 - 29

0350054 --> Thursday, 05 - 14

