Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4650000 through 4659999



4650000 --> Thursday, 05 - 04

4650001 --> Thursday, 05 - 24

4650002 --> Thursday, 05 - 16

4650003 --> Thursday, 05 - 01

4650004 --> Thursday, 05 - 20

4650005 --> Thursday, 05 - 12

4650006 --> Thursday, 06 - 01

4650007 --> Thursday, 05 - 17

4650008 --> Thursday, 05 - 08

4650009 --> Thursday, 05 - 28

4650010 --> Thursday, 05 - 13

4650011 --> Thursday, 05 - 05

4650012 --> Thursday, 05 - 24

4650013 --> Thursday, 05 - 16

4650014 --> Thursday, 05 - 29

4650015 --> Thursday, 05 - 21

4650016 --> Thursday, 05 - 12

4650017 --> Thursday, 06 - 01

4650018 --> Thursday, 05 - 17

4650019 --> Thursday, 05 - 09

4650020 --> Thursday, 05 - 28

4650021 --> Thursday, 05 - 13

4650022 --> Thursday, 05 - 05

4650023 --> Thursday, 05 - 25

4650024 --> Thursday, 05 - 09

4650025 --> Thursday, 05 - 29

4650026 --> Thursday, 05 - 21

4650027 --> Thursday, 05 - 06

4650028 --> Thursday, 05 - 25

4650029 --> Thursday, 05 - 17

4650030 --> Thursday, 05 - 02

4650031 --> Thursday, 05 - 22

4650032 --> Thursday, 05 - 13

4650033 --> Thursday, 06 - 02

4650034 --> Thursday, 05 - 18

4650035 --> Thursday, 05 - 10

4650036 --> Thursday, 05 - 29

4650037 --> Thursday, 05 - 21

4650038 --> Thursday, 05 - 06

4650039 --> Thursday, 05 - 26

4650040 --> Thursday, 05 - 17

4650041 --> Thursday, 05 - 02

4650042 --> Thursday, 05 - 22

4650043 --> Thursday, 05 - 14

4650044 --> Thursday, 06 - 02

4650045 --> Thursday, 05 - 18

4650046 --> Thursday, 05 - 10

4650047 --> Thursday, 05 - 30

4650048 --> Thursday, 05 - 14

4650049 --> Thursday, 05 - 06

4650050 --> Thursday, 05 - 26

4650051 --> Thursday, 05 - 11

4650052 --> Thursday, 05 - 30

4650053 --> Thursday, 05 - 22

4650054 --> Thursday, 05 - 07

4650055 --> Thursday, 05 - 27

4650056 --> Thursday, 05 - 18

4650057 --> Thursday, 05 - 10

4650058 --> Thursday, 05 - 23

4650059 --> Thursday, 05 - 15

4650060 --> Thursday, 05 - 06

4650061 --> Thursday, 05 - 19

4650062 --> Thursday, 05 - 11

4650063 --> Thursday, 05 - 31

4650064 --> Thursday, 05 - 22

4650065 --> Thursday, 05 - 07

4650066 --> Thursday, 05 - 27

4650067 --> Thursday, 05 - 19

4650068 --> Thursday, 05 - 03

4650069 --> Thursday, 05 - 23

4650070 --> Thursday, 05 - 15

4650071 --> Thursday, 05 - 28

4650072 --> Thursday, 05 - 19

4650073 --> Thursday, 05 - 11

4650074 --> Thursday, 05 - 31

4650075 --> Thursday, 05 - 16

4650076 --> Thursday, 05 - 07

4650077 --> Thursday, 05 - 27

4650078 --> Thursday, 05 - 12

4650079 --> Thursday, 05 - 04

4650080 --> Thursday, 05 - 23

4650081 --> Thursday, 05 - 08

4650082 --> Thursday, 05 - 28

4650083 --> Thursday, 05 - 20

4650084 --> Thursday, 05 - 11

4650085 --> Thursday, 05 - 24

4650086 --> Thursday, 05 - 16

4650087 --> Thursday, 05 - 08

4650088 --> Thursday, 05 - 27

4650089 --> Thursday, 05 - 12

4650090 --> Thursday, 06 - 01

4650091 --> Thursday, 05 - 24

4650092 --> Thursday, 05 - 08

4650093 --> Thursday, 05 - 28

4650094 --> Thursday, 05 - 20

4650095 --> Thursday, 05 - 05

4650096 --> Thursday, 05 - 24

4650097 --> Thursday, 05 - 16

4650098 --> Thursday, 05 - 01

4650099 --> Thursday, 05 - 21

4650100 --> Thursday, 05 - 13

4650101 --> Thursday, 06 - 02

4650102 --> Thursday, 05 - 18

4650103 --> Thursday, 05 - 10

4650104 --> Thursday, 05 - 29

4650105 --> Thursday, 05 - 14

4650106 --> Thursday, 05 - 06

4650107 --> Thursday, 05 - 26

4650108 --> Thursday, 05 - 17

4650109 --> Thursday, 05 - 02

4650110 --> Thursday, 05 - 22

4650111 --> Thursday, 05 - 14

4650112 --> Thursday, 06 - 02

4650113 --> Thursday, 05 - 18

4650114 --> Thursday, 05 - 10

4650115 --> Thursday, 05 - 30

4650116 --> Thursday, 05 - 14

4650117 --> Thursday, 05 - 06

4650118 --> Thursday, 05 - 26

4650119 --> Thursday, 05 - 11

4650120 --> Thursday, 05 - 30

4650121 --> Thursday, 05 - 22

4650122 --> Thursday, 05 - 07

4650123 --> Thursday, 05 - 27

4650124 --> Thursday, 05 - 18

4650125 --> Thursday, 05 - 03

4650126 --> Thursday, 05 - 23

4650127 --> Thursday, 05 - 15

4650128 --> Thursday, 05 - 06

4650129 --> Thursday, 05 - 19

4650130 --> Thursday, 05 - 11

4650131 --> Thursday, 05 - 31

4650132 --> Thursday, 05 - 22

4650133 --> Thursday, 05 - 07

4650134 --> Thursday, 05 - 27

4650135 --> Thursday, 05 - 19

4650136 --> Thursday, 05 - 03

4650137 --> Thursday, 05 - 23

4650138 --> Thursday, 05 - 15

4650139 --> Thursday, 05 - 28

4650140 --> Thursday, 05 - 19

4650141 --> Thursday, 05 - 11

4650142 --> Thursday, 05 - 31

4650143 --> Thursday, 05 - 16

4650144 --> Thursday, 05 - 07

4650145 --> Thursday, 05 - 27

4650146 --> Thursday, 05 - 12

4650147 --> Thursday, 05 - 04

4650148 --> Thursday, 05 - 23

4650149 --> Thursday, 05 - 08

4650150 --> Thursday, 05 - 28

4650151 --> Thursday, 05 - 20

4650152 --> Thursday, 05 - 11

4650153 --> Thursday, 05 - 24

4650154 --> Thursday, 05 - 16

4650155 --> Thursday, 05 - 01

4650156 --> Thursday, 05 - 20

4650157 --> Thursday, 05 - 12

4650158 --> Thursday, 06 - 01

4650159 --> Thursday, 05 - 17

4650160 --> Thursday, 05 - 08

4650161 --> Thursday, 05 - 28

4650162 --> Thursday, 05 - 20

4650163 --> Thursday, 05 - 05

4650164 --> Thursday, 05 - 24

4650165 --> Thursday, 05 - 16

4650166 --> Thursday, 05 - 01

4650167 --> Thursday, 05 - 21

4650168 --> Thursday, 05 - 12

4650169 --> Thursday, 06 - 01

4650170 --> Thursday, 05 - 17

4650171 --> Thursday, 05 - 09

4650172 --> Thursday, 05 - 28

4650173 --> Thursday, 05 - 13

4650174 --> Thursday, 05 - 05

4650175 --> Thursday, 05 - 25

4650176 --> Thursday, 05 - 09

4650177 --> Thursday, 05 - 29

4650178 --> Thursday, 05 - 21

4650179 --> Thursday, 05 - 06

4650180 --> Thursday, 05 - 25

4650181 --> Thursday, 05 - 17

4650182 --> Thursday, 05 - 09

4650183 --> Thursday, 05 - 22

4650184 --> Thursday, 05 - 13

4650185 --> Thursday, 05 - 05

4650186 --> Thursday, 05 - 25

4650187 --> Thursday, 05 - 10

4650188 --> Thursday, 05 - 29

4650189 --> Thursday, 05 - 21

4650190 --> Thursday, 05 - 06

4650191 --> Thursday, 05 - 26

4650192 --> Thursday, 05 - 17

4650193 --> Thursday, 05 - 02

4650194 --> Thursday, 05 - 22

4650195 --> Thursday, 05 - 14

4650196 --> Thursday, 06 - 02

4650197 --> Thursday, 05 - 18

4650198 --> Thursday, 05 - 10

4650199 --> Thursday, 05 - 30

4650200 --> Thursday, 05 - 15

4650201 --> Thursday, 05 - 07

4650202 --> Thursday, 05 - 27

4650203 --> Thursday, 05 - 12

4650204 --> Thursday, 05 - 03

4650205 --> Thursday, 05 - 23

4650206 --> Thursday, 05 - 08

4650207 --> Thursday, 05 - 28

4650208 --> Thursday, 05 - 19

4650209 --> Thursday, 05 - 11

4650210 --> Thursday, 05 - 24

4650211 --> Thursday, 05 - 16

4650212 --> Thursday, 05 - 07

4650213 --> Thursday, 05 - 20

4650214 --> Thursday, 05 - 12

4650215 --> Thursday, 06 - 01

4650216 --> Thursday, 05 - 23

4650217 --> Thursday, 05 - 08

4650218 --> Thursday, 05 - 28

4650219 --> Thursday, 05 - 20

4650220 --> Thursday, 05 - 04

4650221 --> Thursday, 05 - 24

4650222 --> Thursday, 05 - 16

4650223 --> Thursday, 05 - 01

4650224 --> Thursday, 05 - 20

4650225 --> Thursday, 05 - 12

4650226 --> Thursday, 06 - 01

4650227 --> Thursday, 05 - 17

4650228 --> Thursday, 05 - 08

4650229 --> Thursday, 05 - 28

4650230 --> Thursday, 05 - 13

4650231 --> Thursday, 05 - 05

4650232 --> Thursday, 05 - 24

4650233 --> Thursday, 05 - 09

4650234 --> Thursday, 05 - 29

4650235 --> Thursday, 05 - 21

4650236 --> Thursday, 05 - 12

4650237 --> Thursday, 05 - 25

4650238 --> Thursday, 05 - 17

4650239 --> Thursday, 05 - 09

4650240 --> Thursday, 05 - 28

4650241 --> Thursday, 05 - 13

4650242 --> Thursday, 05 - 05

4650243 --> Thursday, 05 - 25

4650244 --> Thursday, 05 - 09

4650245 --> Thursday, 05 - 29

4650246 --> Thursday, 05 - 21

4650247 --> Thursday, 05 - 06

4650248 --> Thursday, 05 - 25

4650249 --> Thursday, 05 - 17

4650250 --> Thursday, 05 - 02

4650251 --> Thursday, 05 - 22

4650252 --> Thursday, 05 - 13

4650253 --> Thursday, 06 - 02

4650254 --> Thursday, 05 - 18

4650255 --> Thursday, 05 - 10

4650256 --> Thursday, 05 - 29

4650257 --> Thursday, 05 - 14

4650258 --> Thursday, 05 - 06

4650259 --> Thursday, 05 - 26

4650260 --> Thursday, 05 - 17

4650261 --> Thursday, 05 - 02

4650262 --> Thursday, 05 - 22

4650263 --> Thursday, 05 - 14

4650264 --> Thursday, 06 - 02

4650265 --> Thursday, 05 - 18

4650266 --> Thursday, 05 - 10

4650267 --> Thursday, 05 - 30

4650268 --> Thursday, 05 - 14

4650269 --> Thursday, 05 - 06

4650270 --> Thursday, 05 - 26

4650271 --> Thursday, 05 - 11

4650272 --> Thursday, 05 - 30

4650273 --> Thursday, 05 - 22

4650274 --> Thursday, 05 - 07

4650275 --> Thursday, 05 - 27

4650276 --> Thursday, 05 - 18

4650277 --> Thursday, 05 - 03

4650278 --> Thursday, 05 - 23

4650279 --> Thursday, 05 - 15

4650280 --> Thursday, 05 - 06

4650281 --> Thursday, 05 - 19

4650282 --> Thursday, 05 - 11

4650283 --> Thursday, 05 - 31

4650284 --> Thursday, 05 - 22

4650285 --> Thursday, 05 - 07

4650286 --> Thursday, 05 - 27

4650287 --> Thursday, 05 - 19

4650288 --> Thursday, 05 - 03

4650289 --> Thursday, 05 - 23

4650290 --> Thursday, 05 - 15

4650291 --> Thursday, 05 - 28

4650292 --> Thursday, 05 - 19

4650293 --> Thursday, 05 - 11

4650294 --> Thursday, 05 - 31

4650295 --> Thursday, 05 - 16

4650296 --> Thursday, 05 - 07

4650297 --> Thursday, 05 - 27

4650298 --> Thursday, 05 - 12

4650299 --> Thursday, 05 - 04

4650300 --> Thursday, 05 - 24

4650301 --> Thursday, 05 - 09

4650302 --> Thursday, 05 - 29

4650303 --> Thursday, 05 - 21

4650304 --> Thursday, 05 - 12

4650305 --> Thursday, 05 - 25

4650306 --> Thursday, 05 - 17

4650307 --> Thursday, 05 - 02

4650308 --> Thursday, 05 - 21

4650309 --> Thursday, 05 - 13

4650310 --> Thursday, 06 - 02

4650311 --> Thursday, 05 - 18

4650312 --> Thursday, 05 - 09

4650313 --> Thursday, 05 - 29

4650314 --> Thursday, 05 - 21

4650315 --> Thursday, 05 - 06

4650316 --> Thursday, 05 - 25

4650317 --> Thursday, 05 - 17

4650318 --> Thursday, 05 - 02

4650319 --> Thursday, 05 - 22

4650320 --> Thursday, 05 - 13

4650321 --> Thursday, 06 - 02

4650322 --> Thursday, 05 - 18

4650323 --> Thursday, 05 - 10

4650324 --> Thursday, 05 - 29

4650325 --> Thursday, 05 - 14

4650326 --> Thursday, 05 - 06

4650327 --> Thursday, 05 - 26

4650328 --> Thursday, 05 - 10

4650329 --> Thursday, 05 - 30

4650330 --> Thursday, 05 - 22

4650331 --> Thursday, 05 - 07

4650332 --> Thursday, 05 - 26

4650333 --> Thursday, 05 - 18

4650334 --> Thursday, 05 - 10

4650335 --> Thursday, 05 - 23

4650336 --> Thursday, 05 - 14

4650337 --> Thursday, 05 - 06

4650338 --> Thursday, 05 - 26

4650339 --> Thursday, 05 - 11

4650340 --> Thursday, 05 - 30

4650341 --> Thursday, 05 - 22

4650342 --> Thursday, 05 - 07

4650343 --> Thursday, 05 - 27

4650344 --> Thursday, 05 - 18

4650345 --> Thursday, 05 - 03

4650346 --> Thursday, 05 - 23

4650347 --> Thursday, 05 - 15

4650348 --> Thursday, 06 - 03

4650349 --> Thursday, 05 - 19

4650350 --> Thursday, 05 - 11

4650351 --> Thursday, 05 - 31

4650352 --> Thursday, 05 - 15

4650353 --> Thursday, 05 - 07

4650354 --> Thursday, 05 - 27

4650355 --> Thursday, 05 - 12

4650356 --> Thursday, 05 - 03

4650357 --> Thursday, 05 - 23

4650358 --> Thursday, 05 - 15

4650359 --> Thursday, 05 - 28

4650360 --> Thursday, 05 - 19

4650361 --> Thursday, 05 - 11

4650362 --> Thursday, 05 - 31

4650363 --> Thursday, 05 - 16

4650364 --> Thursday, 05 - 07

4650365 --> Thursday, 05 - 27

4650366 --> Thursday, 05 - 12

4650367 --> Thursday, 06 - 01

4650368 --> Thursday, 05 - 23

4650369 --> Thursday, 05 - 08

4650370 --> Thursday, 05 - 28

4650371 --> Thursday, 05 - 20

4650372 --> Thursday, 05 - 04

4650373 --> Thursday, 05 - 24

4650374 --> Thursday, 05 - 16

4650375 --> Thursday, 05 - 01

4650376 --> Thursday, 05 - 20

4650377 --> Thursday, 05 - 12

4650378 --> Thursday, 06 - 01

4650379 --> Thursday, 05 - 17

4650380 --> Thursday, 05 - 08

4650381 --> Thursday, 05 - 28

4650382 --> Thursday, 05 - 20

4650383 --> Thursday, 05 - 05

4650384 --> Thursday, 05 - 24

4650385 --> Thursday, 05 - 16

4650386 --> Thursday, 05 - 29

4650387 --> Thursday, 05 - 21

4650388 --> Thursday, 05 - 12

4650389 --> Thursday, 06 - 01

4650390 --> Thursday, 05 - 17

4650391 --> Thursday, 05 - 09

4650392 --> Thursday, 05 - 28

4650393 --> Thursday, 05 - 13

4650394 --> Thursday, 05 - 05

4650395 --> Thursday, 05 - 25

4650396 --> Thursday, 05 - 09

4650397 --> Thursday, 05 - 29

4650398 --> Thursday, 05 - 21

4650399 --> Thursday, 05 - 06

4650400 --> Thursday, 05 - 25

4650401 --> Thursday, 05 - 17

4650402 --> Thursday, 05 - 02

4650403 --> Thursday, 05 - 22

4650404 --> Thursday, 05 - 13

4650405 --> Thursday, 06 - 02

4650406 --> Thursday, 05 - 18

4650407 --> Thursday, 05 - 10

4650408 --> Thursday, 05 - 29

4650409 --> Thursday, 05 - 21

4650410 --> Thursday, 05 - 06

4650411 --> Thursday, 05 - 26

4650412 --> Thursday, 05 - 17

4650413 --> Thursday, 05 - 02

4650414 --> Thursday, 05 - 22

4650415 --> Thursday, 05 - 14

4650416 --> Thursday, 06 - 02

4650417 --> Thursday, 05 - 18

4650418 --> Thursday, 05 - 10

4650419 --> Thursday, 05 - 30

4650420 --> Thursday, 05 - 14

4650421 --> Thursday, 05 - 06

4650422 --> Thursday, 05 - 26

4650423 --> Thursday, 05 - 11

4650424 --> Thursday, 05 - 30

4650425 --> Thursday, 05 - 22

4650426 --> Thursday, 05 - 07

4650427 --> Thursday, 05 - 27

4650428 --> Thursday, 05 - 18

4650429 --> Thursday, 05 - 10

4650430 --> Thursday, 05 - 23

4650431 --> Thursday, 05 - 15

4650432 --> Thursday, 05 - 06

4650433 --> Thursday, 05 - 26

4650434 --> Thursday, 05 - 11

4650435 --> Thursday, 05 - 31

4650436 --> Thursday, 05 - 22

4650437 --> Thursday, 05 - 07

4650438 --> Thursday, 05 - 27

