Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0650000 through 0659999



0650000 --> Thursday, 05 - 04

0650001 --> Thursday, 05 - 24

0650002 --> Thursday, 05 - 09

0650003 --> Thursday, 05 - 29

0650004 --> Thursday, 05 - 20

0650005 --> Thursday, 05 - 05

0650006 --> Thursday, 05 - 25

0650007 --> Thursday, 05 - 17

0650008 --> Thursday, 05 - 08

0650009 --> Thursday, 05 - 21

0650010 --> Thursday, 05 - 13

0650011 --> Thursday, 06 - 02

0650012 --> Thursday, 05 - 17

0650013 --> Thursday, 05 - 09

0650014 --> Thursday, 05 - 29

0650015 --> Thursday, 05 - 14

0650016 --> Thursday, 05 - 05

0650017 --> Thursday, 05 - 25

0650018 --> Thursday, 05 - 17

0650019 --> Thursday, 05 - 02

0650020 --> Thursday, 05 - 21

0650021 --> Thursday, 05 - 13

0650022 --> Thursday, 06 - 02

0650023 --> Thursday, 05 - 18

0650024 --> Thursday, 05 - 09

0650025 --> Thursday, 05 - 29

0650026 --> Thursday, 05 - 14

0650027 --> Thursday, 05 - 06

0650028 --> Thursday, 05 - 25

0650029 --> Thursday, 05 - 10

0650030 --> Thursday, 05 - 30

0650031 --> Thursday, 05 - 22

0650032 --> Thursday, 05 - 06

0650033 --> Thursday, 05 - 26

0650034 --> Thursday, 05 - 18

0650035 --> Thursday, 05 - 03

0650036 --> Thursday, 05 - 22

0650037 --> Thursday, 05 - 14

0650038 --> Thursday, 05 - 06

0650039 --> Thursday, 05 - 19

0650040 --> Thursday, 05 - 10

0650041 --> Thursday, 05 - 30

0650042 --> Thursday, 05 - 22

0650043 --> Thursday, 05 - 07

0650044 --> Thursday, 05 - 26

0650045 --> Thursday, 05 - 18

0650046 --> Thursday, 05 - 03

0650047 --> Thursday, 05 - 23

0650048 --> Thursday, 05 - 14

0650049 --> Thursday, 06 - 03

0650050 --> Thursday, 05 - 19

0650051 --> Thursday, 05 - 11

0650052 --> Thursday, 05 - 30

0650053 --> Thursday, 05 - 15

0650054 --> Thursday, 05 - 07

0650055 --> Thursday, 05 - 27

0650056 --> Thursday, 05 - 11

0650057 --> Thursday, 05 - 03

0650058 --> Thursday, 05 - 23

0650059 --> Thursday, 05 - 08

0650060 --> Thursday, 05 - 27

0650061 --> Thursday, 05 - 19

0650062 --> Thursday, 05 - 11

0650063 --> Thursday, 05 - 24

0650064 --> Thursday, 05 - 15

0650065 --> Thursday, 05 - 07

0650066 --> Thursday, 05 - 20

0650067 --> Thursday, 05 - 12

0650068 --> Thursday, 05 - 31

0650069 --> Thursday, 05 - 23

0650070 --> Thursday, 05 - 08

0650071 --> Thursday, 05 - 28

0650072 --> Thursday, 05 - 19

0650073 --> Thursday, 05 - 04

0650074 --> Thursday, 05 - 24

0650075 --> Thursday, 05 - 16

0650076 --> Thursday, 04 - 30

0650077 --> Thursday, 05 - 20

0650078 --> Thursday, 05 - 12

0650079 --> Thursday, 06 - 01

0650080 --> Thursday, 05 - 16

0650081 --> Thursday, 05 - 08

0650082 --> Thursday, 05 - 28

0650083 --> Thursday, 05 - 13

0650084 --> Thursday, 05 - 04

0650085 --> Thursday, 05 - 24

0650086 --> Thursday, 05 - 09

0650087 --> Thursday, 05 - 29

0650088 --> Thursday, 05 - 20

0650089 --> Thursday, 05 - 12

0650090 --> Thursday, 05 - 25

0650091 --> Thursday, 05 - 17

0650092 --> Thursday, 05 - 08

0650093 --> Thursday, 05 - 28

0650094 --> Thursday, 05 - 13

0650095 --> Thursday, 05 - 05

0650096 --> Thursday, 05 - 24

0650097 --> Thursday, 05 - 09

0650098 --> Thursday, 05 - 29

0650099 --> Thursday, 05 - 21

0650100 --> Thursday, 05 - 06

0650101 --> Thursday, 05 - 26

0650102 --> Thursday, 05 - 18

0650103 --> Thursday, 05 - 03

0650104 --> Thursday, 05 - 22

0650105 --> Thursday, 05 - 14

0650106 --> Thursday, 06 - 03

0650107 --> Thursday, 05 - 19

0650108 --> Thursday, 05 - 10

0650109 --> Thursday, 05 - 30

0650110 --> Thursday, 05 - 15

0650111 --> Thursday, 05 - 07

0650112 --> Thursday, 05 - 26

0650113 --> Thursday, 05 - 18

0650114 --> Thursday, 05 - 03

0650115 --> Thursday, 05 - 23

0650116 --> Thursday, 05 - 14

0650117 --> Thursday, 05 - 27

0650118 --> Thursday, 05 - 19

0650119 --> Thursday, 05 - 11

0650120 --> Thursday, 05 - 30

0650121 --> Thursday, 05 - 15

0650122 --> Thursday, 05 - 07

0650123 --> Thursday, 05 - 27

0650124 --> Thursday, 05 - 11

0650125 --> Thursday, 05 - 31

0650126 --> Thursday, 05 - 23

0650127 --> Thursday, 05 - 08

0650128 --> Thursday, 05 - 27

0650129 --> Thursday, 05 - 19

0650130 --> Thursday, 05 - 04

0650131 --> Thursday, 05 - 24

0650132 --> Thursday, 05 - 15

0650133 --> Thursday, 05 - 07

0650134 --> Thursday, 05 - 20

0650135 --> Thursday, 05 - 12

0650136 --> Thursday, 05 - 31

0650137 --> Thursday, 05 - 23

0650138 --> Thursday, 05 - 08

0650139 --> Thursday, 05 - 28

0650140 --> Thursday, 05 - 19

0650141 --> Thursday, 05 - 04

0650142 --> Thursday, 05 - 24

0650143 --> Thursday, 05 - 16

0650144 --> Thursday, 05 - 28

0650145 --> Thursday, 05 - 20

0650146 --> Thursday, 05 - 12

0650147 --> Thursday, 06 - 01

0650148 --> Thursday, 05 - 16

0650149 --> Thursday, 05 - 08

0650150 --> Thursday, 05 - 28

0650151 --> Thursday, 05 - 13

0650152 --> Thursday, 05 - 04

0650153 --> Thursday, 05 - 24

0650154 --> Thursday, 05 - 09

0650155 --> Thursday, 05 - 29

0650156 --> Thursday, 05 - 20

0650157 --> Thursday, 05 - 12

0650158 --> Thursday, 05 - 25

0650159 --> Thursday, 05 - 17

0650160 --> Thursday, 05 - 08

0650161 --> Thursday, 05 - 21

0650162 --> Thursday, 05 - 13

0650163 --> Thursday, 06 - 02

0650164 --> Thursday, 05 - 24

0650165 --> Thursday, 05 - 09

0650166 --> Thursday, 05 - 29

0650167 --> Thursday, 05 - 21

0650168 --> Thursday, 05 - 05

0650169 --> Thursday, 05 - 25

0650170 --> Thursday, 05 - 17

0650171 --> Thursday, 05 - 02

0650172 --> Thursday, 05 - 21

0650173 --> Thursday, 05 - 13

0650174 --> Thursday, 06 - 02

0650175 --> Thursday, 05 - 18

0650176 --> Thursday, 05 - 09

0650177 --> Thursday, 05 - 29

0650178 --> Thursday, 05 - 14

0650179 --> Thursday, 05 - 06

0650180 --> Thursday, 05 - 25

0650181 --> Thursday, 05 - 10

0650182 --> Thursday, 05 - 30

0650183 --> Thursday, 05 - 22

0650184 --> Thursday, 05 - 13

0650185 --> Thursday, 05 - 26

0650186 --> Thursday, 05 - 18

0650187 --> Thursday, 05 - 10

0650188 --> Thursday, 05 - 29

0650189 --> Thursday, 05 - 14

0650190 --> Thursday, 05 - 06

0650191 --> Thursday, 05 - 26

0650192 --> Thursday, 05 - 10

0650193 --> Thursday, 05 - 30

0650194 --> Thursday, 05 - 22

0650195 --> Thursday, 05 - 07

0650196 --> Thursday, 05 - 26

0650197 --> Thursday, 05 - 18

0650198 --> Thursday, 05 - 03

