Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3790000 through 3799999



3790000 --> Thursday, 06 - 01

3790001 --> Thursday, 05 - 24

3790002 --> Thursday, 05 - 09

3790003 --> Thursday, 05 - 29

3790004 --> Thursday, 05 - 20

3790005 --> Thursday, 05 - 05

3790006 --> Thursday, 05 - 25

3790007 --> Thursday, 05 - 17

3790008 --> Thursday, 05 - 01

3790009 --> Thursday, 05 - 21

3790010 --> Thursday, 05 - 13

3790011 --> Thursday, 06 - 02

3790012 --> Thursday, 05 - 17

3790013 --> Thursday, 05 - 09

3790014 --> Thursday, 05 - 29

3790015 --> Thursday, 05 - 14

3790016 --> Thursday, 05 - 05

3790017 --> Thursday, 05 - 25

3790018 --> Thursday, 05 - 10

3790019 --> Thursday, 05 - 30

3790020 --> Thursday, 05 - 21

3790021 --> Thursday, 05 - 13

3790022 --> Thursday, 05 - 26

3790023 --> Thursday, 05 - 18

3790024 --> Thursday, 05 - 09

3790025 --> Thursday, 05 - 22

3790026 --> Thursday, 05 - 14

3790027 --> Thursday, 05 - 06

3790028 --> Thursday, 05 - 25

3790029 --> Thursday, 05 - 10

3790030 --> Thursday, 05 - 30

3790031 --> Thursday, 05 - 22

3790032 --> Thursday, 05 - 06

3790033 --> Thursday, 05 - 26

3790034 --> Thursday, 05 - 18

3790035 --> Thursday, 05 - 03

3790036 --> Thursday, 05 - 22

3790037 --> Thursday, 05 - 14

3790038 --> Thursday, 06 - 03

3790039 --> Thursday, 05 - 19

3790040 --> Thursday, 05 - 10

3790041 --> Thursday, 05 - 30

3790042 --> Thursday, 05 - 15

3790043 --> Thursday, 05 - 07

3790044 --> Thursday, 05 - 26

3790045 --> Thursday, 05 - 11

3790046 --> Thursday, 05 - 03

3790047 --> Thursday, 05 - 23

3790048 --> Thursday, 05 - 14

3790049 --> Thursday, 05 - 27

3790050 --> Thursday, 05 - 19

3790051 --> Thursday, 05 - 11

3790052 --> Thursday, 05 - 30

3790053 --> Thursday, 05 - 15

3790054 --> Thursday, 05 - 07

3790055 --> Thursday, 05 - 27

3790056 --> Thursday, 05 - 11

3790057 --> Thursday, 05 - 31

3790058 --> Thursday, 05 - 23

3790059 --> Thursday, 05 - 08

