Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3540000 through 3549999



3540000 --> Thursday, 05 - 18

3540001 --> Thursday, 05 - 03

3540002 --> Thursday, 05 - 23

3540003 --> Thursday, 05 - 15

3540004 --> Thursday, 05 - 27

3540005 --> Thursday, 05 - 19

3540006 --> Thursday, 05 - 11

3540007 --> Thursday, 05 - 24

3540008 --> Thursday, 05 - 15

3540009 --> Thursday, 05 - 07

3540010 --> Thursday, 05 - 27

3540011 --> Thursday, 05 - 12

3540012 --> Thursday, 05 - 31

3540013 --> Thursday, 05 - 23

3540014 --> Thursday, 05 - 08

3540015 --> Thursday, 05 - 28

3540016 --> Thursday, 05 - 19

3540017 --> Thursday, 05 - 04

3540018 --> Thursday, 05 - 24

3540019 --> Thursday, 05 - 16

3540020 --> Thursday, 05 - 07

3540021 --> Thursday, 05 - 20

3540022 --> Thursday, 05 - 12

3540023 --> Thursday, 06 - 01

3540024 --> Thursday, 05 - 16

3540025 --> Thursday, 05 - 08

3540026 --> Thursday, 05 - 28

3540027 --> Thursday, 05 - 13

3540028 --> Thursday, 05 - 04

3540029 --> Thursday, 05 - 24

3540030 --> Thursday, 05 - 16

3540031 --> Thursday, 05 - 29

3540032 --> Thursday, 05 - 20

3540033 --> Thursday, 05 - 12

3540034 --> Thursday, 06 - 01

3540035 --> Thursday, 05 - 17

3540036 --> Thursday, 05 - 08

3540037 --> Thursday, 05 - 28

3540038 --> Thursday, 05 - 13

3540039 --> Thursday, 05 - 05

3540040 --> Thursday, 05 - 24

3540041 --> Thursday, 05 - 09

3540042 --> Thursday, 05 - 29

3540043 --> Thursday, 05 - 21

3540044 --> Thursday, 05 - 05

3540045 --> Thursday, 05 - 25

3540046 --> Thursday, 05 - 17

3540047 --> Thursday, 05 - 02

3540048 --> Thursday, 05 - 21

3540049 --> Thursday, 05 - 13

3540050 --> Thursday, 06 - 02

3540051 --> Thursday, 05 - 18

3540052 --> Thursday, 05 - 09

3540053 --> Thursday, 05 - 29

3540054 --> Thursday, 05 - 21

3540055 --> Thursday, 05 - 06

3540056 --> Thursday, 05 - 25

3540057 --> Thursday, 05 - 17

3540058 --> Thursday, 05 - 02

3540059 --> Thursday, 05 - 22

3540060 --> Thursday, 05 - 13

3540061 --> Thursday, 06 - 02

3540062 --> Thursday, 05 - 18

3540063 --> Thursday, 05 - 10

3540064 --> Thursday, 05 - 29

3540065 --> Thursday, 05 - 14

3540066 --> Thursday, 05 - 06

3540067 --> Thursday, 05 - 26

3540068 --> Thursday, 05 - 10

3540069 --> Thursday, 05 - 30

3540070 --> Thursday, 05 - 22

3540071 --> Thursday, 05 - 07

3540072 --> Thursday, 05 - 26

3540073 --> Thursday, 05 - 18

3540074 --> Thursday, 05 - 10

3540075 --> Thursday, 05 - 23

3540076 --> Thursday, 05 - 14

3540077 --> Thursday, 05 - 06

3540078 --> Thursday, 05 - 26

3540079 --> Thursday, 05 - 11

3540080 --> Thursday, 05 - 30

3540081 --> Thursday, 05 - 22

3540082 --> Thursday, 05 - 07

3540083 --> Thursday, 05 - 27

3540084 --> Thursday, 05 - 18

3540085 --> Thursday, 05 - 03

3540086 --> Thursday, 05 - 23

3540087 --> Thursday, 05 - 15

3540088 --> Thursday, 06 - 03

3540089 --> Thursday, 05 - 19

3540090 --> Thursday, 05 - 11

3540091 --> Thursday, 05 - 31

3540092 --> Thursday, 05 - 15

3540093 --> Thursday, 05 - 07

3540094 --> Thursday, 05 - 27

3540095 --> Thursday, 05 - 12

3540096 --> Thursday, 05 - 03

3540097 --> Thursday, 05 - 23

3540098 --> Thursday, 05 - 15

3540099 --> Thursday, 05 - 28

3540100 --> Thursday, 05 - 20

3540101 --> Thursday, 05 - 12

3540102 --> Thursday, 05 - 25

3540103 --> Thursday, 05 - 17

3540104 --> Thursday, 05 - 08

3540105 --> Thursday, 05 - 28

3540106 --> Thursday, 05 - 13

3540107 --> Thursday, 05 - 05

3540108 --> Thursday, 05 - 24

3540109 --> Thursday, 05 - 09

3540110 --> Thursday, 05 - 29

3540111 --> Thursday, 05 - 21

3540112 --> Thursday, 05 - 05

3540113 --> Thursday, 05 - 25

3540114 --> Thursday, 05 - 17

3540115 --> Thursday, 05 - 02

3540116 --> Thursday, 05 - 21

3540117 --> Thursday, 05 - 13

3540118 --> Thursday, 06 - 02

3540119 --> Thursday, 05 - 18

3540120 --> Thursday, 05 - 09

3540121 --> Thursday, 05 - 29

3540122 --> Thursday, 05 - 14

3540123 --> Thursday, 05 - 06

3540124 --> Thursday, 05 - 25

3540125 --> Thursday, 05 - 17

3540126 --> Thursday, 05 - 02

3540127 --> Thursday, 05 - 22

3540128 --> Thursday, 05 - 13

3540129 --> Thursday, 06 - 02

3540130 --> Thursday, 05 - 18

3540131 --> Thursday, 05 - 10

3540132 --> Thursday, 05 - 29

3540133 --> Thursday, 05 - 14

3540134 --> Thursday, 05 - 06

3540135 --> Thursday, 05 - 26

3540136 --> Thursday, 05 - 10

3540137 --> Thursday, 05 - 30

3540138 --> Thursday, 05 - 22

3540139 --> Thursday, 05 - 07

3540140 --> Thursday, 05 - 26

3540141 --> Thursday, 05 - 18

3540142 --> Thursday, 05 - 03

3540143 --> Thursday, 05 - 23

3540144 --> Thursday, 05 - 14

3540145 --> Thursday, 05 - 06

3540146 --> Thursday, 05 - 19

3540147 --> Thursday, 05 - 11

3540148 --> Thursday, 05 - 30

3540149 --> Thursday, 05 - 22

3540150 --> Thursday, 05 - 07

3540151 --> Thursday, 05 - 27

3540152 --> Thursday, 05 - 18

3540153 --> Thursday, 05 - 03

3540154 --> Thursday, 05 - 23

3540155 --> Thursday, 05 - 15

3540156 --> Thursday, 06 - 03

3540157 --> Thursday, 05 - 19

3540158 --> Thursday, 05 - 11

3540159 --> Thursday, 05 - 31

3540160 --> Thursday, 05 - 15

3540161 --> Thursday, 05 - 07

3540162 --> Thursday, 05 - 27

3540163 --> Thursday, 05 - 12

3540164 --> Thursday, 05 - 03

3540165 --> Thursday, 05 - 23

3540166 --> Thursday, 05 - 08

3540167 --> Thursday, 05 - 28

3540168 --> Thursday, 05 - 19

3540169 --> Thursday, 05 - 11

3540170 --> Thursday, 05 - 24

3540171 --> Thursday, 05 - 16

3540172 --> Thursday, 05 - 07

3540173 --> Thursday, 05 - 27

3540174 --> Thursday, 05 - 12

3540175 --> Thursday, 06 - 01

3540176 --> Thursday, 05 - 23

3540177 --> Thursday, 05 - 08

3540178 --> Thursday, 05 - 28

3540179 --> Thursday, 05 - 20

3540180 --> Thursday, 05 - 04

3540181 --> Thursday, 05 - 24

3540182 --> Thursday, 05 - 16

3540183 --> Thursday, 05 - 01

3540184 --> Thursday, 05 - 20

3540185 --> Thursday, 05 - 12

3540186 --> Thursday, 06 - 01

3540187 --> Thursday, 05 - 17

3540188 --> Thursday, 05 - 08

3540189 --> Thursday, 05 - 28

3540190 --> Thursday, 05 - 13

3540191 --> Thursday, 05 - 05

3540192 --> Thursday, 05 - 24

3540193 --> Thursday, 05 - 16

3540194 --> Thursday, 05 - 29

3540195 --> Thursday, 05 - 21

3540196 --> Thursday, 05 - 12

3540197 --> Thursday, 05 - 25

3540198 --> Thursday, 05 - 17

3540199 --> Thursday, 05 - 09

3540200 --> Thursday, 05 - 22

3540201 --> Thursday, 05 - 14

3540202 --> Thursday, 05 - 06

3540203 --> Thursday, 05 - 19

3540204 --> Thursday, 05 - 10

3540205 --> Thursday, 05 - 30

3540206 --> Thursday, 05 - 22

3540207 --> Thursday, 05 - 07

3540208 --> Thursday, 05 - 26

3540209 --> Thursday, 05 - 18

3540210 --> Thursday, 05 - 03

3540211 --> Thursday, 05 - 23

3540212 --> Thursday, 05 - 14

3540213 --> Thursday, 06 - 03

3540214 --> Thursday, 05 - 19

3540215 --> Thursday, 05 - 11

3540216 --> Thursday, 05 - 30

3540217 --> Thursday, 05 - 15

3540218 --> Thursday, 05 - 07

3540219 --> Thursday, 05 - 27

3540220 --> Thursday, 05 - 11

3540221 --> Thursday, 05 - 03

3540222 --> Thursday, 05 - 23

3540223 --> Thursday, 05 - 08

3540224 --> Thursday, 05 - 27

3540225 --> Thursday, 05 - 19

3540226 --> Thursday, 05 - 11

3540227 --> Thursday, 05 - 24

3540228 --> Thursday, 05 - 15

3540229 --> Thursday, 05 - 07

3540230 --> Thursday, 05 - 27

3540231 --> Thursday, 05 - 12

3540232 --> Thursday, 05 - 31

3540233 --> Thursday, 05 - 23

3540234 --> Thursday, 05 - 08

3540235 --> Thursday, 05 - 28

3540236 --> Thursday, 05 - 19

3540237 --> Thursday, 05 - 04

3540238 --> Thursday, 05 - 24

3540239 --> Thursday, 05 - 16

3540240 --> Thursday, 04 - 30

3540241 --> Thursday, 05 - 20

3540242 --> Thursday, 05 - 12

3540243 --> Thursday, 06 - 01

3540244 --> Thursday, 05 - 16

3540245 --> Thursday, 05 - 08

3540246 --> Thursday, 05 - 28

3540247 --> Thursday, 05 - 13

3540248 --> Thursday, 05 - 04

3540249 --> Thursday, 05 - 24

3540250 --> Thursday, 05 - 16

3540251 --> Thursday, 05 - 29

3540252 --> Thursday, 05 - 20

3540253 --> Thursday, 05 - 12

3540254 --> Thursday, 05 - 25

3540255 --> Thursday, 05 - 17

3540256 --> Thursday, 05 - 08

3540257 --> Thursday, 05 - 28

3540258 --> Thursday, 05 - 13

3540259 --> Thursday, 05 - 05

3540260 --> Thursday, 05 - 24

3540261 --> Thursday, 05 - 09

3540262 --> Thursday, 05 - 29

3540263 --> Thursday, 05 - 21

3540264 --> Thursday, 05 - 05

3540265 --> Thursday, 05 - 25

3540266 --> Thursday, 05 - 17

3540267 --> Thursday, 05 - 02

3540268 --> Thursday, 05 - 21

3540269 --> Thursday, 05 - 13

3540270 --> Thursday, 06 - 02

3540271 --> Thursday, 05 - 18

3540272 --> Thursday, 05 - 09

3540273 --> Thursday, 05 - 29

3540274 --> Thursday, 05 - 14

3540275 --> Thursday, 05 - 06

3540276 --> Thursday, 05 - 25

3540277 --> Thursday, 05 - 17

3540278 --> Thursday, 05 - 02

3540279 --> Thursday, 05 - 22

3540280 --> Thursday, 05 - 13

3540281 --> Thursday, 06 - 02

3540282 --> Thursday, 05 - 18

3540283 --> Thursday, 05 - 10

3540284 --> Thursday, 05 - 29

3540285 --> Thursday, 05 - 14

3540286 --> Thursday, 05 - 06

3540287 --> Thursday, 05 - 26

3540288 --> Thursday, 05 - 10

3540289 --> Thursday, 05 - 30

3540290 --> Thursday, 05 - 22

3540291 --> Thursday, 05 - 07

3540292 --> Thursday, 05 - 26

3540293 --> Thursday, 05 - 18

3540294 --> Thursday, 05 - 03

3540295 --> Thursday, 05 - 23

3540296 --> Thursday, 05 - 14

3540297 --> Thursday, 05 - 06

3540298 --> Thursday, 05 - 19

3540299 --> Thursday, 05 - 11

3540300 --> Thursday, 05 - 31

3540301 --> Thursday, 05 - 23

3540302 --> Thursday, 05 - 08

3540303 --> Thursday, 05 - 28

3540304 --> Thursday, 05 - 19

3540305 --> Thursday, 05 - 04

3540306 --> Thursday, 05 - 24

3540307 --> Thursday, 05 - 16

3540308 --> Thursday, 05 - 28

3540309 --> Thursday, 05 - 20

3540310 --> Thursday, 05 - 12

3540311 --> Thursday, 06 - 01

3540312 --> Thursday, 05 - 16

3540313 --> Thursday, 05 - 08

3540314 --> Thursday, 05 - 28

3540315 --> Thursday, 05 - 13

3540316 --> Thursday, 05 - 04

3540317 --> Thursday, 05 - 24

3540318 --> Thursday, 05 - 09

3540319 --> Thursday, 05 - 29

3540320 --> Thursday, 05 - 20

3540321 --> Thursday, 05 - 12

3540322 --> Thursday, 05 - 25

3540323 --> Thursday, 05 - 17

3540324 --> Thursday, 05 - 08

3540325 --> Thursday, 05 - 28

3540326 --> Thursday, 05 - 13

3540327 --> Thursday, 06 - 02

3540328 --> Thursday, 05 - 24

3540329 --> Thursday, 05 - 09

3540330 --> Thursday, 05 - 29

3540331 --> Thursday, 05 - 21

3540332 --> Thursday, 05 - 05

3540333 --> Thursday, 05 - 25

3540334 --> Thursday, 05 - 17

3540335 --> Thursday, 05 - 02

3540336 --> Thursday, 05 - 21

3540337 --> Thursday, 05 - 13

3540338 --> Thursday, 06 - 02

3540339 --> Thursday, 05 - 18

3540340 --> Thursday, 05 - 09

3540341 --> Thursday, 05 - 29

3540342 --> Thursday, 05 - 14

3540343 --> Thursday, 05 - 06

3540344 --> Thursday, 05 - 25

3540345 --> Thursday, 05 - 17

3540346 --> Thursday, 05 - 30

3540347 --> Thursday, 05 - 22

3540348 --> Thursday, 05 - 13

3540349 --> Thursday, 05 - 26

3540350 --> Thursday, 05 - 18

3540351 --> Thursday, 05 - 10

3540352 --> Thursday, 05 - 29

3540353 --> Thursday, 05 - 14

3540354 --> Thursday, 05 - 06

3540355 --> Thursday, 05 - 26

3540356 --> Thursday, 05 - 10

3540357 --> Thursday, 05 - 30

3540358 --> Thursday, 05 - 22

3540359 --> Thursday, 05 - 07

3540360 --> Thursday, 05 - 26

3540361 --> Thursday, 05 - 18

3540362 --> Thursday, 05 - 03

3540363 --> Thursday, 05 - 23

3540364 --> Thursday, 05 - 14

3540365 --> Thursday, 06 - 03

3540366 --> Thursday, 05 - 19

3540367 --> Thursday, 05 - 11

3540368 --> Thursday, 05 - 30

3540369 --> Thursday, 05 - 15

3540370 --> Thursday, 05 - 07

3540371 --> Thursday, 05 - 27

3540372 --> Thursday, 05 - 18

3540373 --> Thursday, 05 - 03

3540374 --> Thursday, 05 - 23

3540375 --> Thursday, 05 - 15

3540376 --> Thursday, 05 - 27

3540377 --> Thursday, 05 - 19

3540378 --> Thursday, 05 - 11

3540379 --> Thursday, 05 - 31

3540380 --> Thursday, 05 - 15

3540381 --> Thursday, 05 - 07

3540382 --> Thursday, 05 - 27

3540383 --> Thursday, 05 - 12

3540384 --> Thursday, 05 - 31

3540385 --> Thursday, 05 - 23

3540386 --> Thursday, 05 - 08

3540387 --> Thursday, 05 - 28

3540388 --> Thursday, 05 - 19

3540389 --> Thursday, 05 - 04

3540390 --> Thursday, 05 - 24

3540391 --> Thursday, 05 - 16

3540392 --> Thursday, 05 - 07

3540393 --> Thursday, 05 - 20

3540394 --> Thursday, 05 - 12

3540395 --> Thursday, 06 - 01

3540396 --> Thursday, 05 - 23

3540397 --> Thursday, 05 - 08

3540398 --> Thursday, 05 - 28

3540399 --> Thursday, 05 - 20

3540400 --> Thursday, 05 - 04

3540401 --> Thursday, 05 - 24

3540402 --> Thursday, 05 - 16

3540403 --> Thursday, 05 - 29

3540404 --> Thursday, 05 - 20

3540405 --> Thursday, 05 - 12

3540406 --> Thursday, 06 - 01

3540407 --> Thursday, 05 - 17

3540408 --> Thursday, 05 - 08

3540409 --> Thursday, 05 - 28

3540410 --> Thursday, 05 - 13

3540411 --> Thursday, 05 - 05

3540412 --> Thursday, 05 - 24

3540413 --> Thursday, 05 - 09

3540414 --> Thursday, 05 - 29

3540415 --> Thursday, 05 - 21

3540416 --> Thursday, 05 - 12

3540417 --> Thursday, 05 - 25

3540418 --> Thursday, 05 - 17

3540419 --> Thursday, 05 - 09

3540420 --> Thursday, 05 - 28

3540421 --> Thursday, 05 - 13

3540422 --> Thursday, 06 - 02

3540423 --> Thursday, 05 - 18

3540424 --> Thursday, 05 - 09

3540425 --> Thursday, 05 - 29

3540426 --> Thursday, 05 - 21

3540427 --> Thursday, 05 - 06

3540428 --> Thursday, 05 - 25

3540429 --> Thursday, 05 - 17

3540430 --> Thursday, 05 - 02

3540431 --> Thursday, 05 - 22

3540432 --> Thursday, 05 - 13

3540433 --> Thursday, 06 - 02

3540434 --> Thursday, 05 - 18

3540435 --> Thursday, 05 - 10

3540436 --> Thursday, 05 - 29

3540437 --> Thursday, 05 - 14

3540438 --> Thursday, 05 - 06

3540439 --> Thursday, 05 - 26

3540440 --> Thursday, 05 - 17

3540441 --> Thursday, 05 - 30

3540442 --> Thursday, 05 - 22

3540443 --> Thursday, 05 - 07

3540444 --> Thursday, 05 - 26

3540445 --> Thursday, 05 - 18

3540446 --> Thursday, 05 - 10

3540447 --> Thursday, 05 - 23

3540448 --> Thursday, 05 - 14

3540449 --> Thursday, 05 - 06

3540450 --> Thursday, 05 - 26

3540451 --> Thursday, 05 - 11

3540452 --> Thursday, 05 - 30

3540453 --> Thursday, 05 - 22

3540454 --> Thursday, 05 - 07

3540455 --> Thursday, 05 - 27

3540456 --> Thursday, 05 - 18

3540457 --> Thursday, 05 - 03

3540458 --> Thursday, 05 - 23

3540459 --> Thursday, 05 - 15

3540460 --> Thursday, 06 - 03

3540461 --> Thursday, 05 - 19

3540462 --> Thursday, 05 - 11

3540463 --> Thursday, 05 - 31

3540464 --> Thursday, 05 - 15

3540465 --> Thursday, 05 - 07

3540466 --> Thursday, 05 - 27

3540467 --> Thursday, 05 - 12

3540468 --> Thursday, 05 - 03

3540469 --> Thursday, 05 - 23

3540470 --> Thursday, 05 - 15

3540471 --> Thursday, 05 - 28

3540472 --> Thursday, 05 - 19

3540473 --> Thursday, 05 - 11

3540474 --> Thursday, 05 - 31

3540475 --> Thursday, 05 - 16

3540476 --> Thursday, 05 - 07

