Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3330000 through 3339999



3330000 --> Thursday, 05 - 25

3330001 --> Thursday, 05 - 10

3330002 --> Thursday, 05 - 30

3330003 --> Thursday, 05 - 22

3330004 --> Thursday, 05 - 13

3330005 --> Thursday, 05 - 26

3330006 --> Thursday, 05 - 18

3330007 --> Thursday, 05 - 10

3330008 --> Thursday, 05 - 29

3330009 --> Thursday, 05 - 14

3330010 --> Thursday, 05 - 06

3330011 --> Thursday, 05 - 26

3330012 --> Thursday, 05 - 10

3330013 --> Thursday, 05 - 30

3330014 --> Thursday, 05 - 22

3330015 --> Thursday, 05 - 07

3330016 --> Thursday, 05 - 26

3330017 --> Thursday, 05 - 18

3330018 --> Thursday, 05 - 03

3330019 --> Thursday, 05 - 23

3330020 --> Thursday, 05 - 14

3330021 --> Thursday, 06 - 03

3330022 --> Thursday, 05 - 19

3330023 --> Thursday, 05 - 11

3330024 --> Thursday, 05 - 30

3330025 --> Thursday, 05 - 15

3330026 --> Thursday, 05 - 07

3330027 --> Thursday, 05 - 27

3330028 --> Thursday, 05 - 18

3330029 --> Thursday, 05 - 03

3330030 --> Thursday, 05 - 23

3330031 --> Thursday, 05 - 15

3330032 --> Thursday, 05 - 27

3330033 --> Thursday, 05 - 19

3330034 --> Thursday, 05 - 11

3330035 --> Thursday, 05 - 24

3330036 --> Thursday, 05 - 15

3330037 --> Thursday, 05 - 07

3330038 --> Thursday, 05 - 27

3330039 --> Thursday, 05 - 12

3330040 --> Thursday, 05 - 31

3330041 --> Thursday, 05 - 23

3330042 --> Thursday, 05 - 08

3330043 --> Thursday, 05 - 28

3330044 --> Thursday, 05 - 19

3330045 --> Thursday, 05 - 04

3330046 --> Thursday, 05 - 24

3330047 --> Thursday, 05 - 16

3330048 --> Thursday, 05 - 07

3330049 --> Thursday, 05 - 20

3330050 --> Thursday, 05 - 12

3330051 --> Thursday, 06 - 01

3330052 --> Thursday, 05 - 23

3330053 --> Thursday, 05 - 08

3330054 --> Thursday, 05 - 28

3330055 --> Thursday, 05 - 13

3330056 --> Thursday, 05 - 04

3330057 --> Thursday, 05 - 24

3330058 --> Thursday, 05 - 16

3330059 --> Thursday, 05 - 29

3330060 --> Thursday, 05 - 20

3330061 --> Thursday, 05 - 12

3330062 --> Thursday, 06 - 01

3330063 --> Thursday, 05 - 17

3330064 --> Thursday, 05 - 08

3330065 --> Thursday, 05 - 28

3330066 --> Thursday, 05 - 13

3330067 --> Thursday, 05 - 05

3330068 --> Thursday, 05 - 24

3330069 --> Thursday, 05 - 09

3330070 --> Thursday, 05 - 29

3330071 --> Thursday, 05 - 21

3330072 --> Thursday, 05 - 12

3330073 --> Thursday, 05 - 25

3330074 --> Thursday, 05 - 17

3330075 --> Thursday, 05 - 02

3330076 --> Thursday, 05 - 21

3330077 --> Thursday, 05 - 13

