Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3690000 through 3699999



3690000 --> Thursday, 05 - 25

3690001 --> Thursday, 05 - 17

3690002 --> Thursday, 05 - 02

3690003 --> Thursday, 05 - 22

3690004 --> Thursday, 05 - 13

3690005 --> Thursday, 06 - 02

3690006 --> Thursday, 05 - 18

3690007 --> Thursday, 05 - 10

3690008 --> Thursday, 05 - 29

3690009 --> Thursday, 05 - 14

3690010 --> Thursday, 05 - 06

3690011 --> Thursday, 05 - 26

3690012 --> Thursday, 05 - 10

3690013 --> Thursday, 05 - 30

3690014 --> Thursday, 05 - 22

3690015 --> Thursday, 05 - 07

3690016 --> Thursday, 05 - 26

3690017 --> Thursday, 05 - 18

3690018 --> Thursday, 05 - 03

3690019 --> Thursday, 05 - 23

3690020 --> Thursday, 05 - 14

3690021 --> Thursday, 05 - 06

3690022 --> Thursday, 05 - 19

3690023 --> Thursday, 05 - 11

3690024 --> Thursday, 05 - 30

3690025 --> Thursday, 05 - 22

3690026 --> Thursday, 05 - 07

3690027 --> Thursday, 05 - 27

3690028 --> Thursday, 05 - 18

3690029 --> Thursday, 05 - 03

3690030 --> Thursday, 05 - 23

3690031 --> Thursday, 05 - 15

3690032 --> Thursday, 06 - 03

3690033 --> Thursday, 05 - 19

3690034 --> Thursday, 05 - 11

3690035 --> Thursday, 05 - 31

3690036 --> Thursday, 05 - 15

3690037 --> Thursday, 05 - 07

3690038 --> Thursday, 05 - 27

3690039 --> Thursday, 05 - 12

3690040 --> Thursday, 05 - 03

3690041 --> Thursday, 05 - 23

3690042 --> Thursday, 05 - 08

3690043 --> Thursday, 05 - 28

3690044 --> Thursday, 05 - 19

3690045 --> Thursday, 05 - 11

3690046 --> Thursday, 05 - 24

3690047 --> Thursday, 05 - 16

3690048 --> Thursday, 05 - 07

3690049 --> Thursday, 05 - 20

3690050 --> Thursday, 05 - 12

3690051 --> Thursday, 06 - 01

3690052 --> Thursday, 05 - 23

3690053 --> Thursday, 05 - 08

3690054 --> Thursday, 05 - 28

3690055 --> Thursday, 05 - 20

3690056 --> Thursday, 05 - 04

3690057 --> Thursday, 05 - 24

3690058 --> Thursday, 05 - 16

3690059 --> Thursday, 05 - 01

3690060 --> Thursday, 05 - 20

3690061 --> Thursday, 05 - 12

3690062 --> Thursday, 06 - 01

3690063 --> Thursday, 05 - 17

3690064 --> Thursday, 05 - 08

3690065 --> Thursday, 05 - 28

3690066 --> Thursday, 05 - 13

3690067 --> Thursday, 05 - 05

3690068 --> Thursday, 05 - 24

3690069 --> Thursday, 05 - 09

3690070 --> Thursday, 05 - 29

3690071 --> Thursday, 05 - 21

3690072 --> Thursday, 05 - 12

3690073 --> Thursday, 05 - 25

3690074 --> Thursday, 05 - 17

3690075 --> Thursday, 05 - 09

3690076 --> Thursday, 05 - 28

3690077 --> Thursday, 05 - 13

3690078 --> Thursday, 05 - 05

3690079 --> Thursday, 05 - 25

3690080 --> Thursday, 05 - 09

3690081 --> Thursday, 05 - 29

3690082 --> Thursday, 05 - 21

3690083 --> Thursday, 05 - 06

3690084 --> Thursday, 05 - 25

3690085 --> Thursday, 05 - 17

3690086 --> Thursday, 05 - 02

3690087 --> Thursday, 05 - 22

3690088 --> Thursday, 05 - 13

3690089 --> Thursday, 06 - 02

3690090 --> Thursday, 05 - 18

3690091 --> Thursday, 05 - 10

3690092 --> Thursday, 05 - 29

3690093 --> Thursday, 05 - 14

3690094 --> Thursday, 05 - 06

3690095 --> Thursday, 05 - 26

3690096 --> Thursday, 05 - 17

3690097 --> Thursday, 05 - 02

3690098 --> Thursday, 05 - 22

3690099 --> Thursday, 05 - 14

3690100 --> Thursday, 05 - 27

3690101 --> Thursday, 05 - 19

3690102 --> Thursday, 05 - 11

3690103 --> Thursday, 05 - 31

3690104 --> Thursday, 05 - 15

3690105 --> Thursday, 05 - 07

3690106 --> Thursday, 05 - 27

3690107 --> Thursday, 05 - 12

3690108 --> Thursday, 05 - 31

3690109 --> Thursday, 05 - 23

3690110 --> Thursday, 05 - 08

3690111 --> Thursday, 05 - 28

3690112 --> Thursday, 05 - 19

3690113 --> Thursday, 05 - 04

3690114 --> Thursday, 05 - 24

3690115 --> Thursday, 05 - 16

3690116 --> Thursday, 05 - 07

3690117 --> Thursday, 05 - 20

3690118 --> Thursday, 05 - 12

3690119 --> Thursday, 06 - 01

3690120 --> Thursday, 05 - 23

3690121 --> Thursday, 05 - 08

3690122 --> Thursday, 05 - 28

3690123 --> Thursday, 05 - 13

3690124 --> Thursday, 05 - 04

3690125 --> Thursday, 05 - 24

3690126 --> Thursday, 05 - 16

