Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2960000 through 2969999



2960000 --> Thursday, 05 - 18

2960001 --> Thursday, 05 - 03

2960002 --> Thursday, 05 - 23

2960003 --> Thursday, 05 - 15

2960004 --> Thursday, 05 - 06

2960005 --> Thursday, 05 - 19

2960006 --> Thursday, 05 - 11

2960007 --> Thursday, 05 - 31

2960008 --> Thursday, 05 - 22

2960009 --> Thursday, 05 - 07

2960010 --> Thursday, 05 - 27

2960011 --> Thursday, 05 - 12

2960012 --> Thursday, 05 - 03

2960013 --> Thursday, 05 - 23

2960014 --> Thursday, 05 - 15

2960015 --> Thursday, 05 - 28

2960016 --> Thursday, 05 - 19

2960017 --> Thursday, 05 - 11

2960018 --> Thursday, 05 - 31

2960019 --> Thursday, 05 - 16

2960020 --> Thursday, 05 - 07

2960021 --> Thursday, 05 - 27

2960022 --> Thursday, 05 - 12

2960023 --> Thursday, 05 - 04

2960024 --> Thursday, 05 - 23

2960025 --> Thursday, 05 - 08

2960026 --> Thursday, 05 - 28

2960027 --> Thursday, 05 - 20

2960028 --> Thursday, 05 - 11

2960029 --> Thursday, 05 - 24

2960030 --> Thursday, 05 - 16

2960031 --> Thursday, 05 - 01

2960032 --> Thursday, 05 - 20

2960033 --> Thursday, 05 - 12

2960034 --> Thursday, 06 - 01

2960035 --> Thursday, 05 - 17

2960036 --> Thursday, 05 - 08

2960037 --> Thursday, 05 - 28

2960038 --> Thursday, 05 - 20

2960039 --> Thursday, 05 - 05

2960040 --> Thursday, 05 - 24

2960041 --> Thursday, 05 - 16

2960042 --> Thursday, 05 - 01

2960043 --> Thursday, 05 - 21

2960044 --> Thursday, 05 - 12

2960045 --> Thursday, 06 - 01

2960046 --> Thursday, 05 - 17

2960047 --> Thursday, 05 - 09

2960048 --> Thursday, 05 - 28

2960049 --> Thursday, 05 - 13

2960050 --> Thursday, 05 - 05

2960051 --> Thursday, 05 - 25

2960052 --> Thursday, 05 - 09

2960053 --> Thursday, 05 - 29

2960054 --> Thursday, 05 - 21

2960055 --> Thursday, 05 - 06

2960056 --> Thursday, 05 - 25

2960057 --> Thursday, 05 - 17

2960058 --> Thursday, 05 - 09

2960059 --> Thursday, 05 - 22

2960060 --> Thursday, 05 - 13

2960061 --> Thursday, 05 - 05

2960062 --> Thursday, 05 - 25

2960063 --> Thursday, 05 - 10

2960064 --> Thursday, 05 - 29

2960065 --> Thursday, 05 - 21

2960066 --> Thursday, 05 - 06

2960067 --> Thursday, 05 - 26

2960068 --> Thursday, 05 - 17

2960069 --> Thursday, 05 - 02

2960070 --> Thursday, 05 - 22

2960071 --> Thursday, 05 - 14

2960072 --> Thursday, 06 - 02

2960073 --> Thursday, 05 - 18

2960074 --> Thursday, 05 - 10

2960075 --> Thursday, 05 - 30

2960076 --> Thursday, 05 - 14

2960077 --> Thursday, 05 - 06

2960078 --> Thursday, 05 - 26

2960079 --> Thursday, 05 - 11

2960080 --> Thursday, 05 - 02

2960081 --> Thursday, 05 - 22

2960082 --> Thursday, 05 - 14

2960083 --> Thursday, 05 - 27

2960084 --> Thursday, 05 - 18

2960085 --> Thursday, 05 - 10

2960086 --> Thursday, 05 - 23

2960087 --> Thursday, 05 - 15

2960088 --> Thursday, 05 - 06

2960089 --> Thursday, 05 - 26

2960090 --> Thursday, 05 - 11

2960091 --> Thursday, 05 - 31

2960092 --> Thursday, 05 - 22

2960093 --> Thursday, 05 - 07

2960094 --> Thursday, 05 - 27

2960095 --> Thursday, 05 - 19

2960096 --> Thursday, 05 - 03

2960097 --> Thursday, 05 - 23

2960098 --> Thursday, 05 - 15

2960099 --> Thursday, 04 - 30

2960100 --> Thursday, 05 - 20

2960101 --> Thursday, 05 - 12

2960102 --> Thursday, 06 - 01

2960103 --> Thursday, 05 - 17

2960104 --> Thursday, 05 - 08

2960105 --> Thursday, 05 - 28

2960106 --> Thursday, 05 - 13

2960107 --> Thursday, 05 - 05

2960108 --> Thursday, 05 - 24

2960109 --> Thursday, 05 - 16

2960110 --> Thursday, 05 - 29

2960111 --> Thursday, 05 - 21

2960112 --> Thursday, 05 - 12

2960113 --> Thursday, 06 - 01

2960114 --> Thursday, 05 - 17

2960115 --> Thursday, 05 - 09

2960116 --> Thursday, 05 - 28

2960117 --> Thursday, 05 - 13

2960118 --> Thursday, 05 - 05

2960119 --> Thursday, 05 - 25

2960120 --> Thursday, 05 - 09

2960121 --> Thursday, 05 - 29

2960122 --> Thursday, 05 - 21

2960123 --> Thursday, 05 - 06

2960124 --> Thursday, 05 - 25

2960125 --> Thursday, 05 - 17

2960126 --> Thursday, 05 - 02

2960127 --> Thursday, 05 - 22

2960128 --> Thursday, 05 - 13

2960129 --> Thursday, 06 - 02

2960130 --> Thursday, 05 - 18

2960131 --> Thursday, 05 - 10

2960132 --> Thursday, 05 - 29

2960133 --> Thursday, 05 - 21

2960134 --> Thursday, 05 - 06

2960135 --> Thursday, 05 - 26

2960136 --> Thursday, 05 - 17

2960137 --> Thursday, 05 - 02

2960138 --> Thursday, 05 - 22

2960139 --> Thursday, 05 - 14

2960140 --> Thursday, 06 - 02

2960141 --> Thursday, 05 - 18

2960142 --> Thursday, 05 - 10

2960143 --> Thursday, 05 - 30

2960144 --> Thursday, 05 - 14

2960145 --> Thursday, 05 - 06

