Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4430000 through 4439999



4430000 --> Thursday, 05 - 11

4430001 --> Thursday, 05 - 31

4430002 --> Thursday, 05 - 16

4430003 --> Thursday, 05 - 08

4430004 --> Thursday, 05 - 27

4430005 --> Thursday, 05 - 12

4430006 --> Thursday, 05 - 04

4430007 --> Thursday, 05 - 24

4430008 --> Thursday, 05 - 08

4430009 --> Thursday, 05 - 28

4430010 --> Thursday, 05 - 20

4430011 --> Thursday, 05 - 05

4430012 --> Thursday, 05 - 24

4430013 --> Thursday, 05 - 16

4430014 --> Thursday, 05 - 08

4430015 --> Thursday, 05 - 21

4430016 --> Thursday, 05 - 12

4430017 --> Thursday, 06 - 01

4430018 --> Thursday, 05 - 24

4430019 --> Thursday, 05 - 09

4430020 --> Thursday, 05 - 28

4430021 --> Thursday, 05 - 20

4430022 --> Thursday, 05 - 05

4430023 --> Thursday, 05 - 25

4430024 --> Thursday, 05 - 16

4430025 --> Thursday, 05 - 01

4430026 --> Thursday, 05 - 21

4430027 --> Thursday, 05 - 13

4430028 --> Thursday, 06 - 01

4430029 --> Thursday, 05 - 17

4430030 --> Thursday, 05 - 09

4430031 --> Thursday, 05 - 29

4430032 --> Thursday, 05 - 13

4430033 --> Thursday, 05 - 05

4430034 --> Thursday, 05 - 25

4430035 --> Thursday, 05 - 10

4430036 --> Thursday, 05 - 29

4430037 --> Thursday, 05 - 21

4430038 --> Thursday, 05 - 13

4430039 --> Thursday, 05 - 26

4430040 --> Thursday, 05 - 17

4430041 --> Thursday, 05 - 09

4430042 --> Thursday, 05 - 22

4430043 --> Thursday, 05 - 14

4430044 --> Thursday, 05 - 05

4430045 --> Thursday, 05 - 25

4430046 --> Thursday, 05 - 10

4430047 --> Thursday, 05 - 30

4430048 --> Thursday, 05 - 21

4430049 --> Thursday, 05 - 06

4430050 --> Thursday, 05 - 26

4430051 --> Thursday, 05 - 18

4430052 --> Thursday, 05 - 02

4430053 --> Thursday, 05 - 22

4430054 --> Thursday, 05 - 14

4430055 --> Thursday, 06 - 03

4430056 --> Thursday, 05 - 18

4430057 --> Thursday, 05 - 10

4430058 --> Thursday, 05 - 30

4430059 --> Thursday, 05 - 15

4430060 --> Thursday, 05 - 06

4430061 --> Thursday, 05 - 26

4430062 --> Thursday, 05 - 11

4430063 --> Thursday, 05 - 03

4430064 --> Thursday, 05 - 22

4430065 --> Thursday, 05 - 14

4430066 --> Thursday, 05 - 27

4430067 --> Thursday, 05 - 19

4430068 --> Thursday, 05 - 10

4430069 --> Thursday, 05 - 30

4430070 --> Thursday, 05 - 15

4430071 --> Thursday, 05 - 07

4430072 --> Thursday, 05 - 26

4430073 --> Thursday, 05 - 11

4430074 --> Thursday, 05 - 31

4430075 --> Thursday, 05 - 23

4430076 --> Thursday, 05 - 07

4430077 --> Thursday, 05 - 27

4430078 --> Thursday, 05 - 19

4430079 --> Thursday, 05 - 04

4430080 --> Thursday, 05 - 23

4430081 --> Thursday, 05 - 15

4430082 --> Thursday, 04 - 30

4430083 --> Thursday, 05 - 20

4430084 --> Thursday, 05 - 11

4430085 --> Thursday, 05 - 31

4430086 --> Thursday, 05 - 16

4430087 --> Thursday, 05 - 08

4430088 --> Thursday, 05 - 27

4430089 --> Thursday, 05 - 19

4430090 --> Thursday, 05 - 04

4430091 --> Thursday, 05 - 24

4430092 --> Thursday, 05 - 15

4430093 --> Thursday, 05 - 28

4430094 --> Thursday, 05 - 20

4430095 --> Thursday, 05 - 12

4430096 --> Thursday, 05 - 31

4430097 --> Thursday, 05 - 16

4430098 --> Thursday, 05 - 08

4430099 --> Thursday, 05 - 28

4430100 --> Thursday, 05 - 13

4430101 --> Thursday, 05 - 05

4430102 --> Thursday, 05 - 25

4430103 --> Thursday, 05 - 10

4430104 --> Thursday, 05 - 29

4430105 --> Thursday, 05 - 21

4430106 --> Thursday, 05 - 06

4430107 --> Thursday, 05 - 26

4430108 --> Thursday, 05 - 17

4430109 --> Thursday, 05 - 09

4430110 --> Thursday, 05 - 22

4430111 --> Thursday, 05 - 14

4430112 --> Thursday, 05 - 05

4430113 --> Thursday, 05 - 25

4430114 --> Thursday, 05 - 10

4430115 --> Thursday, 05 - 30

4430116 --> Thursday, 05 - 21

4430117 --> Thursday, 05 - 06

4430118 --> Thursday, 05 - 26

4430119 --> Thursday, 05 - 18

4430120 --> Thursday, 05 - 02

4430121 --> Thursday, 05 - 22

4430122 --> Thursday, 05 - 14

4430123 --> Thursday, 06 - 03

4430124 --> Thursday, 05 - 18

4430125 --> Thursday, 05 - 10

4430126 --> Thursday, 05 - 30

4430127 --> Thursday, 05 - 15

4430128 --> Thursday, 05 - 06

4430129 --> Thursday, 05 - 26

4430130 --> Thursday, 05 - 11

4430131 --> Thursday, 05 - 03

4430132 --> Thursday, 05 - 22

4430133 --> Thursday, 05 - 14

4430134 --> Thursday, 05 - 27

4430135 --> Thursday, 05 - 19

4430136 --> Thursday, 05 - 10

4430137 --> Thursday, 05 - 23

4430138 --> Thursday, 05 - 15

4430139 --> Thursday, 05 - 07

4430140 --> Thursday, 05 - 26

4430141 --> Thursday, 05 - 11

4430142 --> Thursday, 05 - 31

4430143 --> Thursday, 05 - 23

4430144 --> Thursday, 05 - 07

4430145 --> Thursday, 05 - 27

4430146 --> Thursday, 05 - 19

4430147 --> Thursday, 05 - 04

4430148 --> Thursday, 05 - 23

4430149 --> Thursday, 05 - 15

4430150 --> Thursday, 04 - 30

4430151 --> Thursday, 05 - 20

4430152 --> Thursday, 05 - 11

4430153 --> Thursday, 05 - 31

4430154 --> Thursday, 05 - 16

4430155 --> Thursday, 05 - 08

4430156 --> Thursday, 05 - 27

4430157 --> Thursday, 05 - 12

4430158 --> Thursday, 05 - 04

4430159 --> Thursday, 05 - 24

4430160 --> Thursday, 05 - 15

4430161 --> Thursday, 05 - 28

4430162 --> Thursday, 05 - 20

4430163 --> Thursday, 05 - 12

4430164 --> Thursday, 05 - 31

4430165 --> Thursday, 05 - 16

4430166 --> Thursday, 05 - 08

4430167 --> Thursday, 05 - 28

4430168 --> Thursday, 05 - 12

4430169 --> Thursday, 05 - 04

4430170 --> Thursday, 05 - 24

4430171 --> Thursday, 05 - 09

4430172 --> Thursday, 05 - 28

4430173 --> Thursday, 05 - 20

4430174 --> Thursday, 05 - 05

4430175 --> Thursday, 05 - 25

4430176 --> Thursday, 05 - 16

4430177 --> Thursday, 05 - 01

4430178 --> Thursday, 05 - 21

4430179 --> Thursday, 05 - 13

4430180 --> Thursday, 06 - 01

4430181 --> Thursday, 05 - 17

4430182 --> Thursday, 05 - 09

4430183 --> Thursday, 05 - 29

4430184 --> Thursday, 05 - 20

4430185 --> Thursday, 05 - 05

4430186 --> Thursday, 05 - 25

4430187 --> Thursday, 05 - 17

4430188 --> Thursday, 05 - 01

4430189 --> Thursday, 05 - 21

4430190 --> Thursday, 05 - 13

4430191 --> Thursday, 06 - 02

4430192 --> Thursday, 05 - 17

