Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3280000 through 3289999



3280000 --> Thursday, 05 - 18

3280001 --> Thursday, 05 - 10

3280002 --> Thursday, 05 - 30

3280003 --> Thursday, 05 - 15

3280004 --> Thursday, 05 - 06

3280005 --> Thursday, 05 - 26

3280006 --> Thursday, 05 - 18

3280007 --> Thursday, 05 - 03

3280008 --> Thursday, 05 - 22

3280009 --> Thursday, 05 - 14

3280010 --> Thursday, 05 - 27

3280011 --> Thursday, 05 - 19

3280012 --> Thursday, 05 - 10

3280013 --> Thursday, 05 - 30

3280014 --> Thursday, 05 - 15

3280015 --> Thursday, 05 - 07

3280016 --> Thursday, 05 - 26

3280017 --> Thursday, 05 - 11

3280018 --> Thursday, 05 - 31

3280019 --> Thursday, 05 - 23

3280020 --> Thursday, 05 - 07

3280021 --> Thursday, 05 - 27

3280022 --> Thursday, 05 - 19

3280023 --> Thursday, 05 - 04

3280024 --> Thursday, 05 - 23

3280025 --> Thursday, 05 - 15

3280026 --> Thursday, 05 - 07

3280027 --> Thursday, 05 - 20

3280028 --> Thursday, 05 - 11

3280029 --> Thursday, 05 - 31

3280030 --> Thursday, 05 - 16

3280031 --> Thursday, 05 - 08

3280032 --> Thursday, 05 - 27

3280033 --> Thursday, 05 - 19

3280034 --> Thursday, 05 - 04

3280035 --> Thursday, 05 - 24

3280036 --> Thursday, 05 - 15

3280037 --> Thursday, 05 - 28

3280038 --> Thursday, 05 - 20

3280039 --> Thursday, 05 - 12

3280040 --> Thursday, 05 - 31

3280041 --> Thursday, 05 - 16

3280042 --> Thursday, 05 - 08

3280043 --> Thursday, 05 - 28

3280044 --> Thursday, 05 - 12

3280045 --> Thursday, 05 - 04

3280046 --> Thursday, 05 - 24

3280047 --> Thursday, 05 - 09

3280048 --> Thursday, 05 - 28

3280049 --> Thursday, 05 - 20

3280050 --> Thursday, 05 - 05

3280051 --> Thursday, 05 - 25

3280052 --> Thursday, 05 - 16

3280053 --> Thursday, 05 - 08

3280054 --> Thursday, 05 - 21

3280055 --> Thursday, 05 - 13

3280056 --> Thursday, 06 - 01

3280057 --> Thursday, 05 - 24

3280058 --> Thursday, 05 - 09

3280059 --> Thursday, 05 - 29

3280060 --> Thursday, 05 - 20

3280061 --> Thursday, 05 - 05

3280062 --> Thursday, 05 - 25

3280063 --> Thursday, 05 - 17

3280064 --> Thursday, 05 - 01

3280065 --> Thursday, 05 - 21

3280066 --> Thursday, 05 - 13

3280067 --> Thursday, 06 - 02

3280068 --> Thursday, 05 - 17

3280069 --> Thursday, 05 - 09

3280070 --> Thursday, 05 - 29

3280071 --> Thursday, 05 - 14

3280072 --> Thursday, 05 - 05

3280073 --> Thursday, 05 - 25

3280074 --> Thursday, 05 - 10

3280075 --> Thursday, 05 - 30

3280076 --> Thursday, 05 - 21

3280077 --> Thursday, 05 - 13

3280078 --> Thursday, 05 - 26

3280079 --> Thursday, 05 - 18

3280080 --> Thursday, 05 - 09

3280081 --> Thursday, 05 - 29

3280082 --> Thursday, 05 - 14

3280083 --> Thursday, 05 - 06

3280084 --> Thursday, 05 - 25

3280085 --> Thursday, 05 - 10

3280086 --> Thursday, 05 - 30

3280087 --> Thursday, 05 - 22

3280088 --> Thursday, 05 - 06

3280089 --> Thursday, 05 - 26

3280090 --> Thursday, 05 - 18

3280091 --> Thursday, 05 - 03

3280092 --> Thursday, 05 - 22

3280093 --> Thursday, 05 - 14

3280094 --> Thursday, 06 - 03

3280095 --> Thursday, 05 - 19

3280096 --> Thursday, 05 - 10

3280097 --> Thursday, 05 - 30

3280098 --> Thursday, 05 - 15

3280099 --> Thursday, 05 - 07

3280100 --> Thursday, 05 - 27

3280101 --> Thursday, 05 - 19

3280102 --> Thursday, 05 - 04

3280103 --> Thursday, 05 - 24

3280104 --> Thursday, 05 - 15

3280105 --> Thursday, 05 - 28

3280106 --> Thursday, 05 - 20

3280107 --> Thursday, 05 - 12

3280108 --> Thursday, 05 - 31

3280109 --> Thursday, 05 - 16

3280110 --> Thursday, 05 - 08

3280111 --> Thursday, 05 - 28

3280112 --> Thursday, 05 - 12

3280113 --> Thursday, 05 - 04

3280114 --> Thursday, 05 - 24

3280115 --> Thursday, 05 - 09

3280116 --> Thursday, 05 - 28

3280117 --> Thursday, 05 - 20

3280118 --> Thursday, 05 - 05

3280119 --> Thursday, 05 - 25

3280120 --> Thursday, 05 - 16

3280121 --> Thursday, 05 - 08

3280122 --> Thursday, 05 - 21

3280123 --> Thursday, 05 - 13

3280124 --> Thursday, 06 - 01

3280125 --> Thursday, 05 - 17

3280126 --> Thursday, 05 - 09

3280127 --> Thursday, 05 - 29

3280128 --> Thursday, 05 - 20

3280129 --> Thursday, 05 - 05

3280130 --> Thursday, 05 - 25

3280131 --> Thursday, 05 - 17

3280132 --> Thursday, 05 - 01

3280133 --> Thursday, 05 - 21

3280134 --> Thursday, 05 - 13

3280135 --> Thursday, 06 - 02

3280136 --> Thursday, 05 - 17

3280137 --> Thursday, 05 - 09

3280138 --> Thursday, 05 - 29

3280139 --> Thursday, 05 - 14

3280140 --> Thursday, 05 - 05

3280141 --> Thursday, 05 - 25

3280142 --> Thursday, 05 - 10

3280143 --> Thursday, 05 - 30

3280144 --> Thursday, 05 - 21

3280145 --> Thursday, 05 - 06

3280146 --> Thursday, 05 - 26

3280147 --> Thursday, 05 - 18

3280148 --> Thursday, 05 - 09

3280149 --> Thursday, 05 - 22

3280150 --> Thursday, 05 - 14

3280151 --> Thursday, 05 - 06

3280152 --> Thursday, 05 - 25

3280153 --> Thursday, 05 - 10

3280154 --> Thursday, 05 - 30

3280155 --> Thursday, 05 - 22

3280156 --> Thursday, 05 - 06

3280157 --> Thursday, 05 - 26

3280158 --> Thursday, 05 - 18

3280159 --> Thursday, 05 - 03

3280160 --> Thursday, 05 - 22

3280161 --> Thursday, 05 - 14

3280162 --> Thursday, 06 - 03

3280163 --> Thursday, 05 - 19

3280164 --> Thursday, 05 - 10

3280165 --> Thursday, 05 - 30

3280166 --> Thursday, 05 - 15

