Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0760000 through 0769999



0760000 --> Thursday, 05 - 18

0760001 --> Thursday, 05 - 03

0760002 --> Thursday, 05 - 23

0760003 --> Thursday, 05 - 15

0760004 --> Thursday, 06 - 03

0760005 --> Thursday, 05 - 19

0760006 --> Thursday, 05 - 11

0760007 --> Thursday, 05 - 31

0760008 --> Thursday, 05 - 15

0760009 --> Thursday, 05 - 07

0760010 --> Thursday, 05 - 27

0760011 --> Thursday, 05 - 12

0760012 --> Thursday, 05 - 03

0760013 --> Thursday, 05 - 23

0760014 --> Thursday, 05 - 15

0760015 --> Thursday, 05 - 28

0760016 --> Thursday, 05 - 19

0760017 --> Thursday, 05 - 11

0760018 --> Thursday, 05 - 31

0760019 --> Thursday, 05 - 16

0760020 --> Thursday, 05 - 07

0760021 --> Thursday, 05 - 27

0760022 --> Thursday, 05 - 12

0760023 --> Thursday, 06 - 01

0760024 --> Thursday, 05 - 23

0760025 --> Thursday, 05 - 08

0760026 --> Thursday, 05 - 28

0760027 --> Thursday, 05 - 20

0760028 --> Thursday, 05 - 04

0760029 --> Thursday, 05 - 24

0760030 --> Thursday, 05 - 16

0760031 --> Thursday, 05 - 01

0760032 --> Thursday, 05 - 20

0760033 --> Thursday, 05 - 12

0760034 --> Thursday, 06 - 01

0760035 --> Thursday, 05 - 17

0760036 --> Thursday, 05 - 08

0760037 --> Thursday, 05 - 28

0760038 --> Thursday, 05 - 13

0760039 --> Thursday, 05 - 05

0760040 --> Thursday, 05 - 24

0760041 --> Thursday, 05 - 16

0760042 --> Thursday, 05 - 29

0760043 --> Thursday, 05 - 21

0760044 --> Thursday, 05 - 12

0760045 --> Thursday, 06 - 01

0760046 --> Thursday, 05 - 17

0760047 --> Thursday, 05 - 09

0760048 --> Thursday, 05 - 28

0760049 --> Thursday, 05 - 13

