Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0320000 through 0329999



0320000 --> Thursday, 05 - 25

0320001 --> Thursday, 05 - 10

0320002 --> Thursday, 05 - 30

0320003 --> Thursday, 05 - 22

0320004 --> Thursday, 05 - 06

0320005 --> Thursday, 05 - 26

0320006 --> Thursday, 05 - 18

0320007 --> Thursday, 05 - 03

0320008 --> Thursday, 05 - 22

0320009 --> Thursday, 05 - 14

0320010 --> Thursday, 06 - 03

0320011 --> Thursday, 05 - 19

0320012 --> Thursday, 05 - 10

0320013 --> Thursday, 05 - 30

0320014 --> Thursday, 05 - 15

0320015 --> Thursday, 05 - 07

0320016 --> Thursday, 05 - 26

0320017 --> Thursday, 05 - 11

0320018 --> Thursday, 05 - 03

0320019 --> Thursday, 05 - 23

0320020 --> Thursday, 05 - 14

0320021 --> Thursday, 05 - 27

0320022 --> Thursday, 05 - 19

0320023 --> Thursday, 05 - 11

0320024 --> Thursday, 05 - 30

0320025 --> Thursday, 05 - 15

0320026 --> Thursday, 05 - 07

0320027 --> Thursday, 05 - 27

0320028 --> Thursday, 05 - 11

0320029 --> Thursday, 05 - 31

0320030 --> Thursday, 05 - 23

0320031 --> Thursday, 05 - 08

0320032 --> Thursday, 05 - 27

0320033 --> Thursday, 05 - 19

0320034 --> Thursday, 05 - 04

0320035 --> Thursday, 05 - 24

0320036 --> Thursday, 05 - 15

0320037 --> Thursday, 04 - 30

0320038 --> Thursday, 05 - 20

0320039 --> Thursday, 05 - 12

0320040 --> Thursday, 05 - 31

0320041 --> Thursday, 05 - 16

0320042 --> Thursday, 05 - 08

0320043 --> Thursday, 05 - 28

0320044 --> Thursday, 05 - 19

0320045 --> Thursday, 05 - 04

0320046 --> Thursday, 05 - 24

0320047 --> Thursday, 05 - 16

0320048 --> Thursday, 05 - 28

0320049 --> Thursday, 05 - 20

0320050 --> Thursday, 05 - 12

0320051 --> Thursday, 06 - 01

0320052 --> Thursday, 05 - 16

0320053 --> Thursday, 05 - 08

0320054 --> Thursday, 05 - 28

0320055 --> Thursday, 05 - 13

0320056 --> Thursday, 05 - 04

0320057 --> Thursday, 05 - 24

0320058 --> Thursday, 05 - 09

0320059 --> Thursday, 05 - 29

0320060 --> Thursday, 05 - 20

0320061 --> Thursday, 05 - 05

0320062 --> Thursday, 05 - 25

0320063 --> Thursday, 05 - 17

0320064 --> Thursday, 05 - 08

0320065 --> Thursday, 05 - 21

0320066 --> Thursday, 05 - 13

0320067 --> Thursday, 06 - 02

0320068 --> Thursday, 05 - 24

0320069 --> Thursday, 05 - 09

0320070 --> Thursday, 05 - 29

0320071 --> Thursday, 05 - 21

0320072 --> Thursday, 05 - 05

0320073 --> Thursday, 05 - 25

0320074 --> Thursday, 05 - 17

0320075 --> Thursday, 05 - 02

0320076 --> Thursday, 05 - 21

0320077 --> Thursday, 05 - 13

0320078 --> Thursday, 06 - 02

0320079 --> Thursday, 05 - 18

0320080 --> Thursday, 05 - 09

0320081 --> Thursday, 05 - 29

0320082 --> Thursday, 05 - 14

0320083 --> Thursday, 05 - 06

0320084 --> Thursday, 05 - 25

0320085 --> Thursday, 05 - 10

0320086 --> Thursday, 05 - 30

0320087 --> Thursday, 05 - 22

0320088 --> Thursday, 05 - 13

0320089 --> Thursday, 05 - 26

0320090 --> Thursday, 05 - 18

0320091 --> Thursday, 05 - 10

0320092 --> Thursday, 05 - 29

0320093 --> Thursday, 05 - 14

0320094 --> Thursday, 05 - 06

0320095 --> Thursday, 05 - 19

0320096 --> Thursday, 05 - 10

0320097 --> Thursday, 05 - 30

0320098 --> Thursday, 05 - 22

0320099 --> Thursday, 05 - 07

0320100 --> Thursday, 05 - 27

0320101 --> Thursday, 05 - 19

0320102 --> Thursday, 05 - 04

0320103 --> Thursday, 05 - 24

0320104 --> Thursday, 05 - 15

0320105 --> Thursday, 04 - 30

0320106 --> Thursday, 05 - 20

0320107 --> Thursday, 05 - 12

0320108 --> Thursday, 05 - 31

0320109 --> Thursday, 05 - 16

0320110 --> Thursday, 05 - 08

0320111 --> Thursday, 05 - 28

0320112 --> Thursday, 05 - 12

0320113 --> Thursday, 05 - 04

0320114 --> Thursday, 05 - 24

0320115 --> Thursday, 05 - 09

0320116 --> Thursday, 05 - 28

0320117 --> Thursday, 05 - 20

0320118 --> Thursday, 05 - 12

0320119 --> Thursday, 05 - 25

0320120 --> Thursday, 05 - 16

0320121 --> Thursday, 05 - 08

0320122 --> Thursday, 05 - 28

0320123 --> Thursday, 05 - 13

0320124 --> Thursday, 05 - 04

0320125 --> Thursday, 05 - 24

0320126 --> Thursday, 05 - 09

0320127 --> Thursday, 05 - 29

0320128 --> Thursday, 05 - 20

0320129 --> Thursday, 05 - 05

0320130 --> Thursday, 05 - 25

0320131 --> Thursday, 05 - 17

0320132 --> Thursday, 05 - 01

0320133 --> Thursday, 05 - 21

0320134 --> Thursday, 05 - 13

0320135 --> Thursday, 06 - 02

0320136 --> Thursday, 05 - 17

0320137 --> Thursday, 05 - 09

0320138 --> Thursday, 05 - 29

0320139 --> Thursday, 05 - 14

0320140 --> Thursday, 05 - 05

0320141 --> Thursday, 05 - 25

0320142 --> Thursday, 05 - 17

0320143 --> Thursday, 05 - 02

0320144 --> Thursday, 05 - 21

0320145 --> Thursday, 05 - 13

0320146 --> Thursday, 06 - 02

0320147 --> Thursday, 05 - 18

0320148 --> Thursday, 05 - 09

0320149 --> Thursday, 05 - 29

0320150 --> Thursday, 05 - 14

0320151 --> Thursday, 05 - 06

0320152 --> Thursday, 05 - 25

0320153 --> Thursday, 05 - 10

0320154 --> Thursday, 05 - 30

0320155 --> Thursday, 05 - 22

0320156 --> Thursday, 05 - 06

0320157 --> Thursday, 05 - 26

0320158 --> Thursday, 05 - 18

0320159 --> Thursday, 05 - 03

0320160 --> Thursday, 05 - 22

0320161 --> Thursday, 05 - 14

0320162 --> Thursday, 05 - 06

0320163 --> Thursday, 05 - 19

0320164 --> Thursday, 05 - 10

0320165 --> Thursday, 05 - 30

0320166 --> Thursday, 05 - 22

0320167 --> Thursday, 05 - 07

0320168 --> Thursday, 05 - 26

0320169 --> Thursday, 05 - 18

0320170 --> Thursday, 05 - 03

0320171 --> Thursday, 05 - 23

0320172 --> Thursday, 05 - 14

0320173 --> Thursday, 06 - 03

0320174 --> Thursday, 05 - 19

0320175 --> Thursday, 05 - 11

0320176 --> Thursday, 05 - 30

0320177 --> Thursday, 05 - 15

0320178 --> Thursday, 05 - 07

0320179 --> Thursday, 05 - 27

0320180 --> Thursday, 05 - 11

0320181 --> Thursday, 05 - 03

0320182 --> Thursday, 05 - 23

0320183 --> Thursday, 05 - 08

0320184 --> Thursday, 05 - 27

0320185 --> Thursday, 05 - 19

0320186 --> Thursday, 05 - 11

0320187 --> Thursday, 05 - 24

