Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3960000 through 3969999



3960000 --> Thursday, 05 - 25

3960001 --> Thursday, 05 - 17

3960002 --> Thursday, 05 - 02

3960003 --> Thursday, 05 - 22

3960004 --> Thursday, 05 - 13

3960005 --> Thursday, 06 - 02

3960006 --> Thursday, 05 - 18

3960007 --> Thursday, 05 - 10

3960008 --> Thursday, 05 - 29

3960009 --> Thursday, 05 - 14

3960010 --> Thursday, 05 - 06

3960011 --> Thursday, 05 - 26

3960012 --> Thursday, 05 - 10

3960013 --> Thursday, 05 - 30

3960014 --> Thursday, 05 - 22

3960015 --> Thursday, 05 - 07

3960016 --> Thursday, 05 - 26

3960017 --> Thursday, 05 - 18

3960018 --> Thursday, 05 - 03

3960019 --> Thursday, 05 - 23

3960020 --> Thursday, 05 - 14

3960021 --> Thursday, 05 - 06

3960022 --> Thursday, 05 - 19

3960023 --> Thursday, 05 - 11

3960024 --> Thursday, 05 - 30

3960025 --> Thursday, 05 - 22

3960026 --> Thursday, 05 - 07

3960027 --> Thursday, 05 - 27

3960028 --> Thursday, 05 - 18

3960029 --> Thursday, 05 - 03

3960030 --> Thursday, 05 - 23

3960031 --> Thursday, 05 - 15

3960032 --> Thursday, 06 - 03

3960033 --> Thursday, 05 - 19

3960034 --> Thursday, 05 - 11

3960035 --> Thursday, 05 - 31

3960036 --> Thursday, 05 - 15

3960037 --> Thursday, 05 - 07

3960038 --> Thursday, 05 - 27

3960039 --> Thursday, 05 - 12

3960040 --> Thursday, 05 - 03

3960041 --> Thursday, 05 - 23

3960042 --> Thursday, 05 - 08

3960043 --> Thursday, 05 - 28

3960044 --> Thursday, 05 - 19

3960045 --> Thursday, 05 - 11

3960046 --> Thursday, 05 - 24

3960047 --> Thursday, 05 - 16

3960048 --> Thursday, 05 - 07

3960049 --> Thursday, 05 - 27

3960050 --> Thursday, 05 - 12

3960051 --> Thursday, 06 - 01

3960052 --> Thursday, 05 - 23

3960053 --> Thursday, 05 - 08

3960054 --> Thursday, 05 - 28

3960055 --> Thursday, 05 - 20

3960056 --> Thursday, 05 - 04

3960057 --> Thursday, 05 - 24

3960058 --> Thursday, 05 - 16

3960059 --> Thursday, 05 - 01

3960060 --> Thursday, 05 - 20

3960061 --> Thursday, 05 - 12

3960062 --> Thursday, 06 - 01

3960063 --> Thursday, 05 - 17

3960064 --> Thursday, 05 - 08

3960065 --> Thursday, 05 - 28

3960066 --> Thursday, 05 - 13

3960067 --> Thursday, 05 - 05

3960068 --> Thursday, 05 - 24

3960069 --> Thursday, 05 - 16

3960070 --> Thursday, 05 - 29

3960071 --> Thursday, 05 - 21

3960072 --> Thursday, 05 - 12

3960073 --> Thursday, 06 - 01

3960074 --> Thursday, 05 - 17

3960075 --> Thursday, 05 - 09

3960076 --> Thursday, 05 - 28

3960077 --> Thursday, 05 - 13

3960078 --> Thursday, 05 - 05

3960079 --> Thursday, 05 - 25

3960080 --> Thursday, 05 - 09

3960081 --> Thursday, 05 - 29

3960082 --> Thursday, 05 - 21

3960083 --> Thursday, 05 - 06

3960084 --> Thursday, 05 - 25

3960085 --> Thursday, 05 - 17

3960086 --> Thursday, 05 - 02

3960087 --> Thursday, 05 - 22

3960088 --> Thursday, 05 - 13

3960089 --> Thursday, 06 - 02

3960090 --> Thursday, 05 - 18

3960091 --> Thursday, 05 - 10

3960092 --> Thursday, 05 - 29

3960093 --> Thursday, 05 - 21

3960094 --> Thursday, 05 - 06

3960095 --> Thursday, 05 - 26

3960096 --> Thursday, 05 - 17

3960097 --> Thursday, 05 - 02

3960098 --> Thursday, 05 - 22

3960099 --> Thursday, 05 - 14

3960100 --> Thursday, 06 - 03

3960101 --> Thursday, 05 - 19

3960102 --> Thursday, 05 - 11

3960103 --> Thursday, 05 - 31

3960104 --> Thursday, 05 - 15

3960105 --> Thursday, 05 - 07

3960106 --> Thursday, 05 - 27

3960107 --> Thursday, 05 - 12

3960108 --> Thursday, 05 - 03

3960109 --> Thursday, 05 - 23

3960110 --> Thursday, 05 - 08

3960111 --> Thursday, 05 - 28

3960112 --> Thursday, 05 - 19

3960113 --> Thursday, 05 - 04

3960114 --> Thursday, 05 - 24

3960115 --> Thursday, 05 - 16

3960116 --> Thursday, 05 - 07

3960117 --> Thursday, 05 - 20

3960118 --> Thursday, 05 - 12

3960119 --> Thursday, 06 - 01

3960120 --> Thursday, 05 - 23

3960121 --> Thursday, 05 - 08

3960122 --> Thursday, 05 - 28

3960123 --> Thursday, 05 - 20

3960124 --> Thursday, 05 - 04

3960125 --> Thursday, 05 - 24

3960126 --> Thursday, 05 - 16

3960127 --> Thursday, 05 - 01

3960128 --> Thursday, 05 - 20

3960129 --> Thursday, 05 - 12

3960130 --> Thursday, 06 - 01

3960131 --> Thursday, 05 - 17

3960132 --> Thursday, 05 - 08

3960133 --> Thursday, 05 - 28

3960134 --> Thursday, 05 - 13

3960135 --> Thursday, 05 - 05

3960136 --> Thursday, 05 - 24

3960137 --> Thursday, 05 - 09

3960138 --> Thursday, 05 - 29

3960139 --> Thursday, 05 - 21

3960140 --> Thursday, 05 - 12

3960141 --> Thursday, 05 - 25

3960142 --> Thursday, 05 - 17

3960143 --> Thursday, 05 - 09

3960144 --> Thursday, 05 - 28

3960145 --> Thursday, 05 - 13

3960146 --> Thursday, 05 - 05

3960147 --> Thursday, 05 - 25

3960148 --> Thursday, 05 - 09

3960149 --> Thursday, 05 - 29

3960150 --> Thursday, 05 - 21

3960151 --> Thursday, 05 - 06

3960152 --> Thursday, 05 - 25

3960153 --> Thursday, 05 - 17

3960154 --> Thursday, 05 - 02

3960155 --> Thursday, 05 - 22

3960156 --> Thursday, 05 - 13

3960157 --> Thursday, 06 - 02

3960158 --> Thursday, 05 - 18

3960159 --> Thursday, 05 - 10

3960160 --> Thursday, 05 - 29

3960161 --> Thursday, 05 - 14

3960162 --> Thursday, 05 - 06

3960163 --> Thursday, 05 - 26

3960164 --> Thursday, 05 - 17

3960165 --> Thursday, 05 - 02

3960166 --> Thursday, 05 - 22

3960167 --> Thursday, 05 - 14

3960168 --> Thursday, 06 - 02

3960169 --> Thursday, 05 - 18

3960170 --> Thursday, 05 - 10

3960171 --> Thursday, 05 - 23

3960172 --> Thursday, 05 - 14

3960173 --> Thursday, 05 - 06

3960174 --> Thursday, 05 - 26

3960175 --> Thursday, 05 - 11

3960176 --> Thursday, 05 - 30

3960177 --> Thursday, 05 - 22

3960178 --> Thursday, 05 - 07

3960179 --> Thursday, 05 - 27

3960180 --> Thursday, 05 - 18

3960181 --> Thursday, 05 - 03

3960182 --> Thursday, 05 - 23

3960183 --> Thursday, 05 - 15

3960184 --> Thursday, 05 - 06

3960185 --> Thursday, 05 - 19

3960186 --> Thursday, 05 - 11

3960187 --> Thursday, 05 - 31

3960188 --> Thursday, 05 - 22

