Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3890000 through 3899999



3890000 --> Thursday, 05 - 11

3890001 --> Thursday, 05 - 31

3890002 --> Thursday, 05 - 16

3890003 --> Thursday, 05 - 08

3890004 --> Thursday, 05 - 27

3890005 --> Thursday, 05 - 12

3890006 --> Thursday, 06 - 01

3890007 --> Thursday, 05 - 24

3890008 --> Thursday, 05 - 08

3890009 --> Thursday, 05 - 28

3890010 --> Thursday, 05 - 20

3890011 --> Thursday, 05 - 05

3890012 --> Thursday, 05 - 24

3890013 --> Thursday, 05 - 16

3890014 --> Thursday, 05 - 01

3890015 --> Thursday, 05 - 21

3890016 --> Thursday, 05 - 12

3890017 --> Thursday, 06 - 01

3890018 --> Thursday, 05 - 17

3890019 --> Thursday, 05 - 09

3890020 --> Thursday, 05 - 28

3890021 --> Thursday, 05 - 20

3890022 --> Thursday, 05 - 05

3890023 --> Thursday, 05 - 25

3890024 --> Thursday, 05 - 16

3890025 --> Thursday, 05 - 29

3890026 --> Thursday, 05 - 21

3890027 --> Thursday, 05 - 13

3890028 --> Thursday, 06 - 01

3890029 --> Thursday, 05 - 17

3890030 --> Thursday, 05 - 09

3890031 --> Thursday, 05 - 29

3890032 --> Thursday, 05 - 13

3890033 --> Thursday, 05 - 05

3890034 --> Thursday, 05 - 25

3890035 --> Thursday, 05 - 10

3890036 --> Thursday, 05 - 29

3890037 --> Thursday, 05 - 21

3890038 --> Thursday, 05 - 06

3890039 --> Thursday, 05 - 26

3890040 --> Thursday, 05 - 17

3890041 --> Thursday, 05 - 02

3890042 --> Thursday, 05 - 22

3890043 --> Thursday, 05 - 14

3890044 --> Thursday, 06 - 02

3890045 --> Thursday, 05 - 18

3890046 --> Thursday, 05 - 10

3890047 --> Thursday, 05 - 30

3890048 --> Thursday, 05 - 21

3890049 --> Thursday, 05 - 06

3890050 --> Thursday, 05 - 26

3890051 --> Thursday, 05 - 18

3890052 --> Thursday, 05 - 02

3890053 --> Thursday, 05 - 22

3890054 --> Thursday, 05 - 14

3890055 --> Thursday, 05 - 27

3890056 --> Thursday, 05 - 18

3890057 --> Thursday, 05 - 10

3890058 --> Thursday, 05 - 30

3890059 --> Thursday, 05 - 15

3890060 --> Thursday, 05 - 06

3890061 --> Thursday, 05 - 26

3890062 --> Thursday, 05 - 11

3890063 --> Thursday, 05 - 31

3890064 --> Thursday, 05 - 22

3890065 --> Thursday, 05 - 07

3890066 --> Thursday, 05 - 27

3890067 --> Thursday, 05 - 19

3890068 --> Thursday, 05 - 10

3890069 --> Thursday, 05 - 23

3890070 --> Thursday, 05 - 15

3890071 --> Thursday, 05 - 07

3890072 --> Thursday, 05 - 26

3890073 --> Thursday, 05 - 11

3890074 --> Thursday, 05 - 31

3890075 --> Thursday, 05 - 23

3890076 --> Thursday, 05 - 07

3890077 --> Thursday, 05 - 27

3890078 --> Thursday, 05 - 19

3890079 --> Thursday, 05 - 04

3890080 --> Thursday, 05 - 23

3890081 --> Thursday, 05 - 15

3890082 --> Thursday, 05 - 28

3890083 --> Thursday, 05 - 20

3890084 --> Thursday, 05 - 11

3890085 --> Thursday, 05 - 31

3890086 --> Thursday, 05 - 16

3890087 --> Thursday, 05 - 08

3890088 --> Thursday, 05 - 27

3890089 --> Thursday, 05 - 12

3890090 --> Thursday, 05 - 04

3890091 --> Thursday, 05 - 24

3890092 --> Thursday, 05 - 15

3890093 --> Thursday, 05 - 28

3890094 --> Thursday, 05 - 20

3890095 --> Thursday, 05 - 12

3890096 --> Thursday, 05 - 31

3890097 --> Thursday, 05 - 16

3890098 --> Thursday, 05 - 08

3890099 --> Thursday, 05 - 21

3890100 --> Thursday, 05 - 13

3890101 --> Thursday, 05 - 05

3890102 --> Thursday, 05 - 25

3890103 --> Thursday, 05 - 10

3890104 --> Thursday, 05 - 29

3890105 --> Thursday, 05 - 21

3890106 --> Thursday, 05 - 06

3890107 --> Thursday, 05 - 26

3890108 --> Thursday, 05 - 17

3890109 --> Thursday, 05 - 02

3890110 --> Thursday, 05 - 22

3890111 --> Thursday, 05 - 14

3890112 --> Thursday, 06 - 02

3890113 --> Thursday, 05 - 18

3890114 --> Thursday, 05 - 10

3890115 --> Thursday, 05 - 30

3890116 --> Thursday, 05 - 21

3890117 --> Thursday, 05 - 06

3890118 --> Thursday, 05 - 26

3890119 --> Thursday, 05 - 11

3890120 --> Thursday, 05 - 02

3890121 --> Thursday, 05 - 22

3890122 --> Thursday, 05 - 14

3890123 --> Thursday, 05 - 27

3890124 --> Thursday, 05 - 18

3890125 --> Thursday, 05 - 10

3890126 --> Thursday, 05 - 30

3890127 --> Thursday, 05 - 15

3890128 --> Thursday, 05 - 06

3890129 --> Thursday, 05 - 26

3890130 --> Thursday, 05 - 11

3890131 --> Thursday, 05 - 31

3890132 --> Thursday, 05 - 22

3890133 --> Thursday, 05 - 07

3890134 --> Thursday, 05 - 27

3890135 --> Thursday, 05 - 19

3890136 --> Thursday, 05 - 03

3890137 --> Thursday, 05 - 23

3890138 --> Thursday, 05 - 15

3890139 --> Thursday, 04 - 30

3890140 --> Thursday, 05 - 19

3890141 --> Thursday, 05 - 11

3890142 --> Thursday, 05 - 31

3890143 --> Thursday, 05 - 16

3890144 --> Thursday, 05 - 07

3890145 --> Thursday, 05 - 27

3890146 --> Thursday, 05 - 19

3890147 --> Thursday, 05 - 04

3890148 --> Thursday, 05 - 23

3890149 --> Thursday, 05 - 15

3890150 --> Thursday, 05 - 28

3890151 --> Thursday, 05 - 20

3890152 --> Thursday, 05 - 11

3890153 --> Thursday, 05 - 31

3890154 --> Thursday, 05 - 16

3890155 --> Thursday, 05 - 08

3890156 --> Thursday, 05 - 27

3890157 --> Thursday, 05 - 12

3890158 --> Thursday, 05 - 04

3890159 --> Thursday, 05 - 24

3890160 --> Thursday, 05 - 08

3890161 --> Thursday, 05 - 28

3890162 --> Thursday, 05 - 20

3890163 --> Thursday, 05 - 05

3890164 --> Thursday, 05 - 24

3890165 --> Thursday, 05 - 16

3890166 --> Thursday, 05 - 08

3890167 --> Thursday, 05 - 21

3890168 --> Thursday, 05 - 12

3890169 --> Thursday, 06 - 01

3890170 --> Thursday, 05 - 24

3890171 --> Thursday, 05 - 09

3890172 --> Thursday, 05 - 28

3890173 --> Thursday, 05 - 20

3890174 --> Thursday, 05 - 05

3890175 --> Thursday, 05 - 25

3890176 --> Thursday, 05 - 16

3890177 --> Thursday, 05 - 01

3890178 --> Thursday, 05 - 21

3890179 --> Thursday, 05 - 13

3890180 --> Thursday, 06 - 01

3890181 --> Thursday, 05 - 17

3890182 --> Thursday, 05 - 09

3890183 --> Thursday, 05 - 29

3890184 --> Thursday, 05 - 13

3890185 --> Thursday, 05 - 05

3890186 --> Thursday, 05 - 25

3890187 --> Thursday, 05 - 10

3890188 --> Thursday, 05 - 29

3890189 --> Thursday, 05 - 21

3890190 --> Thursday, 05 - 13

3890191 --> Thursday, 05 - 26

3890192 --> Thursday, 05 - 17

3890193 --> Thursday, 05 - 09

3890194 --> Thursday, 05 - 22

3890195 --> Thursday, 05 - 14

3890196 --> Thursday, 05 - 05

3890197 --> Thursday, 05 - 25

3890198 --> Thursday, 05 - 10

3890199 --> Thursday, 05 - 30

3890200 --> Thursday, 05 - 22

3890201 --> Thursday, 05 - 07

3890202 --> Thursday, 05 - 27

3890203 --> Thursday, 05 - 19

3890204 --> Thursday, 05 - 03

3890205 --> Thursday, 05 - 23

3890206 --> Thursday, 05 - 15

3890207 --> Thursday, 05 - 28

3890208 --> Thursday, 05 - 19

3890209 --> Thursday, 05 - 11

3890210 --> Thursday, 05 - 31

3890211 --> Thursday, 05 - 16

3890212 --> Thursday, 05 - 07

3890213 --> Thursday, 05 - 27

3890214 --> Thursday, 05 - 12

3890215 --> Thursday, 05 - 04

3890216 --> Thursday, 05 - 23

3890217 --> Thursday, 05 - 08

3890218 --> Thursday, 05 - 28

3890219 --> Thursday, 05 - 20

3890220 --> Thursday, 05 - 11

3890221 --> Thursday, 05 - 24

3890222 --> Thursday, 05 - 16

3890223 --> Thursday, 05 - 08

3890224 --> Thursday, 05 - 27

3890225 --> Thursday, 05 - 12

3890226 --> Thursday, 06 - 01

3890227 --> Thursday, 05 - 24

3890228 --> Thursday, 05 - 08

3890229 --> Thursday, 05 - 28

3890230 --> Thursday, 05 - 20

3890231 --> Thursday, 05 - 05

3890232 --> Thursday, 05 - 24

3890233 --> Thursday, 05 - 16

3890234 --> Thursday, 05 - 01

3890235 --> Thursday, 05 - 21

3890236 --> Thursday, 05 - 12

3890237 --> Thursday, 06 - 01

3890238 --> Thursday, 05 - 17

3890239 --> Thursday, 05 - 09

3890240 --> Thursday, 05 - 28

3890241 --> Thursday, 05 - 13

3890242 --> Thursday, 05 - 05

3890243 --> Thursday, 05 - 25

3890244 --> Thursday, 05 - 16

3890245 --> Thursday, 05 - 29

3890246 --> Thursday, 05 - 21

3890247 --> Thursday, 05 - 13

3890248 --> Thursday, 06 - 01

3890249 --> Thursday, 05 - 17

3890250 --> Thursday, 05 - 09

3890251 --> Thursday, 05 - 22

3890252 --> Thursday, 05 - 13

3890253 --> Thursday, 05 - 05

3890254 --> Thursday, 05 - 25

3890255 --> Thursday, 05 - 10

3890256 --> Thursday, 05 - 29

3890257 --> Thursday, 05 - 21

3890258 --> Thursday, 05 - 06

3890259 --> Thursday, 05 - 26

3890260 --> Thursday, 05 - 17

3890261 --> Thursday, 05 - 02

3890262 --> Thursday, 05 - 22

3890263 --> Thursday, 05 - 14

3890264 --> Thursday, 06 - 02

3890265 --> Thursday, 05 - 18

3890266 --> Thursday, 05 - 10

3890267 --> Thursday, 05 - 30

3890268 --> Thursday, 05 - 21

3890269 --> Thursday, 05 - 06

3890270 --> Thursday, 05 - 26

3890271 --> Thursday, 05 - 11

3890272 --> Thursday, 05 - 02

3890273 --> Thursday, 05 - 22

3890274 --> Thursday, 05 - 14

3890275 --> Thursday, 05 - 27

3890276 --> Thursday, 05 - 18

3890277 --> Thursday, 05 - 10

3890278 --> Thursday, 05 - 30

3890279 --> Thursday, 05 - 15

3890280 --> Thursday, 05 - 06

3890281 --> Thursday, 05 - 26

3890282 --> Thursday, 05 - 11

3890283 --> Thursday, 05 - 31

3890284 --> Thursday, 05 - 22

3890285 --> Thursday, 05 - 07

3890286 --> Thursday, 05 - 27

3890287 --> Thursday, 05 - 19

3890288 --> Thursday, 05 - 03

3890289 --> Thursday, 05 - 23

3890290 --> Thursday, 05 - 15

3890291 --> Thursday, 04 - 30

3890292 --> Thursday, 05 - 19

3890293 --> Thursday, 05 - 11

3890294 --> Thursday, 05 - 31

3890295 --> Thursday, 05 - 16

3890296 --> Thursday, 05 - 07

3890297 --> Thursday, 05 - 27

3890298 --> Thursday, 05 - 19

3890299 --> Thursday, 05 - 04

3890300 --> Thursday, 05 - 24

3890301 --> Thursday, 05 - 16

3890302 --> Thursday, 05 - 01

3890303 --> Thursday, 05 - 21

3890304 --> Thursday, 05 - 12

3890305 --> Thursday, 06 - 01

3890306 --> Thursday, 05 - 17

3890307 --> Thursday, 05 - 09

3890308 --> Thursday, 05 - 28

3890309 --> Thursday, 05 - 13

3890310 --> Thursday, 05 - 05

3890311 --> Thursday, 05 - 25

3890312 --> Thursday, 05 - 09

3890313 --> Thursday, 05 - 29

3890314 --> Thursday, 05 - 21

3890315 --> Thursday, 05 - 06

3890316 --> Thursday, 05 - 25

3890317 --> Thursday, 05 - 17

3890318 --> Thursday, 05 - 09

3890319 --> Thursday, 05 - 22

3890320 --> Thursday, 05 - 13

3890321 --> Thursday, 05 - 05

3890322 --> Thursday, 05 - 25

3890323 --> Thursday, 05 - 10

3890324 --> Thursday, 05 - 29

3890325 --> Thursday, 05 - 21

3890326 --> Thursday, 05 - 06

3890327 --> Thursday, 05 - 26

3890328 --> Thursday, 05 - 17

3890329 --> Thursday, 05 - 02

3890330 --> Thursday, 05 - 22

3890331 --> Thursday, 05 - 14

3890332 --> Thursday, 06 - 02

3890333 --> Thursday, 05 - 18

3890334 --> Thursday, 05 - 10

3890335 --> Thursday, 05 - 30

3890336 --> Thursday, 05 - 14

3890337 --> Thursday, 05 - 06

3890338 --> Thursday, 05 - 26

3890339 --> Thursday, 05 - 11

