Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3980000 through 3989999



3980000 --> Thursday, 05 - 11

3980001 --> Thursday, 05 - 31

3980002 --> Thursday, 05 - 16

3980003 --> Thursday, 05 - 08

3980004 --> Thursday, 05 - 27

3980005 --> Thursday, 05 - 12

3980006 --> Thursday, 06 - 01

3980007 --> Thursday, 05 - 24

3980008 --> Thursday, 05 - 08

3980009 --> Thursday, 05 - 28

3980010 --> Thursday, 05 - 20

3980011 --> Thursday, 05 - 05

3980012 --> Thursday, 05 - 24

3980013 --> Thursday, 05 - 16

3980014 --> Thursday, 05 - 01

3980015 --> Thursday, 05 - 21

3980016 --> Thursday, 05 - 12

3980017 --> Thursday, 06 - 01

3980018 --> Thursday, 05 - 17

3980019 --> Thursday, 05 - 09

3980020 --> Thursday, 05 - 28

3980021 --> Thursday, 05 - 20

3980022 --> Thursday, 05 - 05

3980023 --> Thursday, 05 - 25

3980024 --> Thursday, 05 - 16

3980025 --> Thursday, 05 - 29

3980026 --> Thursday, 05 - 21

3980027 --> Thursday, 05 - 13

3980028 --> Thursday, 06 - 01

3980029 --> Thursday, 05 - 17

3980030 --> Thursday, 05 - 09

3980031 --> Thursday, 05 - 29

3980032 --> Thursday, 05 - 13

3980033 --> Thursday, 05 - 05

3980034 --> Thursday, 05 - 25

3980035 --> Thursday, 05 - 10

3980036 --> Thursday, 05 - 29

3980037 --> Thursday, 05 - 21

3980038 --> Thursday, 05 - 06

3980039 --> Thursday, 05 - 26

3980040 --> Thursday, 05 - 17

3980041 --> Thursday, 05 - 09

3980042 --> Thursday, 05 - 22

3980043 --> Thursday, 05 - 14

3980044 --> Thursday, 06 - 02

3980045 --> Thursday, 05 - 18

3980046 --> Thursday, 05 - 10

3980047 --> Thursday, 05 - 30

3980048 --> Thursday, 05 - 21

3980049 --> Thursday, 05 - 06

3980050 --> Thursday, 05 - 26

3980051 --> Thursday, 05 - 18

3980052 --> Thursday, 05 - 02

3980053 --> Thursday, 05 - 22

3980054 --> Thursday, 05 - 14

3980055 --> Thursday, 05 - 27

3980056 --> Thursday, 05 - 18

3980057 --> Thursday, 05 - 10

3980058 --> Thursday, 05 - 30

3980059 --> Thursday, 05 - 15

3980060 --> Thursday, 05 - 06

3980061 --> Thursday, 05 - 26

3980062 --> Thursday, 05 - 11

3980063 --> Thursday, 05 - 31

3980064 --> Thursday, 05 - 22

3980065 --> Thursday, 05 - 07

3980066 --> Thursday, 05 - 27

3980067 --> Thursday, 05 - 19

3980068 --> Thursday, 05 - 10

3980069 --> Thursday, 05 - 23

3980070 --> Thursday, 05 - 15

3980071 --> Thursday, 05 - 07

3980072 --> Thursday, 05 - 26

3980073 --> Thursday, 05 - 11

3980074 --> Thursday, 05 - 31

3980075 --> Thursday, 05 - 23

3980076 --> Thursday, 05 - 07

3980077 --> Thursday, 05 - 27

3980078 --> Thursday, 05 - 19

3980079 --> Thursday, 05 - 04

3980080 --> Thursday, 05 - 23

3980081 --> Thursday, 05 - 15

3980082 --> Thursday, 05 - 28

3980083 --> Thursday, 05 - 20

3980084 --> Thursday, 05 - 11

3980085 --> Thursday, 05 - 31

3980086 --> Thursday, 05 - 16

3980087 --> Thursday, 05 - 08

3980088 --> Thursday, 05 - 27

3980089 --> Thursday, 05 - 12

3980090 --> Thursday, 05 - 04

3980091 --> Thursday, 05 - 24

3980092 --> Thursday, 05 - 15

3980093 --> Thursday, 05 - 28

3980094 --> Thursday, 05 - 20

3980095 --> Thursday, 05 - 12

3980096 --> Thursday, 05 - 31

3980097 --> Thursday, 05 - 16

3980098 --> Thursday, 05 - 08

3980099 --> Thursday, 05 - 28

3980100 --> Thursday, 05 - 13

3980101 --> Thursday, 05 - 05

3980102 --> Thursday, 05 - 25

3980103 --> Thursday, 05 - 10

3980104 --> Thursday, 05 - 29

3980105 --> Thursday, 05 - 21

3980106 --> Thursday, 05 - 06

3980107 --> Thursday, 05 - 26

3980108 --> Thursday, 05 - 17

3980109 --> Thursday, 05 - 02

3980110 --> Thursday, 05 - 22

3980111 --> Thursday, 05 - 14

3980112 --> Thursday, 06 - 02

3980113 --> Thursday, 05 - 18

3980114 --> Thursday, 05 - 10

3980115 --> Thursday, 05 - 30

3980116 --> Thursday, 05 - 21

3980117 --> Thursday, 05 - 06

3980118 --> Thursday, 05 - 26

3980119 --> Thursday, 05 - 18

3980120 --> Thursday, 05 - 02

3980121 --> Thursday, 05 - 22

3980122 --> Thursday, 05 - 14

3980123 --> Thursday, 05 - 27

3980124 --> Thursday, 05 - 18

3980125 --> Thursday, 05 - 10

3980126 --> Thursday, 05 - 30

3980127 --> Thursday, 05 - 15

3980128 --> Thursday, 05 - 06

3980129 --> Thursday, 05 - 26

3980130 --> Thursday, 05 - 11

3980131 --> Thursday, 05 - 31

3980132 --> Thursday, 05 - 22

3980133 --> Thursday, 05 - 07

3980134 --> Thursday, 05 - 27

3980135 --> Thursday, 05 - 19

3980136 --> Thursday, 05 - 10

3980137 --> Thursday, 05 - 23

3980138 --> Thursday, 05 - 15

3980139 --> Thursday, 04 - 30

3980140 --> Thursday, 05 - 19

3980141 --> Thursday, 05 - 11

3980142 --> Thursday, 05 - 31

3980143 --> Thursday, 05 - 16

3980144 --> Thursday, 05 - 07

3980145 --> Thursday, 05 - 27

3980146 --> Thursday, 05 - 19

3980147 --> Thursday, 05 - 04

3980148 --> Thursday, 05 - 23

3980149 --> Thursday, 05 - 15

3980150 --> Thursday, 05 - 28

3980151 --> Thursday, 05 - 20

3980152 --> Thursday, 05 - 11

3980153 --> Thursday, 05 - 31

3980154 --> Thursday, 05 - 16

3980155 --> Thursday, 05 - 08

3980156 --> Thursday, 05 - 27

3980157 --> Thursday, 05 - 12

3980158 --> Thursday, 05 - 04

3980159 --> Thursday, 05 - 24

