Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4590000 through 4599999



4590000 --> Thursday, 05 - 25

4590001 --> Thursday, 05 - 17

4590002 --> Thursday, 05 - 02

4590003 --> Thursday, 05 - 22

4590004 --> Thursday, 05 - 13

4590005 --> Thursday, 06 - 02

4590006 --> Thursday, 05 - 18

4590007 --> Thursday, 05 - 10

4590008 --> Thursday, 05 - 29

4590009 --> Thursday, 05 - 14

4590010 --> Thursday, 05 - 06

4590011 --> Thursday, 05 - 26

4590012 --> Thursday, 05 - 17

4590013 --> Thursday, 05 - 02

4590014 --> Thursday, 05 - 22

4590015 --> Thursday, 05 - 14

4590016 --> Thursday, 06 - 02

4590017 --> Thursday, 05 - 18

4590018 --> Thursday, 05 - 10

4590019 --> Thursday, 05 - 30

4590020 --> Thursday, 05 - 14

4590021 --> Thursday, 05 - 06

4590022 --> Thursday, 05 - 26

4590023 --> Thursday, 05 - 11

4590024 --> Thursday, 05 - 30

4590025 --> Thursday, 05 - 22

4590026 --> Thursday, 05 - 07

4590027 --> Thursday, 05 - 27

4590028 --> Thursday, 05 - 18

4590029 --> Thursday, 05 - 03

4590030 --> Thursday, 05 - 23

4590031 --> Thursday, 05 - 15

4590032 --> Thursday, 05 - 06

4590033 --> Thursday, 05 - 19

4590034 --> Thursday, 05 - 11

4590035 --> Thursday, 05 - 31

4590036 --> Thursday, 05 - 22

4590037 --> Thursday, 05 - 07

4590038 --> Thursday, 05 - 27

4590039 --> Thursday, 05 - 12

4590040 --> Thursday, 05 - 03

4590041 --> Thursday, 05 - 23

4590042 --> Thursday, 05 - 15

4590043 --> Thursday, 05 - 28

4590044 --> Thursday, 05 - 19

4590045 --> Thursday, 05 - 11

4590046 --> Thursday, 05 - 31

4590047 --> Thursday, 05 - 16

4590048 --> Thursday, 05 - 07

4590049 --> Thursday, 05 - 27

4590050 --> Thursday, 05 - 12

4590051 --> Thursday, 05 - 04

4590052 --> Thursday, 05 - 23

4590053 --> Thursday, 05 - 08

4590054 --> Thursday, 05 - 28

4590055 --> Thursday, 05 - 20

4590056 --> Thursday, 05 - 11

4590057 --> Thursday, 05 - 24

4590058 --> Thursday, 05 - 16

4590059 --> Thursday, 05 - 01

4590060 --> Thursday, 05 - 20

4590061 --> Thursday, 05 - 12

4590062 --> Thursday, 06 - 01

4590063 --> Thursday, 05 - 17

4590064 --> Thursday, 05 - 08

4590065 --> Thursday, 05 - 28

4590066 --> Thursday, 05 - 20

4590067 --> Thursday, 05 - 05

4590068 --> Thursday, 05 - 24

4590069 --> Thursday, 05 - 16

4590070 --> Thursday, 05 - 01

4590071 --> Thursday, 05 - 21

4590072 --> Thursday, 05 - 12

4590073 --> Thursday, 06 - 01

4590074 --> Thursday, 05 - 17

4590075 --> Thursday, 05 - 09

4590076 --> Thursday, 05 - 28

4590077 --> Thursday, 05 - 13

4590078 --> Thursday, 05 - 05

4590079 --> Thursday, 05 - 25

4590080 --> Thursday, 05 - 09

4590081 --> Thursday, 05 - 29

4590082 --> Thursday, 05 - 21

4590083 --> Thursday, 05 - 06

4590084 --> Thursday, 05 - 25

4590085 --> Thursday, 05 - 17

4590086 --> Thursday, 05 - 09

4590087 --> Thursday, 05 - 22

4590088 --> Thursday, 05 - 13

4590089 --> Thursday, 05 - 05

4590090 --> Thursday, 05 - 25

4590091 --> Thursday, 05 - 10

4590092 --> Thursday, 05 - 29

4590093 --> Thursday, 05 - 21

4590094 --> Thursday, 05 - 06

4590095 --> Thursday, 05 - 26

4590096 --> Thursday, 05 - 17

4590097 --> Thursday, 05 - 02

4590098 --> Thursday, 05 - 22

4590099 --> Thursday, 05 - 14

4590100 --> Thursday, 06 - 03

4590101 --> Thursday, 05 - 19

4590102 --> Thursday, 05 - 11

4590103 --> Thursday, 05 - 31

4590104 --> Thursday, 05 - 15

4590105 --> Thursday, 05 - 07

4590106 --> Thursday, 05 - 27

4590107 --> Thursday, 05 - 12

4590108 --> Thursday, 05 - 03

4590109 --> Thursday, 05 - 23

4590110 --> Thursday, 05 - 15

4590111 --> Thursday, 05 - 28

4590112 --> Thursday, 05 - 19

4590113 --> Thursday, 05 - 11

4590114 --> Thursday, 05 - 31

4590115 --> Thursday, 05 - 16

4590116 --> Thursday, 05 - 07

4590117 --> Thursday, 05 - 27

4590118 --> Thursday, 05 - 12

4590119 --> Thursday, 06 - 01

4590120 --> Thursday, 05 - 23

4590121 --> Thursday, 05 - 08

4590122 --> Thursday, 05 - 28

4590123 --> Thursday, 05 - 20

4590124 --> Thursday, 05 - 04

4590125 --> Thursday, 05 - 24

4590126 --> Thursday, 05 - 16

4590127 --> Thursday, 05 - 01

4590128 --> Thursday, 05 - 20

4590129 --> Thursday, 05 - 12

4590130 --> Thursday, 06 - 01

4590131 --> Thursday, 05 - 17

4590132 --> Thursday, 05 - 08

4590133 --> Thursday, 05 - 28

4590134 --> Thursday, 05 - 13

4590135 --> Thursday, 05 - 05

4590136 --> Thursday, 05 - 24

4590137 --> Thursday, 05 - 16

4590138 --> Thursday, 05 - 29

4590139 --> Thursday, 05 - 21

4590140 --> Thursday, 05 - 12

4590141 --> Thursday, 06 - 01

4590142 --> Thursday, 05 - 17

4590143 --> Thursday, 05 - 09

4590144 --> Thursday, 05 - 28

4590145 --> Thursday, 05 - 13

4590146 --> Thursday, 05 - 05

4590147 --> Thursday, 05 - 25

4590148 --> Thursday, 05 - 09

4590149 --> Thursday, 05 - 29

4590150 --> Thursday, 05 - 21

4590151 --> Thursday, 05 - 06

4590152 --> Thursday, 05 - 25

4590153 --> Thursday, 05 - 17

4590154 --> Thursday, 05 - 02

4590155 --> Thursday, 05 - 22

4590156 --> Thursday, 05 - 13

4590157 --> Thursday, 06 - 02

4590158 --> Thursday, 05 - 18

4590159 --> Thursday, 05 - 10

4590160 --> Thursday, 05 - 29

4590161 --> Thursday, 05 - 21

4590162 --> Thursday, 05 - 06

4590163 --> Thursday, 05 - 26

4590164 --> Thursday, 05 - 17

4590165 --> Thursday, 05 - 02

4590166 --> Thursday, 05 - 22

4590167 --> Thursday, 05 - 14

4590168 --> Thursday, 06 - 02

4590169 --> Thursday, 05 - 18

4590170 --> Thursday, 05 - 10

4590171 --> Thursday, 05 - 30

4590172 --> Thursday, 05 - 14

4590173 --> Thursday, 05 - 06

4590174 --> Thursday, 05 - 26

4590175 --> Thursday, 05 - 11

4590176 --> Thursday, 05 - 30

4590177 --> Thursday, 05 - 22

4590178 --> Thursday, 05 - 07

4590179 --> Thursday, 05 - 27

4590180 --> Thursday, 05 - 18

4590181 --> Thursday, 05 - 10

4590182 --> Thursday, 05 - 23

4590183 --> Thursday, 05 - 15

4590184 --> Thursday, 05 - 06

4590185 --> Thursday, 05 - 26

4590186 --> Thursday, 05 - 11

4590187 --> Thursday, 05 - 31

4590188 --> Thursday, 05 - 22

4590189 --> Thursday, 05 - 07

4590190 --> Thursday, 05 - 27

4590191 --> Thursday, 05 - 19

4590192 --> Thursday, 05 - 03

4590193 --> Thursday, 05 - 23

4590194 --> Thursday, 05 - 15

4590195 --> Thursday, 05 - 28

4590196 --> Thursday, 05 - 19

4590197 --> Thursday, 05 - 11

4590198 --> Thursday, 05 - 31

4590199 --> Thursday, 05 - 16

4590200 --> Thursday, 05 - 08

4590201 --> Thursday, 05 - 28

4590202 --> Thursday, 05 - 13

4590203 --> Thursday, 05 - 05

4590204 --> Thursday, 05 - 24

4590205 --> Thursday, 05 - 09

4590206 --> Thursday, 05 - 29

4590207 --> Thursday, 05 - 21

4590208 --> Thursday, 05 - 12

4590209 --> Thursday, 05 - 25

4590210 --> Thursday, 05 - 17

4590211 --> Thursday, 05 - 02

4590212 --> Thursday, 05 - 21

4590213 --> Thursday, 05 - 13

4590214 --> Thursday, 06 - 02

4590215 --> Thursday, 05 - 18

4590216 --> Thursday, 05 - 09

4590217 --> Thursday, 05 - 29

4590218 --> Thursday, 05 - 21

4590219 --> Thursday, 05 - 06

4590220 --> Thursday, 05 - 25

4590221 --> Thursday, 05 - 17

4590222 --> Thursday, 05 - 02

4590223 --> Thursday, 05 - 22

4590224 --> Thursday, 05 - 13

4590225 --> Thursday, 06 - 02

4590226 --> Thursday, 05 - 18

4590227 --> Thursday, 05 - 10

4590228 --> Thursday, 05 - 29

4590229 --> Thursday, 05 - 14

4590230 --> Thursday, 05 - 06

4590231 --> Thursday, 05 - 26

4590232 --> Thursday, 05 - 10

4590233 --> Thursday, 05 - 30

4590234 --> Thursday, 05 - 22

4590235 --> Thursday, 05 - 07

4590236 --> Thursday, 05 - 26

4590237 --> Thursday, 05 - 18

4590238 --> Thursday, 05 - 10

4590239 --> Thursday, 05 - 23

4590240 --> Thursday, 05 - 14

4590241 --> Thursday, 05 - 06

4590242 --> Thursday, 05 - 26

4590243 --> Thursday, 05 - 11

4590244 --> Thursday, 05 - 30

4590245 --> Thursday, 05 - 22

4590246 --> Thursday, 05 - 07

4590247 --> Thursday, 05 - 27

4590248 --> Thursday, 05 - 18

4590249 --> Thursday, 05 - 03

4590250 --> Thursday, 05 - 23

4590251 --> Thursday, 05 - 15

