Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2110000 through 2119999



2110000 --> Thursday, 05 - 18

2110001 --> Thursday, 05 - 10

2110002 --> Thursday, 05 - 30

2110003 --> Thursday, 05 - 15

2110004 --> Thursday, 05 - 06

2110005 --> Thursday, 05 - 26

2110006 --> Thursday, 05 - 11

2110007 --> Thursday, 05 - 31

2110008 --> Thursday, 05 - 22

2110009 --> Thursday, 05 - 07

2110010 --> Thursday, 05 - 27

2110011 --> Thursday, 05 - 19

2110012 --> Thursday, 05 - 03

2110013 --> Thursday, 05 - 23

2110014 --> Thursday, 05 - 15

2110015 --> Thursday, 04 - 30

2110016 --> Thursday, 05 - 19

2110017 --> Thursday, 05 - 11

2110018 --> Thursday, 05 - 31

2110019 --> Thursday, 05 - 16

2110020 --> Thursday, 05 - 07

2110021 --> Thursday, 05 - 27

2110022 --> Thursday, 05 - 19

2110023 --> Thursday, 05 - 04

2110024 --> Thursday, 05 - 23

2110025 --> Thursday, 05 - 15

2110026 --> Thursday, 05 - 28

2110027 --> Thursday, 05 - 20

2110028 --> Thursday, 05 - 11

2110029 --> Thursday, 05 - 31

2110030 --> Thursday, 05 - 16

2110031 --> Thursday, 05 - 08

2110032 --> Thursday, 05 - 27

2110033 --> Thursday, 05 - 12

2110034 --> Thursday, 05 - 04

2110035 --> Thursday, 05 - 24

2110036 --> Thursday, 05 - 08

2110037 --> Thursday, 05 - 28

2110038 --> Thursday, 05 - 20

2110039 --> Thursday, 05 - 05

2110040 --> Thursday, 05 - 24

2110041 --> Thursday, 05 - 16

2110042 --> Thursday, 05 - 08

2110043 --> Thursday, 05 - 21

2110044 --> Thursday, 05 - 12

2110045 --> Thursday, 06 - 01

2110046 --> Thursday, 05 - 17

2110047 --> Thursday, 05 - 09

2110048 --> Thursday, 05 - 28

2110049 --> Thursday, 05 - 20

2110050 --> Thursday, 05 - 05

2110051 --> Thursday, 05 - 25

2110052 --> Thursday, 05 - 16

2110053 --> Thursday, 05 - 01

2110054 --> Thursday, 05 - 21

2110055 --> Thursday, 05 - 13

2110056 --> Thursday, 06 - 01

2110057 --> Thursday, 05 - 17

2110058 --> Thursday, 05 - 09

2110059 --> Thursday, 05 - 29

2110060 --> Thursday, 05 - 13

2110061 --> Thursday, 05 - 05

2110062 --> Thursday, 05 - 25

2110063 --> Thursday, 05 - 10

2110064 --> Thursday, 05 - 29

2110065 --> Thursday, 05 - 21

2110066 --> Thursday, 05 - 06

2110067 --> Thursday, 05 - 26

2110068 --> Thursday, 05 - 17

2110069 --> Thursday, 05 - 09

2110070 --> Thursday, 05 - 22

2110071 --> Thursday, 05 - 14

2110072 --> Thursday, 05 - 05

2110073 --> Thursday, 05 - 25

2110074 --> Thursday, 05 - 10

2110075 --> Thursday, 05 - 30

2110076 --> Thursday, 05 - 21

2110077 --> Thursday, 05 - 06

2110078 --> Thursday, 05 - 26

