Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2750000 through 2759999



2750000 --> Thursday, 05 - 25

2750001 --> Thursday, 05 - 17

2750002 --> Thursday, 05 - 02

2750003 --> Thursday, 05 - 22

2750004 --> Thursday, 05 - 13

2750005 --> Thursday, 06 - 02

2750006 --> Thursday, 05 - 18

2750007 --> Thursday, 05 - 10

2750008 --> Thursday, 05 - 29

2750009 --> Thursday, 05 - 14

2750010 --> Thursday, 05 - 06

2750011 --> Thursday, 05 - 26

2750012 --> Thursday, 05 - 17

2750013 --> Thursday, 05 - 02

2750014 --> Thursday, 05 - 22

2750015 --> Thursday, 05 - 14

2750016 --> Thursday, 06 - 02

2750017 --> Thursday, 05 - 18

2750018 --> Thursday, 05 - 10

2750019 --> Thursday, 05 - 30

2750020 --> Thursday, 05 - 14

2750021 --> Thursday, 05 - 06

2750022 --> Thursday, 05 - 26

2750023 --> Thursday, 05 - 11

2750024 --> Thursday, 05 - 30

2750025 --> Thursday, 05 - 22

2750026 --> Thursday, 05 - 07

2750027 --> Thursday, 05 - 27

2750028 --> Thursday, 05 - 18

2750029 --> Thursday, 05 - 03

2750030 --> Thursday, 05 - 23

2750031 --> Thursday, 05 - 15

2750032 --> Thursday, 05 - 06

2750033 --> Thursday, 05 - 19

2750034 --> Thursday, 05 - 11

2750035 --> Thursday, 05 - 31

2750036 --> Thursday, 05 - 22

2750037 --> Thursday, 05 - 07

2750038 --> Thursday, 05 - 27

2750039 --> Thursday, 05 - 19

2750040 --> Thursday, 05 - 03

2750041 --> Thursday, 05 - 23

2750042 --> Thursday, 05 - 15

2750043 --> Thursday, 05 - 28

2750044 --> Thursday, 05 - 19

2750045 --> Thursday, 05 - 11

2750046 --> Thursday, 05 - 31

2750047 --> Thursday, 05 - 16

2750048 --> Thursday, 05 - 07

2750049 --> Thursday, 05 - 27

2750050 --> Thursday, 05 - 12

2750051 --> Thursday, 05 - 04

2750052 --> Thursday, 05 - 23

2750053 --> Thursday, 05 - 08

2750054 --> Thursday, 05 - 28

2750055 --> Thursday, 05 - 20

2750056 --> Thursday, 05 - 11

2750057 --> Thursday, 05 - 24

2750058 --> Thursday, 05 - 16

2750059 --> Thursday, 05 - 08

2750060 --> Thursday, 05 - 20

2750061 --> Thursday, 05 - 12

2750062 --> Thursday, 06 - 01

2750063 --> Thursday, 05 - 17

2750064 --> Thursday, 05 - 08

2750065 --> Thursday, 05 - 28

2750066 --> Thursday, 05 - 20

2750067 --> Thursday, 05 - 05

2750068 --> Thursday, 05 - 24

2750069 --> Thursday, 05 - 16

2750070 --> Thursday, 05 - 01

2750071 --> Thursday, 05 - 21

2750072 --> Thursday, 05 - 12

2750073 --> Thursday, 06 - 01

2750074 --> Thursday, 05 - 17

2750075 --> Thursday, 05 - 09

2750076 --> Thursday, 05 - 28

2750077 --> Thursday, 05 - 13

2750078 --> Thursday, 05 - 05

2750079 --> Thursday, 05 - 25

2750080 --> Thursday, 05 - 09

2750081 --> Thursday, 05 - 29

2750082 --> Thursday, 05 - 21

2750083 --> Thursday, 05 - 06

2750084 --> Thursday, 05 - 25

2750085 --> Thursday, 05 - 17

2750086 --> Thursday, 05 - 09

2750087 --> Thursday, 05 - 22

2750088 --> Thursday, 05 - 13

2750089 --> Thursday, 05 - 05

2750090 --> Thursday, 05 - 25

2750091 --> Thursday, 05 - 10

2750092 --> Thursday, 05 - 29

2750093 --> Thursday, 05 - 21

2750094 --> Thursday, 05 - 06

2750095 --> Thursday, 05 - 26

