Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0710000 through 0719999



0710000 --> Thursday, 05 - 11

0710001 --> Thursday, 05 - 31

0710002 --> Thursday, 05 - 23

0710003 --> Thursday, 05 - 08

0710004 --> Thursday, 05 - 27

0710005 --> Thursday, 05 - 19

0710006 --> Thursday, 05 - 04

0710007 --> Thursday, 05 - 24

0710008 --> Thursday, 05 - 15

0710009 --> Thursday, 05 - 07

0710010 --> Thursday, 05 - 20

0710011 --> Thursday, 05 - 12

0710012 --> Thursday, 05 - 31

0710013 --> Thursday, 05 - 16

0710014 --> Thursday, 05 - 08

0710015 --> Thursday, 05 - 28

0710016 --> Thursday, 05 - 19

0710017 --> Thursday, 05 - 04

0710018 --> Thursday, 05 - 24

0710019 --> Thursday, 05 - 16

0710020 --> Thursday, 05 - 28

0710021 --> Thursday, 05 - 20

0710022 --> Thursday, 05 - 12

0710023 --> Thursday, 06 - 01

0710024 --> Thursday, 05 - 16

0710025 --> Thursday, 05 - 08

0710026 --> Thursday, 05 - 28

0710027 --> Thursday, 05 - 13

0710028 --> Thursday, 05 - 04

0710029 --> Thursday, 05 - 24

0710030 --> Thursday, 05 - 09

0710031 --> Thursday, 05 - 29

0710032 --> Thursday, 05 - 20

0710033 --> Thursday, 05 - 05

0710034 --> Thursday, 05 - 25

0710035 --> Thursday, 05 - 17

0710036 --> Thursday, 05 - 08

0710037 --> Thursday, 05 - 21

0710038 --> Thursday, 05 - 13

0710039 --> Thursday, 06 - 02

0710040 --> Thursday, 05 - 24

0710041 --> Thursday, 05 - 09

0710042 --> Thursday, 05 - 29

0710043 --> Thursday, 05 - 21

0710044 --> Thursday, 05 - 05

0710045 --> Thursday, 05 - 25

0710046 --> Thursday, 05 - 17

0710047 --> Thursday, 05 - 02

0710048 --> Thursday, 05 - 21

0710049 --> Thursday, 05 - 13

0710050 --> Thursday, 06 - 02

0710051 --> Thursday, 05 - 18

0710052 --> Thursday, 05 - 09

0710053 --> Thursday, 05 - 29

0710054 --> Thursday, 05 - 14

0710055 --> Thursday, 05 - 06

0710056 --> Thursday, 05 - 25

0710057 --> Thursday, 05 - 10

0710058 --> Thursday, 05 - 30

0710059 --> Thursday, 05 - 22

0710060 --> Thursday, 05 - 13

0710061 --> Thursday, 05 - 26

0710062 --> Thursday, 05 - 18

0710063 --> Thursday, 05 - 10

0710064 --> Thursday, 05 - 29

0710065 --> Thursday, 05 - 14

0710066 --> Thursday, 05 - 06

0710067 --> Thursday, 05 - 26

0710068 --> Thursday, 05 - 10

0710069 --> Thursday, 05 - 30

0710070 --> Thursday, 05 - 22

0710071 --> Thursday, 05 - 07

0710072 --> Thursday, 05 - 26

0710073 --> Thursday, 05 - 18

0710074 --> Thursday, 05 - 03

0710075 --> Thursday, 05 - 23

0710076 --> Thursday, 05 - 14

0710077 --> Thursday, 06 - 03

0710078 --> Thursday, 05 - 19

0710079 --> Thursday, 05 - 11

0710080 --> Thursday, 05 - 30

0710081 --> Thursday, 05 - 15

0710082 --> Thursday, 05 - 07

0710083 --> Thursday, 05 - 27

0710084 --> Thursday, 05 - 18

0710085 --> Thursday, 05 - 03

0710086 --> Thursday, 05 - 23

0710087 --> Thursday, 05 - 08

0710088 --> Thursday, 05 - 27

0710089 --> Thursday, 05 - 19

0710090 --> Thursday, 05 - 11

0710091 --> Thursday, 05 - 24

0710092 --> Thursday, 05 - 15

0710093 --> Thursday, 05 - 07

0710094 --> Thursday, 05 - 27

0710095 --> Thursday, 05 - 12

0710096 --> Thursday, 05 - 31

0710097 --> Thursday, 05 - 23

0710098 --> Thursday, 05 - 08

0710099 --> Thursday, 05 - 28

0710100 --> Thursday, 05 - 20

0710101 --> Thursday, 05 - 05

0710102 --> Thursday, 05 - 25

0710103 --> Thursday, 05 - 17

0710104 --> Thursday, 05 - 08

0710105 --> Thursday, 05 - 21

0710106 --> Thursday, 05 - 13

0710107 --> Thursday, 06 - 02

0710108 --> Thursday, 05 - 17

0710109 --> Thursday, 05 - 09

0710110 --> Thursday, 05 - 29

0710111 --> Thursday, 05 - 14

0710112 --> Thursday, 05 - 05

0710113 --> Thursday, 05 - 25

0710114 --> Thursday, 05 - 17

0710115 --> Thursday, 05 - 02

0710116 --> Thursday, 05 - 21

0710117 --> Thursday, 05 - 13

0710118 --> Thursday, 06 - 02

0710119 --> Thursday, 05 - 18

0710120 --> Thursday, 05 - 09

0710121 --> Thursday, 05 - 29

0710122 --> Thursday, 05 - 14

0710123 --> Thursday, 05 - 06

0710124 --> Thursday, 05 - 25

0710125 --> Thursday, 05 - 10

0710126 --> Thursday, 05 - 30

0710127 --> Thursday, 05 - 22

0710128 --> Thursday, 05 - 06

0710129 --> Thursday, 05 - 26

0710130 --> Thursday, 05 - 18

0710131 --> Thursday, 05 - 03

0710132 --> Thursday, 05 - 22

0710133 --> Thursday, 05 - 14

0710134 --> Thursday, 05 - 06

0710135 --> Thursday, 05 - 19

0710136 --> Thursday, 05 - 10

0710137 --> Thursday, 05 - 30

0710138 --> Thursday, 05 - 22

0710139 --> Thursday, 05 - 07

0710140 --> Thursday, 05 - 26

0710141 --> Thursday, 05 - 18

0710142 --> Thursday, 05 - 03

0710143 --> Thursday, 05 - 23

0710144 --> Thursday, 05 - 14

0710145 --> Thursday, 06 - 03

0710146 --> Thursday, 05 - 19

0710147 --> Thursday, 05 - 11

0710148 --> Thursday, 05 - 30

0710149 --> Thursday, 05 - 15

0710150 --> Thursday, 05 - 07

